Page,Label,Text
23,1," The background facts are drawn from Plaintiffs' second amended complaint, with all non-conclusory factual allegations 
accepted as true. Docket No. 100-1; see Ashcroft v. Iqbal, 556 U.S. 662, 678, 129 S. Ct. 1937, 173 L. Ed. 2d 868 (2009)."
23,2," According to Plaintiffs, allergen immunotherapy is a process of introducing allergens incrementally into a patient's system to 
desensitize the patient to such allergens. See Second Am. Comp. ¶ 35. It is the only known cure to allergic rhinitis for seasonal 
and perennial allergies. Id. Over-the-counter and prescription allergy medications merely mask allergy symptoms, but do not 
cure the problem. Id. The Court refers to allergy testing and allergen immunotherapy as ""allergy care."" "
24,3, The ABAI is not a defendant in this case.
24,4," These physicians are referred to as ""board-certified physicians"" or ""allergists."""
24,5," Third-party payors include commercial insurance companies, managed care health plans, Medicare, and Medicaid. See 
Second Am. Compl. ¶ 36. "
25,6," Plaintiffs have additionally replied in support of their motion to amend, Docket No. 111, and Defendants have filed a notice of 
errata, notifying the Court of an inadvertent typographical error in their reply to their motion to dismiss, Docket No. 112. 
Defendants have also requested an oral hearing on their motions to dismiss. Docket No. 110. The Court denies Defendants' 
request for a hearing since it is able to determine the issues raised in Defendants' motions without additional evidence or 
argument. See Walk Haydel & Associates, Inc. v. Coastal Power Prod. Co., 517 F.3d 235, 241 (5th Cir. 2008) (stating that when 
deciding a motion to dismiss for lack of personal jurisdiction, a court has discretion as to the type and amount of discovery to 
allow, and, when appropriate, may hold a full evidentiary hearing). "
26,7," The motion does not address the sufficiency of Plaintiffs' allegations as to individual Defendants. Challenges by individual 
Defendants are addressed in separate motions. See Docket Nos. 83-85. "
27,8," This draft letter is attached to Plaintiffs' motion for preliminary injunction and incorporated into the complaint by reference. Mot. 
for Prelim. Inj., Ex. D-9; Second Am. Compl. ¶ 61."
27,9," Plaintiffs incorporated by reference a letter sent by AAAAI, ACAAI, and JCAAI to regional leaders regarding the formation of 
RADAR. Mot. for Prelim. Inj., Ex. E-4; Second Am. Compl. ¶ 68."
27,10," A copy of this newsletter is attached to Plaintiffs' motion for preliminary injunction and incorporated into the complaint by 
reference. Mot. for Prelim Inj., Ex. E-13; Second Am. Compl. ¶ 83."
27,11," The Court quoted this newsletter at length in its order denying Plaintiffs' motion for preliminary injunction. See Docket No. 82, 
at 5. "
28,12," Whether conduct is analyzed under the rule of reason or is per se illegal is a question of law. PSKS, Inc. v. Leegin Creative 
Leather Products, 171 F. App'x 464, 466 (5th Cir. 2006) (reversed on other grounds). As explained below, Plaintiffs have 
asserted facts supporting an inference that Defendants' conduct impermissibly restrained competition. Therefore, the Court does 
not decide at this time whether Plaintiffs' antitrust claims should be analyzed under the rule of reason, are subject to per se 
illegal condemnation, or should be analyzed in some other manner. Cf Cal. Dental, 526 U.S. at 779 (""The truth is that our 
categories of analysis of anticompetitive effect are less fixed than terms like 'per se, ""quick look,' and 'rule of reason' tend to 
make them appear."")."
28,13," Additionally, Plaintiffs allege that Defendants' ""standard of care"" prohibits patient self-administration of allergy immunotherapy 
shots. See Second Am. Compl. ¶ 91. Plaintiffs assert that physicians who employ UAS often allow their patients to self-
administer allergy shots. Id."
28,14," Plaintiffs also allege Defendants encouraged third-party payors to fix prices ""in an attempt to deny [Plaintiffs] access to 
customers and markets."" Second Am. Compl. ¶ 107. As noted in the Court's order denying Plaintiffs' motion for preliminary 
injunction, the alleged price-fixing can be viewed as a tool for effectuating a boycott of Plaintiffs. Docket No. 12, at 9 n.9. Since 
Plaintiffs' boycott theory survives Defendants' motion to dismiss, to the extent Plaintiffs pursue a price-fixing theory, that theory 
also survives."
28,15," Plaintiffs attach Parkland's letters to their motion for preliminary injunction and incorporate the letters into their complaint by 
reference. Mot. for Prelim. Inj., Ex. F-3; Second Am. Compl. ¶ 95. "
29,16," While Plaintiffs' allegations primarily concern Defendants' alleged contact with third-party payors, including the four examples 
noted above, Plaintiffs also allege Defendants contacted primary care physicians. See, e.g., Second Am. Compl. ¶ 83 (alleging 
that a JCAAI newsletter encouraged allergists to ""educate"" primary care physicians on their ""standard of care""). Additionally, the 
Court notes board-certified physicians are direct competitors to UAS since both board-certified physicians and UAS compete in 
providing allergy care support services to primary care physicians. See JCAAI Newsletter, Docket No. 12, Ex. E-13 (""[Board-
certified physicians] can also provide immunotherapy for administration in [primary care physicians'] office[s], if they wish.""); 
Second Am. Compl. ¶ 83 (incorporating the JCAAI newsletter by reference)."
29,17," See also Allied Tube, 486 U.S. at 497-98,499 n.3 (noting that a jury found the defendant violated Sherman Act § 1 by 
subverting the consensus standard-making process of a professional association, whose standards are routinely adopted into 
law by state and local governments, but withdrawing certiorari on the issue of whether the evidence supported this finding); FTC 
v. Ind Fed'n of Dentists, 476 U.S. 447, 462-64, 106 S. Ct. 2009, 90 L. Ed. 2d 445 (1986) (affirming the Federal Trade 
Commission's finding that a conspiracy among dentists to refuse to submit x-rays to dental insurers for use in benefits 
determinations violated Sherman Act § 1, even though the dentists' policy was allegedly adopted for noncompetitive ""quality of 
care"" reasons); Consol. Metal Products, Inc. v. Am. Petroleum Inst., 846 F.2d 284,289-92 (5th Cir. 1988) (analyzing whether a 
trade association's product certification delay violated Sherman Act § 1 under the rule of reason). "
30,18," Additionally, Plaintiffs' allegations stand in contrast to the facts in Schachar, 870 F.2d at 397. There, the Seventh Circuit noted 
that ""[a]ll the [American Academy of Ophthalmology] did is state as its position that radial keratotomy was 'experimental."" Id. at 
398 (emphasis in the original). The American Academy of Ophthalmology ""did not induce hospitals to withhold permission to 
perform the procedure, or insurers to withhold payment."" Id. In contrast, Plaintiffs allege Defendants induced primary care 
physicians not to practice allergy care on their own or with the support of UAS. See, e.g., Second Am. Compl. ¶ 83. Additionally, 
Plaintiffs allege that Defendants induced third-party payors to withhold payment to primary care physicians practicing allergy 
care and to withhold payment to UAS. See id. ¶¶ 86-99. "
