Page,Label,Text
21,1, Statutory references are to the Business and Professions Code unless otherwise stated. 
22,2," The first amended complaint was filed after the parties met and conferred to discuss Southern SARMs's contemplated motion 
to strike and demurrer to the original complaint. "
23,3," Southern SARMs also filed a separate motion to strike those portions of the first amended complaint seeking restitution, 
including disgorgement of profits, and injunctive relief. Presenting the same arguments as contained in its demurrer, Southern 
SARMs argued those allegations constituted ""irrelevant, false or improper matter inserted in any pleading"" within the meaning of 
Code of Civil Procedure section 436."
23,4," The record on appeal does not contain a reporter's transcript of the joint hearing on the motion for preliminary injunction and 
demurrer."
23,5," In light of its order sustaining Southern SARMs's demurrer, the court deemed the motion to strike moot. "
26,6," ""Disgorgement as a remedy is broader than restitution or restoration of what the plaintiff lost. [Citations.] There are two types of 
disgorgement: restitutionary disgorgement, which focuses on the plaintiff's loss, and nonrestitutionary disgorgement, which 
focuses on the defendant's unjust enrichment. [Citation.] 'Typically, the defendant's benefit and the plaintiff's loss are the same, 
and restitution requires the defendant to restore the plaintiff to his or her original position.' [Citation.] However, '[m]any instances 
of ""liability based on unjust enrichment . . . do not involve the restoration of anything the claimant previously possessed . . . 
includ[ing] cases involving the disgorgement of profits . . . wrongfully obtained . . . ."" [Citation.] ""[T]he public policy of this state 
does not permit one to 'take advantage of his own wrong''' regardless of whether the other party suffers actual damage. 
[Citation.] Where ""a benefit has been received by the defendant but the plaintiff has not suffered a corresponding loss or, in 
some cases, any loss, but nevertheless the enrichment of the defendant would be unjust . . . the defendant may be under a duty 
to give to the plaintiff the amount by which [the defendant] has been enriched.""'"" (American Master Lease LLC v. Idanta 
Partners, Ltd. (2014) 225 Cal.App.4th 1451, 1482, 171 Cal. Rptr. 3d 548.) "
28,7," Southern SARMs also argues the question whether sales of Ostarine or other products containing selective androgen receptor 
modulators should be banned raises issues that must be answered in the first instance by the FDA, including ""[w]hether Ostarine 
is a 'drug,' 'new drug,' 'a prescription drug,' or a 'dietary supplement' proscribed or regulated by the FDA."" Thus, it contends, 
Nutrition Distribution's request for injunctive relief is precluded by the primary jurisdiction doctrine. (See, e.g., Farmers Ins. 
Exchange v. Superior Court (1992) 2 Cal.4th 377, 390, 6 Cal. Rptr. 2d 487, 826 P.2d 730 [primary jurisdiction ""'applies where a 
claim is originally cognizable in the courts, and comes into play whenever enforcement of the claim requires the resolution of 
issues which, under a regulatory scheme, have been placed within the special competence of an administrative body; in such a 
case the judicial process is suspended pending referral of such issues to the administrative body for its views'""; italics omitted].) In response, quoting extensively from Nutrition Distribution, LLC v. Custom Nutraceuticals LLC (D.Ariz. 2016) 194 F.Supp.3d 
952, in which the defendants were alleged to have violated the federal Lanham Act by engaging in false advertising of Ostarine, 
Nutrition Distribution insists the trial court can decide whether Ostarine is as safe as Southern SARMs claims without expressing 
an opinion on any technical or policy questions committed to the FDA. (See Custom Nutraceuticals, at p. 956 [the court does not 
""require FDA's expertise to determine whether it is false and misleading to market a product to competitive athletes while 
neglecting to mention that it has been banned by the World Anti-Doping Agency and the U.S. Anti-Doping Agency. It is not clear 
that this question even implicates the FDA's regulatory scheme . . .""].) In light of our holding that the requested injunctive relief is impermissibly overbroad, we need not address the primary jurisdiction 
issue."
28,8," In an appropriate situation a court may enter an injunction requiring corrective advertising to make up for past misleading 
statements. (See, e.g., Consumers Union of U.S., Inc. v. Alta-Dena Certified Dairy (1992) 4 Cal.App.4th 963, 972-974, 6 Cal. 
Rptr. 2d 193 [upholding court order requiring defendant to place a warning on its product, which it continued to sell, to correct a 
misperception created by prior false advertising].) No analogous circumstance is present in the case at bar. "
44,1," Unlike expert witnesses appointed under Rule 706, technical advisors are appointed under the court's inherent authority, and 
they do not testify at trial (and are not deposed or subject to cross examination). Joe S. Cecil & Thomas E. Willging, Court-
Appointed Experts in Reference Manual on Scientific Evidence 527, 531 (Fed. Judicial Ctr. 1994). Accordingly, Professor de 
Figueiredo did not provide his independent opinion on the issues, but instead helped me understand the parties' experts' 
methodology, any assumptions underlying the experts' opinions, and how the methodology applies to the facts of this case. 
Thus, the purpose of the technical expert was to assist me in understanding the economic issues in this litigation and to enhance 
my ability to make an informed ruling on the pending motion. In this regard, Professor de Figueiredo's assistance was invaluable."
44,2," The parties fully briefed the motion. ECF Nos. 657 (sealed opening brief), 668 (redacted opening brief), 662 (redacted 
opposition), 664 (sealed opposition), 669 (sealed reply), 671 (redacted reply). A hearing is not necessary. See Loc. R. 105.6. Also pending are motions to seal the opening brief and opposition. ECF Nos. 658, 665. I have considered the motions and other 
filings in this case, included redacted versions of the sealed documents, and in the interest of protecting confidential, proprietary, 
trade secret, and/or commercially sensitive information, I will grant the motions to seal. Intellectual Ventures also has filed objections to the Joint Record Exhibits, ECF No. 674 (redacted), 675 (sealed), as well as a 
motion to seal its objections, ECF No. 676. Its motion to seal is granted for the same reasons that the summary judgment 
briefings are sealed. However, the objections are overruled. And, although I relied on the sealed briefings for this Memorandum 
Opinion, its contents do not justify sealing it, because the public's interest in a public ruling outweighs the parties' interest in 
sealing information related to this case. "
