頁碼,內容類型,內容
24,Counsel,"Counsel:  [**1]  Ream, Train, Horning, Ellison & Roskoph, Blaine C. Janin, Richard Allan Horning, D. Peter Harvey, 
James R. Busselle, San Francisco, California, for Plaintiffs Vespa of America Corporation and Piaggio & C.S.p.A.
Baker & McKenzie, Michael K. Murtaugh, Chicago, Illinois, Kurt W. Melchior, Michael Wischkaemper, Severson, 
Werson, Berke & Melchior, a Professional Corporation, San Francisco, California, for Defendant and Counter-
Claimant Bajaj Auto Limited.
G. William Hunter, United States Attorney, Amanda Metcalf, Assistant United States Attorney, San Francisco, 
California, for Federal Defendants."
24,Judges,"Judges:  Williams, District Judge"
24,Opinion by,Opinion by: WILLIAMS
35,Counsel,"Counsel: William F. Sondericker, Esq., New York, New York, (Jeffrey H. Sheetz, Esq., Olwine, Connelly, Chase, 
O'Donnell & Weyher, New York, New York, of counsel), for Plaintiff-Appellant.
Leon P. Gold, Esq., New York, New York, (Mark E. Davidson, Esq., Ronald D.  Lefton, Esq., Shea & Gould, New 
York, New York, of counsel), for Defendant-Appellee."
35,Judges,"Judges: Feinberg, Chief Judge, Mansfield, Circuit Judge, and Jacob Mishler, District Judge. * Feinberg, Chief 
Judge, concurring.  Mansfield, Circuit Judge, dissenting."
35,Opinion by,Opinion by: MISHLER
53,Counsel,"Counsel: T. Richard Kennedy argued the cause for petitioners in both cases.  With him on the briefs for petitioner 
in No. 81-389 were Edward Thompson and Philip R. Kastellec.  Robert P. Borsody [****5]  filed a brief for petitioner 
in No. 81-390.
Susan M. Jenkins argued the cause for respondent in both cases.  With her on the brief was Ralph C. Wiegandt.  
458 U.S. 119, *119; 102 S. Ct. 3002, **3002; 73 L. Ed. 2d 647, ***647; 1982 U.S. LEXIS 144, ****1

 
Barry Grossman argued the cause for the United States as amicus curiae urging affirmance.  With him on the brief 
were Solicitor General Lee, Assistant Attorney General Baxter, Deputy Solicitor General Shapiro, Jerrold J. 
Ganzfried, and Nancy C. Garrison. +
 [****6]"
53,Judges,"Judges: BRENNAN, J., delivered the opinion of the Court, in which WHITE, MARSHALL, BLACKMUN, POWELL, 
and STEVENS, JJ., joined.  REHNQUIST, J., filed a dissenting opinion, in which BURGER, C. J., and O'CONNOR, 
J., joined, post, p. 134."
54,Opinion by,Opinion by: BRENNAN
68,Counsel,"Counsel: Baker & Botts, Theodore F. Weiss, Jr., Robert J. Malinak, Houston, Tex., for defendant-appellant. 
Witherspoon, Aikin & Langley, James Witherspoon, Hereford, Tex., Joseph M. Alioto, Lawrence Appel, San 
Francisco, Cal., for plaintiff-appellee."
68,Judges,"Judges: Before GEE, RUBIN and GARZA, Circuit Judges."
68,Opinion by,Opinion by: GEE
87,Counsel,"Counsel: Peter Banse, Rutland, Vermont (Keyser, Crowley, Banse, Abell & Facey, Rutland, Vermont, of counsel), 
for Plaintiff-Appellant.
William F. Carroll, Dallas, Texas (Coke & Coke, J. Michael Weston, W.  Pruitt Ashworth, Dallas, Texas, Crutsinger 
& Booth, John F. Booth, Sr., Carroll, George, Hill & Pratt, Alan B. George, S. Scott Smith, Rutland, Vermont, of 
counsel), for Defendant-Appellee."
87,Judges,"Judges: Timbers, Kearse & Pierce, Circuit Judges."
87,Opinion by,Opinion by: PIERCE
93,Counsel,"Counsel: David W. Axelrod, Esq., Schwabe, Williamson, Wyatt, Moore & Roberts, Portland, Oregon, for Appellant.
Charles F. Hinkle, Esq., Stoel, Rives, Boley, Fraser & Wyse, Portland, Oregon, William F. Gary, AAG, Dept. of 
Justice, Salem, Oregon, for Appellee."
93,Judges,"Judges: Browning, Chief Judge, and Wallace and Boochever, Circuit Judges."
93,Opinion by,Opinion by: WALLACE
101,Counsel,"Counsel: Jerrold N. Offstein, Jane C. Van Praag, Michael Weisberg and Scott & Kolb for Plaintiffs and Appellants. 
Pillsbury, Madison & Sutro, Richard W. Odgers, C. Douglas Floyd, Brian D. Bellardo, Hawley, Troxell, Ennis & 
Hawley, Jess B. Hawley, Arnold & Porter, Alexander E. Bennett, McCutchen, Doyle, Brown & Enersen, J. Thomas 
Rosch, Kemp, Smith, White, Duncan & Hammond, Link Beck, Mitchell, Silberberg & Knupp, Roy Lewis Shults, 
Wilmer, Cutler & Pickering, C. Loring Jetton, Jr., Donahue, Gallagher, Thomas & Woods, Robert N. Wood, 
McKenna & Fitting, Les J. Weinstein, Munger, Tolles & Richershauser, Ronald L. Olson, McDermott, Will & Emery, 
Theodore A. Groenke, Morgan, Lewis & Bokius and Benjamin M. Quigg, Kenneth Wright, Stein, Rosen & 
Ohrenstein, David A. Rosen, Jones, Waldo, Holbrook & McDonough, Donald B. Holbrook, Michael Murphy, Cahill, 
Gordon & Reindel, Henry G. Bisgaier, Brobeck, Phleger & Harrison, Charles E. Hagner, Bodkin, McCarthy, Sargent 
& Smith, Timothy J. Sargent, Bedell, edell, Dittmar & Zehmer, Charles P. Pillans, III,  [**2]  Heller, Ehrman, White & 
McAuliffe and Stephen V. Bomse for Defendants and Respondents."
102,Opinion by,Opinion by: CHRISTIAN
