頁碼,內容類型,內容
19,Counsel,"Counsel: Charles J. Gearhiser, Gearhiser, Carpenter and Peters, Chattanooga, Tennessee, for Appellant.
Miller, Martin, Hitching, Tipton, Lenihan and Waterhouse, Chattanooga, Tennessee, for Appellee."
19,Judges,"Judges: Phillips, Chief Judge, Peck and Merritt, Circuit Judges."
19,Opinion by,Opinion by: PER CURIAM
24,Opinion by,Opinion by:  [*1]  MAHON
35,Counsel,"Counsel: Elmer S. Albritton, Esq., (argued), of Flehr, Hohbach, Test, Albritton & Herbert for Appellant.
John Thomas McCarthy, Esq., (argued), William Michael Hynes, Esq., (argued), of Townsend & Townsend, San 
Francisco, California, for Appellee."
36,Judges,"Judges: Hufstedler and Kennedy, Circuit Judges, and Jameson, * District Judge."
36,Opinion by,Opinion by: JAMESON
61,Counsel,"Counsel:  [**1]  Vernon F. L. Char, Damon, Shigekane, Key & Char, Honolulu, Hawaii, Maxwell M. Blecher, 
Blecher, Collins & Hoecker, Los Angeles, California, Howard J. Aibel, Edwin A. Kilburn, Daniel R. Solin, New York, 
New York, Grant S. Lewis, LeBoeuf, Lamb, Leiby & MacRae, New York, New York, For Plaintiff.
Marshall M. Goodsill, Martin Anderson, Goodsill, Anderson & Quinn, Honolulu, Hawaii, Milton Handler, Stanley D. 
Robinson, Michael Malina, Kaye, Scholer, Fierman, Hays & Handler, New York, New York, Thomas R. Mulroy, 
Mark Crane, Hopkins, Sutter, Mulroy, Davis & Cromartie, New York, New York, For Defendants."
62,Judges,Judges:  Pence
62,Opinion by,Opinion by: PENCE
101,Counsel,"Counsel: William B. Wyllie, Salem, argued the cause and filed a brief for appellant. 
Thomas A. Caruso, Portland, argued the cause for respondent.  With him on the brief were Paul T. Bailey, Bailey, 
Welch, Bruun & Green."
101,Judges,"Judges: Linde, Justice.  Holman, Presiding Justice, and Tongue, Howell, and Bryson, Justices."
101,Opinion by,Opinion by: LINDE
122,Counsel,"Counsel:  [***1]  Mr. Jack B. Kirsten and Mr. Elmer J. Bennett argued the cause for appellants (Messrs. Freidin, 
Kirsten, Friedman & Cherin, attorneys; Messrs. Carpenter, Bennett and Morrissey, of counsel; Mr. Bennett, Mr. 
Kirsten and Ms. Deborah W. Babcox, on the brief). 
Mr. Steven I. Kern, Deputy Attorney General, argued the cause for respondents (Mr. William F. Hyland, Attorney 
General of New Jersey, attorney; Mrs. Erminie L. Conley, Deputy Attorney General, of counsel)."
123,Judges,"Judges: For affirmance as modified -- Chief Justice Hughes and Justices Mountain, Sullivan, Pashman, Clifford, 
Schreiber and Handler.  For reversal -- None.  The opinion of the court was delivered by Pashman, J."
123,Opinion by,Opinion by: PASHMAN
144,Counsel,"Counsel: Dechert, Price & Rhodes, George J. Miller, Esquire, Richard L. Cerkman, Esquire, Stephen E. Godsall-
Myers, Phila., Pennsylvania, for Plaintiff. 
Cohen, Shapiro, Polisher, Shiekman & Cohen, Patrick W. Kittrdge, Esquire, Alan M. Lerner, Esquire, Howard J. 
Kaufman, Esquire, Joseph M. Donley, Esquire, Phila., Pennsylvania, for Defendant."
145,Opinion by,Opinion by:  NEWCOMER
165,Counsel,"Counsel:  [**1]  George D. Byfield, McGinnis, Lochridge & Kilgore, Austin, Texas, For Plaintiff.
Walter E. Workman, Baker & Botts, Houston, Texas, For S.W. Bell.
Louis Paine, Butler, Binion, Rice, Cook & Knapp, Houston, Texas.
James M. Shatto, Houston, Texas, For Energy & Dev. & Woodlands Dev."
165,Judges,Judges:  SINGLETON
165,Opinion by,Opinion by: SINGLETON
171,Counsel,"Counsel:  [*1]  For plaintiff: Carl E. Person.  For defendants: Davis Polk & Wardwell, by S. Hazard Gillespie, Robert 
F. Wise, Jr., and Michael L. Tabak."
171,Opinion by,Opinion by: SIFTON
180,Counsel,"Counsel:  [**1]  For plaintiff: David Berger, of Berger & Montague, Philadelphia, Pennsylvania.
For defendants: Bernard M. Hartnett, Jr., Newark, New Jersey, for New Jersey, Bell Telephone Co.
Clyde A. Szuch, of Pitney, Hardin & Kipp, Morristown, New Jersey, George L. Saunders, Jr. and C. John Buresh, of 
Sidley & Austin, Chicago, Illinois, for AT&T Co. and Western Electric Co."
180,Judges,"Judges: Whipple, Ch. J."
180,Opinion by,Opinion by: WHIPPLE
195,Counsel,"Counsel: Carl E. Person, Esq., New York, New York, for Plaintiffs-Appellants.
Martin Kleinbard, Esq., Lewis A. Kaplan, Esq., New York, New York (Moses Silverman, Esq., Howard S. Veisz, 
Esq., Paul, Weiss, Rifkind, Wharton & Garrison, New York, New York, of counsel), for Defendants-Appellees 
General Motors Corporation and General Motors Acceptance Corporation.
Ellis, Kustell & Mullenhoff, Buffalo, New York (Carl B. Kustell, Esq., Buffalo, New York, of counsel), for Defendant-
Appellee Bob Bain Chevrolet.
Borins, Halpern, Setel, Snitzer, Levy, Yellen & Fradin, P.C., Buffalo, New York (Isadore Snitzer, Esq., Buffalo, New 
York, of counsel), for Defendant-Appellee Glen Campbell Chevrolet, Inc.
Watson, McGarvey, Hetzelt & Bennett, Buffalo, New York (Joseph L. Watson, Esq., Buffalo, New York,  [**2]  of 
counsel), for Defendants-Appellees Gillogly Chevrolet, Inc. and Niagara Frontier Automobile Dealers Association.
Lipkin & Weisberg, New York, New York (Sidney A. Weisberg, Esq., New York, New York, of counsel), for 
Defendant-Appellee Paragon Oldsmobile, Inc.
Brennan, Tesseyman, Zelman, Runfola & Brownstein, Buffalo, New York (Ross L.  Runfola, Esq., Buffalo, New 
York, of counsel), for Defendant-Appellee Paul Batt Buick, Inc."
196,Judges,"Judges: Moore, Smith * and Mansfield, Circuit Judges."
196,Opinion by,Opinion by: MANSFIELD
204,Counsel,"Counsel:  [**1]  LeBoeuf, Lamb, Leiby & MacRae, New York, New York, H. Richard Wachtel, Esq., Grant S. Lewis, 
Esq., Michael R. W. Green, Esq., William G. Primps, Esq.  For Plaintiffs.
Sullivan & Cromwell, New York, New York, William E. Willis, Esq., James H. Carter, Esq., William M. Dallas, Jr., 
Esq., Steven E. Harbour, Esq. For Defendant."
204,Judges,"Judges:  Ward, J."
204,Opinion by,Opinion by: WARD
225,Counsel,"Counsel: Carr, Smulyan & Hartman and George M. Carr for Plaintiff and Appellant.
Knox, Ricksen, Snook, Anthony & Robbins and Thomas A. Palmer for Defendant and Respondent."
225,Judges,Judges:
225,Opinion by,Opinion by: KANE
232,Counsel,"Counsel:  [**1]  Alan Neigher, Bridgeport, Connecticut, for plaintiff.
Paul B. Zolan, Robert L. Hirtle, Jr., Hartford, Connecticut, for defendants."
232,Judges,"Judges: Daly, District Judge."
232,Opinion by,Opinion by: DALY
243,Counsel,"Counsel: Jerome A. Hochberg argued the cause for petitioners.  With him on the briefs were James F. Fairman, 
Jr., and Ivor C. Armistead III. 
Andrew P. Carter argued the cause for respondent.  With him on the brief was William T. Tete. 
William T. Crisp argued the cause for the National Rural Electric Cooperative Assn. et al. as amici curiae urging 
affirmance.  With him on the brief were Robert D. Tisinger, James H. Eddleman, J. J. Davidson, Jr., C. Pinckney 
Roberts, and B. D. St. Clair. *"
243,Judges,"Judges: Burger, Brennan, Stewart, White, Marshall, Blackmun,  [****6]  Powell, Rehnquist, Stevens"
243,Opinion by,Opinion by: BRENNAN
271,Counsel,"Counsel:  [*1]  For plaintiff: Stephen R. Lang (Breed, Abbott & Morgan, Edward J. Ross and John Timbers, of 
counsel).  For defendant: Charles R. Brainard (Richard K. Darcell, Stuart J. Sinder, George J. Badenoch, Allen I. 
Rubenstein and Kenyon & Kenyon Reilly Carr and Chapin, of counsel)."
272,Opinion by,Opinion by: DOOLING
289,Counsel,"Counsel:  [**1]  James A. Hauer & Louise A. Ptacek Attorneys at Law, Elm Grove, Wisconsin, For Plaintiff.
Foley & Lardner, by Robert A. Christensen, Milwaukee, Wisconsin, For Defendant."
289,Judges,"Judges:  Gordon, District Judge"
289,Opinion by,Opinion by: GORDON
295,Judges,"Judges: Fairchild, Chief Judge, Sprecher and Tone, Circuit Judges.  Fairchild, Chief Judge, concurring. Tone, 
Circuit Judge, concurring."
295,Opinion by,Opinion by: SPRECHER
313,Judges,"Judges:  [**1]  Owen, District Judge."
313,Opinion by,Opinion by: OWEN
319,Counsel,"Counsel:  [**1]  Manning & Carey, New York, New York, Richard deY. Manning, Esq. For Plaintiffs.
Proskauer, Rose, Goetz & Mendelsohn, New York, New York, Michael A. Cardozo, Esq.  For Defendant."
319,Judges,"Judges: Tenney, J."
319,Opinion by,Opinion by: TENNEY
323,Counsel,"Counsel:  [**1]  Litman, Litman, Harris & Specter, Pittsburgh, Pennsylvania, For Plaintiff.
Kirkpatrick, Lockhart, Johnson & Hutchison, Pittsburgh, Pennsylvania.
Burns and Manley, Pittsburgh, Pennsylvania.
 Roemisch & Wright, Cleveland, Ohio, For Defendants."
323,Judges,Judges:  Cohill
323,Opinion by,Opinion by: COHILL
331,Counsel,"Counsel:  [*1]  For plaintiffs: Richard M. Calkins, of Burditt and Calkins, and Ken J. Denzel, Chicago, Ill., Francis E. 
Hickey and D. Peter DeBruyne, of Miller & Hickey, Rockford, Ill.  For defendants: Alan H. Silberman and Kenneth H. 
Hoch, of Sonnenschein Carlin Nath & Rosenthal, Chicago, Ill., for Allstate Indemnity Co. and Allstate Ins. Co.; 
Robert T. Berendt, of Schiff, Hardin & Waite, Chicago, Ill., for State Farm Ins. Co.; Morris P. Raizes, of Cohon, 
Raizes & Regal, Chicago, Ill., for Globe Glass & Trim Co.; William C. MacLean, of Jordan & MacLean, Chicago, Ill., 
for Northwest Glass Co.; Walter L. Montgomery, of Montgomery & Sramek, Chicago, Ill., for M & M Glass Service."
332,Opinion by,Opinion by: PARSONS
345,Counsel,"Counsel: Lee Loevinger argued the cause for petitioner.  With him on the briefs was Martin Michaelson.  
Howard E. Shapiro argued the cause for the United States.  With him on the brief were Solicitor General McCree, 
Assistant Attorney General Shenefield, and Robert B. Nicholson."
346,Judges,"Judges: STEVENS, J., delivered the opinion of the Court, in which STEWART, WHITE, MARSHALL, and 
POWELL, JJ., joined, and in Parts I and III of which BLACKMUN and REHNQUIST, JJ., joined.  BLACKMUN, J., 
filed an opinion concurring in part and concurring in [****5]  the judgment, in which REHNQUIST, J., joined, post, p. 
699.  BURGER, C. J., filed an opinion concurring in part and dissenting in part, post, p. 701.  BRENNAN, J., took no 
part in the consideration or decision of the case.  
435 U.S. 679, *679; 98 S. Ct. 1355, **1355; 55 L. Ed. 2d 637, ***637; 1978 U.S. LEXIS 47, ****1"
346,Opinion by,Opinion by: STEVENS
360,Counsel,"Counsel: Law Firm of Malcolm A. Hoffmann, New York, New York, Malcolm A.  Hoffmann, Esq., Edward A. 
Woolley, Esq., Robert W. Biggar, Esq., Robert C.  Agee, Esq., Bernard Zucker, Esq., and Craig Schiller, Esq., New 
York, New York, on the brief on rehearing en banc, for Plaintiff-Appellee.
(Alvin K. Hellerstein, Esq., Robert P. Stein, Esq., and Stroock & Stroock & Lavan, New York, New York, Burton Y. 
Weitzenfeld, Esq., Michael R. Turoff, Esq., Stanley M. Lipnick, Esq., Patrick F. Geary, Esq., Arnstein, Gluck, 
Weitzenfeld & Minow,  [**2]  Chicago, Illinois, on the joint brief on rehearing en banc), for Defendant, Whirlpool 
Corporation.

 
(Charles A. Tausche, Esq., Chicago, Illinois, and Joseph J. Skinner, Esq., New York, New York, on the joint brief on 
rehearing en banc), for Defendant, Sears, Roebuck & Co."
360,Judges,"Judges: En Banc. Anderson, Feinberg, Mansfield, Mulligan, Timbers, Gurfein, Van Graafeiland, Meskill, Circuit 
Judges. * Mansfield, Circuit Judge, dissenting in an opinion in which Judge Feinberg concurs."
360,Opinion by,Opinion by: ANDERSON
375,Counsel,"Counsel: Norman Diamond, David Bonderman, Arnold & Porter, Washington, District of Columbia for Appellant. 
Robert J. Lewis, General Counsel, Federal Trade Commission, Washington, District of Columbia W. Baldwin 
Ogden, Gerald Harwood for Appellee."
