頁碼,內容類型,內容
21,Counsel,"Counsel:  [*1] Rohit Prakash, Plaintiff, Pro se, Copley, OH.
For Altadis U.S.A., Inc., Altadis Holdings U.S.A., Inc., Cuban Cigar Brands NV, Max Rohr Inc., Imperial Tobacco 
Group PLC, 800-JR Cigar Inc., Lewis I. Rothman, Grimes & Battersby LLP, Charles W. Grimes, Ronald O. 
Perelman, McAndrews & Forbes Holdings Inc., Gary R. Ellis, Theo W. Folz, James L. Colucci, George Gershel, 
Commonwealth Brands Inc., Tabacalera Brands Inc., Defendants: Aubrie A. Wancata, Deborah A. Coleman, Jon P. 
Anthony, Oliver J. Dunford, Hahn, Loeser & Parks - Cleveland, Cleveland, OH.
For John Does 1-10, Defendant: Deborah A. Coleman, Oliver J. Dunford, Hahn, Loeser & Parks - Cleveland, 
Cleveland, OH."
21,Judges,"Judges: Benita Y. Pearson, United States District Judge."
21,Opinion by,Opinion by: Benita Y. Pearson
59,Counsel,"Counsel:  [*1] Clemente Ochoa, Plaintiff, Pro se, San Diego, CA USA.
For U.S. Bank N.A., as Trustee for Structured Asset Securities Corporation Trust 2006-WF3, Wells Fargo Bank, 
N.A., First American Loan Star Trustee Services, Llc, a Texas limited liability company, First American Title 
Company, a California corporation, Defendants: Kathryn Anne Moorer, LEAD ATTORNEY, Wright Finlay & Zak 
LLP, Newport Beach, CA USA."
59,Judges,"Judges: MARILYN L. HUFF, UNITED STATES DISTRICT JUDGE."
59,Opinion by,Opinion by: MARILYN L. HUFF
65,Counsel,"Counsel:  [*1] For IN RE: PROCESSED EGG PRODUCTS ANTITRUST LITIGATION, IN RE:: IN RE: 
PROCESSED EGG PRODUCTS ANTITRUST LITIGATION.
For SANDRA A. JESKIE, Special Master: SANDRA A. JESKIE, LEAD ATTORNEY, DUANE, MORRIS LLP, 
PHILADELPHIA, PA."
65,Judges,"Judges: GENE E.K. PRATTER, United States District Judge."
65,Opinion by,Opinion by: GENE E.K. PRATTER
77,Counsel,"Counsel:  [*1] For Kolon Industries, Inc., Counter Claimant: Brian Ankenbrandt, Jeffrey Graham Randall, Michael 
Christopher Hendershot, Robert McHenry, Paul Hastings Janofsky & Walker LLP (CA-NA), Palo Alto, CA; Mor 
Wetzler, PRO HAC VICE, Carla Walworth, Daniel Bruce Goldman, William Novomisle, Paul Hastings Janofsky & 
Walker LLP, New York, NY; Christina Davidson Trimmer, Rhodes Beahm Ritenour, LeClairRyan PC (Richmond), 
Richmond, VA; Dana Johannes Finberg, SNR Denton US LLP, Palo Alto, CA; Daniel Prince, Paul, Hastings, 
Janofsky & Walker, Los Angeles, CA; Igor Victor Timofeyev, Scott Mitchell Flicker, Stephen B. Kinnaird, Paul 
Hastings Janofsky & Walker LLP, Washington, DC; Samer M. Musallam, PRO HAC VICE, Paul Hastings LLP, 
Washington, DC; Thomas Peter O'Brien, Paul, Hastings, Janofsky & Walker LLP, Los Angeles, CA.
For E. I. du Pont de Nemours and Company, Counter Defendant: Rodney A. Satterwhite, LEAD ATTORNEY, Brian 
Charles Riopelle, Kristen Marie Calleja, Thomas Moultrie Beshere, III, McGuireWoods LLP, Richmond, VA; Andrew 
David Kaplan, Crowell & Moring LLP (DC), Washington, DC; Astor Henry Lloyd Heaven, III, Kathleen Mary Clair, 
Luke Peter van Houwelingen, PRO HAC VICE, David Daniel Cross,  [*2] Jeffrey L. Poston, Michael Joseph Songer, 
Shari Ross Lahlou, Stephen Matthew Byers, Crowell & Moring LLP (DC-NA), Washington, DC; Kent Alan Gardiner, 
Terence P. Ross, Crowell & Moring LLP, Washington, DC; Matthew Devane Fender, McGuire Woods LLP, 
Richmond, VA; Robyn Suzanne Gray, McGuireWoods LLP (Richmond), Richmond, VA."
