頁碼,內容類型,內容
23,Counsel,"Counsel: Thomas P. Fenlon, and E. F. Ware, for petitioners.
47 Kan. 89, *89; 27 P. 179, **179; 1891 Kan. LEXIS 324, ***2

 
Lucien Baker, and J. H. Atwood, for respondent."
24,Judges,"Judges: JOHNSTON, J., HORTON, C. J. VALENTINE, J., concurring."
24,Opinion by,Opinion by: JOHNSTON; HORTON
28,Counsel,"Counsel:  [**1]  Ellery P. Iingham, U.S. Atty., and Robert Ralston, Asst. U.S. Atty. 
John G. Johnson and R. C. McMurtrie, for defendants."
28,Opinion by,Opinion by: BUTLER
37,Counsel,"Counsel:  [**1]  H. S. Foote, Special Asst. U.S. Atty., and Samuel Knight, Asst. U.S. Dist. Atty. 
Geo. W. Monteith, for defendants."
37,Opinion by,Opinion by: MORROW
98,Counsel,"Counsel: J. H. Bible and Edward B. Whitney, for the United States. 
Frank Spurlock, for appellees."
98,Opinion by,Opinion by: TAFT
126,Counsel,"Counsel: John D. Johnson and Clark & Bolinger, for appellant.
M. M. Crane, Attorney-General, and T. A. Fuller, Assistant, for appellee."
126,Judges,"Judges: FISHER, Chief Justice."
126,Opinion by,Opinion by: FISHER
