頁碼,內容類型,內容
21,Counsel,"Counsel:  [*1] For Luis Cardenas, Plaintiff: William Lucas Marder, LEAD ATTORNEY, Polaris Law Group, Hollister, 
CA.
For Irish Construction, Defendant: Scott K. Dauscher, LEAD ATTORNEY, Atkinson, Andelson, Loya, Ruud, Romo, 
Pleasanton, CA; David Anthony Soldani, ATKINSON, ANDELSON, LOYA, RUDD & ROMO, Fresno Office, Fresno, 
CA."
21,Judges,"Judges: JAMES WARE, United States District Judge."
21,Opinion by,Opinion by: JAMES WARE
26,Counsel,"Counsel:  [*1] For Intel Corporation, In Re: David Mark Balabanian, LEAD ATTORNEY, Bree Hann, David C. 
Beach, Diane Barker, Donn P. Pickett, Frank Hinman, Kristen A. Palumbo, Milton S. Winter, Sujal Shah, Bingham 
McCutchen LLP, San Francisco, CA; Richard L. Horwitz, LEAD ATTORNEY, W. Harding Drane, Jr., Potter 
Anderson & Corroon, LLP, Wilmington, DE; Richard A. Ripley, LEAD ATTORNEY, MDL RELATED NOTICING; 
Bree Hann, PRO HAC VICE; Daniel S. Floyd, PRO HAC VICE; Darren B. Bernhard, Pro Hac Vice; Gregory F. 
Wells, Bingham McCutchen LLP, Washington, DC; Kay E. Kochenderfer, PRO HAC VICE; Peter E. Moll, Pro Hac 
Vice; Robert E. Cooper, PRO HAC VICE.
For Phil Paul, Intervenor Plaintiff: James L. Holzman, LEAD ATTORNEY, Prickett, Jones & Elliott, P.A., Wilmington, 
DE; Adam C. Belsky, PRO HAC VICE; Brent W. Landau, MDL RELATED NOTICING, Hausfeld LLP, Washington, 
DC; Daniel A. Small, George Farah, Ian Otto, Kalpana Kotagal, Michael G. McLellan, Nathan Cihlar, Seth Gaan, 
MDL RELATED - NOTICING; Jon T. King, MDL NOTICING ONLY, Hausfeld LLP, San Francisco, CA; Robert J. 
Bonsignore, PRO HAC VICE; Robert J. Wozniak, PRO HAC VICE; Terry Gross, PRO HAC VICE.
For Avnet, Inc., Defendant: Thomas G. Macauley, Macauley  [*2] LLC, Wilmington, DE.
Clerk Jeffery N. Luthi, Defendant, Pro se, Clerk, MDL Judicial Panel, Washington, DC.
For Ingram Micro Inc., ThirdParty Defendant: Thomas G. Macauley, Macauley LLC, Wilmington, DE.
For Apple Inc., ThirdParty Defendant: LEAD ATTORNEY, Bartholomew J. Dalton, Wilmington, DE.
For The National Plaintiffs Group, Movant: Robert D. Goldberg, Biggs & Battaglia, Wilmington, DE.

 
For Computer & Communications Industry Association, The New York Times Company, Dow Jones & Co., Inc., 
The Washington Post, The Reporters Committee for Freedom of the Press, Intervenors: David L. Finger, Finger & 
Slanina LLC, Wilmington, DE."
27,Judges,"Judges: Vincent J. Poppiti, Special Master."
27,Opinion by,Opinion by: Vincent J. Poppiti
83,Counsel,"Counsel: For MICHAEL SIEGEL, Plaintiff - Appellant: Ben Barnow, Attorney, BARNOW & ASSOCIATES, Chicago, 
IL; Larry D. Drury, Attorney, Chicago, IL.
For SHELL OIL COMPANY, a Delaware corporation, Defendant - Appellee: Mark S. Bernstein, Attorney, BARACK, 
FERRAZZANO, KIRSCHBAUM, & NAGELBERG LLP, Chicago, IL; Richard C. Godfrey, Attorney, KIRKLAND & 
ELLIS LLP, Chicago, IL.
For BP CORPORATION NORTH AMERICA, INCORPORATED, an Indiana corporation, Defendant - Appellee: 
Barack S. Echols, Attorney, KIRKLAND & ELLIS LLP, Chicago, IL; Richard C. Godfrey, Attorney, KIRKLAND & 
ELLIS LLP, Chicago, IL.
For CITGO PETROLEUM CORPORATION, a Delaware corporation, Defendant - Appellee: Adam B. Deutsch, 
Attorney, EIMER, STAHL, KLEVORN & SOLBERG, Chicago, IL; Richard C. Godfrey, Attorney, KIRKLAND & ELLIS 
LLP, Chicago, IL.
For MARATHON OIL COMPANY, an Ohio corporation, Defendant - Appellee: Bradley B. Falkof, Attorney, BARNES 
& THORNBURG, Chicago, IL; Richard C. Godfrey, Attorney, KIRKLAND & ELLIS LLP, Chicago, IL.
For EXXON MOBIL CORPORATION, a New Jersey corporation, Defendant  [**2] - Appellee: Christopher M. 
Murphy, Attorney, Michael A. Pope, Attorney, MCDERMOTT, WILL & EMERY, Chicago, IL; Richard C. Godfrey, 
Attorney, KIRKLAND & ELLIS LLP, Chicago, IL."
84,Judges,"Judges: Before BAUER and SYKES, Circuit Judges, and GRIESBACH, District Judge. *"
84,Opinion by,Opinion by: BAUER
91,Counsel,"Counsel:  [**1] For Anderson News, L.L.C., Plaintiff: Maria Gorecki, LEAD ATTORNEY, Daniel R. Benson, Hector 
Torres, Marc E. Kasowitz, Kasowitz, Benson, Torres & Friedman, LLP (NYC), New York, NY; Thomas Patrick 
Lynch, Lynch Rowin, L.L.P., New York, NY.
For Anderson Services, L.L.C., Plaintiff: Maria Gorecki, LEAD ATTORNEY, Daniel R. Benson, Marc E. Kasowitz, 
Kasowitz, Benson, Torres & Friedman, LLP (NYC), New York, NY; Thomas Patrick Lynch, LEAD ATTORNEY, 
Lynch Rowin, L.L.P., New York, NY.
For American Media, Inc., Distribution Services, Inc., Defendants: David George Keyko, LEAD ATTORNEY, 
Pillsbury Winthrop Shaw Pittman, LLP (NY), New York, NY.
For Bauer Publishing Co., LP., Defendant: Barry J. Brett, Daniel Nathan Anziska, LEAD ATTORNEYS, Troutman 
Sanders LLP (NYC), New York, NY.
For Curtis Circulation Company, Defendant: Joseph Francis Donley, LEAD ATTORNEY, Dechert, LLP (NYC), New 
York, NY; George G. Gordon, PRO HAC VICE, Dechert LLP, Philadelphia, PA; Paul H. Friedman, PRO HAC VICE, 
Dechert, LLP (DC), Washington, DC.
For Hachette Filipacchi Media, U.S., Defendant: Meir Feder, LEAD ATTORNEY, Jones Day (NYC), New York, NY.
For Hudson News Distributors LLC, Defendant: Cynthia E. Richman, LEAD ATTORNEY,  [**2] PRO HAC VICE, 
Daniel W Nelson, David Jarrett Arp, Gibson, Dunn & Crutcher, LLP (DC), Washington, DC.
For Kable Distribution Services, Inc., Defendant: Isaac M. Bayda, McElroy, Deutsch, Mulvaney & Carpenter, LLP 
(NY), New York, NY; Jay A. Katz, McElroy, Deutsch, Mulvaney & Carpenter, LLP (NY), New York, NY.
For Rodale, Inc., Defendant: John M. Hadlock, LEAD ATTORNEY, Winston & Strawn LLP (NY), New York, NY.
For Time Inc., Time/Warner Retail Sales & Marketing, Inc., Defendants: Rowan Dudley Wilson, LEAD ATTORNEY, 
Margaret Emma Lynaugh, Cravath, Swaine & Moore LLP, New York, NY."
