頁碼,內容類型,內容
29,Judges,Judges: CARNES
29,Opinion by,Opinion by: JULIE E. CARNES
42,Counsel,"Counsel:  [**1]  For Plaintiff: Gray, Plant, Mooty, Mooty & Bennett, P.A., 3400 City Center, 33 South Sixth Street, 
Minneapolis, Minnesota 55402-3796, By: Daniel R. Shulman, Esq., (612) 343-2800. 
National League of Professional Baseball Clubs, Defendant: Willkie, Farr & Gallagher, 153 East 53rd Street, New 
York, New York 10022, By: Robert J. Kheel, Esq., (212) 935-8000. 
American League of Professional Baseball Clubs, Defendant: Baker & Hostetler, 1050 Connecticut Avenue, N.W., 
Suite 1100, Washington, D.C. 20036, By: Lee T. Ellis, Jr., Esq., Brian S. Harvey, Esq., (202) 861-1500. 
For Triple-A Alliance of Professional Baseball Clubs, Defendant: Raymond L. Vandenburg, Esq., 853 Broadway, 
Suite 600, New York, New York 10003, (212) 677-6762. 
For Baseball Office of Umpire Development, Paul, Hastings, Janofsky & Walker, 399 Park Avenue, New York, New 
York 10021, By: Cheryl Saban, Esq., (212) 318-6022."
42,Judges,"Judges: Patterson, Jr."
42,Opinion by,"Opinion by: ROBERT P. PATTERSON, JR."
61,Counsel,"Counsel: For plaintiff Dr. Pepper/Seven-Up Companies, Inc.: Philip D. Bartz, Leslie J. Cloutier, Micki M. Chen, 
Morrison & Foerster, 2000 Pennsylvania Avenue, N.W., Suite 5500, Washington, D.C. 20006.
Peter E. Greene, Skadden, Arps, Slate, Meagher & Flom, 919 Third Avenue, New York, New York 10022.
For plaintiff Harold A. Honickman: Gary A. MacDonald, Skadden, Arps, Slate, Meagher & Flom, 1440 New York 
Avenue, N.W., Washington, D.C. 20005.
Jeffrey T. Sprung, Assistant United States Attorney, 555 Fourth Street, N.W., Fourth Floor, Washington, D.C. 
20001.
For defendant Federal Trade Commission: James M. Spears, Melvin H. Orlans, Federal Trade Commission, 
Washington, D.C. 20580.
For intervenor Cadbury Beverages, Inc.: W. Foster Wollen, Cathleen Shine, Sherman & Sterling, 801 Pennsylvania 
Avenue, N.W., Washington, D.C. 20004-2604."
61,Judges,Judges: REVERCOMB
61,Opinion by,Opinion by: GEORGE H. REVERCOMB
81,Counsel,"Counsel: Scott M. Wilensky and Philip M. Marston were on the joint brief for petitioners Department of Public 
Service of the State of Minnesota and Hadson Gas Systems, Inc., in 90-1005 and 90-1055 and intervenors in 89-
1768, 89-1772, 89-1778, 90-1010, 90-1016, 90-1017, 90-1021 and 90-1026. Jocelyn F. Olson and Robert Y. 
Hirasuna also entered appearances for petitioners.
Frederic G. Berner, Jr., with whom Ronald S. Flagg and Ernest B. Abbott for Tenneco Gas; John H. Cheatham, III, 
and Jean E. Sonneman for Interstate Natural Gas Association of America; William G. Schaefer for ANR Pipeline 
Co. and Colorado Interstate Gas Co.; Richard T. Saas for Consolidated Natural Gas Company; Leslie J. Lawner for 
Enron Gas Marketing, Inc.; Karyl L. Lawson for MidCon Marketing Corp.; George L. Weber for National Fuel Gas 
Supply Corp.; Sherrie N. Rutherford and David B. Ward for Northern Natural Gas Co., Transwestern Pipeline Co. 
and Florida Gas Transmission Company; Raymond N. Shibley, Brian D. O'Neill, Bruce W. Neely, and Judy M. 
Johnson for Panhandle Eastern Pipeline [**2]  Co., Texas Eastern Transmission Corp., and 
Trunkline Gas Co.; Thomas M. Patrick, Mark J. McGuire and Mary Klyasheff for Peoples Gas Light & Coke Co. and 
North Shore Gas Co.; Patrick R. Pope and Deborah L. Dille for Southern Natural Gas Co.; Stephen K. Schroeder, 
Steven W. Snarr, James T. McManus, and Joseph S. Koury for Northwest Pipeline Corp.; Gary G. Sackett and 
Terrie T. McIntosh for Questar Pipeline Co. and Universal Resources Corp., were on the joint brief, for petitioners in 
89-1768, 90-1010, 90-1017, 90-1021, 90-1026, 90-1056, and 90-1060 and intervenors in 89-1772, 89-1778, 90-
1005, 90-1016, and 90-1055. Philip R. Telleen, Paul E. Goldstein, Daniel F. Collins, J. Gordon Pennington, 
Deborah A. MacDonald, Jane E. Wilson, Carol A. Smoots, Allan W. Anderson, Jr., Karen Lee, James Hinchliff, 
Andrea Studzinski, John S. Grube, Linda S. Portasik, Kenneth L. Glick, Kevin J. Lipson, John E. Holtzinger, Jr., and 
Charles C. Thebaud, Jr. also entered appearances for petitioners.
Jeffrey G. DiSciullo and Jonathan L. Socolow were on the brief for petitioner Northern Border Pipeline Company in 
89-1772 and intervenor in 89-1768, 89-1778,  [**3]  90-1005, 90-1010, 90-1016, 90-1017, 90-1021, 90-1026, 90-
1055, and 90-1056.
Steven J. Ross, with whom Karol Lyn Newman and Stephen O. Scandurro were on the brief, for petitioner Ozark 
Gas Transmission Systems in 90-1025.
Timm L. Abendroth, Attorney, Federal Energy Regulatory Commission, with whom William S. Scherman, General 
Counsel, Jerome M. Feit, Solicitor, and Joseph S. Davies, Deputy Solicitor, were on the brief, for respondent in 89-
1768, 89-1772, 89-1778, 90-1005, 90-1010, 90-1016, 90-1017, 90-1021, 90-1025, 90-1026, 90-1055, 90-1056, and 
90-1060. Joel M. Cockrell also entered an appearance for respondent.
Peter G. Esposito, Kevin M. Sweeney, and Gordon J. Smith were on the brief for intervenor Natural Gas Clearing 
House in 89-1768 and 89-1772.
Mario M. Garza and J. Stephen Martin for Anadarko Petroleum Corp.; Norma J. Rosner and Charles F. Hosmer for 
ARCO Oil and Gas Company; Gerald P. Thurmond for Chevron, U.S.A., Inc.; Richard Harris for Kerr-McGee Corp.; 
John B. Chapman and Sylvia McCormack for Pennzoil Co.; Luke A. Mickum and Larry Pain for Phillips Petroleum 
969 F.2d 1187, *1187; 1992 U.S. App. LEXIS 16289, **1

 
Co. and Phillips 66 Natural [**4]  Gas Co.; Ralph J. Pearson for Texaco, Inc.; and Kerry R. Brittain, Alan W. 
Tomme, and David B. Robinson for Union Pacific Resources Co., were on the joint brief for producer-intervenors in 
89-1768, 89-1772, 89-1778, 90-1005, 90-1010, 90-1016, 90-1017, and 90-1021. Richard E. Powers, Jr., Kathleen 
E. Magruder, Harris S. Wood, Kevin M. Sweeney, John L. Williford, Johnny J. Akins, and Jon L. Brunenkant also 
entered appearances for intervenors.
Joseph C. Bell entered an appearance for petitioners Citizens Gas Supply Corp. and Citizens Energy Corp. in 89-
1778.
James J. Hoecker and Don S. Smith entered appearances for intervenor Arkla, Inc., in 89-1768, 89-1772, 89-1778, 
90-1005, and 90-1026.
Kim M. Clark and Donald J. MacIver, Jr., entered appearances for intervenor El Paso Natural Gas Co. in 89-1768.
Stephen J. Small entered an appearance for intervenor Columbia Gas Transmission, et al., in 89-1768, 89-1772, 
89-1778, 90-1005, 90-1010, 90-1016, 90-1017, 90-1021, 90-1026, 90-1055, 90-1056, and 90-1060.
David B. Robinson and Buddy Roemer entered appearances for intervenor State of Louisiana in 89-1768, 89-1772, 
89-1778, 90-1005,  [**5]  and 90-1010.
Robert G. Hardy, Anthony J. Ivancovich, David E. Varner, and David A. Glenn entered appearances for intervenor 
Transco Energy Company in 89-1768, 89-1772, 89-1778, 90-1005, 90-1010, 90-1016, and 90-1017.
Carol A. Smoots, Paul E. Goldstein, Philip R. Telleen, Priscilla A. Mims, and Andrea Studzinski entered 
appearances for intervenor Natural Gas Pipeline Co. of America in 89-1768, 89-1772, 89-1778, 90-1005, 90-1010, 
90-1017, 90-1026, 90-1055, 90-1056, and 90-1060.
James R. Lacey entered an appearance for intervenor Public Service Electric & Gas Co. in 89-1768, 89-1772, 89-
1778, 90-1005, 90-1010, 90-1016, 90-1017, and 90-1021.
Don S. Smith and Steven A. Weiler entered appearances for intervenors Associated Natural Gas Co., et al., in 89-
1768, 89-1772, 89-1778, 90-1005, 90-1010, 90-1016, and 90-1017.
Kevin M. Sweeney and Jack M. Wilhelm entered appearances for intervenor Amoco Production Co. in 89-1768, 89-
1772, 89-1778, 90-1005, 90-1016, and 90-1021.
Michael R. Waller entered an appearance for intervenor United Gas Pipe Line Co. in 89-1768 and 90-1021.
James G. Beste and Larry J. Gunn entered appearances for  [**6]  intervenor Association of Texas Intrastate 
Natural Gas Pipelines in 89-1768, 89-1772, 89-1778, 90-1005, 90-1010, 90-1016, 90-1017, and 90-1026.
969 F.2d 1187, *1187; 1992 U.S. App. LEXIS 16289, **3

 
Jerry W. Amos entered an appearance for intervenor Piedmont Natural Gas Co., Inc., in 89-1768 and 89-1772.
Douglas W. Rasch and C. Roger Hoffman entered appearances for intervenor Exxon Corp. in 89-1768, 89-1772, 
89-1778, and 90-1016.
Bruce A. McConnell entered an appearance for intervenor Conoco, Inc., in 89-1768, 89-1772, and 89-1778. 
Marge O'Connor and Jay G. Martin entered appearances for intervenor Mobil Natural Gas, Inc., in 89-1768, 89-
1772, 89-1778, 90-1005, and 90-1010.
Randall S. Rich and Laura L. Murrell entered appearances for intervenor Entrade Corp. in 89-1768, 89-1772, 89-
1778, and 90-1005.
Jeffrey L. Kirk and Robert W. Perdue entered appearances for intervenor TXG Gas Marketing Co. in 89-1768, 89-
1772, and 89-1778.
Leslie J. Lawner entered an appearance for intervenor Houston Pipe Line Co. in 89-1768, 89-1772, 89-1778, 90-
1005, 90-1010, 90-1016, and 90-1017.
Michael L. Pate entered an appearance for intervenor OXY USA, Inc., in 89-1768, 89-1772, and 89-1778.
 [**7]  Alan W. Tomme and Kerry Brittain entered appearances for intervenor Union Pacific Resources Co. in 89-
1768, 89-1772, and 89-1778.
John B. Randolph and Juanita Feigenbaum entered appearances for intervenor Mississippi River Transmission 
Corp. in 89-1768, 89-1772, 89-1778, 90-1005, and 90-1055.
Ralph J. Pearson, Jr., entered an appearance for intervenor Texaco, Inc., in 89-1768 and 89-1772.
Maria M. Jackson entered an appearance for intervenor Vesta Energy Co. in 89-1768 and 89-1772.
Gail S. Gilman and Edward J. Grenier, Jr., entered appearances for intervenor Process Gas Consumers Group in 
89-1768, 89-1778, 90-1005, 90-1010, 90-1016, 90-1017, and 90-1021.
Gerald P. Thurmond entered an appearance for intervenor Chevron U.S.A., Inc., in 89-1768.
Mario M. Garza and J. Stephen Martin entered appearances for intervenor Anadarko Petroleum Corp. in 89-1768.
969 F.2d 1187, *1187; 1992 U.S. App. LEXIS 16289, **6

 
Douglas Kent Porter and E. R. Island entered appearances for intervenor Southern California Gas Co. in 89-1772, 
89-1778, 90-1005, 90-1016, 90-1017, 90-1021, 90-1026, and 90-1055.
Robert H. Benna entered an appearance for intervenor Williams Gas Marketing Co. in 89-1772,  [**8]  89-1778, 90-
1005, 90-1010, 90-1016, 90-1017, 90-1021, and 90-1026.
Georgetta J. Baker, Paul E. Goldstein, and Emmitt C. House entered appearances for intervenor Stingray Pipeline 
Co. in 89-1772, 89-1778, 90-1005, 90-1010, 90-1016, 90-1017, 90-1021, and 90-1026.
Lisa D. Harville entered an appearance for intervenor Seagull Energy Corp. in 90-1005, 90-1010, 90-1016, 90-
1017, and 90-1021.
David L. Huard entered an appearance for intervenor Pacific Interstate Transmission Co. in 90-1005, 90-1010, 90-
1016, 90-1017, 90-1021, and 90-1026.
Marge O'Connor entered an appearance for intervenor Superior Offshore Pipeline Co. and Texas Sea Rim Pipeline, 
Inc., in 90-1010.
Raymond N. Shibley, Brian D. O'Neill, Bruce W. Neely and Judy M. Johnson entered appearances for intervenors 
Panhandle Trading Company and Algonquin Gas Co. in 90-1010, 90-1016, 90-1017, 90-1021, 90-1026, 90-1055, 
and 90-1056.
Linda K. Browning entered an appearance for intervenor Sonat Marketing Co. in 90-1016, 90-1017, 90-1021, and 
90-1026.
C. William Cooper entered an appearance for intervenor United Distribution Companies in 90-1055."
85,Judges,"Judges: Before Mikva, Chief Judge, and Wald and Sentelle,  [**9]  Circuit Judges. 1"
