頁碼,內容類型,內容
32,Counsel,"Counsel:  [**1]  Laurence C. Hammond, Jr., Allan Leiser, George Whyte, Jr., Wayne Babler, Quarles & Brady, 
Attorneys for Plaintiff-Counterdefendant, Miller Brewing Company.
David E. Beckwith, Michael Lechter, Mark Foley, Foley & Lardner, Attorneys for Plaintiff-Counterdefendant, G. 
Heileman Brewing Company, Inc.
Beverly Pattishall, Pattishall, McAuliffe & Hofstetter, George Solveson, Glenn O. Starke, Andrus, Sceales, Starke & 
Sawall, Peter E. Moll, Howrey & Simon, Attorneys for Defendant Anheuser-Busch Incorporated."
32,Judges,"Judges:  Thomas J. Curran, United States District Judge."
32,Opinion by,Opinion by: CURRAN
89,Counsel,"Counsel: Eugene F. Waye (Argued), LeRoy S. Zimmerman, Carl S. Hisiro, Kelly H. Greensmith, Office of the 
Attorney General, for Appellant. 
Fred A. Freund (Argued), Richard M. Steuer, Kaye, Scholer, Fierman, Hays and Handler, Rod J. Pera, Alan R. 
Boynton, Jr., McNees, Wallace & Nurick, Gerard W. Casey, Robert K. Biggart, PepsiCo, Inc., For Appellees 
PepsiCo., Inc. and Allegheny Pepsi-Cola Bottling Co., Inc. 

 
James B. Kobak, Jr., (Argued), Robert J. Sisk, David W. Wiltenburg, Hughes, Hubbard & Reed, J. David Smith, 
McCormick, Rieder, Nichols, Sarno, Bahl & Knecht, for Appellee Confair Bottling Company, Inc."
89,Judges,"Judges: Seitz, Hutchinson, and Aldisert, Circuit Judges."
89,Opinion by,Opinion by: ALDISERT
100,Judges,"Judges:  [***1]  Concur -- Kupferman, J. P., Sullivan, Ross and Milonas, JJ."
102,Counsel,"Counsel:  [*1]  RUBENSTEIN & McCALLA, Attorneys for Plaintiff, Martin Rubenstein, Esq. of Counsel.
MILLER & WRUBEL, P.C., Attorneys for Defendant, Martin Edel, Esq. of Counsel."
102,Opinion by,Opinion by: HAIGHT
113,Counsel,"Counsel: Edwin R. Alley, Esq., Carpenter, Bennett & Morrissey, Newark, New Jersey, Stephen M. Hudspeth, Esq. 
and Darrell E. Prescott, Esq., Coudert Brothers, New York, New York, Harold C. Kohn, Esq. and Joanne Zack, 
Esq., Kohn, Savett, Klein & Graf, P.C., Philadelphia, Pennsylvania, (Attorneys for Plaintiffs).
Allyn Z. Lite, Esq., Goldstein, Till & Lite, Newark, New Jersey, John J. Reilly, Esq. and Gary D. Sesser, Esq., 
Haight, Gardner, Poor & Havens, New York, New York, (Attorneys for Defendants)."
