頁碼,內容類型,內容
24,Counsel,"Counsel: M. Laurence Popofsky, Heller, Ehrman, White & McAuliffe, San Francisco, California, for the defendant-
appellant.
Barry R. Laubscher, Grant & Laubscher, Irvine, California, for the plaintiffs-appellees."
24,Judges,"Judges: Before: James R. Browning, William A. Norris, and Stephen Reinhardt, Circuit Judges"
24,Opinion by,Opinion by: NORRIS
33,Counsel,"Counsel: APPEARANCES:
172 F.R.D. 119, *119; 1997 U.S. Dist. LEXIS 4687, **1

 
For PLAINTIFFS: FINE KAPLAN AND BLACK, Philadelphia, PA, By: ARTHUR M. KAPLAN, ESQ., Of Counsel. 
LOVELL & SKIRNICK, LLP., New York, NY, By: CHRISTOPHER LOVELL, ESQ., ROBERT A. SKIRNICK, ESQ., 
Of Counsel. MILBERG, WEISS, BERSHAD, HYNES & LERACH, San Diego, CA, By: LEONARD B. SIMON, ESQ., 
Of Counsel.
For DEFENDANTS: DICKSTEIN SHAPIRO MORIN & OSHINSKY, Washington, DC, By: HOWARD SCHIFFMAN, 
ESQ., R. BRUCE HOLCOMB, ESQ., Of Counsel. SULLIVAN & CROMWELL, New York, NY, By: JOHN L. 
WARDEN, ESQ., Of Counsel. WEIL, GOTSHAL & MANGES, New York, NY, By: JAY N. FASTOW, ESQ., Of 
Counsel."
34,Judges,"Judges: ROBERT W. SWEET, U.S.D.J."
34,Opinion by,Opinion by: ROBERT W. SWEET
47,Counsel,"Counsel: For SEACOAST MOTORS OF SALISBURY, INC., Plaintiff: Nicholas J. DeCoulos, DeCoulos & 
DeCoulos, Peabody, MA.
959 F. Supp. 52, *52; 1997 U.S. Dist. LEXIS 5571, **1

 
For CHRYSLER CORPORATION, Defendant: Robert D. Cultice, Richard M. Gilbert, Goldstein & Manello, P.C., 
Boston, MA."
47,Judges,"Judges: ROBERT B. COLLINGS, United States Magistrate Judge"
47,Opinion by,Opinion by: ROBERT B. COLLINGS
58,Counsel,"Counsel:  [**1]  For VIRGINIA VERMICULITE, LTD., plaintiff (95-CV-15): Jane Champion Clarke, David Zev 
Izakowitz, WOODS, ROGERS & HAZLEGROVE, P.L.C., CHARLOTTESVILLE, VA.
For W.R. GRACE & CO. - CONN., defendant (95-CV-15): Thomas Eugene Albro, Patricia D. McGraw, TREMBLAY 
& SMITH, Charlottesville, VA USA. David S. Copeland, Randolph S. Sherman, KAYE, SCHOLER, FIERMAN, 
965 F. Supp. 802, *802; 1997 U.S. Dist. LEXIS 5507, **5507

 
HAYS & HANDLER, NEW YORK, NY. For THE HISTORIC GREEN SPRINGS, INC., defendant (95-CV-15): 
Charles H. Montange, Seattle, WA. Sara Lee Gropen, RAE H. ELY & ASSOCIATES, LOUISA, VA.
For VIRGINIA VERMICULITE, LTD., plaintiff (96-CV-12): Jane Champion Clarke, David Zev Izakowitz, WOODS, 
ROGERS & HAZLEGROVE, P.L.C., CHARLOTTESVILLE, VA. For M. F. PEERS, JR., consolidated plaintiff (96-
CV-12): Roger Scott Martin, MARTIN & WOODARD, PLC, CHARLOTTESVILLE, VA. For NORMA PEERS, 
consolidated plaintiff (96-CV-12): Roger Scott Martin, (See above). For VIRGINIA VERMICULITE, LTD., 
consolidated plaintiff (96-CV-12): Jane Champion Clarke, (See above), David Zev Izakowitz, (See above).
For W.R. GRACE & CO. - CONN., defendant (96-CV-12): Thomas Eugene Albro, Patricia D. McGraw, TREMBLAY 
& SMITH, Charlottesville, VA USA. David S. Copeland, Randolph [**2]  S. Sherman, KAYE, SCHOLER, FIERMAN, 
HAYS & HANDLER, NEW YORK, NY. For W.R. GRACE & CO. - CONN., consolidated defendant (96-CV-12): 
Thomas Eugene Albro, (See above), Patricia D. McGraw, (See above). David S. Copeland, (See above), Randolph 
S. Sherman, (See above).
For M. F. PEERS, JR., plaintiff (96-CV-13): Roger Scott Martin, MARTIN & WOODARD, PLC, 
CHARLOTTESVILLE, VA. For NORMA PEERS, plaintiff (96-CV-13): Roger Scott Martin, (See above). For 
VIRGINIA VERMICULITE, LTD., plaintiff (96-CV-13): Jane Champion Clarke, David Zev Izakowitz, WOODS, 
ROGERS & HAZLEGROVE, P.L.C., CHARLOTTESVILLE, VA.
For W.R. GRACE & CO. - CONN., defendant (96-CV-13): Thomas Eugene Albro, Patricia D. McGraw, TREMBLAY 
& SMITH, Charlottesville, VA USA. David S. Copeland, Randolph S. Sherman, KAYE, SCHOLER, FIERMAN, 
HAYS & HANDLER, NEW YORK, NY."
59,Judges,"Judges: James H. Michael, Jr., United States District Judge"
59,Opinion by,"Opinion by: James H. Michael, Jr."
