頁碼,內容類型,內容
21,Counsel,"Counsel:  [*1] Attorneys for Plaintiffs: Not Present.
Attorneys for Defendants: Not Present."
21,Judges,Judges: James V. Selna.
21,Opinion by,Opinion by: James V. Selna
35,Counsel,"Counsel:  [*1] Judge Read Ambler, Special Master, Pro se, San Jose, CA.
For Michael Malone, individually and on behalf of all others similarly situated, Plaintiff: Michael Andrew McShane, 
LEAD ATTORNEY, Aaron H. Darsky, Audet & Partners, LLP, SAN FRANCISCO, CA; Beverly Tse, Christopher S. 
Studebaker, Daniel Hume, David E. Kovel, Kenneth G. Walsh , Kirby McInerney, LLP, New York, NY; Christine 
Pedigo Bartholomew, Rosemary M. Rivas, Finkelstein Thompson LLP, San Francisco, CA; Elaine T. Byszewski, 
Hagens Berman Sobol Shaprio LLP, Los Angeles, CA; George W. Sampson, Steve W. Berman, PRO HAC VICE, 
Hagens Berman Sobol Shapiro LLP, Seattle, WA; I. Stephen Rabin, Rabin & Peckel LLP, New York, NY; Jeff D 
Friedman, Shana E. Scarlett, Hagens Berman Sobol Shapiro LLP, Berkeley, CA; Jeffrey Squire, Bragar Wexler & 
Eagel, P.C., New York, NY; Joseph P. Garland, Klein & Solomon LLP, New York, NY; Joseph V. McBride, Rabin 
and Peckel, New York, NY; Karina Kosharskyy , PRO HAC VICE, New York, NY.
For Ann Farmer, Todd Van Pelt, Plaintiffs: Beverly Tse, Christopher S. Studebaker, Kenneth G. Walsh , Kirby 
McInerney, LLP, New York, NY; Elaine T. Byszewski, Hagens Berman Sobol Shaprio LLP, Los Angeles, CA; 
George W. Sampson,  [*2] Steve W. Berman, PRO HAC VICE, Hagens Berman Sobol Shapiro LLP, Seattle, WA; 
Jeff D Friedman, Shana E. Scarlett, Hagens Berman Sobol Shapiro LLP, Berkeley, CA; Karina Kosharskyy , PRO 
HAC VICE, New York, NY.
For James Donohue, Plaintiff: Aaron H. Darsky, Audet & Partners, LLP, SAN FRANCISCO, CA; Jeff D Friedman, 
Hagens Berman Sobol Shapiro LLP, Berkeley, CA.
For Jeffrey Enebely, Plaintiff: Christopher S. Studebaker, Kirby McInerney, LLP, New York, NY; Karina Kosharskyy 
, PRO HAC VICE, New York, NY; Kenneth G. Walsh , Kirby McInerney LLP, New York, NY; Reginald Von Terrell, 
The Terrell Law Group, Oakland, CA.

 
For eBay, Inc., Defendant: Julie Dawn Wood, LEAD ATTORNEY, O'Melveny & Myers, San Francisco, CA; Thomas 
Patrick Brown, LEAD ATTORNEY, Brynly R. Llyr, Dixie Lee Noonan, Katherine Robison, Michael Frederick Tubach, 
Randall W. Edwards, O'Melveny & Myers LLP, San Francisco, CA.
For AOL, LLC, Attorneys for Interested Party AOL, LLC, McGuireWoods LLP, Los Angeles, CA, Interested Party: 
Susan L. Germaise, McGuireWoods LLP, Los Angeles, CA.
For Visa Inc., Non-Party Visa Inc., Holme Roberts & Owen LLp, San Francisco, CA, Miscellaneous: Robert L. 
Stolebarger, LEAD ATTORNEY, Holmes Roberts & Owen  [*3] LLP, San Francisco, CA."
36,Judges,"Judges: JEREMY FOGEL, United States District Judge."
36,Opinion by,Opinion by: JEREMY FOGEL
49,Counsel,"Counsel:  [*1] For Precision CPAP, Inc., Med-Ex, Phase III Vans, Inc., doing business as East Medical Equipment 
and Supply, Medical Place, Inc., Plaintiffs: Brian Michael Clark, LEAD ATTORNEY, Wiggins Childs Quinn & 
Pantanzis, PC, Birmingham, AL; Dwayne Lamar Brown, LEAD ATTORNEY, Law Office of Dwayne L Brown PC, 
Montgomery, AL.
For Jackson Hospital, Defendant: Dennis Ray Bailey, LEAD ATTORNEY, Rushton Stakely Johnston & Garrett PC, 
Montgomery, AL; James Eugene Williams, LEAD ATTORNEY, Melton Espy & Williams, PC, Montgomery, AL.
For Med-South, Inc., Defendant: Dennis Ray Bailey, LEAD ATTORNEY, Rushton Stakely Johnston & Garrett PC, 
Montgomery, AL; James Eugene Williams, LEAD ATTORNEY, Melton Espy & Williams, PC, Montgomery, AL; 
Robert Brett Adair, Carlson & Adair, LLC, Birmingham, AL.
For JMS Health Services, LLC, doing business as Jackson Med-South Home Health, LLC, Defendant: Dennis Ray 
Bailey, LEAD ATTORNEY, Rushton Stakely Johnston & Garrett PC, Montgomery, AL; James Eugene Williams, 
LEAD ATTORNEY, Melton Espy & Williams, PC, Montgomery, AL; Robert Brett Adair, LEAD ATTORNEY, Carlson 
& Adair, LLC, Birmingham, AL.
For Baptist Health, Inc., Defendant: Dennis Ray Bailey, LEAD ATTORNEY, Rushton Stakely  [*2] Johnston & 
Garrett PC, Montgomery, AL; Glenn B. Rose, J. David Mcdowell, LEAD ATTORNEYS, Harwell Howard Hyne 
Gabbert & Manner, P.C., Nashville, TN; James Eugene Williams, LEAD ATTORNEY, Melton Espy & Williams, PC, 
Montgomery, AL.
For American Home Patient, Inc., Baptist Ventures-American Home Patient, Defendants: Dennis Ray Bailey, LEAD 
ATTORNEY, Rushton Stakely Johnston & Garrett PC, Montgomery, AL; , Glenn B. Rose, J. David McdowellLEAD 
ATTORNEYS, Harwell Howard Hyne Gabbert & Manner, P.C., Nashville, TN; James Eugene Williams, Melton Espy 
& Williams, PC, Montgomery, AL.
For Lincare Inc., Defendant: Gregory Scotch Ritchey, LEAD ATTORNEY, Ritchey, Simpson & Glick, PLLC, 
Birmingham, AL; Richard Stephen Walker, LEAD ATTORNEY, Ritchey & Simpson, PLLC, Birmingham, AL."
49,Judges,"Judges: Myron H. Thompson, UNITED STATES DISTRICT JUDGE."
49,Opinion by,Opinion by: Myron H. Thompson
63,Counsel,"Counsel:  [*1] For Masimo Corporation, Plaintiff: Jack B. Blumenfeld, LEAD ATTORNEY, Jeremy Alexander Tigan, 
Julia Heaney, Morris, Nichols, Arsht & Tunnell, Wilmington, DE; Deborah Croyle, Douglas G. Muehlhauser, Irfan A. 
Lateef, Jon Gurka, Joseph S. Cianfrani, Joseph R. Re, M. Lawrence Popofsky, Michelle E. Armond, Perry D. 
Oldham, Robert A. Rosenfeld, Scott A. Westrich, PRO HAC VICE.
For Philips Electronics North America Corporation, Defendant: Richard L. Horwitz, LEAD ATTORNEY, David Ellis 
Moore, Doungamon Fon Muttamara-Walker, Potter Anderson & Corroon, LLP, Wilmington, DE; Brian Rosenthal, 
Clayton Scott Hataway, Russell B. Hill, PRO HAC VICE.
For Philips Medizin Systeme Boblingen Gmbh, Defendant, Counter Claimant: Richard L. Horwitz, LEAD 
ATTORNEY, David Ellis Moore, Doungamon Fon Muttamara-Walker, Potter Anderson & Corroon, LLP, Wilmington, 
DE.
For Philips Electronics North America Corporation, Counter Claimant, Counter Defendant: Richard L. Horwitz, 
LEAD ATTORNEY, David Ellis Moore, Doungamon Fon Muttamara-Walker, Potter Anderson & Corroon, LLP, 
Wilmington, DE; Brian Rosenthal.
For Masimo Corporation, Counter Defendant, Counter Claimant: Jack B. Blumenfeld, LEAD ATTORNEY, Julia 
Heaney, Morris,  [*2] Nichols, Arsht & Tunnell, Wilmington, DE; Irfan A. Lateef; Jon Gurka, Joseph S. Cianfrani, 
Joseph R. Re, PRO HAC VICE."
63,Judges,"Judges: Mary Pat Thynge, UNITED STATES MAGISTRATE JUDGE.
2010 U.S. Dist. LEXIS 23057, *23057"
63,Opinion by,Opinion by: Mary Pat Thynge
70,Counsel,"Counsel:  [*1] For Midwest Agency Services, Inc., Plaintiff: Matthew D. Hemmer, Scott Rowland Thomas, LEAD 
ATTORNEYS, Hemmer, Pangburn, DeFrank PLLC, Fort Mitchell, KY.
For Premier Dealer Services, Inc., Intervenor Plaintiff: Scott Rowland Thomas, LEAD ATTORNEY, Matthew D. 
Hemmer, Hemmer, Pangburn, DeFrank PLLC, Fort Mitchell, KY.
For JP Morgan Chase Bank, N.A., Chase Auto Finance Corp., Chase Insurance Agency, Inc., Defendants: Matthew 
C. Blickensderfer, LEAD ATTORNEY, PRO HAC VICE, Frost Brown Todd LLC - Cincinnati, Cincinnati, OH; Sheryl 
G. Snyder, LEAD ATTORNEY, Frost Brown Todd LLC - Louisville, Louisville, KY."
70,Judges,"Judges: Danny C. Reeves, United States District Judge."
70,Opinion by,Opinion by: Danny C. Reeves
83,Counsel,"Counsel:  [*1] For DICAR, INC., ROBUD, Plaintiffs: JOHN G. GILFILLAN, III, LEAD ATTORNEY, CARELLA, 
BYRNE, BAIN, GILFILLAN, CECCHI, STEWART & OLSTEIN, PC, ROSELAND, NJ; STEPHEN R. BUCKINGHAM, 
LEAD ATTORNEY, DAVID L. HARRIS, LOWENSTEIN SANDLER, PC, ROSELAND, NJ.
For STAFFORD CORRUGATED PRODUCTS, INC., Defendant: ANTHONY R. MAUTONE, JR., LEAD 
ATTORNEY, MAUTONE & HORAN, WEST ORANGE, NJ.
For STAFFORD CORRUGATED PRODUCTS, INC., Counter Claimant: ANTHONY R. MAUTONE, JR., LEAD 
ATTORNEY, MAUTONE & HORAN, WEST ORANGE, NJ.
2010 U.S. Dist. LEXIS 23667, *23667

 
For DICAR, INC., Counter Defendant: MICHAEL J. HAHN, LEAD ATTORNEY, DAVID L. HARRIS, STEPHEN R. 
BUCKINGHAM, LEAD ATTORNEY, LOWENSTEIN SANDLER, PC, ROSELAND, NJ.
For ROBUD, Counter Defendant: STEPHEN R. BUCKINGHAM, LEAD ATTORNEY, DAVID L. HARRIS, 
LOWENSTEIN SANDLER, PC, ROSELAND, NJ.
For DICAR, INC., ROBUD, Counter Defendants: JOHN G. GILFILLAN, III, LEAD ATTORNEY, CARELLA, BYRNE, 
BAIN, GILFILLAN, CECCHI, STEWART & OLSTEIN, PC, ROSELAND, NJ; STEPHEN R. BUCKINGHAM, LEAD 
ATTORNEY, DAVID L. HARRIS, LOWENSTEIN SANDLER, PC, ROSELAND, NJ."
83,Judges,"Judges: Hon. Dennis M. Cavanaugh, United States District Judge."
83,Opinion by,Opinion by: Dennis M. Cavanaugh
