頁碼,內容類型,內容
23,Counsel,"Counsel: LeProhn & LeProhn, Robert LeProhn, Brundage, Hackler & Flaum, Albert Brundage, McCarthy, O'Hara & 
Johnson, P. H. McCarthy, Jr., Neyhart & Grodin and Duane B. Beeson for Petitioners.
No appearance for Respondents.
Scott Elder, Pembroke Gochnauer, Samuel L. Holmes and Angell, Adams, Gochnauer, Elder & Holmes for Real 
Parties in Interest."
23,Judges,"Judges: Kaufman, P. J.  Shoemaker, J., and Agee, J., concurred."
23,Opinion by,Opinion by: KAUFMAN
28,Opinion by,Opinion by:  [*1]  LEVET
34,Opinion by,Opinion by:  [*1]  MCRAE
39,Counsel,"Counsel:  [**1]  Greenfield, Rothstein, Klein & Yarnell, New York City, for plaintiffs; Sidney W. Rothstein, Jules 
Yarnell, Joseph L. Klein, New York City, of counsel. 
Amen, Weisman & Butler, New York City, for 'Carvel' defendants; Herman L. Weisman, Herbert Roth, New York 
City, of counsel. 
Shearman & Sterling, New York City, for defendant H. P. Hood & Sons, Inc.; John A. Wilson, New York City, of 
counsel. 
Schneider & Lichtenstein, New York City, for defendant Mohawk Container Co.; Charles Lichtenstein, New York 
City, of counsel. 
Albert L. Wigor, New York City, for defendant Eagle Cone Corp.; Paul J. Harriton, New York City, of counsel. 
William G. Mulligan, New York City, for defendant Rakestraw's Dairy Products, Inc.; Eve M. Preminger, New York 
City, of counsel."
39,Opinion by,Opinion by: DAWSON
57,Counsel,"Counsel:  [**1]  Emory C. Risley, Newark, N.J. (Stryker, Tams & Horner, Newark, on the brief), for Metal & Thermit 
Corp. 
Alfred C. Clapp, Newark, N.J. (Clapp & Eisenberg, Newark, N.J., Robert P. Gorman John B. M. Frohling, Newark, 
N.J., on the brief), for Beasley and Smith. 
305 F.2d 297, *297; 1962 U.S. App. LEXIS 4782, **4782

 
Donald B. Kipp, Newark, N.J. (Pitney, Hardin & Ward, Newark, N.J., William P. Reiss, Newark, N.J., Clyde A. 
Szuch, Maplewood, N.J., on the brief), for American Can Co. 
Charles J. Milton, Jersey City, N.J., for appellee."
57,Judges,"Judges: Before GOODRICH, STALEY and FORMAN, Circuit Judges."
57,Opinion by,Opinion by: FORMAN
82,Counsel,"Counsel: Gibson, Dunn & Crutcher, Julian O. von Kalinowski and Charles H. Phillips for Plaintiff and Appellant.
Lyon & Lyon, Lewis E. Lyon, R. Douglas Lyon, Whyte & Schifferman, John Whyte and Robert P. Schifferman for 
Defendants and Respondents."
82,Judges,"Judges: Fourt, J.  Wood, P. J., and Lillie, J., concurred."
82,Opinion by,Opinion by: FOURT
95,Counsel,"Counsel:  [**1]  Sam Weiss, Orange, N.J. (Pollis, Williams & Pappas, Elizabeth, N.J., on the brief), for appellant. 
Burtis W. Horner, Newark, N.J. (Stryker, Tams & Dill, Newark, N.J., Charles M. Welch, Newark, N.J., on the brief), 
for appellee."
95,Judges,"Judges: Before BIGGS, Chief Judge, and McLAUGHLIN and HASTIE, Circuit Judges."
95,Opinion by,Opinion by: HASTIE
102,Counsel,"Counsel:  [**1]  Richard G. Harris, Los Angeles, Cal., for plaintiffs. 
P. E. Bermingham, Sims Hamilton and Howard Painter, Los Angeles, Cal., for defendant General Petroleum 
Corporation. 
Marshall P. Madison, Francis R. Kirkham, William E. Mussman and Pillsbury, Madison & Sutro, San Francisco, 
Cal., for defendant Standard Oil Company of California. 
George W. Jansen, New York City, J. A. Tucker and Beardsley, Hufstedler & Kemble, Los Angeles, Cal., for 
defendant Texaco, Inc. 
Wm. J. DeMartini and William H. Powell, Los Angeles, Cal., for defendant Richfield Oil Corporation. 
L. A. Gibbons, Douglas C. Gregg and A. Andrew Hauk, Los Angeles, Cal., Brobeck, Phleger & Harrison, Moses 
Lasky and Richard Haas, San Francisco, Cal., for defendant Union Oil Company of California. 
Edmund D. Buckley, Overton, Lyman & Prince and Wayne H. Knight, Los Angeles, Cal., for defendant Tidewater 
Oil Company."
102,Opinion by,Opinion by: MATHES
112,Counsel,"Counsel:  [**1]  Joe A. Keith, Sherman, Tex., for appellant. 
James E. Henderson, Sherman, Tex., Charles L. Stewart, Jr., Chicago, Ill., for appellee."
112,Judges,"Judges: Before JONES, BROWN and GEWIN, Circuit Judges."
112,Opinion by,Opinion by: GEWIN
122,Counsel,"Counsel:  [**1]  Paul R. Trigg, Jr., Allan Neef, Dykema, Wheat, Spencer, Goodnow & Trigg, Detroit, 26, Mich., for 
plaintiff. 
Robert F. Ritzenhein, Asst. U.S. Atty., Detroit, 26, Mich., Arthur L. Biggins, Solomon Fisher, Dept. of Justice, Tax 
Div., Civil Trials Section, Washington, D.C., for the defendant."
123,Opinion by,Opinion by: FREEMAN
