頁碼,內容類型,內容
26,Counsel,"Counsel: Anderson, Gianunzio, Dude, Pifher & Lebel, P.C., Wm. Kelly Dude, Colorado Springs, Colorado, for 
Plaintiff-Appellee.
Jack P. Wolfe, Longmont, Colorado, for Defendant-Appellant.
John J. Conway, Denver, Colorado, for Amicus Curiae Colorado Rural Electric Association.
Gorsuch Kirgis L.L.C., Joseph B. Wilson, Denver, Colorado, for Amicus Curiae The Colorado Association of 
Municipal Utilities.
Randolph W. Starr, Loveland, Colorado, for Amicus Curiae Poudre Valley Rural Electric Association, Inc."
26,Judges,Judges:
26,Opinion by,Opinion by: METZGER
40,Counsel,"Counsel: Patrick J. Spina argued the cause for appellant (Andora, Palmisano & Geaney, attorneys; John P. 
Palmisano, of counsel; Mr. Spina and Joseph A. Venti, on the brief).
Kathleen McLeod Caminiti argued the cause for respondents (Collier, Jacob & Mills, attorneys; Cynthia M. Jacob, of 
counsel)."
40,Judges,"Judges: Before Judges KEEFE, WEFING and A.A. RODRIGUEZ. The opinion of the court was delivered by 
KEEFE, J.A.D."
40,Opinion by,Opinion by: KEEFE
56,Counsel,"Counsel: For TSJ, Inc., SYSTEMCARE, INC., Appellants: Victoria A. Brieant, San Francisco, CA.
For WANG LABORATORIES, INC., Appellee: Louis A. Goodman, Skadden, Arps, Slate, Meagher & Flom, Boston, 
MA."
56,Judges,"Judges: Mark L. Wolf, United States District Court"
56,Opinion by,Opinion by: Mark L. Wolf
70,Counsel,"Counsel:  [*1]  For UNITED PHOSPHORUS, LTD., an Indian Corporation, SHROFF'S UNITED CHEMICALS, 
LTD., an Indian Corporation, J.C. MILLER & ASSOCIATES, INC., an Illinois Corporation, plaintiffs: Terence J. 
Moran, Foster Marshall, Gessler, Glynn, Fleischmann, Hughes & Socol, Ltd., Chicago, IL. Peter Michael Katsaros, 
Gessler, Flynn, Fleischmann, Hughes & Socol, Chicago, IL. Frederick Scott Rhine, Gessler, Hughes & Socol, Ltd., 
Chicago, IL.
For ANGUS CHEMICAL COMPANY, an Delaware corporation, ANGUS CHEMIE GMBH, a German corporation, 
FREEMAN HUGHES, OLLIE W CHANDLER, LOWELL PALS, GARY W GRANZOW, defendants: T. Mark 
McLaughlin, Andrew Stanley Marovitz, Mary Ann Spiegel, Mayer, Brown & Platt, Chicago, IL. Stephen Novack, 
Patrick A. Fleming, Jennifer Lyn Friedes, Novack & Macey, Chicago, IL. For D.B. GUPTA, LUPIN 
LABORATORIES, LTD., an Indian Corporation, defendants: Barrie Laine Brejcha, David G. Wix, Baker & 
McKenzie, Chicago, IL."
70,Judges,"Judges: JOAN B. GOTTSCHALL, United States Magistrate Judge. HONORABLE BLANCHE M. MANNING, one of 
the Judges of the United States District Court for the Northern District of Illinois."
70,Opinion by,Opinion by: JOAN B. GOTTSCHALL
