頁碼,內容類型,內容
21,Counsel,"Counsel:  [*1] For Facebook, Inc., a Delaware corporation, Plaintiff: Allison Schultz, Ari Holtzblatt, Robin C. Burrell, 
Wilmer Cutler Pickering Hale and Dorr LLP, Washington, DC; Jason Jonathan Kim, Jeff R. R. Nelson, Ann Marie 
Mortimer, Hunton Andrews Kurth LLP, Los Angeles, CA; Joseph Michael Levy, Wilmer Cutler Pickering Hale and 
Dorr LLP, Palo Alto, CA; Sonal N. Mehta, Thomas G. Sprankling, Wilmer Cutler Pickering Hale and Dorr LLP, Palo 
Alto, CA.
For BrandTotal Ltd., an Israeli corporation, Unimania, Inc., a Delaware corporation, Defendants, Counter-claimants: 
Rudolph A. Telscher, LEAD ATTORNEY, Husch Blackwell LLP, St. Louis, MO; David Matthew Stauss, Husch 
Blackwell LLP, United Sta, Denver, CO; Dustin L. Taylor, PRO HAC VICE, Husch Blackwell LLP, Denver, CO; 
Jeffrey Michael Rosenfeld, Karl Stephen Kronenberger, Kronenberger Rosenfeld, LLP, San Francisco, CA; Kara 
Renee Fussner, Husch Blackwell, St. Louis, MO; Ryan B Hauer, Husch Blackwell LLP, United Sta, Chicago, IL.
For Facebook, Inc., a Delaware corporation, Counter-defendant: Sonal N. Mehta, LEAD ATTORNEY, Wilmer Cutler 
Pickering Hale and Dorr LLP, Palo Alto, CA; Jason Jonathan Kim, Jeff R. R. Nelson, Ann Marie Mortimer, Hunton 
Andrews Kurth [*2]  LLP, Los Angeles, CA."
21,Judges,"Judges: JOSEPH C. SPERO, Chief Magistrate Judge."
21,Opinion by,Opinion by: JOSEPH C. SPERO
32,Counsel,"Counsel:  [*1] For Alarie Bowerman, Individually and as Next Friend of Elisa Emory and Anais Bowerman, Brienna 
Reed, Randy Sykes, Plaintiffs: James Brunsting Hartle, Shrader & Associates LLP - Houston, Houston, TX; Ryan 
Kees Higgins, Rusty Hardin & Associates LLP, Houston, TX.
For Allison Lynn Caruana, Jessica McKinnie, Carol Fisch, Amy Hanneken, Jane Powell, John Valerio, Individually 
and as Next Friend of Christopher Valerio, Gayle Clarke, Kathryn Kocurek, Individually and on behalf of the Estate 
of J. David Kocurek PH.D, Plaintiffs: Ryan Kees Higgins, Rusty Hardin & Associates LLP, Houston, TX.
For Amber Boyles, Caitlin McGrory, Intervenor Plaintiffs: Daniel Raymond Dutko, Rusty Hardin & Associates LLP, 
Houston, TX.
For Amy Hanneken, Kristine Woodard, Plaintiffs: Daniel Raymond Dutko, Rusty Hardin & Associates LLP, Houston, 
TX; James Brunsting Hartle, Shrader & Associates LLP - Houston, Houston, TX; Lance Lee, Lance Lee, Texarkana, 
TX.
For Anthem Inc, Defendant: Eileen Regina Ridley, Foley & Lardner - San Francisco, San Francisco, CA.
For Blue Cross and Blue Shield of Texas, Defendant: William Sheridan, PRO HAC VICE, Reed Smith LLP- 
Pittsburgh, Pittsburgh, PA.
For Brienna Reed, Carol Fisch, Rosetta Fuller, [*2]  Alarie Bowerman, Individually and as Next Friend of Elisa 
Emory and Anais Bowerman, Tawnya Dawn Smith, Individually and as Next Friend of Monet Pitre, Plaintiffs: Daniel 
Raymond Dutko, Rusty Hardin & Associates LLP, Houston, TX.
For Chloe Lohmeyer, Plaintiff: Daniel Raymond Dutko, Ryan Kees Higgins, Rusty Hardin & Associates LLP, 
Houston, TX; Eugene Roger Egdorf, Shrader & Associates LLP - Houston, Houston, TX.
For Dr. Allen Steere, Dr. Gary P. Wormser, Defendants: Michael A Warley, Pillsbury Winthrop Shaw Pittman LLP - 
Washington, Washington, DC; Ronald Casey Low, Pillsbury Winthrop Shaw Pittman LLP - Austin, Austin, TX.
For Dr. Eugene Shapiro, Dr. John J. Halperin, Dr. Leonard Sigal, Infectious Diseases Society of America, Dr. 
Raymond J. Dattwyler, Defendants: Ronald Casey Low, Pillsbury Winthrop Shaw Pittman LLP - Austin, Austin, TX.

 
For Dr. Gary P. Wormser, Dr. Eugene Shapiro, Dr. John J. Halperin, Defendants: Alvin Dunn, Pillsbury Winthrop 
Shaw Pittman LLP - Washington, Washington, DC; Peter John Chassman, Reed Smith LLP, Houston, TX.
For Dr. Leonard Sigal, Defendant: Alvin Dunn, Michael A Warley, Pillsbury Winthrop Shaw Pittman LLP - 
Washington, Washington, DC.
For Gayle Clarke, Adriana [*3]  Monteiro Moreira, Carol Fisch, Chloe Lohmeyer, Alarie Bowerman, Individually and 
as Next Friend of Elisa Emory and Anais Bowerman, Allison Lynn Caruana, John Valerio, Individually and as Next 
Friend of Christopher Valerio, Lisa Torrey, Jane Powell, Plaintiffs: Lance Lee, Lance Lee, Texarkana, TX.
For John Valerio, Individually and as Next Friend of Christopher Valerio, Gayle Clarke, Plaintiffs: Daniel Raymond 
Dutko, Rusty Hardin & Associates LLP, Houston, TX; Eugene Roger Egdorf, Shrader & Associates LLP - Houston, 
Houston, TX.
For Kristine Woodard, Plaintiff: Eugene Roger Egdorf, Shrader & Associates LLP - Houston, Houston, TX; Ryan 
Kees Higgins, Rusty Hardin & Associates LLP, Houston, TX.
For Lisa Torrey, Plaintiff: Daniel Raymond Dutko, Ryan Kees Higgins, Rusty Hardin & Associates LLP, Houston, 
TX.
For Mike Peacher, Individually and as Next Friend of Ashleigh Preacher, Rosetta Fuller, Alarie Bowerman, 
Individually and as Next Friend of Elisa Emory and Anais Bowerman, Amy Hanneken, Jane Powell, Kathryn 
Kocurek, Individually and on behalf of the Estate of J. David Kocurek PH.D, Allison Lynn Caruana, Jessica 
McKinnie, Randy Sykes, Adriana Monteiro Moreira, Carol Fisch, Lisa Torrey, Plaintiffs: [*4]  Eugene Roger Egdorf, 
Shrader & Associates LLP - Houston, Houston, TX.
For Tawnya Dawn Smith, Individually and as Next Friend of Monet Pitre, Rosetta Fuller, Plaintiffs: Lance Lee, 
Lance Lee, Texarkana, TX; Ryan Kees Higgins, Rusty Hardin & Associates LLP, Houston, TX.
For United Healthcare Group Incorporated, Defendant: Maria Wyckoff Boyce, Hogan Lovells US LLP - Houston, 
Houston, TX.
For United HealthCare Services Inc., Defendant: Benjamin F. Holt, Hogan Lovells US LLP - Washington DC, 
Washington, DC.
For Anthem Inc, Defendant: Julia B. Hartley, Nelson Mullins Riley & Scarborough LLP - Charlotte, Charlotte, NC; 
Lucile H. Cohen, Nelson Mullins Riley & Scarborough - Columbia, Columbia, SC; Sara Ann Brown, Gardere Wynne 
Sewell LLP - Dallas, Dallas, TX.
For Blue Cross and Blue Shield Association, Defendant: Daniel E. Laytin, LEAD ATTORNEY, Cameron Ginder, 
Kirkland & Ellis LLP - Chicago, Chicago, IL; Peter John Chassman, Reed Smith LLP, Houston, TX.
For Blue Cross and Blue Shield of Texas, Defendant: Debra H. Dermody, Reed Smith LLP- Pittsburgh, Pittsburgh, 
PA; Michael John Forbes, Reed Smith LLP - Houston, Houston, TX.
For Dr. Allen Steere, Dr. Raymond J. Dattwyler, Infectious Diseases Society [*5]  of America, Defendants: Alvin 
Dunn, Pillsbury Winthrop Shaw Pittman LLP - Washington, Washington, DC.
For Hon. David Folsom (Ret.), Mediator: David Folsom, LEAD ATTORNEY, Jackson Walker LLP, Texarkana, TX.
For Jessica McKinnie, Lisa Torrey, Rosetta Fuller, Chloe Lohmeyer, Gayle Clarke, Kathryn Kocurek, Individually 
and on behalf of the Estate of J. David Kocurek PH.D, Carol Fisch, John Valerio, Individually and as Next Friend of 
Christopher Valerio, Plaintiffs: James Brunsting Hartle, Shrader & Associates LLP - Houston, Houston, TX.
For Kaiser Permanente Inc., Dr. Leonard Sigal, Dr. Allen Steere, Defendants: Peter John Chassman, Reed Smith 
LLP, Houston, TX.
For United Healthcare Group Incorporated, United HealthCare Services Inc., Defendants: Patrick Colbert Clutter IV, 
Potter Minton a Professional Corporation, Tyler, TX.
For United HealthCare Services Inc., Defendant: Maria Wyckoff Boyce, Hogan Lovells US LLP - Houston, Houston, 
TX; Michael E Jones, Potter Minton a Professional Corporation, Tyler, TX.
2021 U.S. Dist. LEXIS 252509, *2

 
For Adriana Monteiro Moreira, Plaintiff: Daniel Raymond Dutko, Ryan Kees Higgins, Rusty Hardin & Associates 
LLP, Houston, TX; James Brunsting Hartle, Shrader & Associates LLP - Houston, Houston, [*6]  TX.
For Aetna Inc., Defendant: Matthew Gerald Sheridan, Baker Botts LLP - Houston, Houston, TX.
For Dr. Eugene Shapiro, Dr. John J. Halperin, Defendants: Michael A Warley, Pillsbury Winthrop Shaw Pittman LLP 
- Washington, Washington, DC.
For Dr. Raymond J. Dattwyler, Infectious Diseases Society of America, Defendants: Michael A Warley, Pillsbury 
Winthrop Shaw Pittman LLP - Washington, Washington, DC; Peter John Chassman, Reed Smith LLP, Houston, TX.
For George Matteson, Guardian ad Litem: George Matteson, LEAD ATTORNEY, Moore Giles & Matteson LLP, 
Texarkana, AR.
For Mike Peacher, Individually and as Next Friend of Ashleigh Preacher, Plaintiff: Daniel Raymond Dutko, Ryan 
Kees Higgins, Rusty Hardin & Associates LLP, Houston, TX; James Brunsting Hartle, Shrader & Associates LLP - 
Houston, Houston, TX; Lance Lee, Lance Lee, Texarkana, TX.
For Randy Sykes, Kathryn Kocurek, Individually and on behalf of the Estate of J. David Kocurek PH.D, Jessica 
McKinnie, Plaintiffs: Daniel Raymond Dutko, Rusty Hardin & Associates LLP, Houston, TX; Lance Lee, Lance Lee, 
Texarkana, TX.
For Steve Hepler, Intervenor Plaintiff: Daniel Raymond Dutko, Rusty Hardin & Associates LLP, Houston, TX; Jeffrey 
E. Gewirtz, [*7]  Jeffrey Scott LLP, Atlanta, GA.
For United Healthcare Group Incorporated, Defendant: Blayne R Thompson, Hogan Lovells US LLP - Houston, 
Houston, TX.
For Blue Cross and Blue Shield Association, Defendant: Sarah J. Donnell, Kirkland & Ellis LLP - Chicago, Chicago, 
IL.
For Caitlin McGrory, Amber Boyles, Intervenor Plaintiffs: Jeffrey E. Gewirtz, Jeffrey Scott LLP, Atlanta, GA.
For Tawnya Dawn Smith, Individually and as Next Friend of Monet Pitre, Plaintiff: Eugene Roger Egdorf, James 
Brunsting Hartle, Shrader & Associates LLP - Houston, Houston, TX.
For United Healthcare Group Incorporated, Defendant: Benjamin F. Holt, Hogan Lovells US LLP - Washington DC, 
Washington, DC; Michael E Jones, Potter Minton a Professional Corporation, Tyler, TX.
For United HealthCare Services Inc., Defendant: Earl Glenn Thames Jr, Potter Minton a Professional Corporation, 
Tyler, TX.
For Aetna Inc., Defendant: Jeffrey Randall Roeser, Haltom & Doan, Texarkana, TX; Earl B Austin, LEAD 
ATTORNEY, Baker Botts, New York, NY.
For Anthem Inc, Defendant: John D. Martin, Nelson Mullins Riley & Scarborough - Columbia, Columbia, SC; 
Thomas Hetherington, McDowell Hetherington LLP - Houston, Houston, TX; Michael James Tuteur, LEAD [*8]  
ATTORNEY, Foley & Lardner LLP--Boston, Boston, MA.
For Blue Cross and Blue Shield of Texas, Defendant: Peter John Chassman, Reed Smith LLP, Houston, TX; Martin 
James Bishop, LEAD ATTORNEY, Reed Smith LLP - Dallas, Dallas, TX.
For George Matteson, Guardian ad Litem: Daniel Raymond Dutko, Rusty Hardin & Associates LLP, Houston, TX.
For Kaiser Permanente Inc., Defendant: Derek Shane Davis, Cooper & Scully PC - Dallas, Dallas, TX.
For Aetna Inc., Defendant: Jennifer Haltom Doan, Haltom & Doan, Texarkana, TX.
For Allison Lynn Caruana, Jane Powell, Plaintiffs: Daniel Raymond Dutko, Rusty Hardin & Associates LLP, 
Houston, TX; James Brunsting Hartle, Shrader & Associates LLP - Houston, Houston, TX.
For Anthem Inc, Defendant: Kimberly Ann Klinsport, Foley & Lardner - Los Angeles, Los Angeles, CA; Peter John 
Chassman, Reed Smith LLP, Houston, TX.
2021 U.S. Dist. LEXIS 252509, *5

 
For Brienna Reed, Plaintiff: Eugene Roger Egdorf, Shrader & Associates LLP - Houston, Houston, TX; Lance Lee, 
Lance Lee, Texarkana, TX.
For Kaiser Permanente Inc., Defendant: Alan F. Law, Cooper & Scully P.C. - San Francisco, San Francisco, CA.
For United Healthcare Group Incorporated, Defendant: Earl Glenn Thames Jr, Potter Minton a Professional 
Corporation, [*9]  Tyler, TX; Peter John Chassman, Reed Smith LLP, Houston, TX.
For United HealthCare Services Inc., Defendant: Blayne R Thompson, Hogan Lovells US LLP - Houston, Houston, 
TX; Peter John Chassman, Reed Smith LLP, Houston, TX."
35,Judges,"Judges: ROBERT W. SCHROEDER III, UNITED STATES DISTRICT JUDGE."
35,Opinion by,Opinion by: ROBERT W. SCHROEDER III
48,Counsel,"Counsel:  [*1] For REX - Real Estate Exchange Inc, a Delaware corporation, Plaintiff: Cristina Moreno, Darren 
McCarty, LEAD ATTORNEYS, PRO HAC VICE, MCCARTY LAW PLLC, AUSTIN, TX; Michael K Vaska, Rylan L. 
S. Weythman, LEAD ATTORNEYS, FOSTER GARVEY PC (SEA), SEATTLE, WA.
For Zillow Inc, a Washington corporation, Zillow Group Inc, a Washington corporation, Zillow Homes Inc, a 
Delaware corporation, Zillow Listing Services Inc, a Washington corporation, Trulia LLC, a Delaware limited liability 
company, Defendants: John A Jurata, Jr, LEAD ATTORNEY, PRO HAC VICE, ORRICK HERRINGTON & 
SUTCLIFFE (DC), WASHINGTON, DC; Naomi J Scotten, LEAD ATTORNEY, PRO HAC VICE, ORRICK 
HERRINGTON & SUTCLIFFE (NY), NEW YORK, NY; Russell P Cohen, LEAD ATTORNEY, PRO HAC VICE, 
ORRICK HERRINGTON & SUTCLIFFE (SF), SAN FRANCISCO, CA; Aravind Swaminathan, Nicole M. Tadano, 
ORRICK HERRINGTON & SUTCLIFFE LLP (SEA), SEATTLE, WA.
For The National Association of Realtors, an Illinois trade association, Defendant: Ethan Glass, LEAD ATTORNEY, 
PRO HAC VICE, QUINN EMANUEL URQUHART & SULLIVAN LLP (DC), WASHINGTON, DC; Thomas C Rubin, 
QUINN EMANUEL URQUHART & SULLIVAN LLP (WA), SEATTLE, WA."
48,Judges,"Judges: Thomas S. Zilly, United States District Judge."
48,Opinion by,Opinion by: Thomas S. [*2]  Zilly
64,Counsel,"Counsel:  [*1] For THE SNACK JOINT LLC, Plaintiff: GE LI, KEVIN KERVENG TUNG, P.C., FLUSHING, NY; 
KEVIN KERVENG TUNG, FLUSHING, NY.
For OCM GROUP USA, NJ, INC., OCM GLOBE INC., OCM GROUP USA INC., GANG WANG, YAOTIAN LI, 
XIAOHUI CHAI, Defendants: DARREN M. GELIEBTER, LEAD ATTORNEY, LOMBARD & GELIEBTER LLP, NEW 
YORK, NY."
