頁碼,內容類型,內容
21,Counsel,"Counsel:  [*1] Gordon Gravelle, o/a CodePro Manufacturing, Plaintiff, Pro se, Thunder Bay, Ontario Canada .
For Kaba Ilco Corp, Defendant: Albert P. Allan, LEAD ATTORNEY, Allan Law Firm, PLLC, Charlotte, NC."
21,Judges,"Judges: LOUISE W. FLANAGAN, United States District Judge."
21,Opinion by,Opinion by: LOUISE W. FLANAGAN
30,Counsel,"Counsel:  [**1] For FEDERAL TRADE COMMISSION, Plaintiff: Tara L. Reinhart, LEAD ATTORNEY, Alexis 
Gilman, Krisha A. Cerilli, Ryan Quillian, Thomas Hankins Brock, FEDERAL TRADE COMMISSION, Bureau of 
Competition, Washington, DC; Amanda Lewis, Ashley Masters, Charles A. Loughlin, David E. Owyang, Helder 
Agostinho, Joseph Neely, Joshua Smith, Kelly A. Horne, Kevin Hahm, Kimberley G. Biagioli, Maria M. DiMoscato, 
Meghan Iorianni, Noah Pinegar, Robert E. Zuver, Jr., Rohan Pai, Stelios S. Xenakis, Stephanie Greco, Stephen W. 
Rodger, FEDERAL TRADE COMMISSION, Washington, DC; Angel Prado, FEDERAL TRADE COMMISSION, 
Bureau of Competition, Merger II, Washington, DC; Haidee L. Schwartz, Federal Trade Commission, Washington, 
DC.
For DISTRICT OF COLUMBIA, Plaintiff: Bennett C. Rushkoff, LEAD ATTORNEY, OFFICE OF THE ATTORNEY 
GENERAL, Public Advocacy Section, Washington, DC.
For COMMONWEALTH OF PENNSYLVANIA, Plaintiff: Norman Wesley Marden, LEAD ATTORNEY, 
COMMONWEALTH OF PENNSYLVANIA OFFICE OF ATTORNEY GENERAL, Harrisburg, PA.
For STAPLES, INC., Defendant: Andrew L. Goldman, LEAD ATTORNEY, PRO HAC VICE, GOLDMAN ISMAIL 
TOMASELLI BRENNAN & BAUM LLP, Chicago, IL; Diane P. Sullivan, LEAD ATTORNEY, WEIL GOTSHAL & 
MANGES, LLP, [**2]  Princeton, NJ; Jonathan Cheng, LEAD ATTORNEY, Brianne L. Kucerik, Christopher M. 
Pepe, Gary A. Coad, Rishi Satia, Robert T. Vlasis, PRO HAC VICE, Jeffrey H. Perry, Steven K. Bernstein, WEIL, 
GOTSHAL & MANGES LLP, Washington, DC; Allison M. Brown, PRO HAC VICE, WEIL, GOTSHAL & MANGES 
LLP, Princeton, NJ; Carrie Mahan Anderson, WEIL, GOTSHAL & MANGES, Washington, DC; Christopher D. 
Barraza, Megan Anne Granger, Megan H. Wantland, WEIL, GOTSHAL & MANGES, LLP, Washington, DC; Eric S. 
Hochstadt, Jacob B. Ebin, Joy M. Dineo, Theodore E. Tsekerides, PRO HAC VICE, WEIL, GOTSHAL & MANGES 
LLP, New York, NY; Holly Elizabeth Loiseau, WEIL, GOTSHAL & MANGES, L.L.P., Washington, DC; John 
O'Connor, PRO HAC VICE, WEIL, GOTSHAL & MANGES LLP, Dallas, TX; Joseph Adamson, PRO HAC VICE, 
WEIL, GOTSHAL & MANGES LLP, NEW YORK, NY; Patrick O. O'Toole, PRO HAC VICE, WEIL, GOTSHAL & 
MANGES LLP, Boston, MA.
For OFFICE DEPOT, INC., Defendant: Andrea B. Levine, LEAD ATTORNEY, PRO HAC VICE, SIMPSON, 
THACHER & BARTLETT LLP, New York, NY; Andrew McHie Lacy, LEAD ATTORNEY, John Lawrence Goheen, 
III, Matthew James Reilly, SIMPSON, THACHER & BARTLETT LLP, Washington, DC; Jonathan Yakov Mincer, 

 
LEAD ATTORNEY, PRO HAC VICE, [**3]  SIMPSON THACHER & BARLETT LLP, Palo Alto, CA; Eric J. Wilson, 
GODFREY & KAHN, S.C., Madison, WI; Evan I. Cohen, PRO HAC VICE, FINN DIXON & HERRING LLP, 
Stamford, CT; Nathaniel Preston Miller, SIMPSON THACHER & BARTLETT LLP, Washington, DC; Peter C. 
Herrick, PRO HAC VICE, SIMPSON, THACHER & BARTLETT LLP, Washington, DC.
For JOHN DOE, Interested Party: Brian Richard Iverson, LEAD ATTORNEY, BASS, BERRY & SIMS PLC, 
Washington, DC.
For AMAZON.COM, INC., Interested Party: J. Robert Robertson, LEAD ATTORNEY, HOGAN LOVELLS US LLP, 
Washington, DC.
For AMERICAN AUTOMOBILE ASSOCIATION (INC.), Interested Party: Philip Tucker Evans, LEAD ATTORNEY, 
HOLLAND & KNIGHT LLP, Washington, DC.
For LOWE'S COMPANIES, INC., Interested Party: Wendell Landray Taylor, LEAD ATTORNEY, HUNTON & 
WILLIAMS LLP, Washington, DC.
For ECOLAB INC, Interested Party: Toyja Eran Libia Kelley, LEAD ATTORNEY, TYDINGS & ROSENBERG, LLP, 
Baltimore, MD."
31,Judges,"Judges: Emmet G. Sullivan, United States District Judge."
31,Opinion by,Opinion by: Emmet G. Sullivan
56,Counsel,"Counsel:  [*1] For Richard C Stanley, Special Master: Richard C. Stanley, Stanley, Reuter, Ross, Thornton & 
Alford, LLC (New Orleans), LEAD ATTORNEY, LL&E Tower, New Orleans, LA.
For Direct Purchaser Plaintiffs' Liaison Counsel, Plaintiff: Russ M. Herman, LEAD ATTORNEY, Herman, Herman, 
Katz & Cotlar, LLP, New Orleans, LA.
For Indirect Purchaser Plaintiffs' Liaison Counsel, Plaintiff: Thomas J. H. Brill, LEAD ATTORNEY, Law Office of 
Thomas H. Brill, Leawood, KS.
Plaintiffs' Steering Committee, Plaintiff: Arnold Levin, LEAD ATTORNEY, Levin, Fishbein, Sedran & Berman, 
Philadelphia, PA; Daniel W. Krasner, LEAD ATTORNEY, Wolf, Haldenstein, Adler, Freeman & Herz, LLP, New 
York, NY; Douglas G. Thompson, LEAD ATTORNEY, Finkelstein Thompson LLP, Washington, DC; Jay L. Himes, 
LEAD ATTORNEY, PRO HAC VICE, Labaton Sucharow, LLP, New York, NY; Linda P Nussbaum, LEAD 
ATTORNEY, Nussbaum Law Group, P.C., New York, NY; Matthew B. Moreland, LEAD ATTORNEY, Becnel Law 
Firm, LLC (Reserve), Reserve, LA; Richard J. Arsenault, LEAD ATTORNEY, Neblett, Beard & Arsenault, 
Alexandria, LA; Robert N. Kaplan, LEAD ATTORNEY, Kaplan Fox & Kilsheimer LLP, New York, NY; Ronald J. 
Aranoff, LEAD ATTORNEY, Bernstein Liebhard LLP, New York, [*2]  NY; Russ M. Herman, LEAD ATTORNEY, 
Herman, Herman, Katz & Cotlar, LLP, New Orleans, LA; Scott R. Bickford, LEAD ATTORNEY, Martzell & Bickford, 
New Orleans, LA; Vincent J. Esades, LEAD ATTORNEY, Heins, Mills & Olson, PLC, Minneapolis, MN.
For Plaintiffs' Executive Committee, Plaintiff: Jay L. Himes, LEAD ATTORNEY, PRO HAC VICE, Labaton 
Sucharow, LLP, New York, NY; Robert N. Kaplan, LEAD ATTORNEY, Kaplan Fox & Kilsheimer LLP, New York, 
NY; Ronald J. Aranoff, LEAD ATTORNEY, Bernstein Liebhard LLP, New York, NY; Russ M. Herman, LEAD 
ATTORNEY, Herman, Herman, Katz & Cotlar, LLP, New Orleans, LA.
For Defendants' Liaison Counsel, Defendant: William Bernard Gaudet, LEAD ATTORNEY, Adams & Reese, LLP 
(New Orleans), One Shell Square, New Orleans, LA.

 
For Defendants' Lead Counsel, Defendant: David H. Bamberger, LEAD ATTORNEY, Katherine M. Ruffing, PRO 
HAC VICE, DLA Piper, LLP (Washington), Washington, DC.
For Manufacturer Defendants' Liaison Counsel, Defendant: Wayne J. Lee, LEAD ATTORNEY, Stone, Pigman, 
Walther, Wittmann, LLC (New Orleans), New Orleans, LA.
For Federal Trade Commission, Movant: Lisa Zeidner Marcus, LEAD ATTORNEY, U.S. Dept of Justice, Civil Div 
(Fed Programs Branch - DC), Washington, [*3]  DC."
57,Judges,"Judges: SARAH S. VANCE, UNITED STATES DISTRICT JUDGE. MAG. JUDGE. WILKSON."
57,Opinion by,Opinion by: SARAH S. VANCE
71,Counsel,"Counsel: KEITH D. PARR (with Joseph N. Froehlich, Scott B. Feder, Hugh S. Balsam, James T. Peterka, and 
Andy J. Miller on the brief), Locke Lord LLP, Chicago, Illinois, for Appellants Apotex Incorporated & Apotex 
Corporation.
JOHN W. NIELDS, JR. (with Jason C. Raofield and Colin P. Watson on the brief), Covington & Burling LLP, 
Washington, D.C. for Appellee Acorda Therapeutics, Inc."
