頁碼,內容類型,內容
25,Counsel,"Counsel: For NORMAN J. GALLANT, Plaintiff: Edward N. Marasi, Marasi & Franco, West Springfield, MA.
886 F. Supp. 202, *202; 1995 U.S. Dist. LEXIS 6857, **1

 
For BOC GROUP, INC., Defendant: Joan I. Ackerstein, Robin A. Schaja, Jackson, Lewis, Schnitzler & Krupman, 
Boston, MA."
26,Judges,"Judges: MICHAEL A. PONSOR, U. S. District Judge"
26,Opinion by,Opinion by: MICHAEL A. PONSOR
38,Counsel,"Counsel:  [**1]  For ADDAMAX CORPORATION, Plaintiff: Samuel Adams, Ralph T. Lepore, III, Keith C. Long, 
Warner & Stackpole, Boston, MA. James V. O'Gara, Alan R. Kusinitz, Patricia Oveis Kahn, Kelley, Drye & Warren, 
New York, NY.
For OPEN SOFTWARE FOUNDATION, INC., Defendant: James C. Burling, Michelle D. Miller, Charles J. Gray, 
Peter A. Spaeth, Hale & Dorr, Boston, MA. For DIGITAL EQUIPMENT CORP., Defendant: William L. Patton, Eric 
Jaeger, Ropes & Gray, Boston, MA. Richard H. Alpert, Digital Equipment Corporation, Maynard, MA. For 
HEWLETT-PACKARD CO., INC., Defendant: Robert W. Sutis, Hewlett-Packard Company, Palo Alto, CA. Robert A. 
Skitol, Drinker, Biddle & Reath, Washington, DC. Brian A. Davis, Robert S. Frank, Jr., Kevin P. Light, Nicholas J. 
Nesgos, Choate, Hall & Stewart, Boston, MA.
For G2 COMPUTER INTELLIGENCE, INC., Movant: James B. Conroy, Donnelly, Conroy & Gelhaar, Boston, MA."
38,Judges,"Judges: Joseph L. Tauro, Chief United States District Judge"
38,Opinion by,Opinion by: Joseph L. Tauro
51,Counsel,"Counsel:  [*1] For Concept Design Electronics And Manufacturing, Inc., Plaintiff (3:90cv368): Gregory A. Madera, 
LEAD ATTORNEY, Fish & Richardson P.C., Boston, MA USA; J. William Blue, Jr., LEAD ATTORNEY, Northern 
Blue Little Rooks Thibaut and Anderson, Chapel Hill, NC USA; W. Thad Adams, III, LEAD ATTORNEY, Shumaker, 
Loop & Kendrick, LLP, Charlotte, NC USA.
For Duplitronics, Inc., Defendant (3:90cv368): Edward L. Foote, LEAD ATTORNEY, Winston & Strawn, LLP, 
Chicago, IL USA; Frank A Hirsch, Jr., LEAD ATTORNEY, Alston & Bird LLP, Raleigh, NC USA; Fred T. Lowrance, 
LEAD ATTORNEY, Parker, Poe, Adams & Bernstein L.L.P., Charlotte, NC USA; James Carl Otteson, LEAD 
ATTORNEY, Wilson Sonsini Goodrich & Rosati, Palo Alto, CA USA; Kenneth B. Wilson, Michael A. Ladra, Peter N. 
Detkin, LEAD ATTORNEYS, Wilson, Sonsini, Goodrich & Rosati, Palo Alto, CA USA; Patrick Burns, LEAD 
ATTORNEY, Greer, Burns & Crain, Ltd., Chicago, IL USA.
For William Britt, Consol Claimant (3:90cv368): Michael I. Rackman, LEAD ATTORNEY, Gottlieb Rackman & 
Reisman, P.C., New York, NY USA.
For Concept Design Electronics And Manufacturing, Inc., Plaintiff (3:91cv169): Gregory A. Madera, LEAD 
ATTORNEY, Fish & Richardson P.C., Boston, MA USA; [*2]  J. William Blue, Jr., LEAD ATTORNEY, Northern Blue 
Little Rooks Thibaut and Anderson, Chapel Hill, NC USA; W. Thad Adams, III, LEAD ATTORNEY, Shumaker, Loop 
& Kendrick, LLP, Charlotte, NC USA.
For Duplitronics, Inc., Defendant (3:91cv169): Edward L. Foote, LEAD ATTORNEY, Winston & Strawn, LLP, 
Chicago, IL USA; Frank A Hirsch, Jr., LEAD ATTORNEY, Alston & Bird LLP, Raleigh, NC USA; Fred T. Lowrance, 
LEAD ATTORNEY, Parker, Poe, Adams & Bernstein L.L.P., Charlotte, NC USA; James Carl Otteson, LEAD 
ATTORNEY, Wilson Sonsini Goodrich & Rosati, Palo Alto, CA USA; Kenneth B. Wilson, Michael A. Ladra, LEAD 
ATTORNEYS, Wilson, Sonsini, Goodrich & Rosati, Palo Alto, CA USA; Patrick Burns, LEAD ATTORNEY, Greer, 
Burns & Crain, Ltd., Chicago, IL USA."
51,Judges,"Judges: ROBERT D. POTTER, SENIOR UNITED STATES DISTRICT JUDGE."
51,Opinion by,Opinion by: ROBERT D. POTTER
65,Counsel,"Counsel: Robert M. Beattie, Jr. of Beattie Law Office, Wichita, Kansas (James S. Phillips, Jr., of Phillips & Phillips, 
Chartered, Wichita, Kansas, with him on the briefs), for Plaintiff-Appellant.
Martha Aaron Ross (James D. Oliver, with her on the brief), of Foulston & Siefkin, Wichita, Kansas, for Defendant-
Appellee.
55 F.3d 542, *542; 1995 U.S. App. LEXIS 12593, **1

 
John C. Nettels, Jr., of Morrison & Hecker, Wichita, Kansas, on the brief for Defendant-Appellee, Cessna Aircraft 
Company."
