頁碼 ,內容類型   ,內容
  29 ,Counsel    ,"Counsel:  [*1]  For UNITED STATES OF AMERICA, plaintiff (98-CV-1232): Dennis C. Vacco, ATTORNEY
                  GENERAL OF THE STATE OF NEW YORK, New York, NY. A. Douglas Melamed, Christopher Crook, U.S.
                  DEPARTMENT OF JUSTICE, Antitrust Division, San Francisco, CA.
                  For BLOOMBERG NEWS, movant (98-CV-1232): David Paul Murray, WILLKIE FARR & GALLAGHER,
                  Washington, DC.
                  For MICROSOFT CORPORATION, defendant (98-CV-1232): Daryl Andrew Libow, SULLIVAN & CROMWELL,
                  Washington, DC. John Lehman Warden, SULLIVAN & CROMWELL, New York, NY.
                  For NETWORK COMPUTER INC, Non Party (98-CV-1232): Donald Manwell Falk, MAYER, BROWN & PLATT,
                  Washington, DC.
                  For NETSCAPE COMMUNICATIONS CORPORATION, movant (98-CV-1232): Allen Roger Snyder, HOGAN &
                  HARTSON, L.L.P., Washington, DC.
                  For SEATTLE TIMES, ZDTV LLC, ZDNET, NEW YORK TIMES COMPANY, The, movants (98-CV-1232): Lee J.
                  Levine, LEVINE PIERSON SULLIVAN & KOCH, L.L.P., Washington, DC.
                  For REUTERS AMERICA, INC., movant (98-CV-1232): Niki Kuckes, MILLER, CASSIDY, LARROCA & LEWIN,
                  L.L.P., Washington, DC.
                  For SAN JOSE MERCURY NEWS, INCORPORATED, movant (98-CV-1232): Robert A. Gutkin, PILLSBURY,
                  MADISON & SUTRO, LLP, Washington, DC.
                  JERRY L. ROBINETT, movant [*2]  (98-CV-1232), Pro Se, New Orleans, LA.
                  For STATE OF NEW YORK, STATE OF CALIFORNIA, STATE OF CONNECTICUT, DISTRICT OF COLUMBIA,
                  STATE OF FLORIDA, STATE OF ILLINOIS, STATE OF IOWA, STATE OF KANSAS, STATE OF KENTUCKY,
                  STATE OF LOUISIANA, STATE OF MARYLAND, COMMONWEALTH OF MASSACHUSETTS, STATE OF
                  MICHIGAN, STATE OF MICHIGAN, STATE OF MINNESOTA, STATE OF NEW MEXICO, THE STATE OF
                  NORTH CAROLINA, STATE OF OHIO, STATE OF SOUTH CAROLINA, STATE OF UTAH, STATE OF WV,
                  STATE OF WISCONSIN, plaintiffs (98-CV-1233): Alan R. Kusinitz, ATTORNEY GENERAL OF THE STATE OF
                  NEW YORK, New York, NY.
                  For BLOOMBERG NEWS, movant (98-CV-1233): David Paul Murray, WILLKIE FARR & GALLAGHER,
                  Washington, DC.
                  For MICROSOFT CORPORATION, defendant (98-CV-1233): Daryl Andrew Libow, SULLIVAN & CROMWELL,
                  Washington, DC. John Lehman Warden, SULLIVAN & CROMWELL, New York, NY.
                  For NEW YORK TIMES COMPANY, The, movant (98-CV-1233): Lee J. Levine, LEVINE PIERSON SULLIVAN &
                  KOCH, L.L.P., Washington, DC.
                  For MICROSOFT CORPORATION, counter-claimant (98-CV-1233): Daryl Andrew Libow, SULLIVAN &
                  CROMWELL, Washington, DC. John Lehman Warden, SULLIVAN & CROMWELL, New York, NY.
                  For STATE OF NEW YORK, STATE [*3]  OF CALIFORNIA, STATE OF CONNECTICUT, DISTRICT OF
                  COLUMBIA, STATE OF FLORIDA, STATE OF ILLINOIS, STATE OF IOWA, STATE OF KANSAS, STATE OF
                  KENTUCKY, STATE OF LOUISIANA, STATE OF MARYLAND, COMMONWEALTH OF MASSACHUSETTS,
                  STATE OF MICHIGAN, STATE OF MICHIGAN, STATE OF MINNESOTA, STATE OF NEW MEXICO, THE STATE
                  OF NORTH CAROLINA, STATE OF OHIO, STATE OF SOUTH CAROLINA, STATE OF UTAH, STATE OF WV,
                  1998 U.S. Dist. LEXIS 14231, *14231
                  
                  
                  STATE OF WISCONSIN, counter-defendants (98-CV-1233): Alan R. Kusinitz, ATTORNEY GENERAL OF THE
                  STATE OF NEW YORK, New York, NY."
  30 ,Judges     ,"Judges: Thomas Penfield Jackson, U.S. District Judge."
  30 ,Opinion by ,Opinion by: Thomas Penfield Jackson
  53 ,Judges     ,"Judges:  [*1] WILLIAM E. CALLAHAN, JR., United States Magistrate Judge."
  53 ,Opinion by ,"Opinion by: WILLIAM E. CALLAHAN, JR."
  67 ,Counsel    ,"Counsel: Stephen Rubin argued the cause for appellant, with whom Maria Ostrzenska was on the briefs.
                  Lee H. Simowitz argued the cause for appellees, with whom Jenifer M. Brown, Michael T. Wharton, Mary Anne
                  Mason, Lynda K. Marshall, Nicholas S. McConnell, Mark D. Gately and John E. McCann, Jr. were on the brief."
  67 ,Judges     ,"Judges: Before: EDWARDS, Chief Judge, HENDERSON and GARLAND, Circuit Judges."
  74 ,Counsel    ,"Counsel: For PRIMETIME 24 JOINT VENTURE, plaintiff: Louis M. Solomon, Solomon, Zauderer, Ellenhorn,
                  Frischer & Sharp, New York, NY.
                  For NATIONAL BROADCASTING COMPANY, INC., ABC, INC., CBS, INC., FOX BROADCASTING COMPANY,
                  NATIONAL ASSOCIATION OF BROADCASTERS, NBC TELEVISION AFFILIATES, ABC TELEVISION
                  AFFILIATES ASSOCIATION, CBS TELEVISION NETWORK AFFILIATES ASSOCIATION, KPAX
                  COMMUNICATIONS, INC., BENEDEK BROADCASTING CORPORATION, defendants: Eric Seiler, Friedman
                  Kaplan & Seiler LLP, New York, NY."
  75 ,Judges     ,"Judges: Lawrence M. McKenna, U.S.D.J."
  75 ,Opinion by ,Opinion by: Lawrence M. McKenna
  91 ,Counsel    ,"Counsel: For NORTH STAR STEEL TEXAS, INC, plaintiff: Scott Monroe Clearman, McClanahan & Clearman,
                  Houston, TX.
                  For NORTH STAR STEEL TEXAS, INC, plaintiff: Philip Chabot, Jr, Foster De Reitzes, Lynn H Johanson, Wilkinson
                  Barker Knauer and Quinn, Washington, DC.
                  For ENTERGY GULF STATES INC, ENTERGY CORPORATION, defendants: Lawrence Louis Germer, Germer &
                  Gertz, Houston, TX.
                  33 F. Supp. 2d 557, *557; 1998 U.S. Dist. LEXIS 18895, **1
                  
                  
                  For ENTERGY GULF STATES INC, ENTERGY CORPORATION, defendants: Alan H Katz, Entergy Services Inc,
                  Legal Dept, New Orleans, LA.
                  For ENTERGY GULF STATES INC, ENTERGY CORPORATION, defendants: O H Storey, III, Entergy Services
                  Inc, Corporate Counsel, Little Rock, AR.
                  For ENTERGY GULF STATES INC, ENTERGY CORPORATION, defendants: Kevin McGrath, Clark Thomas &
                  Winters, Dick Westerburg, Entergy Services Inc, Legal Dept, Austin, TX."
  91 ,Judges     ,"Judges: SIM LAKE, UNITED STATES DISTRICT JUDGE."
  91 ,Opinion by ,Opinion by: SIM LAKE
 110 ,Counsel    ,"Counsel: John F. Sweeney, Morgan & Finnegan, L.L.P., of New York, New York, argued for plaintiff-appellant. With
                  him on the brief were Harry C. Marcus, Desiree M. Stahl, and Walter G. Hanchuk. Of counsel were Warren H.
                  Rotert and Steven F. Meyer.
                  
                  
                  Richard D. Harris, Law Offices of Dick and Harris, and Paul E. Slater, Sperling, Slater & Spitz, P.C., of Chicago,
                  Illinois, argued for defendant-appellee. With them on the brief were Max Shaftal, Jordan A. Sigale, and Jovan N.
                  Jovanovic, Law Offices of Dick and Harris, and Greg Shinall, Sperling, Slater & Spitz, P.C."
 110 ,Judges     ,"Judges: Before MAYER, Chief Judge, NEWMAN and BRYSON, Circuit Judges."
 111 ,Opinion by ,Opinion by: NEWMAN
