Page,Label,Text
23,1," The Court provided this Memorandum Opinion to the parties in final form on January 8, 2014. Public release was delayed to 
ensure that no confidential information was disclosed. The Court separately issued an order granting various third parties' 
motions to seal their documents used as trial exhibits. Based on the motions to seal and input from the parties, confidential 
information has been redacted from this opinion, reflected by the insertion of black boxes covering the redacted text."
23,2," Section 7 of the Clayton Act states, in relevant part: No person engaged in commerce or in any activity affecting commerce shall acquire, directly or indirectly, the whole or any part 
of the stock or other share capital and no person subject to the jurisdiction of the Federal Trade Commission shall acquire the 
whole or any part of the assets of another person engaged also in commerce or in any activity affecting commerce, where in any 
line of commerce or in any activity affecting commerce in any section of the country, the effect of such acquisition may be 
substantially to lessen competition, or to tend to create a monopoly. 15 U.S.C. § 18. "
24,3," The Court takes ""table stakes,"" in this context, to mean an offering companies must provide to effectively sell product over the 
internet. "
26,4," Witnesses Stephen Collins (Bazaarvoice's CEO and member of the Board of Directors), Brett Hurt (Bazaarvoice's co-founder 
and former CEO and current Vice-Chairman  [*15] of the Board of Directors), Thomas Meredith (Chairman of Bazaarvoice's 
Board), Brant Barton (Bazaarvoice's co-founder), Michael Osborne (Bazaarvoice's former Chief Revenue Officer), and Kenneth 
Comée (PowerReviews's former CEO) all own a substantial amount of Bazaarvoice stock and are financially interested in the 
outcome of this case. Collins, Hurt, and Meredith have also been sued in their personal capacity in a private lawsuit in Texas 
state court alleging that they knew that the acquisition would lessen competition and create a monopoly, and failed to disclose 
the anticompetitive nature of the acquisition. Third-party witness Christian Friedland of Build.com is an investor in Austin 
Ventures, one of Bazaarvoice's largest shareholders."
26,5," The Court uses abbreviations ""GX"" and ""DX"" to refer to the government's trial exhibits and Bazaarvoice's trial exhibits, 
respectively. ""Trial Tr."" refers to  [*19] trial testimony. ""Dep."" refers to pre-trial deposition testimony. ""PFF"" refers to the "
27,," government's post-trial plaintiff's proposed findings of fact. Dkt. No. 235. ""DFF"" refers to Bazaarvoice post-trial proposed findings 
of fact. Dkt. No. 239. "
35,6," In contrast, the ""Red Ocean""  [*74] refers to blood in the water caused by extensive head-to-head competition. "
39,7," Another copy of this document, GX1148, was also used during the trial. "
40,8," Following the acquisition, Bazaarvoice acquired Longboard Media in 2012. Longboard Media is an advertising network that 
allows brand advertisers to buy advertising inventory on large retail sites where they can influence purchase decisions of 
shoppers who are on those retail sites. Trial Tr. 656:17-657:6. "
42,9," The 2010 HORIZONTAL  [*112] MERGER GUIDELINES will be referred to as MERGER GUIDELINES. Prior MERGER GUIDELINES will be 
referred to with their year of publication, e.g., MERGER GUIDELINES (2003). "
53,10," Dr. Shapiro's initial market share calculations based on customer revenues contained numerous mistakes which required 
correction. These adjustments resulted in about a one percent adjustment to PowerReviews' market share and about a two 
percent adjustment to Bazaarvoice's market share. Trial Tr. 965:6-23 (Shapiro); compare GX1077 with GX1063. "
54,11," It is worth noting that, based on Dr. Shapiro's raw count of which vendors provide R&R to IR500 companies—underlying 
figures which Bazaarvoice does not dispute—Bazaarvoice  [*220] and PowerReviews combined provide R&R to 57 per cent of 
all IR500 companies, including those that do not have R&R. All other providers combined provide R&R to fewer than 4 per cent 
of IR500 companies. Approximately 25 per cent of IR500 companies have an in-house R&R solution. GX985*. Accordingly, even 
when including companies that do not provide R&R, the basic market structure is the same: Bazaarvoice and PowerReviews are 
the two dominant providers of R&R and no other provider comes close to their share of the market. "
55,12," Rating-System's 78 paying customers are primarily credit card swipe customers who pay very low fees for basic R&R, like the 
PowerReviews Express customers. Rating-System's customers are not enterprise customers and Rating-System will not 
constrain Bazaarvoice's pricing of R&R. Trial Tr. 979:2-12 (Shapiro). "
57,13," As discussed more fully in the Order on Evidentiary Objections, the Court determined that Mr. Goldberg had sufficient 
qualifications to testify generally about the overall eCommerce industry but lacked sufficient expertise to provide opinions about 
the R&R market or central issues in this case. His reports and opinions were deficient in several ways outlined in that 
 [*221] Order. "
58,14," In this context, the Court understands that PowerReviews used ""brands"" to refer to both retailers and manufacturers. "
62,15," The parties' pre-trial Stipulation arguably provided for admission of the Yotpo declaration in evidence. As discussed more fully 
in the Order on Evidentiary Objections, the Court admits the declaration over the government's objection, but assigns it very little 
weight. "
64,16," Bazaarvoice offered Exhibit 3a to Dr. Shehadeh's rebuttal report to argue that the adoption of in-house platforms has 
increased substantially. This exhibit was based on an error Dr. Shapiro initially made concerning Amazon months before that 
materially over-stated the market in a way that supported Bazaarvoice's argument. Dr. Shehadeh was well aware of that error, 
which had been corrected prior to trial, but inexplicably used it at trial anyway. His justification, that he was merely using Dr. 
Shapiro's work to make his point, fell flat. Trial Tr. 1927:22-1928:2 (Shehadeh). "
85,17," As the United States District Court for the District of Columbia noted, ""[s]ome commentators have criticized this [Oracle] 
standard, however, because impermissible price increases can be achieved on far lower market shares than Oracle's standard 
evidently requires."" H & R Block, Inc., 833 F. Supp. 2d at 84 (internal punctuation omitted) (citing Phillip E. Areeda & Herbert 
Hovenkamp, Antitrust Law, 914 at 84 (3d ed. 2007). The H & R Block court ""decline[d] the defendants' invitation,  [*234] in 
reliance on Oracle, to impose a market share threshold for proving a unilateral effects claim."" H & R Block, 833 F. Supp. 2d at 
85. "
