Case Index,Core Terms
Case 1,"convention center, antitrust, immunity, anti-competitive, matter of law, relevant market, monopolization, local 
government, argues, state action doctrine, supervision, state policy, monopoly power, trade show, authorization, 
cleaning service, articulated, prospective economic advantage, intentional interference, competitors, municipal, 
manage, space, state action, cleaning, essential facilities doctrine, affirmative defense, Sherman Act, foreseeable, 
contracts"
Case 2,"counterclaims, License, allegations, lawsuit, Specification, patents, anti-SLAPP, letters, antitrust, argues, litigation 
privilege, amended complaint, infringement, affirmative defense, unfair competition, good cause, Sherman Act, 
courts, sham, communications, rights, parties, cause of action, technology, responded, press release, fraudulent, 
misconduct, pleadings, quotation"
Case 3,"Subscriber, Provider, reimbursement, Plaintiffs', cause of action, allegations, antitrust, Insurer, benefits, database, 
pleaded, Defendants', injuries, mail, enterprise, fraudulent, motion to dismiss, methodologies, conspiracy, predicate, 
Sherman Act, Conspirators, courts, plans, unfair competition, misrepresentation, embezzlement, Negotiated, fee 
schedule, Participating"
Case 4,"E-book, Retailer, consumers, retail price, compliance, business arrangement, joint venture, promotions, Antitrust, 
discounts, communications, employees, format, impede, principal place of business, anti trust law, offering price, 
partnerships, thirty days, subsidiaries, successors, Wholesale, restricts, terminate, assigns, notice, rights, 
electronic, furnishing, provisions"
Case 5,"district court, patients, privileges, immunity, surgeries, antitrust, costs, suspension, market power, market share, 
argues, damages, surgeon, venture, summary judgment, antitrust claim, monopoly power, costs award, investors, 
quotation, specialty, conspiracy, monopolize, profits, tortious interference, anti trust law, medical staff, peer review, 
rebut, memo"
Case 6,"Stations, Plaintiffs', unfair, third party, Offers, partial summary judgment, purchase price, franchisee, valuations, 
alleged conduct, franchisor, consumers, bona fide offer, bona fide, fair market value, no evidence, bid, genuine 
dispute, competitors, terms, summary judgment motion, summary judgment, manipulated, argues, moves, round, 
punitive damages, Additionally, premises, parties"
Case 7,"cause of action, foreclosure, allegations, trust deed, modification, recorded, lender, collection, documents, 
declaratory relief, notice of default, cancellation, borrower, initiate, ownership, invalid, declaration, fraudulent, 
notice, unfair, fails"
Case 8,"antitrust, customer, competitors, reconsideration motion, reconsideration, prices, defense motion, raising, output, 
rivals"
Case 9,"discovery, movants, cases, antitrust, pricing, predatory, consolidated, costs, protective order, confidential, motion to 
dismiss, antitrust claim, circumstances, requests, stays"
Case 10,"attorney's fees, costs, Consumer, casket, settlement, district court, plaintiffs', Clayton Act, class certification, 
antitrust, compensatory damages, damages, funeral home, merits, moot, mandatory, predominance, prices, 
magistrate judge, anti trust law, conspiracy, injunctive relief, nationwide, markets, lack of subject matter jurisdiction, 
antitrust claim, bring suit, injury-in-fact, prevailing, courts"
Case 11,"unfair competition, lawsuit, defamation, counterclaim, damages, malicious, misappropriation, defamatory, Chemical, 
baseless, patent, source code, memorandum, trial court, sham, Jurors, immunity, Compensatory, joining, trade 
secret, employees, unfair-competition, defamatory statement, punitive damages, bad faith, Abstracts, injuring, 
appellate court, newspaper, defendants'"
Case 12,"affirmative defense, counterclaim, tortious interference, motion to dismiss, defendants', asserting, lawsuit, 
allegations, Counts, abuse of process, motion to strike, argues, pleadings, business relationship, false statement, 
defamation, antitrust, malicious, baseless, press release, trade secret, injunction, stricken"
Case 13,"filed rate doctrine, rates, electricity, purchaser, market price, auction, bid, cap, overcharge, costs, antitrust, 
customers, installed, producers, indirect, regulator, quantity, district court, market-based, cost-plus, federal claim, 
anti-competitive, profits, retail, antitrust claim, rate increase, plaintiff-appellant, manipulation, generating, consumers"
Case 14,"damages, defendants', lost sales, burden of proof, calculation, estimate, prices, amount of damages, lost-sales, 
sales, causal connection, conspiracy, employees, products, partial summary judgment, reasonable probability, 
anticipated revenue, antitrust violation, relevant data, trier of fact, sales volume, price-fixing, speculation, eliminated, 
antitrust, assessing, guesswork, witnesses, relaxed, agrees"
