Case Index,Core Terms
Case 1,"patent, Counterclaim, patent misuse, allegations, invalid, settlement agreement, Sherman Act, sham, motion to 
dismiss, infringement, antitrust, unfair, patentee's, baseless, immunity"
Case 2,"legal claim, plaintiffs', equitable claim, trial court, defendants', cause of action, equitable, prong, fraudulent, binding, 
appellate court, dispose, statement of decision, pertaining, reversal, preclusive effect, judicial notice, slander of title, 
jury trial, preclusion, unfair competition, foreclosure, retrial, jury waiver, unfair, bench trial, jury demand, remittitur, 
correctly, grounds"
Case 3,"privileges, allegations, Bylaws, immunity, recommendation, obstetrical, suspension, motion to dismiss, Defendants', 
medical staff, Credentials, hospital service, reappointment, violations, staff, contends, patients, entities, due 
process, antitrust, relevant market, juridical, summary judgment, appointment, defamation, rights, fails, peer review, 
doctrine of primary jurisdiction, unincorporated association"
Case 4,"settlements, patent, merits, preliminary injunction, generic, anti trust law, as-applied, parties, antitrust, ripe, 
likelihood of success, pre-enforcement, fine, procompetitive, settlement agreement, anticompetitive, generic drug, 
preempted, asserts, argues, serious question, judicial notice, speculative, violates, factors, excessive fines, brand-
name, invalidate, effects, tip"
Case 5,"arbitration, partiality, argues, contends, bias, promissory note, vacatur, speculative, parties, vacate, arbitration 
award, appearance, confirm, Antitrust, discovery, plans, arbitration panel, tax treatment, fair hearing, evidentiary, 
costs, motion to vacate, opposing counsel, impression, hired, petition to confirm, FINRA Rule, questioning, 
believes, disclose"
Case 6,"documents, discovery, licenses, radio, songwriter, Music, terrestrial, affiliates, radio station, royalty, entities, 
nonradio, Interrogatory, rights, antitrust, business strategy, relevant market, negotiates, equity interest, 
nonterrestrial, broadcast, requests, subpoena, alleges, asserts, rights organization, produce documents, 
anticompetitive, performing, repertory"
Case 7,"alleges, monopolization, antitrust claim, market share, competitor, drugs, market power, prices, second amended 
complaint, cefepime, products, Skiing, anticompetitive conduct, relevant market, antitrust, quotation, marks, 
manufacturer, unfair, breach of contract, anti trust law, monopoly power, anticompetitive, compete, damages, 
generic, profits, smaller, resort, amend"
Case 8,"Plaintiffs', electricity, solar, customers, energy, Notice, antitrust, allegations, filed-rate, retail, immunity, 
anticompetitive conduct, state law claim, install, self-generating, judicial notice, entities, damages, rates, antitrust 
claim, monopolization, state-action, argues, notice of claim, ratemaking, documents, anti trust law, public entity, 
state law, Exhibits"
Case 9,"merchants, antitrust, cards, competitors, arbitration, credit card, damages, networks, anti trust law, factors, 
consumer, vindication, Subclass, quotation, parties, marks, class action, anticompetitive, speculative, courts, prices, 
Plaintiffs', enforcer, arbitration agreement, allegations, alterations, injunctive, purchasers, indirect, motion to dismiss"
Case 10,"state bar, unauthorized practice of law, practice of law, supervision, anti trust law, immunity"
