Page,Label,Text
25,1," The doctrine is derived from Rooker v. Fidelity Trust Co., 263 U.S. 413, 44 S. Ct. 149, 68 L. Ed. 362 (1923), and District of 
Columbia Court of Appeals v. Feldman, 460 U.S. 462, 103 S. Ct. 1303, 75 L. Ed. 2d 206 (1983). "
27,2," See Stein v. Reynolds Sec., Inc., 667 F.2d 33, 34 (11th Cir. 1982) (adopting as binding all decisions issued by a Unit B panel of 
the former Fifth Circuit). "
28,3," Similarly, Ramos misapprehends Midcal in arguing that it prevents the application of the Rooker-Feldman doctrine. Midcal was 
confined to Parker immunity from Sherman Act claims and did not involve federal district court review of a state court decision. 
See generally Midcal, 445 U.S. 97, 100 S. Ct. 937, 63 L. Ed. 2d 233. "
29,4," Because all of Ramos's claims were barred on Rooker-Feldman and Parker immunity grounds, we decline to address Ramos's 
additional arguments concerning Eleventh Amendment immunity, and those arguments that do not involve the application of 
immunity. See Kernel Records Oy, 694 F.3d at 1309; see also McClendon v. Ga. Dep't of Cmty. Health, 261 F.3d 1252, 1259 
(11th Cir. 2001) (""[A]voiding Eleventh Amendment questions where there are other dispositive issues . . . permits courts to avoid 
squandering judicial resources."" (quotation omitted)). "
36,1," TIS filed the supplemental and amending petition in response to a February 25, 2016 judgment, which granted the defendants' 
exceptions of no cause of action, no right of action, and vagueness; and granted TIS an opportunity to amend its petition."
36,2," Prior to filing the petition for damages, TIS notified the Louisiana Department of Insurance of the defendants' alleged illegal 
actions. Some regulatory actions were taken against the defendants, the details of which are not pertinent to this appeal."
36,3," Before considering the merits of this appeal, we reviewed the wording of the trial court judgment and determined that it contains 
the decretal language necessary to be a final and appealable judgment. "
48,1," See 
SB 
2814, 
Public 
Act 
099-0906, 
99th 
Gen. 
Assemb. 
(Ill. 
2016), 
available 
at http://www.ilga.gov/legislation/99/SB/PDF/09900SB2814enr.pdf."
48,2," Bracketed numbers refer to entries on the district court docket, and unless otherwise noted, citations are to the 17-cv-1164 
docket; referenced page numbers are from the CM/ECF header placed at the top of filings. "
49,3," A ""wholesale"" sale is the sale of electric energy to a buyer ""for resale"" to another buyer. 16 U.S.C. § 824(d)."
49,4, MISO is an independent system operator that serves fifteen states as well as one Canadian province. [1] ¶ 30.
49,5, PJM is a regional transmission organization that serves thirteen states and the District of Columbia. [1] ¶ 30.
49,6," FERC oversees this process and requires MISO to purchase annual capacity obligations one month before the relevant 
delivery period and PJM to purchase capacity obligations three years ahead of the relevant delivery period. [1] ¶ 39."
49,7," Generators' sources of compensation are predominantly their energy market and capacity market revenues; to a much lesser 
extent they also receive compensation from their ancillary services. [1] ¶ 43. "
50,8," Illinois governor signs energy bill to help Exelon nuclear plants, S&P GLOBAL PLATTS, (Dec. 7, 2016), available at 
http://www.platts.com/latest-news/electricpower/washington/illinois-governor-signs-energy-bill-to-help-exelon-21280324."
