Case Index,Core Terms
Case 1,"search engine, antitrust, Plaintiffs', allegations, phones, consumers, default, handheld, licenses, users, innovation, 
products, anticompetitive conduct, injunctive relief, anticompetitive, commodities, tangible, manufacturers, 
competitors, leave to amend, Sherman Act, pre-load, software, mobile, prices, foreclosure, pleadings, damages, 
anti trust law, mobile phone"
Case 2,"cable, channels, preempted, tier, regulation, billing, subscribers, preemption, consumer protection, rates, state law, 
fundamental change, changes, demurrer, television, unfair, costs, hikes, leave to amend, sports, trial court, 
programming, enhanced, games, billing practices, rate regulation, federal law, customer, deletion, carte"
Case 3,"merchants, alleges, cause of action, deceived, sufficient to support, deceptive, consumer, unfair, motion to dismiss, 
misrepresentations, business practice, false advertising, Lanham Act, pricing, markup, contractual relationship, 
intentional interference, processing service, statement of facts, previous order, competitors, fraudulent, cost-plus, 
discloses, documents, acquirer, dealers, induced, monthly statements, third party"
Case 4,"immunity, supervision, active market, state agency, regulation, Sherman Act, whitening, dentists, teeth, 
municipality, sovereign, anti trust law, anticompetitive, state-action, licensing, entity, nondentists, antitrust, 
anticompetitive conduct, practice of dentistry, nonsovereign, Dental, agencies, state policy, articulated, dentistry, 
state law, Ethics, profession, delegates"
Case 5,"self-insured, conspiracy, purchasing, network, rule of reason, Iowa Competition Law, antitrust, out-of-state, 
Pharmacy, per se rule, prices, reimbursement rate, negotiated, licensees, provider, anticompetitive, price-fixing, 
Sponsors, prescription drug, price fixing, functions, rates, per se violation, summary judgment, district court, health 
insurer, plaintiffs', practices, insurer, naked"
Case 6,"Subscribers, costs, documents, district court, online, copies, antitrust, electronically, upload, discovery, charges, 
make a copy, injury-in-fact, tasks, summary judgment, processes, invoice, stored, vendor, production of documents, 
award costs, costs award, format, prices, declaration, customers, subscription, duplication, recoverable, conversion"
Case 7,"authentication, press release, artwork, defamation, Exhibition, conspiracy, plaintiffs', motion to dismiss, special 
damage, defendants', auction, Collection, lawsuit, fake, business relationship, privileged, sanctions, dealer, state 
law claim, defamatory, organizers, antitrust, unjust enrichment, disparagement, advertising, customers, Gallery, 
houses, intellectual property rights, tortious interference"
Case 8,"Defendants', accounting, allegations, advertising, charges, keywords, unfair, motion to dismiss, cause of action, 
consumers, credit card, clicks, fraudulent, prong, shareholder, conversion, practices, invoiced, records, funds, card, 
parties, courts, business practice, leave to amend, billing, travel, alter ego, documentation, competitors"
Case 9,"advertisements, lawsuit, false advertising, baseless, unfair competition, prices, counterclaim, furniture, literally, 
allegations, immunity, Lanham Act, asserts, motion to dismiss, common law, discovery, pleaded, argues, sham, 
limited quantity, misrepresentations, representations, consumer, summary judgment motion, common law claim, 
sham exception, regular price, federal law, misleading, contends"
Case 10,"profession, right to practice, alleges, economic relations, amended complaint, third party, patients, unfair, cause of 
action, leave to amend, prospective economic advantage, hospitalist, probability, argues, future economic, 
intentional interference, speculative, fraudulent, unfair competition, motion to dismiss, anti trust law, grounds, notice"
Case 11,"customers, pricing, ink, printheads, discount, costs, tying product, tied product, preliminary injunction, market 
power, printers, buyers, tying arrangement, refurbished, differential, buy, pricing policy, seller, district court, 
aftermarket, competitors, attribution, switching, coercion, bundled, tie, injunction, Sherman Act, anticompetitive, 
selling"
Case 12,"amended complaint, original complaint, Recommended, antitrust, allegations, concerted action, leave to amend, 
purported"
Case 13,"theatres, film, clearances, allegations, distributors, Defendants', motion to dismiss, monopoly power, competitors, 
monopolization, relevant market, geographic, antitrust, consumers, landlords, license, Maps, judicial notice, zone, 
Sherman Act, markets, courts, restraint of trade, predatory, monopoly, space, market power, market share, 
conspiracy, Notice"
Case 14,"patents, counterclaims, portfolio, antitrust, patent misuse, invalid, patents-in-suit, unlawfully, defenses, alleges, 
Sherman Act, monopolization, semiconductor, aggregating, monopoly, hold-up, monopoly power, combined, 
infringe, summed"
Case 15,"patent, settlement, generic, purchasers, indirect, antitrust, overcharges, invalidation, anti trust law, indirect-
purchaser, anticompetitive, motion to dismiss, allegations, manufacturer, plaintiffs', unjustified, monopoly, 
defendants', personal jurisdiction, Pharmaceuticals, pleadings, effects, challenger, courts, patent-holder, quotation, 
prices, settlement agreement, brand-name, complaints"
Case 16,"iPhone, allegations, misrepresentation, advertising, software, update, download, unfair, users, motion to strike, 
capabilities, prong, motion to dismiss, misrepresentation claim, representations, consumers, argues, alleged 
misrepresentation, plaintiff's claim, express warranty, cause of action, leave to amend, functionality, particularity, 
fraudulent, pleadings, campaign, features, grayed, mobile"
Case 17,"patients, anticompetitive, effects, relevant market, Cardiology, demonstrating, cardiac, antitrust, Lease, alleged 
conspiracy, rule of reason, no evidence, markets, de minimis, Defendants', competitors, privileges, contends, costs, 
summary judgment, Sherman Act, anesthesiologists, cardiologists, transferred, suspension, parties, prices, cases, 
adverse effect, oral argument"
Case 18,"providers, pleadings, monopolization, health insurer, outpatient, patients, markets, surgical services, inpatient, 
motion for judgment, relevant market, Sherman Act, interchangeable, prices, foreclosure, insured, antitrust claim, 
allegations, competitor, healthcare, Antitrust, network, foreclosed, argues, tortious interference, health insurance, 
hospital service, geographic area, customers, sales"
Case 19,"modification, cause of action, borrower, judicial notice, foreclosure, lender, allegations, documents, trust deed, 
recorded, default, notice, permanent, parties, modification agreement, terms, trial court, mortgage, breach of 
contract, declaratory relief, sustain a demurrer, demurrer, promise, breached, capitalization, notice of default, leave 
to amend, accounting, foreclosure sale, trustee sale"
Case 20,"aluminum, warehouse, Premium, conspiracy, allegations, entities, trading, antitrust, plaintiffs', affiliated, prices, 
defendants', conspirators, anti trust law, monopolization, commodities, Sherman Act, load-out, competitors, 
pleadings, relevant market, warrants, market power, consumers, alleged conspiracy, purchases, storage, 
geographic, contracts, enforcer"
Case 21,"Defendants', conspiracy, damages, class certification, Containerboard, variables, Products, Plaintiffs', prices, class 
member, announcements, predominance, antitrust, reply, regression, class period, increased price, collusion, class-
wide, alleged conspiracy, negotiated, parties, calculation, corrugated, quotation, marks, expert report, pre-
discharge, common question, proposed class"
Case 22,"NFL, licensing, Plaintiffs', photographs, Contributor, arbitration, rights, sublicense, Images, copyright infringement, 
royalties, Entities, antitrust, unjust enrichment, allegations, license agreement, terms, motion to dismiss, antitrust 
claim, teams, intellectual property, exclusive license, Sherman Act, Football, licensee, infringement, contracts, 
relevant market, retroactive, arbitration clause"
Case 23,"allegations, city-pairs, antitrust, tickets, Plaintiffs', merger, airline, relevant market, travel, travel agent, 
interchangeability, amend, flight, damages, consumers, cross-elasticity, anti trust law, injuries, anticompetitive, 
enforcer, Clayton Act, pleadings, harms, antitrust violation, amended complaint, treble damages, customers, 
products, pairs, individual plaintiff"
Case 24,"Plaintiffs', Defendants', High-Tech, conspiracy, allegations, studios, employees, Animation, statute of limitations, 
email, discovery rule, antitrust, motion to dismiss, human resources, Digital, mislead, fraudulent concealment, court 
concludes, anti-solicitation, continuing violation, antitrust claim, overt act, settlement, accrual, secret, cause of 
action, meetings, parties, senior, factual allegations"
Case 25,"class certification, expert testimony, district court, plaintiffs', models, antitrust, damages, reliability, blood, trial court, 
reagents"
Case 26,"messaging, prices, collusion, emails, firms, customers, tacit, increased price, competitors, bundles, seller, 
circumstantial evidence, consumers, carriers, raising, conspiracy, leader, discovery, costs, defendants', plaintiffs', 
antitrust, colluder, deletion, entrant, fixing, output, sales, text message, fix prices"
Case 27,"Plaintiffs', statute of limitations, court concludes, employees, factors, parties, forum selection clause, hiring, anti-
solicitation, damages, cause of action, Cartwright Act, employment agreement, venue, weigh, allegations, 
conspiracy, choice of forum, accrual, Sherman Act, anticompetitive, four year, settlement, witnesses, continuing 
violation, discovery rule, quotation, tolling, accrue, time barred"
Case 28,"contracts, motion in limine, nonprofit, lawsuits, argues, References, antitrust, asserts, rates, exclude evidence, 
mission, conspiracy, witnesses, damages, effects, harmed, cases, mutual, anticompetitive, monopoly, treble, 
changes, terms, personal knowledge, Sherman Act, calculations, depositions, premiums, hearsay, parties"
Case 29,"domestic, monopoly power, distributors, prices, anticompetitive, foundry, foreclosure, rival, competitor, projects, 
market share, imported, domestic-only, monopolist, courts, sales, products, costs, harmed, substantial evidence, 
procompetitive, manufacturers, consumers, specifications, substantial evidence standard, relevant market, 
effective, supplier, cases, pipe"
Case 30,"generic, tablet, tetracyclines, branded, manufacturer, capsules, monopoly power, pharmaceutical, doxycycline, 
changes, anticompetitive, competitors, sales, summary judgment, antitrust, score, substitution, acne, 
monopolization, hopping, prices, prescriptions, products, interchangeable, single-scored, consumers, hyclate, 
anticompetitive conduct, innovation, courts"
Case 31,"patients, allegations, geographic, metropolitan, referrals, network, market power, insurers, motion to dismiss, 
competitors, Antitrust, consumers, surgical, surgery, detrimental effect, Sherman Act, statistical, Healthcare, 
facilities, suppliers, terminate, medicine, provider"
Case 32,"operating system, software, products, consumers, monopoly power, restrictions, license, relevant market, collateral 
estoppel, middleware, anticompetitive, exclusionary, customers, programs, innovation, interfaces, judicial estoppel, 
pre-installed, invoking, monopoly, exposed, removal, user, former proceeding, developers, technology, foreclose, 
positions, promotion, browsing"
Case 33,"regulation, pipelines, natural gas, wholesale, pre-emption, rates, pre-empted, natural-gas, interstate, state law, 
sales, retail, manipulation, state regulation, transportation, prices, antitrust, practices, aimed, wholesale sale, 
producers, state antitrust law, indices, sellers, trades, cases, purchasers, effects, resale, conditions"
Case 34,"pleadings, allegations, employees, Hiring, continuing violation, antitrust, settlement, fraudulent concealment, leave 
to amend, conspiracy, quotation, marks, statute of limitations, motion for judgment, plaintiff's claim, injury-in-fact, 
toll, factual allegations, class action, defendants', Cold, summary judgment motion, preliminary approval, limitations 
period, cause of action, fiduciary duty, overt act, concealment, misleading, recruiting"
Case 35,"prices, district court, predatory, hoods, costs, discovery, recoupment, variable, predation, summary judgment, 
replacement, truck, documents, monopolization, manufacturers, losses, below-cost, quotation, marks, competitor, 
conspiracy, appropriate measure, expert testimony, magistrate judge, motion to compel, economic sense, total cost, 
antitrust, markets, relevant market"
Case 36,"unfair, breach of contract, trademark infringement, advertising, false and misleading, unfair competition, trade 
secret, injunction, equitable"
Case 37,"purchaser, wholesalers, customer, seller's, retailer, amend, products, subject matter jurisdiction, buyers, moot, 
allowances, parties, motion to dismiss, contends"
Case 38,"antitrust, delivery, school district, products, educational material, unjust enrichment, policy change, market power, 
market share, allegations, textbooks, consumer, shipping, contractual relationship, motion to dismiss, alleged facts, 
contracts, tortious interference, interstate commerce, commerce, argues, antitrust violation, substantial effect, 
cause of action, interchangeability, competitor"
Case 39,"criminal proceeding, monetary relief, allegations, recommended, anti-trust, violations, courts, rights, exercise 
jurisdiction, fail to state a claim, adequate opportunity, abstention doctrine, alleged violation, government entity, 
injunctive relief, district court, Detention, amenable, progress, ongoing, vital"
Case 40,"merchants, permanent injunction, steering, brands, customers, Card, provisions, parties, consent decree, terminate, 
rights, debit card, communicate, compliance, proposals, Toys, antitrust, general purpose, credit card, notice, 
accepting, argues, Sherman Act, disparaging, violations, district court, Non-Party, signage, point of sale, 
mischaracterizing"
