Page,Label,Text
24,1," It's worth noting that this part of the complaint is difficult to understand. On the one hand, the complaint alleges that dental 
practices with the iTero scanner are stuck ordering Invisalign because iTero does not, as a practical matter, facilitate orders for 
other companies' aligners. If that is true, then one wonders if the Fusion Program's purchase requirements should have any 
effect on a practice's decision to order aligners from other companies, except in the situation where a practice uses both Align's 
iTero and 3Shape's Trios (which the complaint alleges is quite unusual). Moreover, although the complaint alleges that Align is 
offering a $10,000 discount on the iTero scanner, it does not allege how significant a discount this is as a matter of percentage. 
These are just a couple examples of ambiguities in the allegations relating to Align's contractual arrangements with dental 
offices—ambiguities that, as explained in Section II.A, prevent the Court from concluding that any one contractual arrangement 
alone constitutes an antitrust violation. "
25,2," As noted earlier with respect to the Fusion Program, it's not clear why the Advantage Program's allegedly aggressive numbers-
based pricing criteria is problematic if it's true, as the plaintiffs allege elsewhere, that a dental practice with an iTero scanner is 
effectively limited to ordering Invisalign anyway. "
28,3," It's not clear that arrangements involving an aggregation of discounts across multiple related products raise exclusive dealing 
concerns. See Cascade Health, 515 F.3d at 909. But see Areeda & Hovenkamp, supra ¶ 1807b2. Nevertheless, such 
multiproduct discounts can raise antitrust concerns when they exclude equally efficient rivals that produce only one competing 
product because the rivals would have to give a much larger discount to compensate customers for the forsaken discount on 
products that they do not sell. Areeda & Hovenkamp, supra ¶ 1807b2; see Cascade Health, 515 F.3d at 909 (""[T]he primary 
anticompetitive danger posed by a multiproduct bundled discount is that such a discount can exclude a rival who is equally 
efficient at producing the competitive product simply because the rival does not sell as many products as the bundled 
discounter.""); see also LePage's, Inc. v. 3M, 324 F.3d 141 (3d Cir. 2003) (en banc), cert. denied, 542 U.S. 953, 124 S. Ct. 2932, 
159 L. Ed. 2d 835 (2004). "
41,1," Product hopping can itself be anticompetitive. See generally New York ex rel. Schneiderman v. Actavis PLC, 787 F.3d 638, 643 
& n.2, 652-59 (2d Cir. 2015); Alan Devlin, Exclusionary Strategies in the Hatch-Waxman Context, 2007 Mich. St. L. Rev. 631, 
657 - 673 (crediting Professor Hovenkamp with the ""product hop"" term)."
41,2," If Impax entered the market before resolution of the patent litigation, it would risk paying any damages for its sales in the event 
Endo later proved infringement. This is called ""at risk"" entry. See In re Lipitor Antitrust Lit., 868 F.3d 231, 241 (3d Cir. 2017). "
43,3," Reverse-payment settlements are also sometimes called ""pay for delay"" agreements. See FTC v. Watson Pharms., Inc., 677 
F.3d 1298, 1301 (11th Cir. 2012), rev'd sub nom. FTC v. Actavis, 570 U.S. 136, 133 S. Ct. 2223, 186 L. Ed. 2d 343 (2013). 
Following the Supreme Court's lead, we use the term ""reverse payment."""
43,4," The FTC required that showing of market power to show potential anticompetitive effect under Actavis. Impax does not argue 
that it lacked market power—it held a patent after all—so we need not address that issue further. "
44,5, The Commission also considered the payments to Impax for the Parkinson's research and the licenses Endo granted Impax. 
45,6," In addition to crediting these economic implications of a large reverse payment, the Supreme Court recognized the difficulty of 
trying a patent case within an antitrust case. Actavis, 570 U.S. at 157 (discussing the Eleventh Circuit's concern with ""litigat[ing] 
patent validity"" in an antitrust case, but explaining that is not needed for antitrust scrutiny). An Eleventh Circuit colleague 
apparently familiar with Cajun cuisine called this the ""turducken"" problem. Watson, 677 F.3d at 1315. "
47,7," The Fifth Circuit Pattern Jury Instructions does not include circuit-specific antitrust instructions, but refer courts and parties to 
two sources, including the ABA Antitrust Section's proposed instructions. FIFTH CIRCUIT PATTERN JURY INSTRUCTIONS (CIVIL CASES) 
§ 6 (2020)."
47,8," Even if Impax's entry date were the same in a no-payment settlement, the arrangement would be less anticompetitive than the 
actual agreement because it would not include Endo's ""payment"" of not selling a generic competitor during Impax's six-month 
exclusivity period. Thus, in a no-payment settlement, there would have been greater price competition during at least those six 
months. In any event, because the Commission's ultimate finding relied on the feasibility of a no-payment settlement with an 
earlier entry date, we only consider that agreement as a less restrictive alternative. "
48,9," The Commission's consideration of this testimony further dispels Impax's claim that the Commission did not find a settlement 
with an earlier entry date to be a viable alternative."
48,10," The case-specific nature of this aspect of the FTC's ruling undermines Impax's concern that the agency's decision would 
invalidate all reverse payment settlements. So does the FTC's enforcement record. During the first fifteen years of this century, 
the agency challenged only 6 of the 1336 brand/generic settlements entered into during that period. FTC BUREAU OF 
COMPETITION, OVERVIEW OF AGREEMENTS FILED IN FY 2016, at 4. "
55,1," Unless otherwise indicated, this Summary Order omits internal quotation marks, alterations, citations, and footnotes in text 
quoted from caselaw. "
56,2," Spinner concedes that it cannot state a price-fixing claim against Stone Point based upon the conduct of BMS alone. See In re 
Publ'n Paper Antitrust Litig., 690 F.3d 51, 69 (2d Cir. 2012) (affirming grant of summary judgment to corporate parent where 
plaintiffs ""failed . . . to offer any concrete evidence in support their theory"" and where ""the record [was] devoid of evidence that 
[corporate parent] had any direct involvement in decisions regarding the marketing, sale, or pricing of publication paper in the 
United States""); see also Precision Assocs., Inc. v. Panalpina World Transp., (Holding) Ltd., No. CV-08-42 (JG) (VVP), 2013 
U.S. Dist. LEXIS 177023, 2013 WL 6481195, at *15 (E.D.N.Y. Sept. 20, 2013), report and recommendation adopted, No. 08-CV-
00042 (JG) (VVP), 2014 U.S. Dist. LEXIS 10345, 2014 WL 298594 (E.D.N.Y. Jan. 28, 2014) (explaining that it ""is undisputed 
that conclusory allegations that an affiliate joined a conspiracy are insufficient to allege that the affiliates entered into the 
conspiratorial conduct"" and that ""a parent and a subsidiary will not be held equally liable when one of them participates in 
antitrust misconduct where there is no evidence that both were involved in the challenged conduct""). "
58,1, Plaintiff alleges the CCRAA violations and UCL violations on behalf of himself and two putative classes. (FAC ¶ 40.) 
60,2," ""[B]ecause the CCRAA is substantially based on the Federal Fair Credit Reporting Act, judicial interpretation of the federal 
provisions is persuasive authority and entitled to substantial weight when interpreting the California provisions."" Carvalho v. 
Equifax Info. Servs., LLC, 629 F.3d 876, 889 (9th Cir. 2010) (quotations omitted)."
60,3," In some cases, courts have expressly held that questions of reasonableness should be reserved for trial. See Gorman v. 
Wolpoff & Abramson, LLP, 584 F.3d 1147, 1157 (9th Cir. 2009) (""summary judgment is generally an inappropriate way to 
decide questions of reasonableness because the jury's unique competence in applying the 'reasonable man' standard is thought 
ordinarily to preclude summary judgment"") (quotations omitted); see also Cortez, 617 F.3d at 710 (""the reasonableness of a 
credit reporting agency's procedures is normally a question for trial unless the reasonableness or unreasonableness of the 
procedures is beyond question""). "
70,1, All references to documents filed with the Court are documents filed in the master MDL case.
70,2, All page numbers are those generated by the Court's CM/ECF system. 
71,3," ""Accounting"" is a remedy and not a cause of action. "
72,4," Torres occasionally refers to the statute number as 16660, but this appears to be a typographical error. "
77,5," In its Reply Suggestions, EquipmentShare argues that Count VII is preempted by CUTSA. The Court also rejected this 
argument previously, (Doc. 25, pp. 16-18), and the Court adheres to that decision insofar as Count VII is predicated on actions 
unrelated to Ahern Confidential Information. "
97,1," On December 23, 2020, Defendant Kranos Corporation, doing business as Schutt Sports, filed a Suggestion of Bankruptcy and 
Notice of Operation of the Automatic Stay. ECF No. 64. The Notice indicates that Defendant voluntarily filed for bankruptcy on 
December 18, 2020. While the Court acknowledges the petition filed in the United States Bankruptcy Court for the District of 
Delaware, the ultimate disposition of this case is not affected by Defendant's filing. "
100,2," ""Because the Michigan Anti-Trust statute and the Sherman Anti-Trust Act mirror each other, [the court] appl[ies] the same 
analysis to both the federal and state anti-trust claims."" Am. Council of Certified Podiatric Physicians & Surgeons v. Am. Bd. of 
Podiatric Surgery, Inc., 323 F.3d 366, 368 n.1 (6th Cir. 2003). "
106,1," The numbers of potential class members provided by the named plaintiffs are not completely consistent across filings, but they 
fall within a fairly narrow range. The amended complaint alleges that 137 prospective class members have been identified from 
documents produced by the defendants. Doc. 104 at ¶ 97; Doc. 81-1 (showing around 101 foreclosed North Carolina 
properties); Doc. 87-2 (showing 15 foreclosed Texas and South Carolina properties purchased by an Estates member). In one 
brief, the plaintiffs assert the existence of 120 North Carolina plaintiffs, six South Carolina plaintiffs, and nine Texas plaintiffs—
totaling only 135. Doc. 87 at 7. In another, this number shifts to 144 total plaintiffs across the three states, Doc. 100 at 4, but the 
exhibits filed to support this number, Docs. 100-1, 100-2, 100-3, show that many of the identified North Carolina properties were "
107,," owned by the same person or entity, see, e.g., Doc. 100-1 at 2 (showing Kiraboltam, LLC as owner of four foreclosed 
properties), likely lowering the 144-class-member estimate. "
108,2," See, e.g., United States v. W.F. Brinkley & Son Constr. Co., 783 F.2d 1157, 1160 (4th Cir. 1986) (holding that bid rigging is a 
per se antitrust violation); ITCO Corp. v. Michelin Tire Corp., Commercial Div., 722 F.2d 42, 48 (4th Cir. 1983) (""[P]roof of 
conduct violative of the Sherman Act is proof sufficient to establish a violation of the North Carolina Unfair Trade Practices Act.""). "
109,3," No controlling precedent dictates whether a district court must conduct a Daubert analysis at the class certification stage or 
how focused or full that analysis should be. See Childress v. JPMorgan Chase & Co., No. 5:16-CV-298-BO, 2019 U.S. Dist. 
LEXIS 110396, 2019 WL 2865848, *2-3 (E.D.N.C. July 2, 2019); 3 Newberg on Class Actions § 7:24 (5th ed. Dec. 2020 
Update). The Supreme Court has suggested that Daubert likely applies to challenged expert testimony at this stage, Dukes, 564 
U.S. at 354, but the courts of appeals have taken different approaches to the issue. Compare In re Blood Reagents Antitrust 
Litig., 783 F.3d 183, 187 (3d Cir. 2015) (requiring a district court to rule on challenges to an expert's qualifications if the expert's 
report is ""critical to class certification""), and Am. Honda Motor Co. v. Allen, 600 F.3d 813, 815-16 (7th Cir. 2010) (same), with In 
re Zurn Pex Plumbing Prod. Liab. Litig., 644 F.3d 604, 612 (8th Cir. 2011) (approving a certification order without a full Daubert 
analysis and explaining the impracticalities of requiring a district court to consider the admissibility of evidence at the class 
certification stage), and Sali v. Corona Reg'l Med. Ctr., 909 F.3d 996, 1006 (9th Cir. 2018) (finding a district court abused its 
discretion by only reviewing admissible evidence in its class certification analysis). The Court has previously found the rationale "
110,," in In re Blood Reagents and Am. Honda Motor Co. to be persuasive. See Krakauer v. Dish Network, LLC, No. 1:14-CV-333, 
2015 U.S. Dist. LEXIS 118858, 2015 WL 5227693, at *5 (M.D.N.C. Sept. 8, 2015)."
110,4," While Dr. McDuff's testimony might be sufficient to find a common method of proving antitrust impact at trial, that is not a sure 
thing. To provide an example, it appears that his ""but-for"" method only works if at least two Estates members expressed an 
interest in bidding on a particular property. See Doc. 145-1 at 19-22 (determining a ""but-for winning bid"" for each property as a 
partial function of ""Additional Estates bidders"" who expressed interest in a property but did not ultimately participate in the 
bidding process because of the alleged conspiracy). But what about members of the class whose properties were only ever 
subject to one expression of interest from an Estates member? And wouldn't this require individual proof to determine whether 
more than one Estates member was interested? "
117,1," Reveal Chat is the successor in interest to Reveal Chat, Inc. (f/k/a LikeBright, Inc.), pursuant to an April 2015 merger between 
Reveal Chat and Reveal Chat, Inc. Am. Compl. ¶ 18. The Court will refer to this company both pre- and post-merger as Reveal 
Chat. "
120,2," Plaintiffs do not allege that they signed any Whitelist or Data Sharing Agreements with Facebook, but they had notice of those 
agreements by September 2015. See Prior MTD Order 10; Ex. 2, Data Sharing Article, ECF 71-3. "
122,3," The Court acknowledges that the Animation Workers plaintiffs were ultimately able to plead sufficient facts to establish 
fraudulent concealment at the motion to dismiss stage after Judge Koh gave them one opportunity to amend their complaint. 
See Animation Workers II, 123 F. Supp 3d at 1193-1205. Even under Animation Workers II, the facts pled by Plaintiffs after their 
opportunity to amend are not sufficient to plausibly plead fraudulent concealment. "
127,1," The Court granted the City of Hawthorne's Motion to Dismiss without leave to amend on March 12, 2021. (Dkt. No. 55.) "
145,1," Because this matter is before the Court on a motion to dismiss, the Court must accept as true the allegations set forth in the 
complaint. See Hosp. Bldg. Co. v. Trs. Of Rex Hosp., 425 U.S. 738, 740, 96 S. Ct. 1848, 48 L. Ed. 2d 338 (1976). "
146,2, All citations to electronically filed documents refer to the pagination assigned by the CM/ECF system. 
