Page,Label,Text
27,1," Rule 23(b) provides that a class ""may be maintained if Rule 23(a) is satisfied and if: . . . (3) the court finds that the questions of law or fact common to class members predominate over any questions affecting 
only individual members, and that a class action is superior to other available methods for fairly and efficiently adjudicating 
the controversy. The matters pertinent to these findings include: (A) the class members' interests in individually controlling the prosecution or defense of separate actions; (B) the extent and nature of any litigation concerning the controversy  [**8] already begun by or against class 
members; (C) the desirability or undesirability of concentrating the litigation of the claims in the particular forum; and (D) the likely difficulties in managing a class action."" "
29,2," James Juranek, Audrey Juranek, Richard P. Leblanc; Robert Gaudet, Andrea Boggio, Sandeep Gopalan, Elizabeth DeLong; 
Pamela Collins; David Feldman, Cameron Gharabiklou, Emily Grant, Jeff Lang, Sarah McDonald, Cara Patton, Rachel 
Schwartz, Greg Thomas; Sarah Siegel, Evans & Mullinix, P.A., Jennifer Brown McElroy, Daniel Schafer, Jason Tingle, David 
Oriol; and George Schneider, Jonathan M. Slomba, James Puntumapanitch, Justice Head, Ryan Helfrich. We refer to these 
groups collectively as ""Objectors"" and treat the issues as if raised by all of them. Each group does, however, make discrete 
arguments. We have considered all of the arguments even though we may not discuss them specifically. To the extent not 
addressed, we are not persuaded of their merit. "
30,3," The Central District of California has adopted  [**19] the State Bar Act, the Rules of Professional Conduct of the State Bar of 
California, and the decisions applicable to the Act and Rules. C.D. Cal. L.R. 83-3.1.2."
30,4," Congress has also expressed concern with the potential abuses of incentive awards. The Private Securities Litigation Reform 
Act of 1995 (PSLRA) prohibits granting incentive awards to class representatives in securities class actions. See 15 U.S.C. § 
78u-4(a)(2)(A)(vi). More recently, in the Class Action Fairness Act of 2005 (CAFA), Congress made the following finding: ""Class 
members often receive little or no benefit from class actions, and are sometimes harmed, such as where . . . (B) unjustified 
awards are made to certain plaintiffs at the expense of other class members."" Pub. L. No. 109-2, § 2(a)(3), 119 Stat. 4. "
31,5," Objectors suggest that the ""clear sailing"" provision by which West and Kaplan agreed not to contest attorney's fees or incentive 
awards of no more than $ 25,000 evinces collusion. However, both payments were to be made from the settlement fund, capped 
at $ 49 million. This scenario does not signal the possibility of collusion because, by agreeing to a sum certain, West and Kaplan 
were acting consistently with their own interests in minimizing liability. Cf. Weinberger v. Great N. Nekoosa Corp., 925 F.2d 518, 
524 (1st Cir. 1991)  [**23] (inferring collusion from a ""clear sailing"" provision when the attorney's fees were to be paid on top of 
the settlement fund as this is counterintuitive defense behavior)."
31,6," No other adequacy-based ground for rejecting the settlement appears. Objectors suggest that an intra-class conflict exists 
based on speculation that the statute of limitations and tolling principles would allow only a subclass to pursue the section 7 
claim, but whether a subclass actually exists has not been adjudicated. The first amended complaint alleges the section 7 claim 
on behalf of the entire class, and the settlement provides compensation to the entire class for this claim. Thus, any potential 
conflict did not materialize and there is no cognizable prejudice. See generally Amchem Prods., 521 U.S. at 627. "
32,7," Int'l Union, United Auto., Aerospace, & Agric. Implement Workers of Am. v. Gen. Motors Corp., 497 F.3d 615, 630 (6th Cir. 
2007) HN9[
] (""Rule 23(e) does not require the notice to set forth every ground on which class members might object to the settlement.""); In re Traffic Executive Ass'n-E. R.R., 627 F.2d 631, 634 (2d Cir. 1980) (requiring the class notice to be 
""scrupulously neutral""); Grunin v. Int'l House of Pancakes, 513 F.2d 114, 122 (8th Cir. 1975)  [**28] (same). "
34,8," But see In re Compact Disc Minimum Advertised Price Antitrust Litig., 216 F.R.D. 197, 210 n.30 (D. Me. 2003); In re Auction 
Houses Antitrust Litig., No., 00 Civ. 0648 (LAK), 2001 U.S. Dist. LEXIS 1713, 2001 WL 170792, at *7-10 (S.D.N.Y. Feb. 22, 
2001). "
35,9," Daubert v. Merrell Dow Pharms., Inc., 509 U.S. 579, 113 S. Ct. 2786, 125 L. Ed. 2d 469 (1993) (establishing threshold 
standards for admissibility of expert scientific testimony). "
36,10," To the extent one group of objectors claims this is misleading because class members lacked access to records that were 
sealed pursuant to a protective order, that group did not take advantage of access which was provided and sought to unseal 
those records more than three weeks after the deadline for filing objections. The district court denied that motion as untimely, 
which it had discretion to do. See United States v. W.R. Grace, 526 F.3d 499, 508-09 (9th Cir. 2008)  [**41] (en banc). "
