Page,Label,Text
21,1," Zummo named the Department of Business Affairs and Consumer Protection Public Vehicle Operations Division as the original 
defendant. The Court entered an order on December 27, 2017, stating that ""[s]ummons shall issue to the City of Chicago, which 
is the proper Defendant, not one of its departments."" R. 9; see also R. 14."
21,2," This Court has subject matter jurisdiction over the federal claims in this case under 28 U.S.C. §§ 1331 and 1343. It has 
supplemental jurisdiction over the Illinois law claims under 28 U.S.C. § 1367. "
22,3," Citations to the docket are indicated by ""R."" followed by the docket entry and page number. Zummo has attached numerous 
materials and addendums to his Complaint. For the sake of clarity, the Court will refer to all materials submitted under docket 
entry 10 as the Complaint, citing page numbers in the order that materials appear in the docket entry."
22,4," At one point in the Complaint, Zummo seems to allege that his medallion and license did not expire before the end of 2017. 
Compl. at 11-12. (""I knew I could no longer drive my taxicab after December 31st, 2017.""). But later in the Complaint, Zummo 
seems to concede that his license and medallion had expired. Id. at 26 (""The fine/citation may have applied technically, but the 
impoundment of my vehicle was extremely excessive.""). Ultimately, whether or not Zummo pleads that the license and medallion 
were expired at the time his car was impounded does not matter because hearing notices attached to the City's filings 
demonstrate that Zummo participated in a hearing where he could contest the matter. Def. Second Reply Exh. A. "
23,5," The Court may take judicial notice of the Department of Administrative Hearings docket and administrative orders as they are 
matters of public record. See Milwaukee Police Ass'n v. Flynn, 863 F.3d 636, 640 (7th Cir. 2017)."
23,6," Zummo initially failed to file a response to the City's motion to dismiss by the original deadline, but the City still filed a reply at 
the reply-brief deadline. Afterwards, the Court extended the time for Zummo to respond and allowed the City to file a second 
reply. R. 29, Minute Entry 06/04/2018. "
24,7," This Opinion uses (cleaned up) to indicate that internal quotation marks, alterations, and citations have been omitted from 
quotations. See Jack Metzler, Cleaning Up Quotations, 18 Journal of Appellate Practice and Process 143 (2017). "
28,8," Although Zummo does not actually use the word ""antitrust"" in his complaint, as noted above, the Court must construe pro se 
complaints liberally, Erickson v. Pardus, 551 U.S. 89, 94, 127 S. Ct. 2197, 167 L. Ed. 2d 1081 (2007), and the facts alleged in 
his complaint are sufficient to put the City on notice of an antitrust claim."
28,9," The City also argues that it is immune from liability under the state action doctrine. Def. Br. at 10 (citing Parker v. Brown, 317 
U.S. 341, 63 S. Ct. 307, 87 L. Ed. 315 (1946)). The Court need not definitively decide this issue because it holds that Zummo 
does not state a claim on the merits. But it is worth noting that there is some reason to question the City's sovereign immunity 
defense because no state statute gives the City express authority to regulate TNPs beyond home rule authority. See Campbell 
v. City of Chicago, 823 F.2d 1182, 1184 (7th Cir. 1987) (holding cities subject to sovereign immunity defense only if (1) the 
challenged conduct was authorized by the state legislature and (2) if the anticompetitive effects were a foreseeable result of the 
authorization). Although the City relies on Campbell, where the Illinois legislature gave municipalities the express authority to 
""regulate cabmen,"" id., the state has not given the City any ""clearly articulated and affirmative state policy"" beyond home-rule 
authority to regulate TNPs. Cmty. Communs Co. v. City of Boulder, Colo., 455 U.S. 40, 51, 102 S. Ct. 835, 70 L. Ed. 2d 810 
(1982) (holding home-rule authority to be insufficient to qualify as an authorization by the state to engage in conduct that 
influences competition); Transportation Network Providers Act, 625 ILCS 57/32 (limiting ""concurrent exercise by home rule units 
of powers""). "
29,10," Zummo has also listed snippets of conclusory allegations in his Complaint that either do not constitute legal causes of action 
or fall short of factual allegations necessary to state a claim. Compl. at 30-32 (accusing City of ""severe intentionally [sic] 
malicious malfeasance,"" ""entrapment,"" ""economic duress,"" and causing ""financial hardship""). "
38,1," The parties allege that the arbitration provisions in the prior license agreements delegate the question of arbitrability to the 
arbitrator. In such instances, the Fifth Circuit sends this threshold inquiry to arbitration unless the assertion of arbitrability is 
""wholly groundless."" "
