Page,Label,Text
23,1, Neither party contends that the legal standard varies for the state law claim. 
31,1," For convenience, this opinion refers to ""the Zarembas"" collectively. That moniker refers to all three of the defendant-
appellees/cross-appellants: Zaremba Family Farms, the Zaremba Group, and Walter Zaremba. "
32,2," Not to be confused with the poison pill of Delaware lore. See, e.g., Unitrin, Inc. v. Am. Gen. Corp., 651 A.2d 1361 (Del. 1995). "
33,3," The Zarembas argue that a juror could draw an adverse inference from the fact that, when asked about the call under oath, the 
executives involved invoked their Fifth Amendment right against self-incrimination. But the Encana executive involved in the call 
later revoked his Fifth Amendment invocation and testified that the executives did not speak about the Zarembas and that they 
did not reach a deal with Chesapeake on that call. "
36,4," The Zarembas take a curious position in interpreting § 566.1. At one point, they rely on § 566.1 to argue that consideration is 
never required for a waiver. But this argument is contrary to the provision's plain text, which indicates that an agreement 
discharging an obligation is not invalid absent consideration if there is a signed writing. Elsewhere, the Zarembas reverse 
course, suggesting that § 566.1 does not apply to waivers at all. We will assume to the Zarembas' benefit, however, that § 566.1 
does apply and that absent consideration, the Zarembas could enforce Encana's waiver by pointing to a signed writing."
36,5," Given that Encana was entitled to judgment as a matter of law at the close of proofs, we need not reach its claim that the 
district court improperly instructed the jury on the Zarembas' waiver defense."
36,6," Before the case was submitted to the jury, Walter Zaremba and the Zaremba Group voluntarily dismissed their counterclaims in 
recognition of the fact that damages accruing from those claims accrued to Zaremba Family Farms. For continuity, this section 
will continue to refer to ""the Zarembas."" "
40,1," Cisco previously filed an action against Arista, alleging that Arista infringes Cisco's patents and copyrights in its command line 
interface (""CLI""). Cisco Systems, Inc. v. Arista Networks, Inc., Case No. 14-cv-05344-BLF (the ""CLI case""). A jury found that "
41,," Arista infringed Cisco's copyright but that the infringement was excused by the scènes à faire affirmative defense. The jury did 
not find patent infringement. Id. at Dkt. 749. "
45,2," The Court does not mean to suggest that Kodak bans all policy shifts, but rather that Dr. Carlton's opinions are impermissibly 
overbroad by suggesting that there are absolutely no limits."
45,3," The Court also does not find that paragraphs 77 and 83 are necessarily inconsistent with Kodak. The Court need not discuss 
those paragraphs in detail because those portions are already excluded as discussed in the previous subsection. "
48,4," Dr. Scott Morton treats the period from the first quarter in 2015 to the last quarter in 2016 as the ""conduct period"" when Cisco 
was actively litigating the CLI case. Scott Morton Report ¶ 208. Cisco filed the CLI case on December 5, 2014 and the jury 
reached a jury verdict on December 14, 2016."
48,5," Cisco also contends that Dr. Scott Morton fails to consider the increased market share of Huawei. Scott Morton Mot. 8. 
However, Huawei does not have a significant presence in the U.S. (see Fig. 4 of Scott Morton Report) and Huawei's increase in 
worldwide market share is largely irrelevant because Dr. Scott Morton estimates only loss of revenues in the U.S. as a 
conservative measure. Id. ¶ 212 (explaining that the damages calculation exclusively considers only Arista's U.S. revenues as a 
conservative estimate). "
49,6," Cisco also contends that Arista failed to take discovery of its customers on whether Arista's lost sales were due to the CLI 
litigation or the ITC actions. See Hearing Tr. 41:2-8. Arista responds that it cannot survey unidentified customers and that it is 
not required to survey all customers in the industry. Id. at 55:15-21. The Court finds that Arista's lack of discovery of its 
customers does not affect the reliability and admissibility of Dr. Scott Morton's opinions although conducting such discovery may 
have bolstered her analysis. "
52,1," Because the Court has issued many opinions already in this case, and because of the exigencies of trial, this memorandum 
necessarily does not set out all of the background facts of this litigation. The parties know them well. Generally, however, the 
Court makes reference to the Court's September 2016 opinion on a different question on the Capper-Volstead Act, as well as 
the Court's summary judgment ruling. See In re Processed Egg Prods. Antitrust Litig., 206 F. Supp. 3d 1033 (E.D. Pa. 2016). "
53,2," Thus, for example, if a USEM member owned 10% of the total hen-laying eggs in USEM, that producer would be required to 
supply 10% of the eggs for the proposed export. "
54,3," The operative definition in Black's Law Dictionary notes that value means the ""monetary worth or price of something; the 
amount of goods, services, or money that something commands in an exchange."" Black's Law Dictionary, Value."
54,4," If the Court uses market price as the correct way to determine the price a good commands, it necessarily follows that volume is 
an adequate proxy. This is because volume multiplied by price equals value, and the market price becomes a constant. 
Therefore, volume would be directly proportional to value. "
61,*," This summary constitutes no part of the opinion of the court. It has been prepared by court staff for the convenience of the 
reader. "
62,1," The Supply Chains Act, Cal. Civ. Code § 1714.43, was enacted in 2010. The California Attorney General later described the 
requirements of the Act: This Act requires large retailers and manufacturers doing business in California [**6]  to disclose on their websites their 
""efforts to eradicate slavery and human trafficking from [their] direct supply chain for tangible goods offered for sale."" . . . "
