Case Index,Core Terms
Case 1,"immunity, district court, Counts, records, proceedings, Sherman Act, antitrust, practice of law, bar admission, 
destruction, challenges, violations, subject matter jurisdiction, member in good standing, state court, disciplinary, 
decisions, destroyed, quotation, grounds, enjoin, cases"
Case 2,"cause of action, alleges, tortious interference, unfair, restraint of trade, unjust enrichment, taxi cab driver, 
misrepresentation, violations, Fashions, policies, business relationship, no right, conspiracy, insurance 
commissioner, no cause of action, impoverishment, Misrepresents, monopolize, antitrust, intentional interference, 
competitors, defendants', enrichment, monopoly, insurer, taxicab, malice, trial court, horizontal"
Case 3,"generators, wholesale, electricity, auction, energy, rates, consumer, plaintiffs', preemption, retail, wholesale market, 
nuclear, regulation, bid, Federal Power Act, preempted, prices, emission, plants, courts, clearing, interstate 
commerce, environmental, facilities, zero, state law, out-of-state, price adjustment, procurement, subsidizing"
Case 4,"allegations, retail store, discounted, outlet, shoes, regular price, unfair, prong, advertised, prices, motion to dismiss, 
motion to strike, deny a motion, consumers, fails, products, on-line, shopped, website"
Case 5,"increased price, prices, conspiracy, customers, cancellations, email, plaintiffs', announced, tier, employees, blood, 
reagents, interdependence, collusion, price list, summary judgment motion, antitrust, effective, price information, 
purchasing, summary judgment, communications, price-fixing, increases, presentation, Marketing, products, 
contracts, Reply, costs"
Case 6,"bid, Defendants', allegations, motion to dismiss, conspiracy, Chemicals, alleged conspiracy, purchasers, Antitrust, 
pled, customers, damages, unfair trade practice, unjust enrichment, Deceptive, personal jurisdiction, collusion, 
resident, Consolidated, consumers, entities, general jurisdiction, further order, indirect, quotations, contacts, price-
fixing, prices, consumer protection, antitrust claim"
Case 7,"confidential information, confidentiality, disqualified, generic, patent, consultant, confidential relationship, 
disqualification motion, Advisory, disclosure, Plaintiffs', Declaration, Memantine, Reply, recommend, parties, cases, 
proposed expert, confidence, documents"
Case 8,"Demurrer, allegations, foreclosure, cause of action, Mortgage"
Case 9,"cheerleaders, propose an amendment, conspiracy, poaching, allegations, antitrust, team, reply brief, no-poaching, 
fails, initial complaint, coaches, players, amend, anti-tampering, contradict, contracts, futility, tryout, factual 
allegations, anti trust law, employees, articles, courtesy, mobility, suppress, hire"
Case 10,"exemption, nonstatutory, antitrust, district court, labor law, collective bargaining, counterclaim, anticompetitive, 
alleges, bargaining, reefer, wages, working conditions, final judgment, mandatory, partial, sham, alleged 
agreement, anti trust law, labor union, conspiracy, violating, parties, cases, antitrust liability, illegal agreement, 
bargaining unit, proceedings, baseless, contends"
Case 11,"invoice, retailer, prices, alcoholic beverage, wholesalers, discount, regulations, calculated, products, quantity, gross 
profit, invalidated, delivery, prompt payment, predatory, arbitrary and capricious, minimum price, retail price, net 
cost, consumers, purchases"
Case 12,"sham, plaintiffs', defendants', baseless, opposing, malicious abuse, supermarket, competitor, immunity, lawsuit, 
tortious interference, civil conspiracy, antitrust, shopping, alleges, filings, abuse of process, shopping complex, 
proceedings, injuring, merits"
Case 13,"Products, factors, severance, parties, conspiracy, forum selection clause, containerboard, interest of justice, district 
court, antitrust, witnesses, convenience of the parties, plaintiff's claim, defendants', cases, alleges, lawsuit, judicial 
economy, class action, convenient, courts, forum selection, discovery, asserts, forum-selection, weigh, substantially 
similar, choice of forum, state law claim, circumstances"
Case 14,"Dealers, trading, platforms, buy-side, all-to-all, conspiracy, clearing, allegations, plaintiffs', customers, entity, 
anonymous, swaps, antitrust, boycott, markets, electronic, buy, anti trust law, liquidity, plaintiff's claim, defendants', 
investors, conspired, class plaintiff, prices, motion to dismiss, give-up, pled, launched"
Case 15,"driver, for-hire, municipalities, independent contractor, authorization, regulation, transit service, antitrust, 
anticompetitive, reliability, bargaining, preemption, transportation, employees, anti trust law, immunity, hire, state 
policy, coordinator, preempted, antitrust claim, state law, purposes, injunctive relief, Plaintiffs', courts, supervision, 
displace, private party, public record"
Case 16,"allegations, patent, lock, inequitable conduct, asserts, pleads, relevant market, prior art, submarket, disclose, 
withheld, pled, monopolization, references, keypad, antitrust claim, antitrust, customers, products, lockers, slot, 
material information, amended complaint, motion to dismiss, specific intent, disclosure, electronic, assessing, 
quotation, deceive"
Case 17,"announce, increased price, conspiracy, prices, competitors, Defendants', summary judgment, containerboard, firms, 
customers, meetings, trade association, collusion, conspire, decisions, fix prices, communications, reductions, 
alleged conspiracy, interdependent, colluding, Messaging, antitrust, Fructose, attended, trades, marks, quotation, 
anti trust law, phone call"
Case 18,"antitrust, benchmark, rates, Plaintiffs', manipulation, consumer, prices, allegations, retail market, foreign currency, 
Defendants', enforcer, factors, conspiracy, restrained, pleads, Cartwright Act, Sherman Act, currency, trading, gold, 
retail price, correlation, injuries, markets, direct victim, spot market, participated, derivatives, transacted"
Case 19,"immunity, sovereign immunity, waived, arm, federal court, argues, amend, district court, antitrust, contract claim, 
suits, constitutional claim, enter a judgment, money damages, court erred, correctly, entity"
Case 20,"generic, patent, manufacturer, brand, bleeding, motion to dismiss, contraceptives, state law, tablets, breakthrough, 
Plaintiffs', estrogen, Complaints, settlement, hop, anticompetitive, Defendants', mcg, antitrust, regimen, invalidating, 
estradiol, preempted, omission, ethinyl, state law claim, allegations, monopoly, drugs, pharmaceutical"
