Case Index,Core Terms
Case 1,"bid, antitrust, public figure, right of petition, protest, public controversy, immunity, motion to dismiss, Sherman Act, 
limited-purpose, cases, communications, defamation, damages"
Case 2,"arbitration, arbitration agreement, class action, antitrust, League, subscribers, television"
Case 3,"patent, licenses, generic, Tamoxifen, settlement, monopoly, settlement agreement, anticompetitive, manufacturers, 
allegations, competitors, patent holder, anti trust law, Skiing, prices, antitrust, contracts, products, cases, terms, 
antitrust violation, consumer, parties, drugs, patent law, Sherman Act, branded, rival"
Case 4,"unfair, removal, federal law, prong, unfair act, anti trust law, safe harbor, courts, costs, federal question, attorney's 
fees, threatens, asserts, grounds"
Case 5,"Purchaser, casters, prices, class certification, class member, predominance, lenses, percent, class representative, 
Plaintiffs', laboratories, card, adequacy, methodology, Defendants', wholesalers, antitrust, models, photochromic, 
question of law, anticompetitive, certification, commonality, conspiracy, benefited, entities, merits, quotation, 
impacted, marks"
Case 6,"unfair, parking, concert, ticket, public policy, consumers, anti trust law, violates, amended complaint, quotation, 
marks, parking fees, transportation, alleges, driving, violate public policy, tying arrangement, oppressive, deceptive, 
artistic, musical"
Case 7,"allegations, lease, retailers, tenants, Mall, motion to dismiss, centers, tying arrangement, relevant market, 
anticompetitive, markets, monopolization, foreclosure, Antitrust, magistrate judge, retail space, regional, shopping 
center, outlet, space, renewals, argues, recommendation, leasable, monopoly, anti trust law, market power, tied 
product, exclusionary, competitor"
Case 8,"modification, unfair, outrageous conduct, statute of limitations, trial period, amend, motion to dismiss, fair dealing, 
home loan, mortgage, modify, cases, unfair business practice, emotional distress, misrepresentation, obligations, 
intentional infliction of emotional distress, breach of contract, consumer, parties, terms, negligent infliction of 
emotional distress, breach of contract claim, alleged facts, allegations, violations, borrower, Fails, implied covenant 
of good faith, dismissal with prejudice"
Case 9,"allegations, antitrust, bid, conspiracy, private right of action, motion to dismiss, contends, Realtor, violations, cause 
of action, anti trust law, pro se, motions, competitors, rigging, notice, prices, mail, factual allegations, state law 
claim, federal claim, price fixing, quotation, profits, marks, supplemental jurisdiction, antitrust claim, Sherman Act, 
provisions, recipient"
Case 10,"coverage, Endorsement, disgorgement, settlement, Insured, antitrust, Sherman Act, pleadings, conspiracy, 
damages, matter of law, discovery, antitrust suit, allegations, restitution, medical center, remuneration, legally 
entitled, asserted claim, ill-gotten, unlawfully, depress, gains, settlement payment, prayer for relief, settlement 
amount, underlying suit, class member, give rise, compensatory"
Case 11,"summary judgment, contracts, Sherman Act, Antitrust, material fact, genuine, argues, unfair competition, 
RECOMMENDS, restraint of trade, discount"
Case 12,"Ester-C, consumers, products, vitamin, representations, plaintiffs', deceptive, marketing, substantiation, labeling, 
defendants', misleading, allegations, false advertising, advertising, fraudulent, FTC, unfair, packaging, motion to 
dismiss, product label, misrepresentation, immune, purposes, pled, immune system, unjust enrichment, absorption, 
decrees, scientific evidence"
Case 13,"cause of action, allegations, violations, leave to amend, rescission, covenant, unfair, equitable tolling, fair dealing, 
good faith, unconscionability, disclosures, misrepresentation, practices, notice, factual allegations, origination, 
fraudulent, damages, parties"
Case 14,"discovery rule, tolling, fraudulent concealment, statute of limitations, unjust enrichment, violations, cause of action, 
discovers, common law, limitations, Plaintiffs', quotations, discovery, damages, limitations period, Antitrust, accrue, 
exercise of reasonable diligence, continuing violation, amend, tolling statute, allegations, amended complaint, fails, 
applicable statute of limitation, Defendants', Purchaser, diligence, partially, courts"
Case 15,"fair use, Articles, search engine, websites, customers, license, excerpts, copying, transformative, subscribers, 
copyright infringement, infringement, licensees, news report, summary judgment, misuse, copyrighted work, 
crawlers, online, implied license, display, affirmative defense, searches, archive, parties, laches, thirty-three, robots, 
users, words"
Case 16,"consumers, plaintiffs', deceptive, pleadings, class action, Lanham Act, courts, defendants', cigarettes, state law, 
unfair, practices, tar, substantially similar, motion for judgment, substantial rights, advertising, quotation, Enabling, 
rights, requirement of notice, federal statute, sales practices, federal court, federal rule, class claim, state court, 
nicotine, damages"
Case 17,"drive, district court, directed verdict motion, instruction of a jury, resellers, cross-appeal, Junkin Act, antitrust, person 
engaged, contends, competitors, conspiracy, affiliate, argues, entity"
Case 18,"Charts, iPad, Terminal, summary judgment, parties, iRex, Customer, contends, license, e-book, monopolization, 
anti-competitive, display, damages, ambiguous, Sherman Act, commercial customer, extrinsic evidence, plain 
language, software, viewer, prototype, purchaser, promissory estoppel, encompass, antitrust, hardware, reasonable 
juror, breach of contract, subscription"
Case 19,"fails, Estimating, Defendants', monopolization, conspiracy, alleges, plaintiff's claim, trade dress, unfair competition, 
insurance company, alleged facts, misappropriation, factual allegations, unjust enrichment, passing off, palm off, 
Donnelly Act, infringement, screen, Sherman Act, deception, false designation, memoranda of law, likely to cause, 
bad faith, non-functional, antitrust, reasons, prospective economic advantage, trademark infringement"
Case 20,"erectors, steel, exemption, targeting, signatory, bids, competitors, nonunion, nonstatutory, erection, fabricators, 
bargaining, antitrust, summary judgment, wages, antitrust claim, conspiracy, rule of reason, labor law, 
anticompetitive, suppliers, subcontractors, plaintiffs', horizontal, unionized, vertical, parties, percent, tactics, 
structural steel"
Case 21,"damages, antitrust, prices, overbuilder, district court, classwide, certification, predominance, calculated, clustering, 
class action, measurement, subscribers, class certification, anti trust law, benchmark, questions, Appeals, cable, 
petitioners', respondents', methodology, parties, merits, anticompetitive conduct, market share, competitors, class 
member, high prices, anticompetitive"
Case 22,"defendants', allegations, antitrust, sewage system, vacuum, motion to dismiss, municipalities, specifications"
Case 23,"products, infant formula, manufacturers, prices, antitrust, asserts, customers, competitors, employees, summary 
judgment, genuine dispute, material fact, ingredient, effective, supplier, markets, samples, further contact, rule of 
reason, speculative, expiration, evaluated, formula, eggs, reasonable jury, relevant market, monopoly power, 
Clayton Act, negotiations, violations"
Case 24,"trial court, pleadings, antitrust, athletic, Schools, restraint of trade, motion to dismiss, allegations, amend, failure to 
state a claim, amended complaint, assigned error, third-party, sports"
Case 25,"license, pricing, software, users, operating system, monopolization, predatory, patent, server, technology, rights, 
Sherman Act, multi-user, anticompetitive conduct, license agreement, single-user, antitrust, alleges, rival, unfair 
competition, patent holder, conspiracy, asserts, unfair, anti trust law, cooperation, customers, commerce, reasons, 
motion to dismiss"
Case 26,"Harassment, alleges, employment contract, policies, Antitrust, damages, vacation, breach of contract claim, 
defendant argues, public policy, first amended complaint, vacation time, employees, breach of the implied 
covenant, emotional distress, implied-in-fact, outrageous, employment relationship, fair dealing, good faith, 
termination, violations, breached, argues, alleged violation, recoverable, Contracts, emotional, distress, wages"
Case 27,"allegations, preempted, cause of action, modification, advertising, misleading, mortgage payment, default, state 
law, regulations, borrowers, unfair, unjust enrichment, preemption, lending, misrepresentations, practices, 
consumer, mortgage, notice, prong, qualify, motion to dismiss, circumstances, associations, disclosure, violations, 
purposes, savings, argues"
