Case Index,Core Terms
Case 1,"Align, scanner, iTero, dental practice, termination, Dental, allegations, antitrust, contracts, monopoly power, 
discount, orders, plaintiffs', patent, markets, interoperability, anticompetitive, patients, prices, competitors, 
monopolist's, purchases, scans, teeth, manufacturers, inflated, products, anticompetitive conduct, infringement, 
conceivable"
Case 2,"generic, settlement, patent, anticompetitive, effects, brand, procompetitive, restrictive alternative, benefits, 
manufacturer, infringement, reformulated, antitrust, delayed, expiration, oxymorphone, anti trust law, invalid, parties, 
paying, generic drug, extended-release, consumers, monopoly, pharmaceutical, feasibility, competitor, negotiator, 
no-payment, percent"
Case 3,"Designation, complex business, hog, mandatory, anti trust law, alleges"
Case 4,"conspiracy, price-fixing, competitors, horizontal, antitrust, Sherman Act, pricing, conspiracy claim, support services, 
bare assertion, Cartwright Act, interpretations, acquire, courts"
Case 5,"unfair, alleges, consumer, motion to dismiss, unfair practice, reporting, balancing test, inaccurate, practices, 
summary judgment, match"
Case 6,"allegations, customers, trade secret, amended complaint, confidential information, employees, contracts, 
misappropriated, intentional interference, preempted, disruption, interfered, contractual relationship, motion to 
dismiss, contends, solicitation, unfair, prospective economic advantage, reasons, Counts, intentionally, conclusory, 
preemption, profession, interfere, practices"
Case 7,"DFO, Global, allegations, argues, brand, false advertising, trademark infringement, false designation, website, 
agrees, unfair competition, leave to amend, prong, service mark, fraudulent, unfair, fraudulent concealment, 
consumers, promotion, trademark, relates, economic loss doctrine, false statement, reputation, goodwill, parties, 
motion to dismiss, cause of action, judicial notice, infringement"
Case 8,"helmet, Manufacturer, Add-on, certification, allegations, conspiracy, football, Defendants', motion to dismiss, 
expectancy, license agreement, void, products, testing, restraint of trade, press release, Sherman Act, business 
relationship, tortious interference, circumstantial evidence, speculation, Athletic, factors, unreasonable restraint, 
Counts, Sports, fails"
Case 9,"antitrust, class certification, predominance, class member, foreclosure, bid, parties, foreclosure sale, bid-rigging, 
conspiracy, certify, damages, declaration, properties, bidder, class action, plaintiffs', discovery, cleaned, renewed"
Case 10,"allegations, user, fraudulent concealment, removal, diligence, notice, statute of limitations, developers, antitrust, 
documents, exemption, network, reasons, particularity, advertising, pled, motion to dismiss, give rise, Friends, 
argues, platform, publicly, continuing violation, limitations, third-party, misconduct, Messaging, cases, constructive 
knowledge, judicial notice"
Case 11,"fuel, fence, Airport, statute of limitations, Sherman Act, Hangar, Reply, continuing violation, erected, lease, motion 
to dismiss, summary judgment, Defendants', accrue, sales, restrictive covenant, antitrust claim, matter of law, pre-
existing, inserted, monopoly"
Case 12,"consumer, products, packaging, Plaintiffs', allegations, advertising, fill, deceptive, cause of action, labels, box, Mix, 
slack, healthy, prong, misleading, ingredients, online, preservatives, defense motion, artificial, marketing, unfair, 
fraudulent, additives, deceived, argues, misrepresentation, non-GMO, motion to dismiss"
Case 13,"video game, charging, alleges, anti trust law, Sherman Act, monopoly, movies, exclusive contract, different price, 
general public, pro se, Robinson-Patman Act, commodities, prohibits, products, pleaded, futile, immune, prices, 
seller, amend, music"
Case 14,"no-hire, employees, hired, public policy, ancillary, restraint of trade, restrictive covenant, contracts, covenant, 
parties, void, provisions, customers, courts, restrictions, termination, soliciting, CARRIER, employment agreement, 
asserts, compete, drivers, legitimate interest, unenforceable, trial court, non-compete, therapists, poaching, argues, 
rights"
Case 15,"Bard, customers, stylet, BioFlo, sales, Clinic, standalone, technology, products, competitors, benchmark, antitrust, 
damages, email, purchasing, navigation, estimate, patient, selling, argues, confirm, preloaded, coercion, factors, 
reasons, causation, pricing, pair, market power, tip"
Case 16,"treble damages, survive, substitution, attorney's fees, Anti-Trust, deceased, damages, costs"
Case 17,"generic, patent, defendants', infringement, brand, settlement, manufacturer, launch, FDA, noninfringement, 
plaintiffs', pharmaceutical, prices, no-AG, market power, metformin, license, reasonable trier of fact, antitrust, 
conspiracy, parties, consumers, marketing, diabetes, motions, royalty, antitrust violation, rule of reason, 
anticompetitive, expiration"
Case 18,"customers, Plaintiffs', privacy, motion to dismiss, unauthorized, consumer, financial information, prong, judicial 
notice, losses, incorporate by reference, unauthorized access, unfair, funds, allegations, parties, Notice, 
constitutional right to privacy, economic loss, marks, personal information, quotation, users, business practice, right 
to privacy, disclosure, violations, documents, promise, security measures"
Case 19,"alleges, amended complaint, grievance, asserting, Amend, Defendants', retaliation, conspiracy, lawsuit, respondeat 
superior, inmate, solitary confinement, deprivation, official capacity, Imprisonment, recommended, destroyed, cause 
of action, misconduct, quotations, fail to state a claim, Clayton Act, confinement, immunity, sexual, documentation, 
violations, housed, dismissal with prejudice, constitutional right"
Case 20,"counterclaim, serums, Trademark, affirmative defense, motion to dismiss, license agreement, tortious interference, 
tying arrangement, tied product, violation of antitrust laws, tying product, market power, customer-licensee, 
allegations, purchasing, antitrust, Licensee, unfair competition, hydradermabrasion, customer, products, license, 
argues, motion to strike, disruption, commerce, agrees, fails"
Case 21,"prices, arbitration, damages, contracts, drugs, pharmacy, class certification, class member, named plaintiff, generic, 
health plan, predominate, parties, calculate, putative class member, putative class, Defendants', proposed class, 
reconciliation, consumer, rights, individual issues, prescription drug, class-wide, offset, class action, class period, 
common issue, aggregate, email"
Case 22,"Tolling, lingering-effects, damages, plaintiffs', allegations, discovery, contracts, defendants', conspiracy, authorities, 
railroads, purchases, effects, transportation, lingering, nondefendant, fuel, surcharges, interline, parties, statute of 
limitations, class period, rail-freight, time-barred, multidistrict litigation, evergreen, putative class, reconsideration, 
offers, reconsideration motion"
Case 23,"purchaser, mushrooms, conspiracy, damages, Certification, antitrust, subsidiary, indirect, prices, entities, co-
conspirator, Defendants', argues, sales, class action, ownership, Fresh, summary judgment, automatic stay, 
material fact, discovery, retail, vertical, partial summary judgment, conspirator, overcharge, packaging, personal 
knowledge, joined, eggs"
Case 24,"purchasers, settlement agreement, lawsuit, indirect, anti-vibration, rubber, antitrust, direct-purchaser, end-payor, 
manufacturers, settlement, district court, ownership-or-control, violator, indirectly, entities, anti trust law, 
unambiguous"
Case 25,"generic, class member, antitrust, drugs, manufacturer, purchaser, brand, Defendants', class period, anticompetitive, 
prices, predominate, uninjured, state law, variation, entities, plans, proposed class, commonality, methodology, 
overcharge, damages, certification, consumer, effects, class certification, adequacy, cease, class action, 
ascertainable"
Case 26,"district court, statute of limitations, allegations, overt act, conspiracy, co-conspirator, civil conspiracy, tortious 
interference, misappropriation, allergy, misappropriation of trade secrets, undiscoverable, leave to amend, 
customers, diligence, providers, parties, restart, testing, limitations period, motion to dismiss, discovery rule, policy 
change, trade secret, involvement, antitrust, reasonable diligence, antitrust claim, Aftershocks, time-barred"
Case 27,"convenient, witnesses, weighed, venue, cases, documents, factors, private-interest, public-interest, attendance, 
courts, class action, advertisers, nonparty witness, inconvenience, transferring, antitrust, parties, discovery, source 
of proof, allegations, publishers, asserts, resides, closer, movant, ease of access, ease-of-access, competitors, 
electronic"
