Page,Label,Text
23,1," Though Fisher discusses some alleged unlawful conduct in regard to a third project, the Harding County Project, those 
allegations are not relevant to FNF's motion. "
24,2," Fisher states that this claim against Valerio is retained solely for purposes of preserving the issue for appeal. (Compl. at 50 
n.4). "
29,1," Two cases have been consolidated. Laumann v. National Hockey League, et al., No. 12 Civ. 1817 (""Laumann v. NHL""), 
involves professional hockey telecasting, and Garber v. Office of the Commissioner of Baseball, et al., No. 12 Civ. 3704 (""Garber 
v. MLB""), involves professional baseball telecasting."
29,2," Laumann Second Amended Complaint (""Laumann Compl."") ¶¶ 2, 8; Garber First Amended Complaint (""Garber Compl."") ¶¶ 2, 
11."
29,3," See Laumann v. National Hockey League, No. 12 Civ. 1817, 907 F. Supp. 2d 465, 2012 U.S. Dist. LEXIS 172686, 2012 WL 
6043225 (S.D.N.Y. Dec. 5, 2012). Discovery commenced on December 19, 2012 and defendants filed Answers on January 17, 
2013."
29,4," Garrett Traub is the sole remaining Comcast subscriber in Laumann and Garber. Robert Silver is the sole remaining DIRECTV 
subscriber in Laumann and no DIRECTV subscriber remains in Garber. See Laumann, 2012 U.S. Dist. LEXIS 172686, 2012 WL 
6043225. This case also involves claims on behalf of plaintiffs who purchases Internet packages for baseball and hockey 
programming. They are not alleged to have agreed to arbitrate their claims. "
30,5," See Memorandum of Law in Support of Comcast and DIRECTV's Motion to Stay, No. 12 Civ. 3704 (Dkt. No. 88) (""TV Def. 
Mem.""). The Supreme Court granted certiorari in AMEX III on November 5, 2012, see No. 12 Civ. 133, 133 S. Ct. 594, 184 L. 
Ed. 2d 390 (U.S. Nov. 9, 2012), and the case was argued  [*6] on February 27, 2013."
30,6," See Memorandum of Law in Support of Joint Motion by the MLB Defendants, the Yankees and YES to Stay this Action (""MLB 
Def. Mem."")."
30,7," Traub agreed to arbitrate any ""dispute, claim or controversy . . . regarding any aspect of [his] relationship with Comcast,"" which 
encompasses ""all entities using the brand name 'Comcast.'"" Comcast Customer Privacy Notice § 13, Ex. 1 to 1/7/13 Declaration 
of Arthur J. Burke, Counsel for Comcast (""Comcast Agmt."")."
30,8," Silver agreed to arbitrate ""any legal or equitable claim relating to [his] Agreement, any addendum, or [his] Service"" with 
DIRECTV. DIRECTV Customer Agreement § 9, Ex. A to 1/7/13 Declaration of Louis A. Karasik, Counsel for DIRECTV 
(""DIRECTV Agmt."")."
30,9, See Comcast Agmt. § 13(f); DIRECTV Agmt. § 9(c).
30,10," In re American Exp. Merchants Litig., 667 F.3d 204, 219 (2d Cir. 2012). Specifically, ""if plaintiffs cannot pursue their [antitrust] 
allegations . . . as a [judicial] class, it is financially impossible for the plaintiffs to seek to vindicate their federal statutory rights."" 
Id. Because the Supreme Court's decision in Stolt-Nielsen S.A. v. AnimalFeeds Int'l Corp., 559 U.S. 662, 130 S. Ct. 1758, 176 L. 
Ed. 2d 605 (2010)  [*8] ""plainly precludes any court from compelling the parties to submit to class-wide arbitration where the 
arbitration clause is silent as to class-wide arbitration . . . if [plaintiffs] are not permitted to proceed in a judicial class action . . . 
[t]he defendant will [] have immunized itself against all such antitrust liability by the expedient of including in its contracts of 
adhesion an arbitration clause that does not permit class arbitration."" Id."
30,11," In re American Exp. Merchants Litig., 667 F.3d at 213 (citing Stolt-Nielsen, 130 S. Ct. at 1775; Concepcion, 131 S. Ct. 
1740,1750-51, 179 L. Ed. 2d 742 (2011))."
30,12, Id. at 214.
30,13, See id. at 219-20.
30,14," See AMEX III, 133 S. Ct. 594, 184 L. Ed. 2d 390. "
31,15," Kashi v. Gratsos, 790 F.2d 1050, 1057 (2d Cir. 1986) (quotation omitted)."
31,16," Louis Vuitton Malletier S.A. v. LY USA, Inc., 676 F.3d 83, 96 (2d Cir. 2012) (quoting Landis v. North Am. Co., 299 U.S. 248, 
254, 57 S. Ct. 163, 81 L. Ed. 153 (1936))."
31,17," Id. (quoting Clinton v. Jones, 520 U.S. 681, 708, 117 S. Ct. 1636, 137 L. Ed. 2d 945 (1997))."
31,18," In re OxyContin Antitrust Litig., No. 10 Civ. 6038, 2012 U.S. Dist. LEXIS 151139, 2012 WL 5184949, at *6 (S.D.N.Y. Oct. 19, 
2012) (internal quotations omitted)."
31,19, Id.
31,20," Reply in Support of Comcast and DIRECTV's Motion for Stay (""TV Def. Rep."") at 4."
31,21," In re OxyContin Antitrust Litig., 2012 U.S. Dist. LEXIS 151139, 2012 WL 5184949, at *4 (quoting In re Literary Works in Elec. 
Databases Copyright Litig., No. 21 M 90, 2001 U.S. Dist. LEXIS 2047, 2001 WL 204212, at *3 (S.D.N.Y. Mar. 1, 2001) (holding 
that courts frequently stay actions when a ""higher court is close to settling an important issue of law"")."
31,22, TV Def. Mem. at 3.
31,23, Plaintiffs' Memorandum of Law in Opposition to Defendants' Motions to Stay at 4.
31,24, The parties have stipulated to postpone motions to compel. 
32,25," The Second Circuit has made clear that a non-signatory to an arbitration agreement cannot enforce an arbitration clause 
where its only relationship to the signatories is as a co-conspirator. See Ross v. American Express, Inc., 547 F.3d 137, 147 (2d 
Cir. 2008) (declining to permit American Express to enforce an arbitration clause between plaintiffs and other credit card 
companies based on allegations of a conspiracy absent ""some relationship between Amex and the plaintiffs sufficient to 
demonstrate that the plaintiffs intended to arbitrate this dispute with Amex""). See also In re Wholesale Grocery Prods. Antitrust 
Litig., No. 11 Civ. 3768, 707 F.3d 917, 2013 U.S. App. LEXIS 2949, 2013 WL 514758, at *4 (8th Cir. Feb. 13, 2013) (declining to 
permit non-signatories to enforce arbitration clauses of other coconspirators where ""these antitrust conspiracy claims do not 
involve violation of the terms of the contract, the face  [*12] of the contract does not provide the basis for the alleged injuries, 
and there is no evidence that the contract anticipated the precise type of relationship giving rise to the claims"")."
32,26," Currently, plaintiffs' class certification motions are due June 17, 2013. Fact discovery closes on October 18, 2013. See 1/3/13 
Scheduling Order (Garber Dkt. No. 85)."
32,27," See MLB Def. Mem. at 2 (""The Second Circuit has recognized that, where some claims involving some parties are stayed 
pending arbitration, extending that stay to all other interrelated, but non-arbitrable, claims involving other parties furthers the 
'strong federal policy' favoring arbitration."") (citing WorldCrisa Corp. v. Armstrong, 129 F.3d 71, 76 (2d Cir. 1997)). The MLB 
Defendants do not suggest that they would be entitled enforce the arbitration agreements."
32,28, TV Def. Rep. at 7. 
35,1," The factual summary below is derived from LWD's Class Action Complaint. The Court will make no further citations to this 
source unless otherwise specified."
35,2," Teva's bar date was April 1, 2009, while Impax's was October 1, 2009. "
36,3," Neither Teva nor Impax have received FDA approval to manufacture their own generic Adderall XR, so Shire remains the sole 
supplier."
36,4," In  [**7] the case of the Teva agreement, LWD highlights a statement from a Shire employee to a Teva employee admitting that 
the breach was a result of Shire's senior management's decision to keep more product for itself."
36,5," LWD asserts in the complaint that, in a breach of contract suit brought by Impax, Shire asserted that  [**8] the lack of supply 
was caused by the Drug Enforcement Administration's failure to set a high enough quota for Adderall XR pills, thus allowing 
Shire to reasonably allocate the supply. In rebuttal, LWD asserts that 1) the DEA itself has rejected this explanation for the 
product shortage, 2) even if the shortage was DEA-created, Shire could not allocate the pill supply, and 3) even if Shire could 
allocate the pill supply, it did not do so reasonably. "
