Case Index,Core Terms
Case 1,"vitamin, comity, Ministry, export, district court, deference, Defendants', regulations, Chamber, true conflict, courts, 
prices, anti trust law, foreign law, foreign government, motion to dismiss, coordinate, factors, own law, 
manufacturers, sovereign's, commerce, grounds, Notice, industry-wide, interpreting, compliance, negotiated, 
principles, Medicines"
Case 2,"prices, manipulation, transactions, allegations, conspiracy, Plaintiffs', Defendants', trading, antitrust, rates, spot, 
pleads, damages, markets, exchanges, commerce, currency, artificial, domestic, traders, enforcer, banks, import, 
chat room, Instruments, alleged conspiracy, spot market, communications, contracts, spreads"
Case 3,"jukeboxes, antitrust, allegations, Defendants', venues, manufacturer, antitrust violation, rule of reason, competitor, 
per se rule, anticompetitive, horizontal, consumer, business model, vertical, boycott, effects, motion to dismiss, anti 
trust law, conspiracy, predicate, restraint of trade, relevant market, Sherman Act, innovation, terminated, 
documents, digital, output, distributors"
Case 4,"customers, enterprise, individual defendant, alleges, billing, Defendants', plaintiff's claim, consolidated, pled, 
regulation, damages, Gas Rule, courts, natural gas, state law claim, wire fraud, regulatory authority, unfair 
competition, interfere, primary jurisdiction, entity, intentional interference, forum selection clause, breach of contract, 
court of appeals, judicial notice, charges, motion to dismiss, Sherman Act, schemes"
Case 5,"cardholder, merchants, card, network, consumers, platform, prices, rewards, credit-card, effects, market power, 
relevant market, benefits, anticompetitive, acquirer, issuer, payment-card, vertical, insistence, two-sided, 
customers, sellers, accepting, output, hypothetical, discount, products, attract, marks, increased price"
Case 6,"treadmill, heart rate, products, monitors, sensor, touch, consumers, injunctive relief, damages, models, amended 
complaint, substitutes, class certification, unpurchased, misrepresentation, advertised, courts, Amend, deceptive, 
readings, consumer protection, subsystems, tested, marketed, parties, buy, alleged misrepresentation, substantially 
similar, monitoring system, motion for leave"
Case 7,"films, amended complaint, distributors, first-run, allegations, licenses, amend, Sherman Act, assertions, Donnelly 
Act, conclusory, theater, motion to dismiss, alleged facts, consumer, unreasonable restraint, relevant market, 
elimination, grounds, intentional interference, unlawful agreement, antitrust claim, leave to amend, prospective 
economic advantage, anticompetitive, effects, reasons, offers, harms, cause of action"
Case 8,"Page 2 of 28
 
enoxaparin, patent, witnesses, Defendants', venue, antitrust, alleges, cost-plus, non-party, purchaser, motion to 
dismiss, district court, overcharge, convenience, Collaboration, generic, parties, personal jurisdiction, motion to 
transfer, pharmaceutical, antitrust action, anticompetitive, disclose, immunity, tank, lawsuit, antitrust claim, 
infringement, pre-existing, plaintiff's claim"
Case 9,"iPic, film, theaters, clearance, licenses, distributors, trial court, temporary injunction, exhibition, consumers, first-run, 
geographic, rule of reason, market power, probable, premium, adduced, conflicting evidence, allocating, conspiracy, 
antitrust, contends, products, injunction, reputation, customers, imminent, markets, argues, right to relief"
Case 10,"products, resellers, allegations, retailers, conspiracy, televisions, tortious interference, discovery, distributor, prices, 
antitrust, resale, Notice, anticompetitive, transshipped, unauthorized, consumers, contractual relationship, economic 
advantage, competitor, contracts, brand, authorized dealer, motion to dismiss, intentionally, advertised, website, 
malice, gray market, contractually"
Case 11,"baseball, scouts, Franchise, exemption, players, antitrust, professional baseball, hiring, anti trust law, league, 
games, major league baseball, motion to dismiss, Plaintiffs', umpires, regulation, antitrust claim, decisions, major 
league, team, employment relationship, practices, cases, baseball player, negotiations, Defendants', immunity, 
attend, employment contract, baseball game"
Case 12,"customers, business partner, login, aftermarket, software, matter of law, antitrust, damages, password, letters, 
monopolization, patches, maintenance services, common law claim, summary judgment, contracts, license, prices, 
counterclaims, tortious interference, unauthorized, commands, purchasers, features, products, contractual, 
terminated, seller, antitrust liability, upgrades"
Case 13,"import, capacitors, commerce, domestic, prices, Sherman Act, effects, purchaser, parties, conspiracy, defendants', 
shipped, global, allegations, abroad, transactions, entities, products, Phase, sales, proximate cause, antitrust, 
finished, billed, state law, extraterritorial, consumer, prong, foreign nation, give rise"
Case 14,"foreclosed, dealers, foreclosure, reasonable jury, manufacturers, Website, consumers, partial summary judgment, 
exclusive agreement, summary judgment, competitors, sales, estimate, listing, relevant market, terminable, parties, 
advertising, short-term, used car, Reply, spillover, effects, deals, monopoly power, second amended complaint, 
anticompetitive, redactions, courts, Sherman Act"
Case 15,"REDACTED, network, patients, foreclosure, provider, contracts, foreclosed, Peoria, insured, exclusive contract, 
compete, in-network, payors, matching, health plan, rates, outpatient, competitor, calculation, prices, employees, 
relevant market, customers, inpatient, Fig, Healthcare, volume, negotiations, summary judgment, antitrust"
Case 16,"defendants', plaintiffs', allegations, damages, recorded, trespass, conversations, staff, meetings, videos, motion to 
dismiss, Planned, confidential, conferences, cases, abortion, Co-Conspirators, injuries, motion to strike, declaration, 
privacy, tissue, fake, fraudulent, employees, identification, circumstances, intercepted, predicate act, anti-SLAPP"
Case 17,"exclusionary, transportation, Ambulance, provider, emergency medical services, protocols, emergency medical, 
anticompetitive, antitrust, patients, supervision, emergency, asserts, transit service, anticompetitive conduct, state 
action doctrine, public record, contends, courts, triage, ambulance service, anti trust law, municipalities, 
authenticated, regulations, consumer, entities, monopoly, trauma, prong"
Case 18,"taxicab, immunity, Transportation, motion to dismiss, anticompetitive, Taxi, anticompetitive conduct, antitrust, Cab, 
articulated, regulations, licensing, displacement, state policy, allegations, supervision, government entity, delegated"
Case 19,"Fixing, gold, manipulation, Plaintiffs', Banks, prices, fix prices, allegations, Defendants', antitrust, trading, 
downward, artificial, class period, conspiracy, positions, motion to dismiss, markets, benchmark, suppression, chart, 
pleading stage, transacted, factors, derivatives, conspired, bullion, personal jurisdiction, unjust enrichment, antitrust 
claim"
Case 20,"Fixing, silver, manipulation, Plaintiffs', fix prices, prices, trading, allegations, artificial, Defendants', antitrust, 
downward, markets, motion to dismiss, conspiracy, suppression, bid, damages, FINMA, precious metals, conspired, 
spot, causation, commodity, contracts, pleading stage, transacted, unjust enrichment, misconduct, injuries"
Case 21,"Dealers, allegations, sales, Conspiring, Counts, motion to dismiss, baselines, representations, dealership, 
allocated, coercion, fraudulent, good faith, misrepresentation, termination, induced, schemes, terms, franchise, 
contends, argues, profits, metric, intimidation, subsidies, damages, repairs, courts, models, unfair"
Case 22,"counterclaim, taxi, unfair, alleges, motion to dismiss, prong, unfair competition, market power, fleet, Restraining, 
mobile, relevant market, Sherman Act, anti trust law, leave to amend, unlawful restraint, antitrust claim, Cartwright 
Act, contracts, practices, violates, drivers"
Case 23,"managed care, network, conspiracy, contracts, Defendants', antitrust, competitors, statute of limitations, Premier, 
referrals, limitations period, patients, summary judgment motion, non-compete, argues, anticompetitive, horizontal, 
rival, injurious act, termination, per se rule, continuing violation, insurers, damages, lease, inaction, rule of reason, 
negotiations, affiliation, effects"
Case 24,"conspiracy, rule of reason, motion in limine, price fixing, exclude evidence, allegations, per se rule, exchanges, 
notice, anticompetitive, Reply, fix prices, discovery, purchases, prices, theory of liability, introduce evidence, 
conspired, Dealers, amended complaint, motion to dismiss, anti trust law, distinct claim, make reference, purposes, 
tubes, exchanging information, instant motion, guilty plea, prejudicial"
Case 25,"Fighters, Elite, relevant market, anticompetitive, antitrust, motion to dismiss, bouts, Output, market power, Sherman 
Act, exclusionary, argues, monopoly power, monopsony, monopoly, rights, cases, allegations, competitors, 
promotion, survive, Input, monopolist, athletes, markets, prices, rivals, foreclose, commerce, sport"
Case 26,"market power, markets, retailers, leverage, lease, tie, tenants, anticompetitive, negotiations, coercion, opined, 
prices, tied product, market share, geographic, effects, buyer, properties, seller, tying arrangement, tying product, 
economist, purchases, offering, direct-effects, competitors, credibility, expertise, reliable, expert testimony"
Case 27,"Plans, conspiracies, provider, Sherman Act, instrumentalities, summary judgment, conspiring, prices, medical 
provider, anticompetitive, territorial, service area, antitrust, parties, license agreement, discounts, economic interest, 
manufacturer, designated, geographic, products, genuine, pawns, contracts, differentials, reimbursement, 
consciously, marketing, license, intellectual property"
Case 28,"purchaser, co-conspirator, indirect, conspiracy, interlocutory appeal, standing to sue, parties, fuel, non-compliant, 
difference of opinion, controlling question, substantive grounds, Certification, Requesting, certify, courts, immediate 
appeal, direct victim, price fixing, passing off, price-fixing, termination, compliant, discovery, reasons"
Case 29,"disclosure, confidential, cause of action, confidential information, Declaration, argues, injunction, allegations, 
attorney-client, handbook, secrets, declaratory relief, unfair competition, breached, campaign, communications, 
probability, non-public, fiduciary, disclose, parties"
Case 30,"purchases, refrigerant, compressors, commerce, manufacturers, import, antitrust, subsidiaries, panels, antitrust 
claim, foreign subsidiary, Defendants', allegations, indirect, sales, anti trust law, domestic, Conspirators, conspiracy, 
purposes, abroad, reasonably foreseeable, give rise, Sherman Act, price-fixed, customers, parties, cartel, alleged 
conspiracy, foreign nation"
Case 31,"damages, settlement, Inflation, prejudgment interest, Plaintiffs', mitigate, exclude evidence, Defendants', 
competitors, exchanges, practices, bias, treble damages, intelligence, conspiracy, overcharge, references, 
cooperate, parties, price-fixing, antitrust, settlement amount, opportunity cost, witness bias, Reply, costs, introduce 
evidence, compensate, agrees, attorney's fees"
Case 32,"Window, franchisees, supplier, relevant market, franchise, franchise agreement, products, Plaintiffs', vendors, 
Motions, franchisor, market power, prices, Pizza, allegations, supplies, pleaded, license agreement, 
interchangeable, motion to dismiss, antitrust, costs, locked, buns, cause of action, Defendants', ingredients, 
purchaser, approve, network"
Case 33,"damages, umbrella, prices, Defendants', conspiracy, Price-Ladder, purchases, cartel, Reply, suppliers, co-
conspirator, price fixing, speculative, non-conspiring, competitors, exchanges, courts, conspirators, price-fixing, 
antitrust, procompetitive, participated, decisions, documents, innocent, hearsay, interrogatory response, motion in 
limine, calculations, PLAINTIFFS'"
Case 34,"Plaintiffs', antitrust, taxicab, unfair competition, medallions, tortious interference, regulations, drivers, amended 
complaint, anti trust law, violations, local regulation, taxicab company, taxi, contractual relationship, motion to 
dismiss, wrongful means, monopolization, marketplace"
Case 35,"advertising, Cable, Spot, alleges, Defendants', sales, antitrust, largest, competitors, regional, anticompetitive 
conduct, markets, rivals, monopolization, controls, anti trust law, Sherman Act, subscribers, Skiing, tying 
arrangement, monopoly power, anticompetitive, leveraging, television, monopoly, households, inventory, products, 
compete, buyer"
Case 36,"recorded, void, borrower, alleges, motion to dismiss, cause of action, Notice, Substitution, cancellation, servicer, 
Plaintiffs', foreclosure, trust deed, instruments, notice of default, documents, trustee sale, declaratory relief, 
violations, foreclose, subject property, fail to provide, quiet title, slander of title, modification, voidable, unfair, full 
name, purported, mortgage"
