Page,Label,Text
24,1, All other issues raised by Sylvania's appeal are disposed of in a memorandum disposition filed herewith. 
25,2," HN3[
] Secondary-line price discrimination affects competition between buyers of a discriminating seller's goods, while 
primary-line discrimination affects competition between a discriminating seller and others who sell the same goods. "
27,3," Several other circuits have addressed this issue, though without the same depth of analysis found in Boise and Feeser. 
Compare Alan's of Atlanta, Inc. v. Minolta Corp., 903 F.2d 1414, 1418 n.6, 1426 (11th Cir. 1990) (Robinson-Patman Act focuses 
on injury to competitors, not to competition), with Richard Short Oil Co., Inc. v. Texaco, Inc., 799 F.2d 415, 420 (8th Cir. 1986) 
(alternative holding) (Robinson-Patman Act focuses on injury to competition, not to competitors), and Motive Parts Warehouse v. 
Facet Enterprises, 774 F.2d 380, 395 (10th Cir. 1985) (same)."
27,4," Foremost Pro was later cited with approval by the D.C. Circuit in Boise, 837 F.2d at 1143. "
35,1, The proposed Subclass was limited to persons to whom the Defendants send periodic mailings. 
38,2," One type of riskless trades -- those conducted through Instinet -- has already been excluded from the class by agreement of 
the parties. "
45,1," The within case has been referred to the undersigned United States magistrate judge for all purposes, including trial and entry 
of judgment, pursuant to 28 U.S.C. § 636(c). "
49,2," The question of the requirements of the Federal Arbitration Act, 9 U.S.C. § 2, was not raised in the Hannon case. State laws 
which prohibit the enforcement of agreements to arbitrate violate the Supremacy Clause of the United States Constitution 
because of the Federal Arbitration Act unless the agreement falls within the ""two limitations"" to the Act.  Southland Corporation 
v. Keating, 465 U.S. 1, 10-16, 79 L. Ed. 2d 1, 104 S. Ct. 852 (1984); Mitsubishi Motors Corporation v. Soler Chrysler-Plymouth, 
Inc., 723 F.2d 155, 158 (1 Cir., 1983). Neither of the limitations is applicable to either the instant case or the Hannon case. The 
result is the same regardless of whether the claim which is the subject of an arbitration agreement has been brought in federal or 
state court. Id.; Moses H. Cone Memorial Hospital v. Mercury Construction Corp., 460 U.S. 1, 24, 74 L. Ed. 2d 765, 103 S. Ct. 
927 (1983). Whether a Chapter 93B claim falls within the principle that antitrust claims are not subject to arbitration is discussed, 
infra, at part III."
49,3," See footnote 2, supra. "
50,4," The Court wrote that: ""we find it unnecessary to assess the legitimacy of the American Safety doctrine as applied to 
agreements to arbitrate arising from domestic disputes."" Mitsubishi Motors Corp., 473 U.S. at 629. "
60,1," Although VVL speculates in its memoranda that the offer was a sham, its complaint contains no such allegation. "
61,2, The Magistrate requested VVL to amend its complaint to clarify the basis upon which HGSI could be held liable.
61,3," Of course, a request for attorney's fees and costs follows."
61,4," In VVL's previous complaints, Counts II and III named HGSI as a defendant."
61,5," The Magistrate reasoned that because VVL had no reasonable expectation of acquiring Grace's vermiculite holdings all claims 
under the Sherman Antitrust Act should be dismissed. Also, the Magistrate found that VVL's complaint failed adequately to plead 
the necessary elements to support its claims. The separate conspiracy to monopolize count was not contained in VVL's previous 
complaints. "
62,6, HGSI is not a defendant in the Peers cases. 
63,7," The Supreme Court has carved out various exceptions. See, e.g., United Mine Workers of America v. Pennington, 381 U.S. 
657, 14 L. Ed. 2d 626, 85 S. Ct. 1585 (1965) (holding that the Act does not cover attempts to influence executive to adopt labor 
standards); Eastern Railroad Presidents Conference v. Noerr Motor Freight, 365 U.S. 127, 5 L. Ed. 2d 464, 81 S. Ct. 523 (1961) 
(holding that using false information to persuade state governmental actors to enact legislation that injures competitors is not 
actionable under the Act); Professional Real Estate Investors, Inc. v. Columbia Pictures Industries, Inc., 508 U.S. 49, 123 L. Ed. 
2d 611, 113 S. Ct. 1920 (1993) (holding that unless objectively baseless, litigation is protected under the Noerr-Pennington 
Doctrine, which protects right to petition government); Parker v. Brown, 317 U.S. 341, 87 L. Ed. 315, 63 S. Ct. 307 (1943) 
(holding state action exempt from purview of the Act); NAACP v. Claiborne Hardware Co., 458 U.S. 886, 73 L. Ed. 2d 1215, 102 
S. Ct. 3409 (1981) (holding that consumer boycott of businesses organized by blacks to achieve racial equality could not be "
64,," reached by state antitrust laws); Apex Hosiery Co. v. Leader, 310 U.S. 469, 484, 84 L. Ed. 1311, 60 S. Ct. 982 (1940) (holding 
that violent union take over of factory did not implicate antitrust laws)."
64,8," See William N. Eskridge, Jr., The New Textualism, 37 UCLA L. Rev. 621 (1990) (outlining Justice Scalia's theory of statutory 
interpretation)."
