Page,Label,Text
24,*," Honorable Frederick A. Daugherty, Senior District Judge for the United States District Court for the Western District of 
Oklahoma, sitting by designation. "
25,1," In this opinion, Visa USA designates the joint venture named as the defendant. We refer to its credit cards simply as Visa."
25,2," The Visa USA Board draws its members from twelve designated regions, each electing a representative, generally a bank's 
chief executive officer or chief operating officer. Based on a formula, larger regions may have a second board seat. Seven 
directors are elected nationally, and a separate seat is reserved for a director who represents small banks. Citicorp has its own 
seat on the board based on the rule of automatic appointment to any member with more than ten percent of the total volume of 
outstanding cards. MasterCard board members are not permitted to sit on the Visa USA board."
25,3," Sears, Roebuck and Company is the parent corporation of Sears Consumer Financial Corporation and Dean Witter Financial 
Services Group, its wholly owned subsidiaries. Sears' counsel informed the court during oral argument that Dean Witter then 
owned plaintiff MountainWest. However, the designation Sears in this opinion collectivizes plaintiff bank and the Sears entities 
involved in the litigation. "
26,4," In 1991, approximately 24 million Discover cards had been issued, while Citicorp had approximately 21 million cards in the 
market. "
27,5," In part, section 1 states, HN3[
] ""Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of 
trade or commerce among the several States, or with foreign nations, is declared to be illegal."" "
29,6," BMI, NCAA, and Northwest Wholesale Stationers are emblematic and not intended to be all inclusive or exhaustive of the 
extant Supreme Court precedent on joint ventures under section 1."
29,7," We would note, however, some of the commentary on the antitrust treatment of joint ventures suggests a different approach. 
See, e.g., Thomas A. Piraino, Jr., Beyond Per Se, Rule of Reason or Analysis: A New Antitrust Standard for Joint Ventures, 76 
Minn. L. Rev. 1 (1992); Joseph F. Brodley, Joint Ventures and Antitrust Policy, 95 Harv. L. Rev. 1523 (1982)."
29,8," The 1984 Department of Justice Merger Guidelines define market power as ""the ability of one or more firms profitably to 
maintain prices above a competitive level for a significant period of time."" U.S. Dept. of Justice Merger Guidelines (1984), 
reprinted in 4Trade Reg. Rep. (CCH) P 13,103 at 20,556. "
30,9," These screens or filters are presumptions in antitrust analysis. They ""help to screen out cases in which the risk of loss to 
consumers and the economy is sufficiently small that there is no need of extended inquiry and significant risk that inquiry would 
lead to wrongful condemnation or to the deterrence of competitive activity as firms try to steer clear of the danger zone."" Frank 
H. Easterbrook, The Limits of Antitrust, 63 Tex. L. Rev. 1, 17 (1984). These ""simple rules [] will filter the category of probably-
beneficial practices out of the legal system, leaving to assessment under the Rule of Reason only those with significant risks of 
competitive injury."" Id."
30,10," Again, we recognize the overlaps in analysis between section 1 and section 2 cases as did the district court. Nevertheless, the 
differences must be underscored, the former involving conduct that doesn't alter market structure; the latter, ""a pernicious market 
structure in which the concentration of power saps the salubrious influence of competition."" Berkey Photo, Inc. v. Eastman 
Kodak Co., 603 F.2d 263, 272 (2d Cir. 1979), cert. denied, 444 U.S. 1093, 62 L. Ed. 2d 783, 100 S. Ct. 1061 (1980). "
31,11," Although Sears does not dispute this characterization of the market, it contends it attempted to launch its Prime Option 
program under the Visa aegis to ""compete more effectively"" at the issuer level. By offering multiple credit cards, Discover and 
Prime Option Visa, Sears contended it would then ""strengthen competition."" "
32,12," This revision of the market distinguishes this case from Reazin v. Blue Cross & Blue Shield of Kan., 899 F.2d 951 (10th Cir.), 
cert. denied, 497 U.S. 1005, 111 L. Ed. 2d 752, 110 S. Ct. 3241 (1990), upon which Sears relies."
32,13," Ironically, the district court rejected Visa USA's argument that the present market is highly concentrated, such that admitting 
Sears would constitute a violation of section 7 of the Clayton Act. After discussing the Herfindahl-Hirschman Index (HHI), which 
is used to determine market concentration, the district court rejected Visa USA's aggregation of market shares, stating ""the court 
agrees with Visa's expert Professor Schmalensee that each individual issuer of Visa and MasterCard cards should be included 
in the HHI analysis, resulting in a system HHI of below 500."" SCFC ILC, Inc. v. Visa U.S.A., Inc., 819 F. Supp. 956, 994 (D. Utah 
1993). This figure represents an unconcentrated market. "
33,14," In particular, Sears' disincentive argument provides the widest array of speculation and raises concerns about its standing to 
represent the supposed injury of others hoping to start up proprietary charge cards. Nevertheless, the parties each shared in 
charting the court's terrain."
33,15," In testimony, Katz explained, not only was Justice Department scrutiny a concern, but also ""attorneys general around the 
country who had been looking at Visa and deciding whether it is too large."" "
34,16," The new policy responded as well to deregulation of the moving industry. Although regulatory constraints figured in the 
analysis, the resolution of the central issue was not dependent on that context."
34,17," That is, its interstate rivals can no longer compete in interstate hauling both as Atlas agents and as independent agents. The 
policy, then, is analogous to the rule at issue here."
34,18, We note that American Express has never participated in this lawsuit. 
35,19," Terminal Railroad and Associated Press are the roots of the essential facility analysis in antitrust. See Phillip E. Areeda, 
Essential Facilities: An Epithet in Need of Limiting Principles, 58 Antitrust L.J. 841 (1990). "
36,20," Indeed, when the question becomes whether the restraint is reasonably necessary to achieve the joint venture's goals, 
""exclusivity of venture membership will not generally be regarded as suspect."" 1993 Supplement P 1506, at 1115. The 
Department of Justice has stated: Selectivity in the membership of a joint venture often enhances a joint venture's procompetitive potential. Forcing joint ventures 
to open membership to all competitors (or to license the product of an R&D joint venture to all who seek licenses) would 
decrease the incentives to form joint ventures . . . For example, the inability to exclude those who would bring little or nothing to 
the joint venture, or those who would fail to share fully in the risks, would decrease the efficiency of the joint venture and reduce 
the expected reward from successfully accomplishing the joint venture's mission. An enforcement policy that denied a joint 
venture the ability to select its members might also encourage firms to forego risky endeavors in the hope of being able to gain 
access through antitrust litigation to the fruits of the successful endeavors of others. Thus, the Department [of Justice] generally 
will be concerned about a joint venture's policy of excluding others only if (i) an excluded firm cannot compete in a related market 
or markets . . . in which the joint venture members are currently exercising market power without having access to the joint 
venture and (ii) there is no reasonable basis related to the efficient operation of the joint venture for excluding other firms. Justice Department, International Operations Antitrust Enforcement Policy 42 (Nov. 10, 1988) (CCH Supp.) (quoted in 1993 
Supplement P 1506, at 1115). "
40,1," These defendants include A.E.V., Inc.; Q.F.A., Inc.; Jet Distributors, Inc.; Red Sky, Inc.; and Beer and Pop Warehouse, Inc. "
42,2," Primary line injury, on the other hand, involves discrimination resulting in injury to a seller's competitors. Barr Laboratories, 978 
F.2d at 106."
42,3," ""In commerce"" means in interstate commerce, for purpose of the antitrust laws. 15 U.S.C. § 12 (Supp. 1994). "
43,4," Lutheran also argues that its ""transfers"" of Guinness beers to West Virginia wholesalers are consummated in Pennsylvania and 
thus do not cross a state line. We do not agree with this contention. Merely because a sales transaction occurred in 
Pennsylvania is not determinative of whether that sale was ""interstate,"" especially when all parties to the sales transactions were 
aware that the goods were ultimately destined for outside the state. Technicalities such as where title to the goods passed are 
immaterial. White Industries v. Cessna Aircraft Co., 657 F. Supp. 687, 699 (W.D. Mo. 1986). "
48,1, For the purposes of this motion the defendants accept as true the allegations of the complaint. 
49,2," In its response to Def. SOF P 8, Paddock states that its expert believes that only the Tribune, Sun-Times and Daily Herald are 
attempting to compete in the entire metropolitan area. Limiting the market to these three newspapers yields figures of 53%, 38% 
and 9% respectively. "
52,3," The defendants contend that Count I should be dismissed as to the syndicates and news services because § 7 applies only to 
acquiring persons. However, Paddock points out that sellers can be joined as defendants in a § 7 action when the plaintiff seeks 
rescission or divestiture and the court needs jurisdiction over both the buying and selling company in order to fashion 
appropriate equitable relief. United States v. Coca-Cola Bottling Co. of Los Angeles, 575 F.2d 222, 227-28 (9th Cir. 1978). 
Accordingly we do not recommend dismissal of Count I against the licensors on this ground. "
