頁碼 ,內容類型   ,內容
  21 ,Counsel    ,"Counsel:  [*1] For ALARMAX DISTRIBUTORS, INC., Plaintiff, Counter Defendant: Wendelynne J. Newton, LEAD
                  ATTORNEY, Buchanan Ingersoll & Rooney, Pittsburgh, PA.
                  For TYCO SAFETY PRODUCTS CANADA LTD, Defendant, Counter Claimant: Amber M. Schuknecht, LEAD
                  ATTORNEY, Pepper Hamilton, Pittsburgh, PA; Barak A. Bassman, Robert L. Hickok, LEAD ATTORNEYS, Pepper
                  Hamilton, Philadelphia, PA; Byron D. Kitchens, LEAD ATTORNEY, Abbott, Simses & Kuchler, New Orleans, LA;
                  Charles H. Abbott, LEAD ATTORNEY, Abbott, Simses & Kuchler, APLC, New Orleans, LA; Daniel J. Boland, Robin
                  P. Sumner, LEAD ATTORNEYS, Pepper Hamilton LLP, Philadelphia, PA; Dusty E. Kirk, LEAD ATTORNEY,
                  Pepper Hamilton LLP, Pittsburgh, PA."
  21 ,Judges     ,"Judges: Donetta W. Ambrose, Chief U.S. District Judge."
  21 ,Opinion by ,Opinion by: Donetta W. Ambrose
  26 ,Counsel    ,"Counsel:  [*1] Earl Sydney, Plaintiff, Pro se, Dorchester, MA.
                  For CEO Rich Fairbank, Defendant: Kristin D. Sostowski, LEAD ATTORNEY, Gibbons, Del Deo, Dolan, Griffinger &
                  Vecchione, Newark, NJ.; Robert C. Brady, LEAD ATTORNEY, PRO HAC VICE, Gibbons P.C., Newark, NJ."
  26 ,Judges     ,"Judges: Richard G. Stearns, UNITED STATES DISTRICT JUDGE."
  26 ,Opinion by ,Opinion by: Richard G. Stearns
  29 ,Counsel    ,"Counsel: Mark Schlachet, for appellants.
                  William J. Kayatta, Jr., with whom Clifford H. Ruprecht, Pierce Atwood LLP, James C. Egan, Jr., Kirsten A.
                  Lockhart, Carrie M. Anderson, and Weil Gotshal & Manges were on brief for appellees Chrysler LLC, Chrysler
                  Motors LLC, DaimlerChrysler Financial Services Americas LLC, and Mercedes-Benz USA, LLC.
                  John H. Rich III, Perkins & Thompson, P.A., Robert A. Van Nest, Ragesh K. Tangri, Rachael E. Meny, Daniel
                  Purcell, and Keker & Van Nest, LLP were on brief for appellee American Honda Motor Co., Inc.
                  Margaret M. Zwisler, William R. Sherman, and Latham & Watkins LLP were on brief for appellee Ford Motor
                  Company.
                  Richard C. Godfrey, David J. Zott, Daniel E. Laytin, and Kirkland & Ellis LLP were on brief for appellees General
                  Motors Corp. and GMAC LLC."
  29 ,Judges     ,"Judges: Before Lynch, Chief Judge, Cudahy, * Senior Circuit Judge, and Torruella, Circuit Judge."
  29 ,Opinion by ,Opinion by: LYNCH
  34 ,Counsel    ,"Counsel:  [*1] For In Re Universal Service Fund Telephone Billing Practice Litigation, Plaintiff: Emmanuel N. Ayuk,
                  LEAD ATTORNEY, Stinson Morrison Hecker LLP - Walnut, Kansas City, MO; Isaac L. Diel, LEAD ATTORNEY,
                  Sharp McQueen P.A., Overland Park, KS.
                  For Plaintiffs, Plaintiff: Barbara J. Felt, LEAD ATTORNEY, PRO HAC VICE, Heins Mills & Olson, P.L.C -
                  Minneapolis, Minneapolis, MN; Barry C. Barnett, LEAD ATTORNEY, PRO HAC VICE, Susman Godfrey, L.L.P. --
                  Dallas, Dallas, TX; David H. Orozco, LEAD ATTORNEY, Susman Godfrey L.L.P. -- Los Angeles, Los Angeles, CA;
                  Isaac L. Diel, LEAD ATTORNEY, Sharp McQueen P.A., Overland Park, KS; Jennifer Fountain Connolly, LEAD
                  ATTORNEY, Wexler Wallace, LLP, Chicago, IL; Joseph Goldberg, LEAD ATTORNEY, Freedman, Boyd, Hollander,
                  Goldberg & Ives PA, Albuquerque, NM; Marc M. Seltzer, LEAD ATTORNEY, PRO HAC VICE, Los Angeles, CA;
                  Marc R. Stanley, LEAD ATTORNEY, Stanley Mandel & Iola-Dallas, Dallas, TX; Warren T. Burns, LEAD
                  ATTORNEY, Susman Godfrey, L.L.P. -- Dallas, Dallas, TX.
                  For Sprint Communications Company, L.P., Defendant: Mark D. Hinderks, LEAD ATTORNEY, Stinson Morrison
                  Hecker LLP - Overland Park, Overland Park, KS; Mark M. Iba, LEAD ATTORNEY, Stinson Morrison  [*2] Hecker
                  LLP - Walnut, Kansas City, MO.
                  For AT&T Corporation, Defendant: Charlene M. Yaneza, Charles W. Douglas, David C. Giardina, David M.
                  Schiffman, Jessica S. Nolan, Julie M. Weber, Michael P. Doss, LEAD ATTORNEYS, Sidley Austin LLP -- Chicago,
                  
                  
                  Chicago, IL; David F. Graham, Mark B. Blocker, LEAD ATTORNEYS, PRO HAC VICE, Sidley Austin LLP --
                  Chicago, Chicago, IL; Howard Spierer, LEAD ATTORNEY, AT&T Corp. - NJ, Bedminster, NJ; Lynn S. McCreary,
                  Staci Olvera Schorgl, LEAD ATTORNEYS, Bryan Cave LLP - KC, Kansas City, MO.
                  For Harris, Wiltshire & Grannis, LLP, Respondent: Fred Campbell, Michael Nilsson, Patrick O'Donnell, LEAD
                  ATTORNEYS, Harris, Wiltshire & Grannis, LLP, Washington, DC.
                  Patricia C. Howard, Miscellaneous, Pro se, Washington, DC.
                  For Pam Hattaway, formerly known as Pam Holloway, George Hattaway, Objectors: Charles M. Thompson, LEAD
                  ATTORNEYS, Birmingham, AL.
                  T. J. Adamczyk, Objector, Pro se, Chicago, IL."
