Case Index,Core Terms
Case 1,"vermiculite, mining, donations, properties, antitrust, concentrates, plaintiffs', Parcel, monopolize, damages, mining 
rights, conspiracy, reserves, anticompetitive, defendants', summary judgment, geographic, restrictive covenant, 
grade, relevant market, transportation, royalties, effects, lease, sufficient evidence, substitutes, lost profits, 
Sherman Act, transportation costs, downstream"
Case 2,"football, trademark, Sherman Act, domain name, defendants', personal jurisdiction, venue, antitrust, rights, restraint 
of trade, conspiracy, monopolize, motion to dismiss, plaintiff's claim, cause of action, anti trust law, alleges, 
interstate commerce, antitrust claim, dolphins, jets, relevant market, Clayton Act, conspirators, terms, first amended 
complaint, long arm statute, infringement, monopoly"
Case 3,"toy, manufacturers, suppliers, retailer, sales, discounter, horizontal, warehouse, vertical, boycott, competitors, 
products, riding, market power, customers, related products, communications, antitrust, effects, anticompetitive, 
advertising, stocking, prices, practices, consumer, decree, unilateral, decisions, coercing, mark-up"
Case 4,"Tobacco, damages, monopoly power, competitors, antitrust, moist, snuff, matter of law, retailers, new trial, jurors, 
monopolization, racks, Defendants', advertising, manufacture, practices, relevant market, award damages, jury 
award, interviews, remittitur, argues, brands, prices"
Case 5,"patent, trademark, antitrust, motion to strike, memorandum of decision, defendants', plaintiffs', counts"
Case 6,"patents, licensed, customers, motors, antitrust, manufacturers, technology, drives, alleges, markets, relevant 
market, market power, intellectual property, joint venture, hard disk, incorporating, infringement, products, compete, 
antitrust claim, anticompetitive, anti trust law, monopoly power, microprocessors, competitors, monopolization, 
Guidelines, royalty payment, Sherman Act, asserting"
Case 7,"patent, antitrust, software, trade secret, manufacturer, summary judgment, selling, Repairers, unilateral, Resale, 
distributors, concerted, holder, nonmoving party, matter of law, rights, joint venture, instant case, anticompetitive, 
counterclaims, aftermarket, proprietary, monopolize, marketing"
Case 8,"antitrust, Surgical, products, manufacturer, defendants', purchasers, amended complaint, terminated, anti trust law, 
distributors, consumers, surgery"
Case 9,"summary judgment motion, hotels, expectancy, summary judgment, furniture, contractual relationship, Antitrust, 
genuine, buyers, secret, sales"
Case 10,"partnership, termination, cells, ban, reconsideration motion, antitrust claim, summary judgment, preliminary 
injunction, argues, material cause, satisfactory, economic relations, intervening, speculative, notice"
Case 11,"copper, prices, purchaser, scrap, plaintiffs', defendants', refined, antitrust, damages, Metal, class certification, 
overcharge, ascertainability, conspiracy, allegations, contracts, dealers, artificially, manipulation, manufacturer, 
class member, proposed class, transactions, Minerals, seller, motion to dismiss, class period, anticompetitive, 
selling, levels"
Case 12,"pumps, submersible, Electric, Petroleum, sales, turbine, manufacturing, joint venture, distributors, products, 
competitors, dispenser, variable, prices, licensing, market share, supplier, planned, sells, acquisition, REDACTED, 
major oil company, gas station, customers, service station, merger, motors, license agreement, market power, 
water pump"
Case 13,"pumps, submersible, Electric, Petroleum, sales, turbine, manufacturing, joint venture, distributors, products, 
competitors, dispenser, variable, prices, licensing, market share, supplier, planned, sells, acquisition, REDACTED, 
major oil company, gas station, customers, service station, merger, motors, license agreement, market power, 
water pump"
Case 14,"chassis, dealers, remanufactured, customer, license, binding agreement, out-of-state, manufacturer, in-state, 
warranty, interstate commerce, place of business, district court, violates, regulation, dormant, state law, injunction, 
repair, truck, new motor vehicle, anti trust law, stated purpose, discriminatory, argues, new motor vehicle dealer, 
buy, county prosecutor, anticompetitive, franchised"
Case 15,"whistle-blowing, termination, antitrust, hotel, violations, directed verdict, discharged, membership, argues, 
recommendation, reasons, punitive damages, public policy, employees, policies, individual defendant, trial court, 
complaints, protested, damages, staff, antitrust violation, anti trust law, matter of law, emotional, distress, Motel, 
fails, member of the board, summary judgment"
Case 16,"advertising, restrictions, dentists, consumers, discount, rule-of-reason, anticompetitive, patients, prices, across-the-
board, dental, rule of reason, procompetitive, misleading, dental services, asymmetries, ban, abbreviated, empirical 
evidence, benefits, policies, effects, markets, circumstances, antitrust, customers, licensing, offering, puffery, record 
evidence"
Case 17,"rugs, import, retailers, trade show, manufacturers, commerce, district court, magistrate judge, plaintiffs', subject 
matter jurisdiction, Sherman Act, defendants', Export, wholesalers, antitrust, advertising, Promotion, additional 
evidence, anti trust law, domestic, foreign manufacturer, recommendation, oriental, trips, interstate commerce, 
participating, allegations, consumers, vaccine, buying"
Case 18,"subject matter jurisdiction, antitrust, motion to dismiss, antitrust claim, commerce, allegations, reasonably 
foreseeable, domestic commerce, courts, lack of subject matter jurisdiction, inextricably intertwined, jurisdictional 
question, domestic market, relevant market, proceedings, domestic, convert, parties"
Case 19,"merger, antitrust, damages, umbrella, divestiture, licensing, laser, patent, summary judgment, purchasers, pricing, 
anti trust law, consummated, compulsory, Clayton Act, speculative, parties, antitrust violation, duplicative, injunctive 
relief, private plaintiff, moving party, Defendants', conspiracy, factors, unfair competition, equitable relief, non-
conspirator, genuine, doctrine of laches"
Case 20,"films, clearance, bid, theater, defendants', first-run, exhibitors, movie, summary judgment, license, summary 
judgment motion, exhibition, antitrust, distributor, restraint of trade, court concludes, opened, personal knowledge, 
metropolitan area, competitor, conspiracy, affirming, discovery, conspire, expert opinion, material fact, proffered, 
reasons, screens, wholly owned subsidiary"
Case 21,"customers, distributors, fountain, syrup, foodservice, delivery, bottlers, relevant market, restaurant, products, 
chains, distributed, outlets, prices, supplies, Shoe, summary judgment, monopolization, one-stop, shopping, 
supplier, substitutes, loyalty, volume, nonmoving, consumer, switched, customer base, no evidence, marketing"
Case 22,"antitrust, privileges, Sherman Act, conspiracy, monopolize, geographic, medical staff, patient, anticompetitive, 
summary judgment, relevant market, market power, no evidence, Clayton Act, relinquished, commerce, conspire, 
surgeons, cases, concerted action, general surgery, monopoly power, practicing, Surgery, alleges"
Case 23,"plaintiffs', lawsuit, rights, investigate, qualified immunity, fair housing, discriminatory, chilled, baseless, Lawless, 
Zoning, partial summary judgment, summary judgment, district court, memorandum, advocacy, antitrust, residents, 
flyers, conciliation, state-court, conversion, neighbors, mental disability, documents, cases, use permit, moot, sham,"
Case 24,"geographic, market power, competitors, plaintiffs', prices, market share, factors, propane, percent, reliability, radius, 
defendants', deposition, expert testimony, customers, relevant market, methodology, purported, antitrust, summary 
judgment motion, summary judgment, rate of return, expert report, unreliable, liquid, district court, consumers, 
sellers, service area, barriers"
Case 25,"counterclaim, terminate, alleges, price level, antitrust, vertical, motion to dismiss, no allegation, conspiracy, 
discovery, bid"
Case 26,"copper, export, Metals, effects, plaintiffs', subject matter jurisdiction, trading, Sherman Act, defendants', commerce, 
anti trust law, antitrust, domestic, contracts, Commodity, positions, markets, import, prices, warehouses, 
anticompetitive conduct, artificially, inflation, brokers, proviso, merchants, delivery, traders, anticompetitive, foreign 
nation"
Case 27,"antitrust, Counterclaim, allegations, software, anticompetitive, monopolization, anti trust law, interstate commerce, 
monopoly power, Sherman Act, Defendants', motion to dismiss, claimant, products, intellectual property, 
commerce, essential element, motion to strike, parties, misuse"
Case 28,"Recommendations, antitrust, Complaints, conspiracy, magistrate judge, fraudulent concealment, cases, documents, 
motion to dismiss, allegations, transferred, subpoena, definite statement, self-concealing, acquisition, discovery, 
motions"
Case 29,"Corrugated, Sheets, Box, amended complaint, complaints, motion to dismiss, conspiracy, Container, linerboard, 
antitrust, class period, Defendants', allegations, plaintiffs', Pleadings, antitrust violation, alleged conspiracy, 
Sherman Act, artificially, documents, motions, cases, statute of limitations, increased price, manufacturers, 
transferred, prices"
Case 30,"purchasers, indirect, Donnelly Act, retroactive application, retroactively, damages, antitrust, motion to dismiss, 
argues, rights, retroactive effect, plain language, new right, violations"
Case 31,"customers, parties, covenant, manufacturing, confidential information, summary judgment, courts, negotiations, 
plastic, promise, non-compete, confidential, ancillary, fiduciary, argues, legitimate business, misappropriated, 
competitors, contracts, ovens, non-competition, distributor, plastic paint, subcontract, plugs, resin, promissory 
estoppel, compete, rings, equitable estoppel"
Case 32,"Defendants', Plaintiffs', centers, authorize service, conspiracy, purchasers, terminated, summary judgment, price 
discrimination, monopolization, manufacturer, antitrust, repair, no evidence, market power, products, distributors, 
consumers, seller, anti trust law, radios, relevant market, service center, dealers, Sherman Act, electronic, indirect, 
allegations, repair shop, buyer"
Case 33,"purchaser, anti trust law, antitrust, indirect, motion to strike, manufacturers, overcharge, licensing, antitrust claim, 
cause of action, allegations"
Case 34,"toll, transportation, regulator, funds, entity, Tollway, monopoly power, highways, private right of action, market 
participant, antitrust, bonds, anti-competitive, Interstate, non-Skyway, routes, district court, market power, 
limitations, monopoly, legislative history, motion to dismiss, federal funds, Sherman Act, plaintiffs', proprietary, high-
speed, expenses, dormant, prices"
Case 35,"accrual, summary judgment, district court, limitations period, discovery, accrued, notice, fraudulent, injuries, 
insurance claim, patients, records, discovers, insureds, fraudulent conduct, sua sponte, investigate, reasonable 
diligence, Clayton Act, third amended complaint, issue of material fact, psychiatric hospital, discovery rule, 
predicate act, diagnoses, grant summary judgment, continuing violation, fraudulent claim, allege fraud, concealment"
Case 36,"merger, baby food, prices, percent, FTC, spending, consumer, preliminary injunction, products, retailer, jarred, 
proposed merger, market share, manufacturing, plant, concentration, volume, shelf, innovation, merged, brand, 
sales, variable, markets, prima facie case, combined, effects, savings, relevant market, Consolidation"
Case 37,"scores, real-time, syndicate, gathered, media, golf, substantial likelihood, golf tournament, golf course, competitor, 
facilities, on-site, preliminary injunction, anticompetitive, web-site, parties, credential, antitrust, monopoly, 
irreparable harm, public interest, monopoly power, property right, transmitted, basketball, contracted, leveraging, 
prevail, riding, member of the media"
Case 38,"carry-on, airline, baggage, defendants', plaintiffs', antitrust, allegations, passengers, air carrier, regulation, motion to 
dismiss, bags, relevant market, rule of reason, state-law, effects, preemption, policies, primary jurisdiction, Sherman 
Act, anticompetitive, consumers, airports, routes, customers, boarding, flights, luggage, conspiracy, preempted"
Case 39,"Divestiture, Counts, merger, allegations, motion to dismiss, anticompetitive, conspiring, second amended complaint, 
conspiracy, antitrust, survive, concentration, subsidiary, monopoly, effects, merging, amend, propose an 
amendment, antitrust claim, consummated, divergent, lessen"
Case 40,"merger, injunction, district court, pending appeal"
Case 41,"infringement, copying, summary judgment, counterclaims, substantially similar, similarity, school district, copyright 
infringement, antitrust, motion to dismiss, magazine, state law claim, summary judgment motion, unfair competition, 
argues, dismissal with prejudice, copyright protection, defense motion, pleadings, listing, nonmoving party, factual 
data, alphabetical, contends, headings, parties, thin"
Case 42,"Spectators', broadcast, conspiracy, horizontal, tournament, competitors, advertising, sponsors, boycott, district 
court, antitrust, conspirators, golf, manufacturer, vertical, coerced, on-site, motive, golf tournament, rule of reason, 
contends, radio, summary judgment, group boycott, Sherman Act, suppliers, restraint of trade, market power, per se 
rule, coercion"
Case 43,"zoning, courts, consent judgment, immunity, Levee, sand pit, district court, law clerk, settlement, district judge, 
argues, sand, lobbying, sham, affirmative defense, trial court, parties, rights, summary judgment motion, legal 
counsel, state court, ordinance, pretrial, waived, access rights, non-jury, pits"
Case 44,"arbitration, bankruptcy court, jury trial, district court, violations, rights, compel arbitration, Discovery, equitable, 
proceedings, agreement to arbitrate, arbitration agreement, appropriate remedy, arbitration clause, plaintiff's claim, 
antitrust, parties"
Case 45,"antitrust, premises, alleges, summary judgment, Memorandum, summary judgment motion, material fact, 
conspiracy, revised, per se violation, rule of reason, competitors, violates, asserts"
Case 46,"prices, milk, antitrust, cheese, anti trust law, district court, Cartwright Act, buyers, Sherman Act, price-fixing, floor, 
damages, depress, conspiracy, milk producer, unfair competition, cases, milk price, anticompetitive, allegations, 
sellers, price fixing, manipulating, defendants', plaintiffs', courts, bulk, filed rate doctrine, artificially, restrained"
Case 47,"partnership, competitors, customers, carriers, damages, antitrust, phone service, rights, local telephone, class 
member, interconnection, tortious interference, prudential, incumbent, common carrier, lack standing, provisions, 
telephone, consumer, indirect, orders"
Case 48,"stabilizing, regulation, practices, immunity, flipping, Syndicate, shares, underwriting, anti trust law, antitrust, public 
offering, investors, manipulation, customers, offering, Bids, combat, challenged conduct, anti-competitive, 
defendants', plaintiffs', stock, conspiracy, Trading, fixing, prices, securities exchange, tracking system, subscribers, 
inflated"
Case 49,"generic, hydrochloride, terazosin, patents, defendants', products, tablet, antitrust, marketing, capsule, infringement, 
Sherman Act, domestic, drugs, per se rule, horizontal, successful defense, settlements, restraint of trade, summary 
judgment, Pharmaceuticals, restrain, Accords, partial summary judgment, generic drug, anti-competitive, plaintiffs', 
contracted, regulation, dollars"
Case 50,"loose leaf, brands, moist, snuff, tobacco, prices, percent, consumers, merger, acquisition, products, increased price, 
sales, producers, users, competitor, elasticity, injunction, preliminary injunction, concentration, savings, switch, 
market share, substitution, chewing tobacco, interchangeable, estimates, Clayton Act, smokeless, submarket"
Case 51,"antitrust claim, interconnection, antitrust, alleges, trunks, violations, traffic, monopolization, reciprocal, contends, 
telecommunications, customers, parties, state commission, anti trust law, immunity"
Case 52,"sections, membership, Camping, antitrust, summary judgment, conspiracy, conspire, market power, Sherman Act, 
anticompetitive, boycott, parties, restraint of trade, adverse effect, concerted, benefits, compete, staff"
Case 53,"radiology, exclusive contract, antitrust, Defendants', alleges, termination, anti trust law, civil conspiracy, antitrust 
claim, clinical privileges, providers, patients, tying arrangement, diagnostic, baseball, minor league, state law, 
radiologists, parties, courts, conspiracy, antitrust violation, economic benefit, conspire, Sherman Act, privileges, 
tortious interference, motion to dismiss, state law claim, anticompetitive"
Case 54,"products, conspiracy, amended complaint, Defendants', antitrust, beauty, Sherman Act, geographic, district court, 
anticompetitive, discovery, markets, reasons"
Case 55,"gun, manufacturers, public nuisance, firearms, municipal, nuisance, remoteness, courts, weapons, plaintiffs', 
products, violence, regulation, dealers, proximate cause, UFA Amendment, organizational, licensed, cases, costs, 
suits, powers, defendants', speculative, injuries, damages, rights, negligent entrustment, cause of action, buyer"
