Case Index,Core Terms
Case 1,"advertising, cable, monopolist, broadcasting, Skiing, competitor, antitrust, programming, monopoly, switch, 
allegations, anticompetitive, anticompetitive conduct, viewers, monopolization, over-the-air, ticket, cases, 
consumers, cable television, refusals, purchaser, removal, monopoly power, television, barrier, prices, anti trust law, 
plaintiffs', terminate"
Case 2,"retailers, products, bottlers, space, prices, antitrust, shelf, display, loaders, dealer, territory, contracts, employees, 
Counts, secret, gifts, commercial bribery, summary judgment, competitor, consumer, soft drink, Bottling, programs, 
anticompetitive, counterclaims, promotions, violations, discounts, franchise, regional"
Case 3,"tolls, plaintiffs', Bonds, cause of action, Interstate, Route, market participant, private right of action, defendant 
argues, funds, relevant market, Sherman Act, transportation, allegations, proprietary, transportation improvement, 
provisions, violations, purposes, bridges, private right, finance, travel"
Case 4,"newspapers, advertising, affiliation, delivery, electronic, terminate, conspiracy, monopolize, transmission, monopoly, 
leveraging, delivery service, markets, prices, network, monopoly power, Sherman Act, summary judgment, boycott, 
competitors, conspiracy claim, satellite, concerted action, conspire, join, anti trust law, market share, announced, 
tending, trade association"
Case 5,"landing gear, merger, preliminary injunction, arbitration, antitrust claim, district court, antitrust, manufacturers, 
brakes, jets, worldwide, wheels, landing, district judge, argues, airplane, notice, anti trust law, irreparable, merits, 
prices, harms, arbitration clause, purchaser, contends, military, effects, parties, seal"
Case 6,"preannouncement, summary judgment, licenses, anticompetitive, operating system, disparagement, processor, 
alleges, knowingly false, release date, Antitrust, contends, motions, relevant market, manufacturers, Practices, 
announced, monopoly, license agreement, misleading, schedules, users"
Case 7,"interstate commerce, combinations, commerce, monopoly, manufacture, antitrust, restraint of trade, commodity, 
regulation, pool, antitrust statute, anti trust law, transactions, Oil, price fixing, Sherman Act, fined, out-of-state, 
national bank, confederation, wholesaler, destroy, intrastate commerce, five hundred, commerce clause, interstate, 
intrastate, indirect, enters, cases"
Case 8,"combine, monopoly, interstate commerce, commodity, commerce, recusal, law firm, manufacture, pool, 
transactions, fined, national bank, Antitrust, price fixing, out-of-state, antitrust statute, confederation, enters, 
intrastate commerce, five hundred, taxation, changes, excise tax, Sherman Act, destroy, thousand dollars, 
regulation, products, trusts, cases"
Case 9,"immunity, threats, prelitigation, petitions, sham, probable cause, rights, infringement, baseless, cards, district court, 
players, threat of litigation, correspondence, lawsuit, antitrust, enjoyed, incidental use, parody, libel, actual litigation, 
summary judgment, private party, good faith, threatening, good-faith, discovery, proximate, baseball, likeness"
Case 10,"boycott, trade show, archery, antitrust, alleges, defendants', competitor, second amended complaint, Sherman Act, 
district court, consumers, space, group boycott, monopolize, customers, anti trust law, anticompetitive, exhibition, 
suppliers, producer, exhibitors, relevant market, manufacturers, output, manufacturers and distributors, distributors, 
conspiracy, quotations, boycotted, destroy"
Case 11,"Retail, brand, display, cigarette, fixture, space, manufacturers, advertising, market share, signage, outlets, 
permanent, preliminary injunction, sales, injunction, market power, competitors, hardships, serious question, public 
interest, visibility, pack, pro-competitive, compete, smokers, merits, adult, likelihood of success, above-counter, 
interbrand"
Case 12,"conspiracy, district court, chiropractic, chiropractors, material fact, Sherman Act, under-referral, conspirators, 
restraint of trade, claim for relief, concerted action, summary judgment, anti trust law, personal stake, impermissible, 
plaintiffs', antitrust, decisions, enrollees, intra-HMO, referral"
Case 13,"Beer, plaintiffs', customers, defendants', discount, district court, distributor, causation, losses, wholesalers, 
damages, antitrust violation, proximate causation, factors, Liquor, antitrust, antitrust claim, purchasing, vindicate, 
retailers, reasons, prices, licenses, sales, sufficient evidence, fact of damage, racketeering, summary judgment 
motion, cases, injuries"
Case 14,"conspiracy, summary judgment, explosives, dealer, Sherman Act, summary judgment motion, terminated, 
monopolize, blasting cap, contractual, market share, Deposition, antitrust, alleges, fail to comply, material fact, just 
cause, Undisputed, commerce, distribution agreement, Robinson-Patman Act, counterclaim, distributors, non-
movant's, monopoly, parties, manufacturer, products, genuine, prices"
Case 15,"purchasers, indirect, restitution, disgorgement, defendants', motion to dismiss, damages, claim for damages, 
authorizes, injunctive relief, antitrust, lorazepam, civil penalty, manufacturer, anti trust law, attorney's fees, 
monetary relief, equitable, costs, state law claim, allegations, umbrella, amended complaint, generic, drugs, state 
law, permanent injunction, equitable relief, state statute, Clayton Act"
Case 16,"electricity, generation, district court, retail, territory, electric service, displacing, service area, supervised, customers, 
Energy, state action, articulated, argues, retail customer, regulations, grant summary judgment, third party, 
transmission, doctrine of immunity, issue preclusion, material fact, state court, distributed, immunity, wheeling, 
Steel, prong, pilot program, declaratory"
Case 17,"patent, Touch, infringement, bad faith, patent law, patentee, anti trust law, unfair competition, district court, 
preempted, inequitable conduct, Lanham Act, marketplace, alleges, preemption, decisions, patent infringement, 
antitrust, federal law, counterclaims, customers, unenforceable, competitor, invalid, tortious interference, 
manufacture, potential customer, state tort, notice, rights"
Case 18,"Resort, lodging, tickets, lift, antitrust, discount, leave to amend, anticompetitive, ski, price-fixing, non-members, 
effects, district court, ski resort, monopolization, allegations, conspiracy, packages, referral, accommodations, 
Defendants', Practices, antitrust violation, Sherman Act, clarification, competitors, sanctions, Commerce, Mountain, 
markets"
Case 19,"commerce, conspiracy, Sherman Act, anti trust law, antitrust, subject matter jurisdiction, projects, courts, motion to 
dismiss, foreseeable, Petroleum, marine, extraterritorial, rigging, bid"
