Case Index,Core Terms
Case 1,"Antitrust, per se rule, rule of reason, summary judgment, commerce, rented, relevant market, circumstances, 
scaffolding, parties, slab, fly, anti trust law, Sherman Act, competitor, horizontal, regulation"
Case 2,"force majeure, manufacturing, License, diltiazem, summary judgment, shutdown, summary adjudication, parties, 
affirmative defense, Partial, generic, excused, foreseeable, breached, entities, prong, unfair, pharmaceutical, 
obligations, terms, reasonable control, provisions, Affiliates, subsidiary, contracts, damages, unforeseeable, non-
compete, competitor, Products"
Case 3,"antitrust, no-hire, employees, plaintiffs', Sherman Act, anti-competitive, compete, pension benefits, anti trust law, 
pension, rights, affiliates, covenants, rule of reason, group boycott, courts, competitors, cancelled, cases, per se 
rule, interfere, antitrust violation, price fixing, defendants', horizontal, ancillary, bridging, hire, class certification, per 
se violation"
Case 4,"insurers, asbestos, courts, forum non conveniens, grounds, coverage, plaintiffs', antitrust, litigated, defendants', 
policies, contacts, parties, cases, convenience, personal jurisdiction, cause of action, Sherman Act, doctrine of 
forum non conveniens, motion to dismiss, witnesses, anti trust law, minimum contact, choice of law, reimbursement, 
antitrust case, documents, territory, service of process, convenient forum"
Case 5,"insurance company, insurers, asbestos, forum non conveniens, grounds, courts, plaintiffs', motion to dismiss, 
policies, coverage, defendants', antitrust, litigated, parties, convenience, contacts, cases, district court, cause of 
action, Sherman Act, formerly, doctrine of forum non conveniens, witnesses, personal jurisdiction, anti trust law, 
successor, minimum contact, choice of law, reimbursement, Reinsurance"
Case 6,"merger, district court, baby food, consumer, concentration, wholesale, merits, preliminary injunction, percent, 
manufacturing, preliminary injunctive relief, likelihood of success, pre-merger, collusion, merged, prices, rebut, 
Clayton Act, acquisition, products, brand, lessen competition, coordinate, innovation, variable, jarred, firms, weigh, 
public interest, anti trust law"
Case 7,"routes, pricing, fares, flights, Airlines, costs, passengers, predation, nonstop, recoupment, predatory, hub, 
reputation, carriers, monopolize, markets, matching, variable, competitors, measures, seats, ranged, planning, jet, 
airport, Air, calculations, tests, aircraft, serving"
Case 8,"district court, Antitrust, frivolous, appointment of counsel, violates, vendors"
Case 9,"station, costs, gasoline, regular, prices, unleaded gasoline, retail, preliminary injunction, grade, Gift, Card, motor 
fuel, competitors, Fuel, pump, contempt, sales, discount, surveys, station manager, selling, margin, wholesale, 
plaintiffs', injure, posted, posted price, Customer, opening, cost of doing business"
Case 10,"settlement, class member, notice, settlement agreement, settlement fund, class action, putative class member, 
antitrust, damages, season, mail, preliminary approval, television, parties, class representative, proposed 
settlement, attorney's fees, incentive award, predominance, conspiracy, broadcast, football, package, risks"
Case 11,"allegations, Defendants', uniforms, co-conspirators, antitrust, definite statement, conspired, distributors, motion to 
dismiss, Counts, notice, expectancy, alleged conspiracy, reply brief, conspiracy, prices, reply, tortious interference, 
anti trust law, police uniform, Sherman Act, misconduct, products, cases"
Case 12,"defamation, prevailing wage, damages, bid, city council, petitioning, cases, government entity, sham, ordinary 
negligence, reckless disregard, trial court, antitrust, masonry, government action, right of petition, contractor, 
malice, libel, tortious interference, labor dispute, instant case, Sherman Act, workmanship, defamatory, falsehoods, 
Relations, employees, benefits, lobbying"
Case 13,"Tribe, casino, gaming, contracts, compact, Tribal, tribal court, plaintiffs', parties, invalid, void, management contract, 
management agreement, regulation, grounds, profits, business relationship, motion to dismiss, gambling, tortious 
interference, defendant argues, concurrence, development and construction, unfair competition, allegations, 
Facilities, electronic, mortgage agreement, collateral, antitrust"
Case 14,"patent, infringement, containers, bad faith, relevant market, defamatory, immunity, assignor, products, letters, 
disparagement, antitrust, argues, bulk, possesses, invalid, plastic, summary judgment, competitor, customers, 
patentee, Stock, bears, market power, interchangeable, monopolization, Manufacturing, rotationally, defamation, 
nonmovant"
Case 15,"alleges, competitor, products, Lanham Act, antitrust, Sherman Act, restraint of trade, affirming, sham, antitrust 
claim, misleading, Seal, amended complaint, motion to dismiss, investigations, advertising, customers, magnetic, 
water treatment, replead, Defendants', conspiracy, studies"
Case 16,"conspiracy, antitrust, punitive damages, increased price, allegations, fraudulent concealment, concealment, 
affirmative act, cigarette, meetings, cause of action, self-concealing, signals, prices, notice, alleged conspiracy, 
treble damages, due diligence, price-fixing, damages, statute of limitations, misrepresentation, inferred, cases"
Case 17,"Spectators', broadcast, conspiracy, horizontal, tournament, competitors, advertising, sponsors, boycott, district 
court, antitrust, conspirators, vertical, golf, manufacturer, coerced, on-site, motive, golf tournament, contends, radio, 
group boycott, per se rule, Sherman Act, suppliers, restraint of trade, summary judgment, rule of reason, market 
power, coercion"
Case 18,"Distributors, plaintiffs', Compl, cause of action, wholesalers, magazines, retailers, contracts, sales, termination, 
territories, pricing, supertitles, customers, trade secret, allegations, principal place of business, discount, exclusive 
territory, Robinson-Patman Act, titles, price discrimination, misappropriation, negotiations, Publishers, Franchise, 
predatory, markets, parties, reasons"
Case 19,"wine, antitrust, wholesaler, prices, suppliers, spirits, anti trust law, competitors, licensed, state law claim, retailers, 
dual, first amended complaint, anticompetitive, alleges, rebates, state law, dealers, brand, antitrust claim, liquor 
control, acquisition, distribute, practices, predatory, profits"
Case 20,"plaintiffs', domestic, commerce, defendants', anti trust law, injuries, subject matter jurisdiction, international law, 
amended complaint, customary, allegations, antitrust, vitamins, abroad, supplemental jurisdiction, antitrust claim, 
anticompetitive, conspiracy, effects, foreign law, Sherman Act, consolidation, duplicative, cases, price fixing, 
purchasers, courts, reasonably foreseeable, co-conspirators, global"
