Case Index,Core Terms
Case 1,"predicate act, district court, racketeering, farms, conspiracy, terminate, mail, racketeering activity, statutory period, 
price list, wire fraud, accrues, pendent, breach of contract, discovery, four-year, injuries, stolen, state law claim, 
discovery rule, state law, statute-of-limitations, deposition, interstate, profits, steal, pattern of racketeering activity, 
court of appeals, summary judgment, state court"
Case 2,"counterclaims, patent, allegations, immunity, paclitaxel, infringement, motion to dismiss, antitrust, license, orphan, 
declaratory judgment, paclitaxel-based, government action, Sherman Act, unfair competition, competitor, sarcoma, 
breast cancer, pleadings, portions, motion to strike, violations, decisions, marketing, estoppel, tortious, antitrust 
immunity, exclusive license, confidential, petitioning"
Case 3,"smoking, tobacco, cigarettes, conspiracy, nicotine, scientific, disease, personal jurisdiction, subsidiaries, special 
project, documents, research and development, memorandum, tobacco industry, smokers, lung cancer, co-
conspirators, funding, minimum contact, due process, scientists, effects, advertisement, contacts, tobacco 
company, tortious act, recommending, biological, marketing, territorial"
Case 4,"patients, geographic, acute, inpatient, service area, Merger, increased price, zip code, anticompetitive, reside, 
merging, travel, practical alternative, purchaser, Tunnel, overlap, hospital service, medical center, privileges, 
licensed, upgrades, Bridge, offers, region, beds, fiscal year, reorganization, encompassing, methodology, network"
Case 5,"privileges, surgical, antitrust, district court, peer review, conspire, staff, restrictions, recommended, conspiracy, 
surgeon, summary judgment, due diligence, medical staff, intracorporate, executive committee, major surgery, 
board of trustees, antitrust claim, material fact, limitations"
Case 6,"Scrap, citizens group, defendants', shredder, zoning, zoning appeals, immunity, environmental, antitrust, circuit 
court, Appeals, Metal, baseless, sham, courts, involvement, lawsuit, questions, shredding, argues, fax, competitor, 
fraudulent, funding, install, summary judgment motion, antitrust liability, second application, no evidence, classified"
Case 7,"antitrust, prices, conspiracy, price-fixing, consumers, shoes, anti trust law, Sherman Act, allegations, vertical, 
statute of limitations, defendants', plaintiffs', horizontal, damages, fraudulent concealment, motion to dismiss, per se 
violation, competitors, Clayton Act, cases, antitrust violation, department store, market power, conceal, retail, 
private plaintiff, due diligence, per se rule, notice"
Case 8,"circulation, advertising, Lanham Act, promotion, summary judgment, misleading, libel, actual malice, deceptive, libel 
claim"
Case 9,"personal jurisdiction, venue, transaction of business, allegations, motion to dismiss, Sherman Act, Lanham Act, 
magnetic, advertising, contacts, water treatment, sales, statute of limitations, promotion, cause of action, argues, 
lack of personal jurisdiction, commercial advertising, conspiracy, antitrust, products, asserts, collateral estoppel, 
residents, award of costs, improper venue, inhabitant, purchasing, costs"
Case 10,"district court, removal, antitrust, cause of action, merits, waived, federal court, allegations, pre-empted, preemption, 
federal claim, state court"
