Page,Label,Text
28,1," JLM Industries, Inc., and its subsidiary JLM International, Inc., are Delaware corporations. JLM Industries (Europe) B.V., JLM 
Europe BV, and Tolson Holland are all incorporated in the Netherlands."
28,2," Stolt-Nielsen SA is a Luxembourg holding company. Its subsidiary, Stolt-Nielsen Transportation Group Ltd is a Liberian 
corporation. Odfjell ASA is a Norwegian corporation, and Odfjell USA Inc. is its American subsidiary. Jo Tankers B.V. is 
incorporated in the Netherlands and Jo Tankers, Inc. is its American subsidiary. Tokyo Marine Co., Ltd. is a Japanese 
corporation. "
29,3," We note that the instant action is one of at least ten lawsuits filed in federal district courts in Connecticut, Pennsylvania, and 
Texas against some or all of the Owners involving charges of anti-competitive conduct within the parcel tanker industry. See  
Odfjell ASA v. Celanese AG, 2004 U.S. Dist. LEXIS 13151, No. 04 Civ. 1758, 2004 WL 1574728, at *1 n. 1 (S.D.N.Y. July 14, 
2004). Further, ""the Judicial Panel on Multidistrict Litigation has now transferred, or is in the process of transferring, these 
lawsuits . . . to the District of Connecticut."" Id."
29,4," The appeal of Tokyo Marine Co., Ltd. (Docket No. 03-7913 (CON)) was filed separately from the appeal of Stolt-Nielsen SA, 
Stolt-Nielsen Transportation Group Ltd., Odfjell ASA, Odfjell USA, Inc., Jo Tankers B.V., and Jo Tankers, Inc. (Docket No. 03-
7683(L)). Pursuant to an October 16, 2003, order, this Court consolidated the two appeals. In a letter to the Court, dated October "
30,24," , 2003, counsel for Tokyo Marine Co., Ltd. stated that Tokyo Marine Co. adopts the positions taken in the briefs filed by the 
other defendants in their appeal. "
31,5," Even if we were to find that JLM's argument concerned the arbitration term alone, making the question one for the court, there 
is no indication that the arbitration clause itself is an unconscionable or oppressive term of adhesion. HN7[
] ""For an arbitration 
provision to be stricken as a contract of adhesion there must be a showing of unfairness, undue oppression, or 
unconscionability.""  David L. Threlkeld & Co. v. Metallgesellschaft Ltd., 923 F.2d 245, 249 (2d Cir. 1991) (internal quotation 
omitted). See also  Klos, 133 F.3d at 168-69 (""The concept of adhesion . . . may not be invoked to trump the clear language of 
the agreement unless there is a disturbing showing of unfairness, undue oppression, or unconscionability.""). JLM is a large and 
sophisticated commercial enterprise that was familiar with and well understood the ASBATANKVOY's terms. Even where there 
is some disparity in bargaining power, there is no inherent unfairness or unconscionability in an arbitration clause if both parties 
are bound by it and know of its existence. See, e.g.,  Desiderio v. Nat'l Ass'n of Sec. Dealers, Inc., 191 F.3d 198, 207 (2d Cir. 
1999) (holding arbitration clause in form contract on which employment was conditioned not unconscionable contract of 
adhesion because it bound both parties);  Doctor's Assocs., Inc. v. Jabush, 89 F.3d 109, 113 (2d Cir. 1996) (holding franchisees 
who accepted form arbitration agreement as condition of purchasing franchise not unfairly surprised or oppressed). "
36,6," We also note JLM's suggestion that ""this Court's articulation of definitive phraseology"" occurs in our opinion in  Collins & 
Aikman Products Co. v. Building Systems, Inc., 58 F.3d 16 (2d Cir. 1995). Specifically, JLM argues that the following statement 
in Collins & Aikman supports its assertion that the district court properly restricted the scope of the arbitration clause: ""Claims 
that present no question involving construction of the contract, and no questions in respect of the parties' rights and obligations 
under it, are beyond the scope of the arbitration agreement.""  Id. at 23. This, says JLM, is ""the definitive legal standard"" in this 
Circuit regarding the scope of arbitration clauses. But Collins & Aikman also quotes with approval the following passage from 
Genesco: ""If the allegations underlying the claims 'touch matters' covered by the parties' agreements, then those claims must be 
arbitrated, whatever the legal labels attached to them.""  Id. at 21 (quoting  815 F.2d at 846; emphasis and ellipsis omitted). The 
case also presents a clearly distinguishable factual situation in that the Court was faced with claims arising from two distinct 
agreements between the parties; one (""the 1977 agreement"") which contained an arbitration clause and one (""the 1988 
agreement"") which did not. The Court held that only claims arising out of or related to the 1977 agreement would be ""grist for the 
arbitration.""  Id. at 21-22. But even with respect to claims that explicitly sought relief under the 1988 agreement, the Court held 
that it would ""look to the conduct alleged and determine whether or not that conduct is within reach of the 1977 arbitration 
clause.""  Id. at 20. "
37,7," JLM also argues that the ASBATANKVOY's arbitration clause cannot be invoked to compel arbitration of any claim that a given 
Owner is jointly and severally liable for the Sherman Act violations of another Owner. This argument necessarily fails for related 
reasons. The principles of estoppel we have just discussed are not limited to relations among corporate parents and their 
signatory subsidiaries. See, e.g.,  Choctaw, 271 F.3d at 403 (estopping building owner from avoiding arbitration of claim against 
signatory builder's surety);  MS Dealer, 177 F.3d at 948 (estopping car buyer from avoiding arbitration with service company that 
allegedly conspired with signatory car dealership). Each claimed injury under the Sherman Act arises from the fact that JLM 
entered into a charter with a given Owner or its subsidiary; each such charter included the ASBATANKVOY's broad arbitration 
clause. Because, as JLM asserts in its amended complaint, all of the Owners conspired, each with the others, to inflate the 
freight terms of any one such contract, any claim against an Owner jointly liable for the injury caused by that contract is 
inextricably intertwined with the arbitrable claim against the Owner liable under that contract. We do not, in so holding, mean to 
suggest that a claim against a co-conspirator of a party alleged to have engaged in antitrust violations will always be intertwined 
to a degree sufficient to work an estoppel. The inquiry remains a fact-specific one. See, e.g.,  In re Managed Care Litig., 132 F. 
Supp. 2d 989, 995 (S.D. Fla. 2000) (finding that nonsignatory defendants, alleged to be aiders and abettors and co-conspirators 
of signatories, did not have the requisite ""close relationship"" on the facts there present), modified on other grounds,  143 F. 
Supp. 2d 1371 (S.D. Fla. 2001). Cf.  Acquaire v. Canada Dry Bottling, 906 F. Supp. 819, 838 (E.D.N.Y. 1995) (finding that 
claims against ""myriad entities and individuals who . . . participated in and benefitted from the alleged price-fixing"" were 
""peripheral to"" the arbitrable claims). On the facts of this case, however, we easily conclude that non-signatory Owners ""have a 
close relationship with the parties bound to arbitrate,"" that a claim of joint and several liability ""concerns that relationship,"" and 
that ""the dispute is closely linked to a dispute that is subject to arbitration in the underlying contract.""  Choctaw, 271 F.3d at 405. "
38,8," Indeed, following Mitsubishi, several Circuit Courts of Appeals have held that antitrust disputes involving purely domestic 
markets are arbitrable as well. See  Seacoast Motors of Salisbury, Inc. v. DaimlerChrysler Motors Corp., 271 F.3d 6, 10 (1st Cir. 
2001) (collecting cases). A number of district courts in our Circuit have reached the same conclusion. See  Acquaire, 906 F. 
Supp. at 837 (collecting cases)."
38,9," JLM's comments regarding the wisdom of arbitrating the claims of ""500 to 700 customers"" are purely speculative. Although this 
case is brought as a class action, no class has been certified and, as yet, JLM represents no party but itself. We also note that 
we do not understand JLM to be making any argument to the effect that its assertion of class claims should serve as a bar or 
deterrent to sending the instant case to an arbitral panel. We would likely view such an argument skeptically because HN16[
] 
""federal courts have . . . consistently enforced arbitration provisions in the context of class action lawsuits when federal statutory 
claims have been at issue.""  Lewis Tree Serv., Inc. v. Lucent Techs. Inc., 239 F. Supp. 2d 332, 338 (S.D.N.Y. 2002). "
42,1," In 1999, the Insurance Commissioner was Chuck Quackenbush. The current Commissioner is the appellant John Garamendi."
42,2," The five insurance companies or groups are (1) State Farm General Insurance Company and State Farm Fire and Casualty 
Company (State Farm), (2) 21st Century Insurance Company and 21st Century Casualty Company (21st Century), (3) Allstate 
Insurance Company and Allstate Indemnity Company (Allstate), (4) Fireman's Fund Insurance Company (Fireman's Fund) and 
(5) Farmers Insurance Exchange (Farmers). We refer to these parties collectively as the ""insurers."""
42,3, The facts that we recite are not in dispute. The issues we resolve are entirely issues of law.
42,4," In connection therewith, DOI simultaneously executed a formal Order stating that ""it is understood that the [stipulation] and this 
Order resolve all of those issues identified in the [stipulation] . . . ."""
42,5," For example, State Farm agreed to ""notify . . . all policyholders who made earthquake claims under . . . homeowners single 
limit earthquake policies arising out of the Northridge earthquake [of possible additional action on their claims]."" State Farm also 
agreed to ""review the claim files of responding policyholders to verify . . . that each responding policyholder has received the 
benefits under the earthquake policy to which that policyholder is entitled."" DOI does not dispute that (1) State Farm sent out 
35,000 notices to claimants; (2) approximately 1,400 claimants responded; (3) State Farm made approximately $ 3 million in "
43,," additional payments to policyholders who responded; and (4) State Farm presented the results of its claims review process to 
DOI."
43,6," We note that the trial court expressly found that the stipulation was intended to ""conclude all regulatory action"" and the letter 
agreement relating to the $ 2 million contribution to CRAF were ""two separate and independent agreements."""
43,7," According to 21st Century, the $ 550,000 was to have been allocated $ 200,000 to DOI's ""Public Education/Outreach Fund,"" $ 
100,000 to a fine charged to 21st Century (allegedly, it was the only one of the five insurers subjected to a fine) and $ 250,000 to 
be spent on matters ""relating to seismic studies and other earthquake-related issues."" This allocation is reflected in 
correspondence to DOI from the president of 21st Century. At the conclusion of the negotiations, however, an agreement was 
apparently reached providing that the $ 550,000 sum was simply to be generally allocated without the specific earmarking 
proposed by 21st Century."
43,8, DOI makes no claim that Fireman's Fund did not fully perform this commitment. 
44,9," It should be noted that CIEP is a different public benefit corporation than CRAF. Farmers was the only insurer that made its 
contribution to CIEP; the other four all made their contributions directly or indirectly to CRAF. "
45,10," The Legislature's investigation also led to the resignation of Commissioner Quackenbush. It is apparently the view of the 
current Commissioner that the agreements made with the several insurers were not in the public interest and he has expressed 
his desire to revisit the market conduct issues that were purportedly resolved by the several settlement agreements."
45,11," Neither the Attorney General nor DOI has ever alleged that any of the insurers had any knowledge of, much less participated 
in, or were responsible for, the subsequent misuse of money by individuals associated with the DOI or CRAF. Indeed, DOI 
concedes that the insurers have engaged in no unlawful conduct in settling their administrative cases."
45,12," In support of his application for a preliminary injunction, the Attorney General alleged that (1) ""the settlements between DOI 
and insurance companies . . . were solicitations for contributions for specific purposes . . . related to earthquake education, 
earthquake relief, seismic research, and other earthquake-related issues."" (2) ""CRAF was created specifically to address 
earthquake-related issues . . . . The directors of CRAF had a fiduciary duty to use the funds obtained in connection with the 
settlement agreements for the purposes for which the insurance companies were told such funds would be used . . . ."" (3) ""The 
contributions [to CRAF] were solicited for specific earthquake-related purposes."" In support of his complaint for injunctive relief, 
the Attorney General: (1) claimed that ""the settlement monies were solicited by DOI for use in addressing topics relating to 
earthquake study and education and to provide financial relief to earthquake victims;"" (2) solicited and submitted to the Superior 
Court a declaration by State Farm's Associate General Counsel, who had participated in the settlement negotiations. Said 
counsel declared, in support of the Attorney General's claim, that CRAF's funds were restricted to earthquake-related purposes, 
and that ""State Farm understood its contribution would be used for the purpose of engaging in seismic safety research and 
public education;"" and (3) objected to evidence offered by the CRAF defendants and argued that there was ""no foundation"" for 
testimony that ""CRAF was free to dedicate funds to worthy non-earthquake-related charities."" Those objections were sustained."
45,13," We presume that the Attorney General's announcement of such ""potential legal actions"" had reference to the proceedings that 
are now before us. "
46,14," As we explain below, no such requirement was in fact included in any of the settlement agreements and the Attorney 
General's argument to us misconstrues and misapplies his opinion."
46,15, DOI does not argue that this prospective legislation is applicable in this case.
46,16," We specifically note that these allegations are directly contrary to the position taken by the Attorney General earlier in the 
CRAF action (the Sacramento Superior Court proceeding discussed above) where he successfully asserted that the court 
should enjoin the expenditure of funds by CRAF because the settlement agreements pursuant to which funds were delivered to 
CRAF did prohibit the use of funds for any purpose unrelated to earthquake issues. While these circumstances might arguably 
raise the issue of judicial estoppel in this action (and the trial court in fact so held), we do not reach or further discuss such issue. 
We can and do decide this case on the other two grounds relied upon by the trial court."
46,17," The Attorney General did not appeal from the entry of judgment in favor of the insurers. He, however, does appear in this 
matter as counsel for DOI. Thus, DOI is the only remaining appellant. "
47,18," As already indicated (see fn. 16, ante), we do not reach or discuss this argument. "
48,19," In its briefs on appeal, the DOI concedes that the Commissioner had a broad discretionary authority to enter into settlement of 
the administrative disputes with the insurers."
48,20," Unless otherwise indicated, all statutory references are to the Government Code. "
49,21, Nothing in the authorities relied upon by the DOI compels a contrary conclusion. 
51,22," Similarly, in the fall of 1994, the then and present Commissioner Garamendi settled a pending rate application dispute with 
21st Century. Among the terms of the settlement were the requirements that 21st Century ""expend no less than $ 50,000"" on 
community action programs in the Oakland-San Francisco area and ""invest $ 1,000,000"" in banks in the Oakland-San Francisco 
areas, with the particular institutions to be selected by a consumer group."
51,23," As already noted, the subsequent Legislative enactment, in September of 2000, of amendments to the Insurance Code to 
prohibit settlements by the Insurance Commissioner that provide for a respondent to contribute or deposit any money to a 
nonprofit agency or to pay any fine or assessment except in accordance with Insurance Code Section 12975.7 (Stats. 2000, c. 
1091 (S.B. 2107 (Sen. Speier)) (amending Ins. Code, §§ 12921 & 12975.)), cannot establish, retrospectively, a public policy 
applicable to transactions taking place one year earlier. DOI does not otherwise contend. "
54,1," Plaintiff's initial response rested largely upon the contention that it could not meaningfully address the issues raised in 
Defendants' motion absent its (and, more importantly, its expert's) opportunity to review various documents sought from non-
party BCBSM. Following its resolution of this discovery dispute, the Court granted both sides an opportunity to file a 
supplemental brief and supporting exhibits addressing the matters uncovered in this last round of discovery. Both sides elected 
to take advantage of this offer, with Plaintiff filing a supplemental brief and expert's affidavit on April 21, 2004, and Defendants 
filing a supplemental reply and supplemental expert's affidavit on May 26, 2004. "
55,2," Plaintiff also refers occasionally to the Northwood/NPN (""NNPN"") network, which apparently is the administrative counterpart to 
Defendant ABP for certain health benefit plans offered to General Motors employees and retirees. Although the record 
somewhat unclear on this point, Plaintiff apparently alleges that the NNPN network is administered as a joint venture between 
Defendant W&F and one of its competitors, Binson's Home Health. Neither Binson's nor NNPN has been named as a party, 
however, and Plaintiff's complaint does not specifically refer to either the NNPN network or any General Motors health benefit 
plans."
55,3," ""SUPPORT"" is an acronym for ""Select Utilization of Providers for Prosthetic, Orthotic and Rehabilitative Technology."""
55,4," As explained by Defendants, HMO-based plans were excluded from the SUPPORT program because an HMO essentially is an 
across-the-board ""carve-out,"" consisting of an exclusive set of providers for all health care services. "
