Case Index,Core Terms
Case 1,"prices, eggs, Grocers, trial court, conspiracy, instructions, damages, competitors, antitrust, checking, Cartwright 
Act, unfair, circumstances, prejudicial, tacit, circumstantial evidence, products, figures, retail, conspirators, 
practices, infer, factors, stabilize, collusion, economist, evidentiary error, cause of action, fix prices, violations"
Case 2,"prices, eggs, Grocers, trial court, conspiracy, instructions, damages, competitors, antitrust, checking, Cartwright 
Act, unfair, circumstances, prejudicial, tacit, circumstantial evidence, products, figures, retail, conspirators, 
practices, infer, factors, stabilize, collusion, economist, evidentiary error, cause of action, fix prices, violations"
Case 3,"berth, antitrust claim, alleges, statute of limitations, motion to dismiss, judicial notice, antitrust, Clayton Act, 
defendants', failure to state a claim, diversity jurisdiction, right to operate, documents, sublease, accrued, damages"
Case 4,"wafers, sales, manufacturers, argues, barriers, semiconductor, competitors, lease, tools, contends, unfair 
competition, products, charter, micron, triable issue of fact, suppliers, prices, unjust enrichment, commercial sale, 
anti trust law, designate, unfair, summary judgment, selling, federal tax law, pretrial, costs, summary judgment 
motion, summary adjudication, anti-competitive"
Case 5,"arbitration, dealer, antitrust claim, anti trust law, district court, antitrust, arbitration award"
Case 6,"cefaclor, bulk, patent, manufacturing, email, antitrust, nucleus, argues, conspiracy, Memo, competitors, direct 
evidence, horizontal, generic, summary judgment, intermediates, expired, restraint of trade, markets, parties, 
summary judgment motion, products, supplied, sales, per se rule, KNOW-HOW, selling, prices, third party, 
infringement"
Case 7,"purchases, Defendants', jurisdictional minimum, amount in controversy, drugs, district court, two-year, antitrust"
Case 8,"hotsite, customers, disaster, midrange, quick-ship, switch, mainframe, percent, parties, defendants', Merger, 
recovery service, external, acquisition, relevant market, vendors, mobile, recovery system, dedicated, coldsites, 
computer system, work area, declarations, Guidelines, redacted, depending, products, back-up, substantial 
number, Deposition"
Case 9,"personal jurisdiction, cause of action, patent, sham, antitrust, motion to dismiss, lawsuit, allegations, vexatious 
litigation, patent infringement, business relationship, complaint alleges, tortious act, immunity, transaction of 
business, court concludes, counterclaim, infringement, defendants', compulsory counterclaim, long arm statute, 
ownership, baseless, argues, antitrust action, probable cause, competitor, Trademark, responds, facie"
Case 10,"team, photographers, district court, lights, summary judgment, antitrust, competitor, anti trust law, credentials, 
arena, tortious interference, contracted, conspire, monopoly, strobe, games, argues, season, grant summary 
judgment, monopoly power, single entity, conspiracy, leveraging, asserts, fixing"
Case 11,"commerce, currency, banks, domestic, reasonably foreseeable, effects, motion to dismiss, defendants', exchanges, 
give rise, anti trust law, antitrust, Copper, plaintiff's claim, import, cases, subject matter jurisdiction, anticompetitive, 
fixing, legislative history, domestic commerce, foreign nation, conspiracy, conspired, warnings, alleges, prices, 
amended complaint, Sherman Act, supra-competitive"
Case 12,"hangers, alleges, monopolization, counterclaims, manufacturers, competitors, antitrust, prices, replead, cause of 
action, Clayton Act, acquisitions, purchaser, amend, facie, conspiracy to monopolize, defamatory statement, motion 
to dismiss, anti trust law, monopoly power, defamation, defamatory, garments, products, percent, seller, lists"
Case 13,"asbestos, Holdings, settlement, alleges, Defendants', cases, prima facie tort, products, tortious interference, 
claimants, mail, threats, predicate act, Memorandum, extortion, plaintiffs', pleaded, witness tampering, fraudulent, 
Hobbs Act, manufacture, non-sick, damages, induced, courts, producers, exposed, sick, economic advantage, 
misrepresentation"
Case 14,"allegations, encouraged, color of state law, Zoning, rights, motion to dismiss, violations, contempt, occupational 
license, zoning ordinance, private entity, conspiracy"
Case 15,"pricing, costs, bid, provider, variable, health plan, employees, contracts, patient, managed care, predatory, plans, 
insurers, offers, rates, competitor, benefit plan, credible, products, network, renewal, health insurance, healthcare, 
fixed cost, antitrust, compete, premium, marketing, viable, subsidiary"
Case 16,"salaries, employees, anticompetitive, market power, exchanged, oil, district court, fungible, antitrust, petrochemical, 
defendants', effects, rule of reason, interchangeability, coordination, alleges, prices, Match, relevant market, sellers, 
buyers, meetings, concentrated, competitors, conspiracy, Container, market share, cases, motion to dismiss, 
susceptible"
Case 17,"Lanham Act, advertising, practices, subscribers, deceptive, McCarran Act, insurance business, literally, unfair, 
misleading, interstate commerce, insurer, impair, preliminary injunction, injunction, argues, state law, remedies, 
courts, offers, industry standard, health plan, invalidate, damages, federal law, Highmark's Lanham Act, employees, 
consumer, network, merits"
Case 18,"accreditation, Plaintiffs', class member, certification, damages, class action, putative class member, predominate, 
oral representation, representative plaintiff, individualized, prerequisites, format, class certification, putative class, 
evidentiary, contracts, adequacy, parties, determinations, commonality, graduates, member of the class, individual 
issues, demonstration, comparable, terms, proposed class, adjudications, inappropriate"
Case 19,"accreditation, Plaintiffs', class member, certification, damages, class action, putative class member, predominate, 
oral representation, representative plaintiff, individualized, prerequisites, format, class certification, putative class, 
evidentiary, contracts, adequacy, parties, determinations, commonality, graduates, member of the class, individual 
issues, demonstration, comparable, terms, proposed class, adjudications, inappropriate"
Case 20,"baseball, exemption, antitrust, anti trust law, attorney general, major league baseball, contraction, League, 
preliminary injunction, cases, Boxing, professional baseball, state antitrust law, players, federal law, abstention, 
adhered, asserts, merits, teams, decisions, district court, applicability, terms, subpoena, courts, interstate 
commerce, regulation, announced, parties"
Case 21,"Plaintiffs', antitrust, district court, cigarettes, manufacturer, pleadings, tobacco, violations, addictive, smoking, 
certify, express warranty, personal injury, warranty, damages, antitrust claim, questions, consumer, assault"
Case 22,"monopolization, competitors, plaintiffs', customers, facilities, antitrust, anti trust law, migrating, consumers, cause of 
action, Cartwright Act, allegations, Telecommunications, monopoly, motion to dismiss, defense motion, 
anticompetitive, telephone, Counts, lack standing, interrupted, argues"
Case 23,"dealers, favored, branchmen, rates, purchasers, newspaper, price discrimination, district court, commerce, 
appellants', retail, summary judgment, territories, allowances, geographic"
Case 24,"templates, airlines, passengers, carry-on, baggage, district court, checkpoint, procompetitive, anticompetitive, 
install, airports, antitrust, effects, restrictions, medallions, quick-look, customers, anti trust law, Dental, output, 
disputes, damages, flights, vacate, costs, bags, lift, cooperate, proffered, carrier"
Case 25,"wafers, sales, manufacturers, argues, barriers, semiconductor, competitors, lease, tools, contends, unfair 
competition, products, charter, micron, triable issue of fact, suppliers, prices, unjust enrichment, commercial sale, 
anti trust law, designate, unfair, selling, summary judgment motion, summary judgment, federal tax law, costs, 
summary adjudication, anti-competitive, tax-exempt"
