Page,Label,Text
27,*," Honorable Richard D. Cudahy, United States Circuit Judge for the Seventh Circuit, sitting by designation. "
28,1," An accountant hired by Annulli prepared a report that supports Bellum's assertion that the Wrights wanted to appropriate 
Annulli's share of the profits. The accountant estimated that Annulli made roughly forty dollars on each tree he sold; under the 
terms of their contract, the Wrights made between $ 6.50 and $ 10 a tree."
28,2," Annulli, his wife, and Annulli Nurseries were named as plaintiffs in the cases relevant to this appeal. As Mr. Annulli is the 
principal plaintiff, we refer to him alone. "
29,3," The District Court disposed of all of Annulli's civil RICO claims on summary judgment. HN2[
] We exercise plenary review 
over such a decision, see Olson v. General Elec. Astrospace, 101 F.3d 947, 951 (3d Cir. 1996), and apply the same test the 
District Court should have applied in the first instance, see Lawrence v. National Westminster Bank, New Jersey, 98 F.3d 61, 65 
(3d Cir. 1996). We must therefore determine whether the record, when viewed in the light most favorable to Annulli, shows that 
there is no genuine issue of material fact and that defendants are entitled to judgment as a matter of law. See Salley v. Circuit 
City Stores, Inc., 160 F.3d 977, 980 (3d Cir. 1998). "
30,4," Our last predicate act exception, created in Keystone, 863 F.2d at 1130, allowed actions based on injuries occurring outside the limitations period if injuries that are derived from the same pattern of 
racketeering are within the limitations period. Likewise, predicate acts which [were] committed within the limitations period 
should provide a basis for civil RICO actions to redress a RICO injury occurring prior to the limitations period . . . . The Supreme Court rejected this rule because it provided plaintiffs with little incentive to investigate their claims. It also let the 
plaintiffs sit on their rights indefinitely and use the new predicate acts ""as a bootstrap to recover for injuries caused by other 
earlier predicate acts that took place outside the limitations period."" Klehr, 521 U.S. at 190."
30,5," The Court in Klehr described Keystone's injury plus pattern discovery rule as a ""larger hole"" through which civil RICO plaintiffs 
would have to fit their cases and the pure injury discovery rule as a ""smaller one."" Klehr, 521 U.S. at 192. The third rule 
mentioned in Klehr creates a smaller hole still. Concurring, Justice Scalia noted that he would have adopted as the civil RICO 
accrual rule, the Clayton Act pure injury rule, which provides that a ""cause of action accrues and the statute begins to run when 
a defendant commits an act that injures a plaintiff's business."" See id. at 197-98. "
31,6," In an affidavit, signed April 21, 1997, Dominick Annulli swore that soon after the defendant Wrights terminated our contract and denied me access to the trees that I planted and maintained, I 
was contacted by one of my larger customers, Shemin Nurseries, Inc., located in Connecticut, and they advised me that the 
defendant, Evergreen Express, Inc., had faxed a new price list to Shemin's office offering cut trees as well as dug and 
balled nursery trees. . . . In the same time period, . . . [the Defendants] were attempting to steal my customers. George Bellum, who submitted an affidavit on Annulli's behalf, averred that the price list the Wrights sent to Annulli's customers 
was stolen from Annulli. "
33,7," See Brokerage Concepts, Inc. v. U.S. Healthcare, Inc., 140 F.3d 494 (3d Cir. 1998) (""Defendant's heavy-handed business 
tactics, . . . while relevant to a tortious interference claim, cannot be made to fit within the statutory and doctrinal constraints of 
the mail and wire fraud statutes.""); Blount Financial Services, Inc. v. Walter E. Heller and Co., 819 F.2d 151, 152-53 (6th Cir. 
1987) (holding that absent specific allegations of intentional fraud, ""sending a financial statement which misconstrues the prime 
rate provided by the terms of the contract may breach the contract but it does not amount to a RICO mail fraud cause of 
action."")."
33,8," See, e.g., United States v. Napoli, 54 F.3d 63, 68 (2d Cir. 1995) (finding that ""despite the broad range of criminal offenses 
designated by the money laundering statute, the crime of theft, standing alone, is not a specified unlawful activity. It is neither a 
federal crime listed in sections 1956 and 1961, nor one of the state-law offenses that constitute RICO predicate acts.""); Toms v. 
Pizzo, 4 F. Supp. 2d 178, 183 (W.D.N.Y. 1998) (noting that ""simple theft is not one of the crimes constituting a predicate act for 
purposes of establishing a pattern of racketeering activity""); Buck Creek Coal, Inc. v. United Mine Workers, 917 F. Supp. 601, 
612 (S.D. Ind. 1995) (""Theft is not the type of act that forms a predicate act under RICO.""); Bonton v. Archer Chrysler 
Plymouth, Inc., 889 F. Supp. 995, 1002 (S.D. Tex. 1995) (""Under HN14[
] RICO, . . . acts that constitute theft under state law 
are not predicate acts for racketeering activity. . . . A plaintiff may not convert state law claims into a federal treble damage 
action simply by alleging that wrongful acts are a pattern of racketeering related to an enterprise."") "
34,9," HN16[
] There are two elements of a mail or wire fraud charge: ""(a) a scheme to defraud, and (2) a mailing or wire in 
furtherance of that scheme."" Greenberg v. Brewster, 816 F. Supp. 1039, 1049 (E.D. Pa. 1993). Wholly intrastate use of the mails 
for fraud violates the mail fraud statute. See, e.g., In re Burzynski, 989 F.2d 733, 742 (5th Cir. 1993). In contrast, the federal wire 
fraud statute requires interstate use of the wire. See, e.g., Smith v. Ayres, 845 F.2d 1360, 1366 (5th Cir. 1988) (""As several 
courts have recognized, the statute requires that the wire communication cross state lines."")."
