Case Index,Core Terms
Case 1,"browser, operating system, software, integrated, user, products, monopolization, monopoly, license, technologies, 
restrictions, distribute, Web, leveraging, platform, courts, e-mail, screen, anticompetitive, functions, competitors, 
channel, summary judgment, anti trust law, consumers, customers, market share, antitrust, Java, Navigator"
Case 2,"plaintiffs', distributor, removal, defendants', Funds, federal court, state court, advertisements, preemption, benefits, 
tobacco, addictive, plans, state law, reimbursement, allegations, federal question, subrogation, cigarettes, diversity 
jurisdiction, terms of the plan, cause of action, district court, violations, preempted, voluntary dismissal, state law 
claim, fraudulently, decisions, fiduciary"
Case 3,"anesthesiologist, conspiracy, antitrust, staff privileges, summary judgment, anticompetitive, privileges, illegal 
conspiracy, reasonable jury, peer review, Sherman Act, circumstances, competence, patient, seeing, laser"
Case 4,"network, satellite, programming, defendants', challenges, subscribers, stations, household, alleges, affiliates, 
television, immunity, infringement, baseless, broadcast, license, signal, concerted, negotiate, antitrust, carrier, 
petitioning, letters, antitrust liability, over-the-air, unserved, offers, grade, retransmit, rights"
Case 5,"electricity, electric utility, regulation, rates, electric power, generation, retail, displace, summary judgment, wheeling, 
earmark, supervises, wholesale, customer, immunity, steel, public utility, nonmovant's, third-party, antitrust, argues, 
articulated, consumers, genuine, parties, motion to dismiss, regulatory policy, power generation, public interest, 
state action"
Case 6,"needles, patent, gun, invention, generation, inventor, invalidity, biopsy, energizing, testing, on-sale, infringement, 
reissue, sleeve, prior art, anticipation, specification, sequential, inventorship, spring, antitrust, stylet, misuse, 
incorrect, assembly, substantial evidence, cannula, products, tissue, antitrust violation"
Case 7,"franchisees, franchise, Products, pizza, antitrust, costs, software, franchise agreement, relevant market, 
aftermarket, alternate, tie-in, distributor, authors, dough, Recommendation, switching, narrowed, anti trust law, 
plaintiffs', market power, ingredients, suppliers, supplies, summary judgment, interchangeable, customers, prices, 
franchisor, contracts"
Case 8,"alleges, financing, antitrust, customers, bank holding company, floor plan, Sherman Act, referral, banking, 
reciprocal, right of first refusal, monopolization, buy, banking services, pleadings, commerce, products, retail, seller, 
right-of-first-refusal, prohibitions, conspiracy, violations, replead, sales, summary judgment motion, tying 
arrangement, summary judgment, anti trust law, practices"
Case 9,"gasoline, purchaser, lease, consignment, antitrust, retail, Lessee, customer"
Case 10,"district court, commercial activity, lists, marketing, subscribers, directory, database, Sherman Act, telephone, 
customer, subject matter jurisdiction, electronic, foreign state, mailing list, comity, allegations, data processing, 
Antitrust, contends, proceedings, asserts, charges, direct effect, true conflict, cleansed, Appeals, engages, grounds, 
courts, purged"
Case 11,"defendants', antitrust, coverage, insurers, restraint of trade, motion to dismiss, policies, rule of reason, group 
boycott, Sherman Act, Underwriters, asbestos, failure to state a claim, antitrust claim, anti trust law, anticompetitive, 
plaintiffs', discovery, product liability, procompetitive, effects, renewal, cases"
Case 12,"insurers, asbestos, courts, forum non conveniens, grounds, coverage, plaintiffs', antitrust, litigated, defendants', 
policies, contacts, parties, cases, convenience, personal jurisdiction, cause of action, Sherman Act, doctrine of 
forum non conveniens, motion to dismiss, witnesses, anti trust law, minimum contact, choice of law, reimbursement, 
antitrust case, documents, territory, service of process, convenient forum"
Case 13,"antitrust, allegations, interstate, pumps, fire truck, anti trust law, intrastate, conspiracy, commerce, interstate 
transaction, interstate commerce, adverse effect, predominantly, manufacturer, purchasers, state antitrust law, 
defendants', indirect, sales, amended complaint, regulation, contacts, antitrust statute, Sherman Act, contacts-
based, predominance, transactions, monopolies, courts, cases"
Case 14,"clinics, trial court, physical therapy, summary judgment, preferred provider, THERAPIST, territorial, market power, 
rule of reason, boycott, genuine"
