Page,Label,Text
22,1," The Court will grant, without any opposition in the record, Vista Healthplans' Motion for Judicial Notice of the Maximus/ACHA 
decisions."
22,2," On June 11, 2003, Maximus rendered its initial decision in a claims dispute between BayCare Health System, Inc. and Blue 
Cross Blue Shield of Florida/Health  [*6] Options. Following BayCare's withdrawal of its claims, on August 11, 2003, ACHA 
rendered its final decision dismissing the matter. Exhibit D to Plaintiff's Omnibus Consolidated Opposition to Defendants' 
Motions [DE 67]. The First District Court of Appeal reversed this dismissal in the Health Options opinion cited supra. "
23,3," Plaintiffs also attempt to assert acts of extortion as predicate acts. There are at least two reasons to reject this attempt. First, in 
Scheidler v. NOW, 537 U.S. 393, 123 S. Ct. 1057, 154 L. Ed. 2d 991 (2003), the Supreme Court held that a plaintiff must allege 
that a RICO defendant acquire  [*9] some property from injured plaintiffs. Though Plaintiffs assert that Defendants have withheld 
money belonging to Plaintiffs, rather than an act of extortion, the parties actually have a dispute over interpretation of ""usual and 
customary"" charges. Second, in this case the medical providers are required to provide services by statute and cannot balance "
24,," bill their HMO patients. Thus, Defendants are not making any threats to Plaintiffs regarding their property, but rather are simply 
(allegedly) not paying enough under the statute."
24,4," The Court may consider documents referred to by a plaintiff in a complaint which are central to the plaintiff's claim for purposes 
of a motion to dismiss without conversion of the motion to dismiss into a motion for summary judgment. Brooks v. Blue Cross & 
Blue Shield of Fla., 116 F.3d 1364, 1369 (11th Cir. 1997) (opinion of then United States District Court Judge Stanley Marcus 
attached to Eleventh Circuit opinion); Smith Barney, Inc. v. Scanlon, 180 F.R.D. 444, 446 (S.D.Fla. 1998). "
25,5," As for the letters Defendants' sent to subscribers informing them that the providers cannot bill the subscribers for the unpaid 
balance (Exhibit 2 to Complaint), these too are accurate statements containing no deception. Furthermore, as the Plaintiffs were 
not the recipients of those letters, Plaintiffs conceded that they cannot use these letters as predicate  [*14] acts which caused 
injury to Plaintiffs. Byrne v. Nezhat, 261 F.3d 1075, 1110 (11th Cir. 2001), citing Pelletier v. Zweifel, 921 F.2d 1465, 1499 (11th 
Cir. 1991)."
25,6," Though not necessary at this point (though the issue was fully briefed and argued), the Court does reject Defendants' argument 
that Plaintiffs cannot show any reliance upon Defendants' acts of sending  [*15] the EOB's because the providers are required to 
treat the patients before they are aware of the reimbursement rate. The providers are relying upon receipt from Defendants of 
""the usual and customary charges,"" pursuant to § 641.513, in return for their provision of emergency services to HMO 
subscribers. Thus, under the particular statutory duties of provision of care and payment to providers, the Court will infer that the 
reliance element is present in this case. "
26,7," Examples of ""plus"" factors include: ""(1) signaling of intentions; (2) permanent allocations programs; (3) monitoring of sales; (4) 
actions taken contrary to economic self-interest, including (a) little analysis of whether to follow price increases, (b) [competitors] 
pulling away from the discount cigarette market, (c) the May 1995 price increase lead by RJR and followed by Philip Morris, (d) 
Philip Morris' agreement to base the initial [Management Science Associates] ... payments on market capitalization rather than 
market share, and (e) 'excessive' price increases after the MSA; (5) nature of the market; (6) strong motivation; (7) reduction in 
the number of price tiers; (8) opportunities to conspire; (9) pricing decisions made at high levels; (10) the smoking and health 
conspiracy; and (11) foreign conspiracies."" Williamson Oil Co., 346 F.3d at 1305. "
27,8," With regard to Plaintiffs' claims of unjust enrichment or quantum meruit, counsel for Health Options appeared to concede, upon 
questioning by the Court of Plaintiffs' available remedies if no private right of action exists, that such claims could be brought in 
state court. The Court need not decide if such a concession was made, as it will decline to exercise supplemental jurisdiction."
27,9, The Court notes that Defendant Aetna asserts that this reference is intended to mean ERISA litigation. 
38,1," Section 20-2.1-5(1)(ii) provides that HN1[
] ""duly licensed persons in a fishery as of December 31 of the immediately 
preceding year, shall be eligible to obtain a principal effort license for the fishery sector for which they were licensed on 
December 31 of the immediately preceding year, which principal effort license shall allow its holder to fish in a fishery sector at 
the full harvest and gear levels."""
38,2," Prior to receiving any decision of the Commercial Fishing License Review Board, Riley was notified on April 22, 2003 that said 
Review Board had not yet been fully appointed. Riley asserts that the Board had, in fact, been appointed on April 16, 2003."
38,3, This Court notes that the opinion of the Attorney General is not needed based on this Court's decision herein. 
41,4," Other jurisdictions have held that regulations involving commercial fishing are properly reviewed under rational basis scrutiny. 
""Fishing, whether commercial or recreational, is not a fundamental right and those engaged in these activities are not a suspect 
class."" Vickers v. Egbert, 359 F. Supp. 2d 1358, 2005 U.S. Dist. LEXIS 3333, *10-12 (S.D. Fla. 2005) (citing Sisk v. Texas Parks 
& Wildlife Dep't, 644 F.2d 1056, 1058 n.5 (5th Cir. 1981); United Boatmen of NJ v. Mosbacher, 1992 U.S. Dist. LEXIS 664, *26-
27 (D.N.J. 1992); LaBauve v. Louisiana Wildlife & Fisheries Comm'n, 444 F. Supp. 1370, 1382 (E.D. La. 1978); Gilbert v. Dep't 
of Fish & Game, Bd. of Fisheries, 803 P.2d 391, 399 (Ak. 1990); California Gillnetters Ass'n v. Dep't of Fish & Game, 39 Cal. 
App. 4th 1145, 1154-55, 46 Cal. Rptr. 2d 338, 343 (Cal. Ct. App. 1995); Lane v. Chiles, 698 So. 2d 260, 263 (Fla. 1997); State v. 
Weaver, 805 So. 2d 166, 170 (La. 2002)). "
