Case Index,Core Terms
Case 1,"trial court, award of punitive damages, punitive damages, damages, insurer, cause of action, concealment, notice, 
offset, costs, reprehensibility, oppression, employees, malice, deleted, phase, compensatory damages, unfair 
competition, special verdict, new trial, endorsement, insurance company, managing agent, cancellation, remittitur, 
practices, contends, coverage, parties, unfair"
Case 2,"counterclaims, antitrust, patent, monopolize, proceedings, sham, defendants', sanctions, multiply, bad faith, 
vexatiously, decking, lawsuit, antitrust violation, patent infringement, declaration, argues"
Case 3,"settlement, notice, class member, certification, settlement agreement, proposed settlement, opt-out, pool, class 
action, opt out, preliminary approval, Plaintiffs', proposed class, certify, class certification, attorney's fees, 
predominate, parties, meets, stock, class representative, briefing, purposes, shares"
Case 4,"privileges, doctrine of primary jurisdiction, expertise, suspended, primary jurisdiction, district court, allegations, 
questions, courts, cases, sexual harassment, federal court, patient, reinstatement, competence, medical expertise, 
file a complaint, factual issue, suspension, judicial economy, antitrust, purposes, reasons, rates, national origin, 
consistency, specialized, termination, resolving, disputes"
Case 5,"privileges, doctrine of primary jurisdiction, expertise, suspended, primary jurisdiction, district court, allegations, 
questions, courts, cases, sexual harassment, federal court, patient, reinstatement, competence, medical expertise, 
file a complaint, factual issue, suspension, judicial economy, antitrust, purposes, reasons, rates, national origin, 
consistency, specialized, termination, resolving, disputes"
Case 6,"centers, letter agreement, testing, summary judgment, terms, district court, interim agreement, damages, tortious 
interference, antitrust, bid, injure, matter of law, computer-based, memorandum, undisputed, employees, destroy, 
board approval, Deposition, interfered, motivation, preparing, contends, acquire, network, genuine issue of material 
fact, contractual relationship, business relationship, light most favorable"
Case 7,"prices, cigarette, conspiracy, increased price, Plaintiffs', discount, wholesalers, brands, market share, retail, 
Defendants', permanent, signaling, competitors, announcement, facilitating, premium, alleged conspiracy, collusion, 
parallelism, conscious, volume, list price, programs, factors, summary judgment motion, Tobacco, cartel, 
coordination, documents"
Case 8,"Holdings, allegations, cases, paralegals, asbestos, amended complaint, predicate act, tortious interference, 
fraudulent, enterprise, settlement, motion to dismiss, continuity, Counts, Defendants', mail, backdated, 
identification, wire fraud, Stamp, law firm, documents, Producer, ongoing, falsified, misrepresentation, 
Memorandum, falsification, depositions, pleadings"
Case 9,"domain name, registration, plaintiffs', travel, website, marks, bad faith, registered, incontestability, cosmotravels, 
trademark, unfair competition, trademark infringement, consumers, disputed, infringer's, likelihood of confusion, 
factors, summary judgment, Lanham Act, advertising, confusingly, undisputed, licensing, abandoned, commerce, 
vacation, tours, registered trademark, no evidence"
Case 10,"Telecommunications, facilities, customers, competitors, anti trust law, Counterclaim, alleges, motion to dismiss, 
Sherman Act, antitrust, contractual, monopolist, terms, Interconnection, conversion, misrepresentation, fraudulent, 
telephone, convert, infrastructure, intentionally, incumbents, provisions, violations, monopoly, compete"
Case 11,"conspiracy, commerce, producers, domestic, rubber, antitrust, thread, effects, import, substantial effect, cases, anti 
trust law, price-fixing, Sherman Act, meetings, courts, target, district court, price fixing, substantial-effect, affiliations, 
Carpet, global, fix prices, characterization, transactions, abroad, prices, subsidiaries, conspiratorial"
Case 12,"Coatings, contacts, paint, automotive, discovery, refinishing, subsidiary, personal jurisdiction, cases, Alien, venue 
provision, manufactured, venue, anti trust law, venue statute, Clayton Act, co-conspirators, prices, lack of personal 
jurisdiction, antitrust, employees, products, patent, marketing, web-site, wherever, courts, domestic corporation, 
board of directors, service of process"
Case 13,"anti trust law, facilities, competitors, antitrust, Sherman Act, Telecommunications, interconnection, alleges, 
monopoly, network, anticompetitive, customers, wholesale, Skiing, monopolist, squeeze, argues, consumers, retail, 
monopoly power, prices, local telephone, monopolization, terms, saving clause, compete, markets, cases, antitrust 
claim, retail price"
Case 14,"alleges, amended complaint, antitrust, kefir, relevant market, argues, antitrust claim, unfair competition, conspiracy, 
Sherman Act, distributors, probability, specialty, products, parties, restraint of trade, civil conspiracy, dairy product, 
Lanham Act, contractual relationship, conspire, settlement agreement, lawsuit, anti trust law, containers, 
geographic, motion to dismiss, malicious abuse, interchangeability, manufacturers"
Case 15,"geographic, district court, relevant market, antitrust, argues, tortious interference, purchaser, products, business 
relationship, antitrust claim, anti trust law, facilities, beverage, alleges, exclusive right, monopoly, exclusive 
agreement, bottled water, Sherman Act, violations, seller, civil conspiracy, summary judgment, matter of law, 
Clayton Act, foreclosed, Airport, markets, courts, geographic area"
Case 16,"customers, allegations, interconnection, anti trust law, Telecommunications, contracts, bills, antitrust claim, argues, 
antitrust, parties, motion to dismiss, negotiated, contends, carrier, competitors, plaintiffs', switching, district court, 
duties imposed, violations, consumers, Network, local telephone, state law claim, Sherman Act, discriminatory, 
Complaints, facilities, monopoly"
Case 17,"antitrust, relevant market, newspapers, training, pricing, reliable, deposition, geographic, analyses, purposes, 
Press, qualifications, advertisers, expert testimony, defendants', methodology, costs, marginal, skill, lost profits, 
plaintiffs', principles, economist, markets, career, weekly, business administration, expert opinion, predatory, 
damages"
Case 18,"brands, prices, anticompetitive, joint venture, price fixing, ventures, quick-look, marketing, gasoline, cost saving, 
combinations, products, savings, rule of reason, competitors, conspiracy, formation, compete, newspapers, 
resources, forming, condemn, effects, set price, post-formation, provisions, Antitrust, realized, refining, downstream"
Case 19,"unfair competition, patent, counterclaims, antitrust, patent misuse, discovery, patent infringement, common law, 
separate trial, infringement, bifurcation, allegations, patentee, customers, unfair, violations, cases, anti trust law, 
invalid, misuse, Defendants', convenience, competitor"
Case 20,"Network, Press, advertising, Sentinel, plaintiffs', relevant market, newspapers, geographic, antitrust, markets, 
reasons, card, competitor, monopolize, pricing, defendants', summary judgment, no evidence, purposes, zoned, 
unfair competition, amended complaint, antitrust claim, matter of law, anticompetitive, circulation, documents, 
deposition, predatory, entitled to judgment"
Case 21,"district court, immunity, Procurement, sovereign immunity, anti trust law, sue-and-be-sued, mail, instrumentality, 
antitrust claim, federal law, sovereign, sacks, venue, private corporation, preempted, covenant, cases, federal 
government, tort claim, sovereignty, enterprise, regulation, decisions, argues, subject matter jurisdiction, asserted 
claim, federal agency, Sherman Act, antitrust, contracts"
Case 22,"termination, district court, counterclaim, franchise agreement, sales, distributorship, claim for breach, damages, 
affirmative defense, fiduciary duty, products, notice, unjust enrichment, accounting, claimback, parties, argues, 
breached, courts, implied covenant, fair dealing, implied duty, antitrust, terminable at will, equitable, vacate, 
summary judgment, anti trust law, jury's verdict, without cause"
Case 23,"law firm, lead counsel, lead plaintiff, appointment, consolidated, co-lead, class action, securities fraud, cases, 
prosecuting, incapable, defenses, liaison"
Case 24,"settlement, consumers, class member, notice, generic, warfarin, class action, sodium, damages, plaintiffs', 
settlement fund, DuPont, objectors, discovery, class certification, negotiations, claimants, Pharmaceutical, parties, 
predominance, deceptive, proposed settlement, anti trust law, consumer fraud, nationwide class, expenses, factors, 
cases, estimate, consumer protection"
Case 25,"damages, misappropriation, district court, formulas, reliability, trade secret, argues, products, jury verdict, 
manufacturing, scientific, state-law, remittitur, adhesive, misappropriation of trade secrets, calculation, conversion, 
modified, copies, expert testimony, specifications, savings, secrets, sever, civil conspiracy, confidential, estimation, 
profits, royalty, costs"
Case 26,"district court, growers, wages, employees, supplemental jurisdiction, hiring, fruit, allegations, causation, labor 
market, undocumented, parties, pendent, depressed, factors, milk, conspiracy, antitrust, subject matter jurisdiction, 
illegal immigrant, intervening, comprise, orchards, damages, courts, speculative, documented, passed-on, laborers, 
packing"
Case 27,"antitrust, programming, Network, sports, advertising, broadcast, rights, monopoly, competitor, alleges, regional, 
cable, anti trust law, vertical, markets, Sherman Act, subscribers, Donnelly Act, monopolization, leveraging, 
television, anticompetitive, integrated, team, conspiracy, monopoly power, prices, Clayton Act, argues, rival"
Case 28,"prices, linerboard, corrugated, district court, manufacturers, fraudulent concealment, predominate, class 
certification, conspiracy, boxes, increased price, questions, class member, containerboard, plaintiffs', purchasers, 
sheets, allegations, containers, antitrust, putative class, inventory, class action, similarities, concealment, price-
fixed, statute of limitations, member of the class, cause of action, individualized"
Case 29,"purchaser, indirect, allegations, antitrust, anti trust law, conspiracy, damages, amended petition, cost-plus, 
operating system, vertical, trial court, end user, price-fixing, overcharge, ownership, monopoly, district court, 
Oklahoma Consumer Protection Act, manufacturers, prices"
Case 30,"commerce, import, Antitrust, foreign trade, Improvements Act, Sherman Act, defendants', Airlines, anti trust law, 
foreign nation, conspiracy, travel agent, plaintiffs', export, district court, commissions, transactions, domestic, 
anticompetitive, markets, subject matter jurisdiction, reasonably foreseeable, Passenger, effects, air carrier, give 
rise, alleges, commission rate, travel agency, geographical"
