Page,Label,Text
12,," Pratt Pearsall, Philip H. Curtis, Francis X. McCormack, Donald 
A. Bright, and Edward E. Clark; and for ITT Corp. by John H. 
Schafer and Edwin A. Kilburn.
 Briefs of amici curiae were filed for the Business Roundtable 
by Thomas B. Leary; and for the Grocery Manufacturers of 
America, Inc., by Terry Calvani, W. Todd Miller, and C. 
Douglas Floyd.
"
12,*," Briefs of amici curiae urging affirmance were filed for Atlantic 
Richfield Co. by Ronald C. Redcay, Matthew T. Heartney, Otis"
17,1," Because the parties in this case agree that the relevant 
measure of cost is average variable cost, however, we again 
decline to resolve the conflict among the lower courts over the 
appropriate measure of cost. See Cargill, Inc. v. Monfort of 
Colorado, Inc., 479 U.S. 104, 117-118, n. 12, 93 L. Ed. 2d 
427, 107 S. Ct. 484 (1986); Matsushita Elec. Industrial Co. v. 
Zenith Radio Corp., 475 U.S. 574, 585, n. 8, 89 L. Ed. 2d 538, 
106 S. Ct. 1348 (1986)."
22,2," This statement could well have referred to the rate at which 
the segment was growing relative to prior years' generic 
volume; this ""internal"" rate of growth would inevitably slow as 
the base volume against which it was measured grew."
25,1," ""It shall be unlawful for any person engaged in commerce, in 
the course of such commerce, either directly or indirectly, to 
discriminate in price between different purchasers of 
commodities of like grade and quality . . . where the effect of 
such discrimination may be substantially to lessen competition 
or tend to create a monopoly in any line of commerce, or to 
injure, destroy, or prevent competition with any person who 
either grants or knowingly receives the benefit of such 
discrimination, or with customers of either of them . . . ."" 15 
U.S. C. § 13(a)."
25,2," The jury gave an affirmative answer to the following special 
issue: ""1. Did Brown & Williamson engage in price discrimination that 
"
26,," had a reasonable possibility of injuring competition in the 
cigarette market as a whole in the United States?"" App. 27.
 The jury made its finding after being instructed that ""injury to 
competition"" means ""the injury to consumer welfare which 
results when a competitor is able to raise and to maintain 
prices in a market or well-defined submarket above 
competitive levels. In order to injure competition in the 
cigarette market as a whole, Brown & Williamson must be able 
to create a real possibility of both driving out rivals by loss-
creating price cutting and then holding on to that advantage to 
recoup losses by raising and maintaining prices at higher than 
competitive levels.
 ""You must remember that the Robinson-Patman Act was 
designed to protect competition rather than just competitors 
and, therefore, injury to competition does not mean injury to a 
competitor. Liggett & Myers can not satisfy this element simply 
by showing that they were injured by Brown & Williamson's 
conduct. To satisfy this element, Liggett & Myers must show, 
by a preponderance of the evidence, that Brown & 
Williamson's conduct had a reasonable possibility of injuring 
competition in the cigarette market and not just a reasonable 
possibility of injuring a competitor in the cigarette market."" Id., 
at 829-830.
"
26,3," As the majority notes, the procedural posture of this case 
requires that we view the evidence in the light most favorable 
to Liggett. Ante, at 213. On review of a judgment 
notwithstanding the verdict, the party against whom the 
judgment is entered ""must be given the benefit of every 
legitimate inference that can be drawn from the evidence."" 
See C. Wright & A. Miller, Federal Practice and Procedure § 
2528, pp. 563-564 (1971)."
26,4," When the Court states that ""substantial evidence suggests 
that in recent decades, the industry reaped the benefits of 
prices above a competitive level,"" ante, at 213, I assume it 
accepts the proposition that a reasonable jury could find 
abnormally high prices characteristic of this industry."
26,5," An internal B&W memorandum, dated May 15, 1984, states 
in part: ""Manufacturer's price increases generally were below the rate 
of inflation but margins improved handsomely due to favorable 
leaf prices and cost reductions associated with automation. 
For example, Brown & Williamson's variable margin increased 
from $ 2.91/M in 1972 to $ 8.78/M in 1981, an increase of over 
200%. In 1982, the industry became much more aggressive 
on the pricing front, fueled by a 100% increase in the Federal 
Excise Tax. Brown & Williamson's variable margin increased 
from $ 10.78/M in 1982 and [sic] to $ 12.61/M in 1983.
 ""The impact of these pricing activities on the smoking public 
was dramatic. The weighted average retail price of a pack of 
cigarettes increased 56% between 1980 and 1983 (from $ .63 
to $ .98)."" App. 127.
"
