Page,Label,Text
31,1," Plaintiff also asserts that the outside reviewers may have been part of the alleged conspiracy against him based solely on the 
fact that he was not present when Dr. Tolchin and Dr. Sheetz met with Defendants Dr. McNamara, Dr. Brown, and Dr. Jones at 
the beginning of their day-long review. "
32,2," ""In the case of patient C.P., the Committee feels that Dr. Austin's failure to ascertain and to respond to the change in the 
patient's state of consciousness after admission to the Intensive Care Unit and failure to examine the patient resulted in loss of a 
valuable opportunity to diagnose a possibly reversible post-operative bleeding complication and that in this respect the "
33,," professional conduct of Dr. Austin was below the applicable standard. * * * In the case of patient P.H., the Committee feels that 
the failure of Dr. Austin to obtain an adequate biopsy resulted in excess morbidity. * * * In the case of patient C.C., the 
Committee feels that a more careful management process, including an evaluation of abnormal laboratory findings, was in order. 
* * * In the case of patient E.H., there was extensive discussion and concern by the Committee. * * * In the case of patient C.H., 
the failure of Dr. Austin to obtain informed consent and his failure to document pre-operatively the ""promise not to injure"" were 
cause for concern for the Committee."" Report and Recommendation of the Judicial Review Committee of Santa Barbara Cottage 
Hospital Medical Staff in the Matter of George M. Austin, M.D. (""JRC Final Report""), at 3. "
34,3," Section 11111 provides in pertinent part: ""(a) In general (1) Limitation on damages for professional review actions If a professional review action (as defined in section 11151(9) of this title) of a professional review body meets all the standards 
specified in section 11112(a) of this title, except as provided in subsection (b) of this section -- (A) the professional review body, (B) any person acting as a member or staff to the body, (C) any person under a contract or other formal agreement with the body, and (D) any person who participates with or assists the body with respect to the action, shall not be liable in damages under any law of the United States or of any State (or political subdivision thereof) with respect to 
the action."
34,4," Section HN3[
] 11151(9) provides in pertinent part: ""The term 'professional review action' means an action or 
recommendation of a professional review body which is taken or made in the conduct of professional review activity, which is 
based on the competence or professional conduct of an individual physician (which conduct affects or could affect adversely the 
health or welfare of a patient or patients), and which affects (or may affect) adversely the clinical privileges . . . of a physician. 
Such a term includes . . . professional review activities relating to a professional review action."" "
35,5," Section 11112(a) provides in pertinent part: ""(a) In General For purposes of the protection set forth in section 11111(a) of this title, a professional review action must be taken -- (1) in the reasonable belief that the action was in the furtherance of quality health care, (2) after a reasonable effort to obtain the facts of the matter, (3) after adequate notice and hearing procedures are afforded to the physician involved or after such other procedures as are 
fair to the physician under the circumstances, (4) in the reasonable belief that the action was warranted by the facts known after such reasonable effort to obtain facts and 
after meeting the requirement of paragraph (3)."" "
36,6," Section 11112(a)(3) provides that in order for a professional review action to merit immunity, it must be taken: ""(3) after 
adequate notice and hearing procedures are afforded to the physician involved or after such other procedures as are fair to the 
physician under the circumstances, . . . ."""
36,7," Section 11112(b) provides: ""A professional review body's failure to meet the conditions described in this subsection shall not, in 
itself, constitute failure to meet the standards of [§ 11112(a)(3)]."" The legislative history concurs, noting: ""If other procedures are 
followed, but are not precisely of the character spelled out in [§ 11112(b)], the test of 'adequacy' may still be met under other 
prevailing law."" 1986 U.S.Code Cong. & Admin.News, at 6393."
36,8," The December 3rd Letter provides in pertinent part: ""As requested, a judicial review committee will be appointed by the Chief of 
Staff and approved by the Executive Committee at its December 16, 1986 meeting. A hearing date will be set and you will be 
notified as provided in the bylaws."" The December 3rd Letter, addressed to the Plaintiff from Dr. Reid, Vice President of the 
Medical Staff, outlines the reasons for the revocation of the Plaintiff's staff privileges at the November 19th MEC Meeting. "
37,9," JRC Final Report, at 3, supra note 2."
37,10," Section 11111(b) provides: ""If the Secretary has reason to believe that a health care entity has failed to report information in 
accordance with section 11133(a) of this title, the Secretary shall conduct an investigation. If, after providing notice of "
38,," noncompliance, an opportunity to correct the noncompliance, and an opportunity for a hearing, the Secretary determines that a 
health care entity has failed substantially to report information in accordance with section 11133(a) of this title, the Secretary 
shall publish the name of the entity in the Federal Register. The protections of subsection (a)(1) of this section shall not apply to 
an entity the name of which is published in the Federal Register under the previous sentence with respect to professional review 
actions of the entity commenced during the 3-year period beginning 30 days after the date of publication of the name."""
38,11," Section 11133(a)(3) provides in pertinent part: ""(3) Information to be reported The information to be reported under this subsection is -- (A) the name of the physician or practitioner involved, (B) a description of the acts or omissions or other reasons for the action or, if known, for the surrender, and (C) such other information respecting the circumstances of the action or surrender as the Secretary deems appropriate."" The term ""Board of Medical Examiners"" is defined in § 11151(2) to include ""a Board as determined by the State with 
responsibility for the licensing of physicians. . . ."" The Board so designated by the State of California is the Board of Medical 
Quality Assurance. "
