Page,Label,Text
24,1," Among those named as defendants are: Sol C. Chaikin, President International Ladies Garment Workers Union, AFL-CIO 
(""ILGWU""); Samuel Byer, Secretary-Treasurer of New York Coat, Suit, Dress, Rainwear and Allied Workers Union, a Joint Board 
affiliated with ILGWU; New York Coat, Suit, Dress, Rainwear and Allied Workers Union, a Joint Board affiliated with ILGWU 
(""Joint Board""); Arthur Touretz, President of Office and Distribution Employees Union, Local 99, a local union affiliated with 
ILGWU; and Office and Distribution Employees Union, Local 99, a local union affiliated with ILGWU (""Local 99"").  These 
defendants will be referred to as the ""union defendants."" The other defendants named in this action are K Mart Apparel Corp.; 
S.S. Kresge Co.; Woolco Department Stores, a Division of F.W Woolworth Co.; and Russel Burdsall and Ward Corp. d/b/a 
Mangel Stores.  These defendants will be referred to as the ""retailer defendants."""
24,2," Section 3 of the Sherman Act applies to antitrust violations involving the District of Columbia and United States territories.  The 
complaint contains no reference to these localities.  The claim under section 3 therefore is dismissed.  Section 12 of the Clayton 
Act, 15 U.S.C.  § 22, is a venue provision. "
25,3," In Blue Shield, supra, 102 S. Ct. at 2547 n. 12, the Supreme Court declined to comment on the ""relative utility"" of the ""target 
area"" test of antitrust standing which has been articulated by the Second Circuit.  Even if the target area test is still valid, 
however, Level I has alleged facts sufficient to allow it to maintain an action because Level I claims that it was the ""person 
against whom the conspiracy was aimed."" Calderone Enterprises Corp. v. United Artists Theatre Circuit, Inc.  [1971 TRADE 
CASES P73,788], 454 F. 2d 1292, 1295 (2d Cir. 1971). "
26,4," Both the Third Circuit and the Ninth Circuit have indicated, in the context of discussing union agreements with non-labor 
groups, that ""vertical combinations designed to exclude from the market direct competitors of members of the combinations"" 
may constitute per se violations of section one.  Consolidated Express, Inc. v. New York Shipping Association, 602 F. 2d 494, 
522 (3rd Cir. 1979), vacated and remanded on other grounds, 448 U.S. 902 (1980); Ackerman Chillingworth, Inc. v. Pacific 
Electrical Contractors Association, supra, 579 F. 2d at 490 n. 7. The Second Circuit, however, in Oreck Corp. v. Whirlpool Corp., 
supra, 579 F. 2d at 131 rejected this position."
26,5," Certain provisions enacted by Congress which remove unions from the full reach of the antitrust laws, see United States v. 
Hutcheson, 312 U.S. 219 (1941) have been described as the ""statutory exemption."" See United Mine Workers v. Pennington, 
381 U.S. 657 (1965). The non-statutory exemption is a judicially created doctrine that also serves to protect certain agreements 
between unions and non-labor groups from antitrust liability.  Id.  Retailer defendants do not contend that either type of 
exemption is applicable to them here. "
28,6," The allegations described above also demonstrate that the complaint in this action contained more than a ""bare bones 
statement of conspiracy,"" Heart Disease Research Foundation v. General Motors Corp.  [1972 TRADE CASES P74,076], 463 F. 
2d 98, 100 (2d Cir. 1972) and therefore meet the pleading requirements of Rule 8(a), Fed. R. Civ. P."
28,7," Congress may accord standing to a party who, in the absence of legislation, would lack the ability to maintain an action.  See 
Trafficante v. Metropolitan Life Insurance Co., 409 U.S. 205 (1972). Section 301 of the LMRDA, for example, authorizes a labor "
29,," organization that is a party to a collective bargaining agreement to sue to enforce that agreement on behalf of its members.  See 
Textile Workers Union v. Lincoln Mills, 353 U.S. 448 (1957). Defendant Joint Board, however, was not a party to the collective 
bargaining agreement it seeks to enforce on behalf of former Level I employees and therefore can not derive standing from the 
LMRDA. "
42,1," The Philips designee until mid-1975 was MLC, Inc., which operated as a subsidiary corporation.  PBSI took over as designated 
distributor in 1975 after complaints about MLC's effectiveness in handling mlc distribution.  MLC is not involved in this litigation. "
47,2," Fontana Aviation, Inc. v. Cessna Aircraft Co., 460 F. Supp. 1151 (N.D. Ill. 1978), rev'd on other grounds, 617 F.2d 478 (7th Cir. 
1980), although cited heavily by GBS, is not good law in this circuit to the extent that it disregards the role of supply 
substitutability in the product market definition, see id. at 1156. Whether real or only potential, reasonable interchangeability of 
supply is significant because the existence of possible competitors constrains prices even where there is no direct competition.  
See ILC Peripherals, 458 F. Supp. at 427-29. Fontana's identification of a market for Cessna avionics seems internally 
inconsistent as well.  The court noted that customers bought airplanes without paying any attention to avionics.  Had the court 
adhered to its own admonition that real-world consumer conduct should dictate the product market definition, 460 F. Supp. at 
1157 n.20, it would have been forced to conclude that the relevant market was for aircraft.  Fontana's strategy in approaching 
the avionic market by buying unequipped planes and then selling packaged planes with avionics in competition with Cessna 
acknowledged the inseparability of the two markets. GBS also criticizes the district court's reliance on Bushie v. Stenocord Corp., 460 F.2d 116 (9th Cir. 1972), and Spectrofuge 
Corp. v. Beckman Instruments, Inc., 575 F.2d 256 (5th Cir. 1978), cert. denied, 440 U.S. 939, 59 L. Ed. 2d 499, 99 S. Ct. 1289 
(1979). We find its criticism marred by its failure to distinguish existing and potential competition, and its unwillingness to follow 
the court in ILC Peripherals and impute proper significance to the latter. "
