Category,Content
LexisNexis® Headnotes,Antitrust & Trade Law > Regulated Practices > Price
LexisNexis® Headnotes,Antitrust & Trade Law > Sherman Act > Scope
HN1,Antitrust & Trade Law > ... > Price Fixing &
HN1,Restraints of Trade > Per Se Rule & Rule of
HN1,Reason > Practices Governed by Per Se Rule
HN1,Antitrust & Trade Law > ... > Price Fixing &
HN1,Restraints of Trade > Per Se Rule & Rule of
HN1,Reason > Sherman Act
HN2,Antitrust & Trade Law > ... > Price Fixing &
HN2,Restraints of Trade > Per Se Rule & Rule of
HN2,Reason > Sherman Act
HN2,Antitrust & Trade Law > Regulated Practices > Price
HN2,Fixing & Restraints of Trade > Vertical Restraints
HN3,Antitrust & Trade Law > ... > Price Fixing &
HN3,Restraints of Trade > Per Se Rule & Rule of
HN3,Reason > Sherman Act
HN3,Evidence > Burdens of Proof > Burden Shifting
HN4,Antitrust & Trade Law > Sherman Act > Claims
HN4,Evidence > Burdens of Proof > Initial Burden of
HN5,Antitrust & Trade Law > Regulated Practices > Price
HN5,Fixing & Restraints of Trade > Per Se Rule & Rule
HN5,Antitrust & Trade Law > ... > Market
HN5,Definition > Relevant Market > Product Market
HN5,Antitrust & Trade Law > Regulated
HN5,Practices > Market Definition > Relevant Market
HN6,Antitrust & Trade Law > Sherman Act > Claims
HN6,Antitrust & Trade Law > Regulated Practices > Price
HN6,Fixing & Restraints of Trade > Vertical Restraints
HN6,Antitrust & Trade Law > Regulated
HN6,Practices > Market Definition > Relevant Market
HN7,Antitrust & Trade Law > Sherman Act > Claims
HN7,Antitrust & Trade Law > ... > Market
HN7,Definition > Relevant Market > Product Market
HN8,Antitrust & Trade Law > Sherman Act > Claims
HN8,Antitrust & Trade Law > ... > Market
HN8,Definition > Relevant Market > Product Market
HN8,Antitrust & Trade Law > Regulated
HN8,Industries > Financial Institutions
HN9,Antitrust & Trade Law > Sherman Act > Claims
HN9,Antitrust & Trade Law > ... > Market
HN9,Definition > Relevant Market > Product Market
HN9,Antitrust & Trade Law > Regulated
HN9,Industries > Financial Institutions
HN10,Antitrust & Trade Law > Sherman Act > Claims
HN11,Antitrust & Trade Law > Sherman Act > Claims
HN11,Antitrust & Trade Law > ... > Market
HN11,Definition > Relevant Market > Product Market
HN12,Antitrust & Trade Law > Sherman Act > Claims
HN12,Antitrust & Trade Law > ... > Market
HN12,Definition > Relevant Market > Product Market
HN12,Antitrust & Trade Law > Regulated
HN12,Industries > Financial Institutions
HN13,Antitrust & Trade Law > Sherman Act > Claims
HN13,Antitrust & Trade Law > Regulated Practices > Price
HN14,Antitrust & Trade Law > Sherman Act > Scope
HN14,Antitrust & Trade Law > Regulated Practices > Price
HN14,Fixing & Restraints of Trade > Vertical Restraints
HN15,Antitrust & Trade Law > Regulated Practices
Headnotes,> SHERMAN ACT -- UNDUE RESTRAINT > Headnote:
HN1,16  > RESTRAINT -- REASONABLENESS > Headnote:
HN2,16  > VERTICAL RESTRAINTS -- REASON > Headnote:
HN3,Evidence 343.5  > RESTRAINT -- BURDEN > Headnote:
HN4,Evidence 343.5  > RESTRAINT -- CARRYING
HN4,BURDEN > Headnote:
HN5,19  > RESTRAINTS -- RELEVANT MARKET > Headnote:
HN6,19  > RESTRAINTS -- RELEVANT MARKET > Headnote:
HN7,19  > MARKET -- TWO-SIDED PLATFORM > Headnote:
HN8,19  > MARKET -- TRANSACTION PLATFORMS > Headnote:
HN9,19  > MARKET -- CREDIT CARD COMPANIES > Headnote:
HN10,14  > TRANSACTION PLATFORMS -- BOTH
HN10,SIDES > Headnote:
HN11,19  > MARKET -- TWO-SIDED TRANSACTIONS > Headnote:
HN12,Trade Practices 19 > CREDIT CARD MARKET -- PROOF
HN12,REQUIRED > Headnote:
HN13,Evidence 343.5  > MARKET POWER --
HN13,INFERENCES > Headnote:
HN14,14  > RESTRAINTS -- COMPETITION > Headnote:
HN15,> ANTITRUST LAW -- PURPOSE > Headnote:
