Case Index,Core Terms
Case 1,"prices, damages, plant, conspiracy, old company, unlawful act, competitor, fair and reasonable, profits, unlawful 
combination, Parchment, parchment paper, speculation, diminished, rates, loss of profits, Anti-Trust, conjecture, 
majority opinion, price-cutting, defendants', conditions, estimate, monopoly, Machine, obliged, prevail, cases"
Case 2,"railroad company, state court, stockholder, Clayton Act, federal court, equitable, restrain, stock, exclusive 
jurisdiction, ultra vires, enjoin, rights, capital stock, percent, violations, remedies, courts"
Case 3,"milk, dairy company, producers, hauling, fresh, demurrers"
Case 4,"contracts, estoppel, settlement, gasoline, waived, extend credit, monthly, weekly basis, products, appears, pleaded, 
merchandise, anti-trust, station, leased, oils"
Case 5,"milk, dealers, bottle, prices, restraint of trade, wholesale, retail, commodity, cases, contracts, quart, commerce, 
Dairymen's, consumer, rule of reason, combinations, plaintiffs', effective, producers, minutes, transportation, 
purchaser, restrain, manufacturing, competitors, coercive, words, card, Oil, member of the association"
Case 6,"territory, restraint of trade"
Case 7,"brick, patent, manufactured, licensees, machines, license, royalty, license agreement, antitrust, patentee, quota, 
unpatented, quantity, parties, provisions, output, prices, yard, patented article, price fixing, monopoly"
Case 8,"holding company, stock, merger, stockholders, divestment, shares, Clayton Act, operating company, acquisition, 
offender, common stock, ownership, suppression, manufacturing, restore, manufacturing company, effected, 
preferred stock, violations, accomplishment, dissolution, Electric, forbid, merged, transferring, voting, interstate 
commerce, common shares, consolidation, competitor"
Case 9,"territory, locally inapplicable, unincorporated territory, Sherman Act, Foraker Act, Islands, Sixth Amendment, 
legislating, provisions, antitrust, district court, local law, Organic"
Case 10,"exhibitor, distributor, contracts, picture, exhibition, license, films, theaters, manufacture, interstate, anti-trust, motion 
picture, motion picture film, interstate commerce, trial court, conspiracy, transportation, trade-mark, commodity, 
picture film, injunction, bottling, commerce, frame, ship, distributing company, no application, advertising, intrastate, 
producers"
Case 11,"manufacturers, retailers, co-operation, style, dress, garments, copies, percent, piracy, prices, declaration, anti-trust, 
pirating, regulations, ladies', evils, purposes, merchandise, registered, measures, restrain, by-laws, selling, 
preliminary injunction, interstate commerce, original design, conditions, injunctive, originator, provisions"
Case 12,"employees, carrier, interstate commerce, election, railway, craft, railway labor, interstate, intrastate, regulation, 
injunction, interstate carrier, power of congress, parties, voting, cases, collective bargaining, Transportation, 
arbitration, traffic, shop, collective bargaining purpose, disturbances, mandatory, commerce, disputes, eligible, 
railroad, voters, majority of the votes"
Case 13,"territory, Sherman Act, courts, powers, provisions, act of congress, sovereignty, decisions, insular, bigamy, district 
court, prosecuting, anti-trust, punish, local law, dependency, conferred, tribunals, offenses, terms, words"
Case 14,"motion picture, promise, exhibitor, pictures, Distributor, representations, season, productions, exhibition, invalid, 
substitution, contracting, starring, damages, cases, fraudulent, monopolies, theaters, parties, deceit"
Case 15,"Exhibitor, anti trust law, installation, interstate, commerce, repairs, courts"
Case 16,"decrees, final judgment, nolo contendere plea, proviso, consent judgment, guilty plea, judgments, cases, parties, 
criminal case, proceedings, indictment, criminal proceeding, estoppel, sentence, amended complaint, words, guilt, 
criminal prosecution, prima facie evidence, antitrust, costs, third party suit, Clayton Act, allegations, motions, 
implied confession, judgment rendered, consent decree, prima facie"
Case 17,"cases, wages, combinations, restraint of trade, courts, Anti-Trust, accomplish, decorators, commerce, painters, 
regulations, beneficial, securing, rights"
Case 18,"indictment, restrain, medical practice, medical care, restraint of trade, pursuit, specification, professions, conspiracy, 
mercantile, occupation, buying"
Case 19,"provisions, Industrial, anti trust law, fair competition, Agriculture, Recovery Act, exempt, Anti-Trust, Petroleum, 
insular, marketing agreement, Agricultural Act, commerce, Sherman Act, prescribed, ceased, district court, 
indictment, proceeded, license, codes, common plan, suspended, gasoline, repeal, amended information, 
regulation, demurrer, purposes, alleges"
Case 20,"dealer, transaction of business, anti-trust, venue, service of process, Clayton Act, substantial character, products, 
beauty"
Case 21,"Alcoa, aluminum, bauxite, monopolization, patent, alumina, manufacture, water power, stock, cooking utensils, 
producing, castings, monopoly, figures, percent, pistons, deposits, Sherman Act, sales, common stock, competitors, 
pounds, pages, estimate, words, charges, plant, Exhibits, computation, grade"
Case 22,"Alcoa, aluminum, sheet, Baush, spread, cartel, prices, producers, pounds, importations, conspiracy, manufacture, 
rolling, column, quotation, ingot, figures, stock, conversations, cable, flat, sales, alloy, foreigners, coiled, metals, 
plant, stockholders, Sherman Act, customers"
