Case Index,Core Terms
Case 1,"insurance business, insurer, insurance company, chiropractors, patient, chiropractic, regulation, exemption, anti 
trust law, antitrust, peer review, immunity, McCarran Act, policyholders, defendants', transaction of business, peer 
review committee, insurance industry, motion to dismiss, plaintiffs', pharmacies, profession, boycott, media, radio, 
venue"
Case 2,"lodestar, settlement, compensated, contingent, attorney's fees, franchisees, expenses, represents, franchise, 
compromise settlement, lower rate, petitioners', contractual, plaintiffs', changes, factors, parties"
Case 3,"contractors, bargaining, antitrust, alleges, employees, rights, membership, referral, unfair labor practice, labor 
organization, associations, injunctive, violations, contends, counts"
Case 4,"distributor, manufacturer, restrictions, retailers, products, territory, terminated, horizontal, nonprice, wine, rule of 
reason, customers, Antitrust, sales, per se rule, wholesale, retail outlet, vertical, presale, anti trust law, effects, 
instructions, interbrand, wholesale distributor, anticompetitive, intrabrand, marketing, consumer, dealers, selling"
Case 5,"MONOPOLY, trademark, producer, district court, consumer, patent, genus, Shredded, Wheat, trading, primary 
significance, real estate, chess, board game, jury trial, infringement, manufacture, denote, invalid, species, 
equitable, district judge, goodwill, generic, played, games, consuming public, generic term, advertising, registered"
Case 6,"gasoline, distributor, dealers, automotive, retail, Georgia Act, preemption, proscribed, franchise, termination, 
regulation, prices, state law, wholesale, supplier, preempted, invalid, terms, vague, Practices, controls, distress, 
selling, jobber, franchise agreement, Sherman Act, plaintiffs', Petroleum, expenses, violates"
Case 7,"interstate commerce, appellants', bids, commerce, antitrust, mail fraud, Sherman Act, collusive, highway, asphaltic"
Case 8,"oil, monopolize, summary judgment, conspiracy, antitrust, attempt to monopolize, district court, market power, 
specific intent, cotton seed, predatory, Sherman Act, circumstances"
Case 9,"wholesalers, Sherman Act, distiller, antitrust, competitors, participated, railroads, campaign, government action, 
allegations, sham, publicity campaign, plaintiffs', truckers, genuine, trade association, district court, sham exception, 
lobbying, theatre, alcoholic beverage, permit application, antitrust case, regulation, summary judgment, government 
body, conspiracy, shipments, contends, liquor"
Case 10,"competitor, antitrust, bowling, anticompetitive, damages, manufacturer, practices, unfair, Clayton Act, acquisition, 
elimination, centers, effects, switch, stock"
Case 11,"license, infringement, songs, blanket, plaintiffs', compositions, users, consent decree, repertory, misuse, rights, anti 
trust law, practices, music, summary judgment motion, performing, antitrust, evenings, genuine, decree, 
authorization, copying, musical composition, summary judgment, defendants', publicly, lyrics"
Case 12,"distributor, windmills, sales, district court, territory, manufacturer, products, rule of reason, vertical, anti trust law, 
monopolization, appellants', counterclaim, pump"
Case 13,"consumer, subpoena, redress, public interest, cease and desist order, investigations, investigatory, discovery, 
practices, Courts, damages, unfair, administrative agency, investigatory power, FTC Act, partnerships, limitations, 
legislative history, statutory authority, district court, civil action, class action, instituted, broadened, effective, 
agencies, commerce, discover, purposes, records"
Case 14,"proceedings, anti trust law, electrical, Nuclear, doctrine of collateral estoppel, collateral estoppel, in limine, 
Licensing, estoppel, parties, administrative agency, administrative determination, doctrine of res judicata, res 
judicata, trial date, anticompetitive, determinations, matters, public interest, final decision, Sherman Act, 
interpretations, continuance, expertise, observe, joined, principle of collateral estoppel, factual determination, 
statutory authority, disqualification"
Case 15,"plaintiffs', retail, conspiracy, Sherman Act, distributors, Advertising, Robinson-Patman Act, summary judgment, 
records, Music, summary judgment motion, monopolize, documents, sales, tapes, specific intent, antitrust, 
commerce, Cases, grant summary judgment, price discrimination, Memorandum, interstate, phonograph, 
shipments, papers, prices, drop, violation of section, restraint of trade"
Case 16,"orders, salesman, plaintiffs', binding, filled, witnesses, damages, ship, shipments, punitive damages, treble 
damages, circumstances, limitations, antitrust, appears, parties, conspiracy, keystone, markup, purchase order, 
order form, interrogatories, instructions, discount, salesmen, notice, retail, apparent authority, home office, 
credibility"
Case 17,"distributor, manufacturer, restrictions, retailers, products, territory, terminated, rule of reason, wine, horizontal, 
nonprice, Antitrust, customers, sales, per se rule, wholesale, retail outlet, vertical, presale, anti trust law, effects, 
instructions, interbrand, wholesale distributor, anticompetitive, intrabrand, marketing, consumer, dealers, selling"
Case 18,"milk, processors, cooperation, milk producer, transferred, eliminated, discovery, pretrial proceedings, monopolize, 
producers, parties, order to show cause, raise a question, pretrial ruling, anti trust law, milk product, two year, 
discriminated, consolidated, coordinated, duplication, contracts, marketing, violating, restrain, courts, prices"
Case 19,"tires, dealers, manufacturers, radial, vertical, products, wholesaling, nonrenewal, retailers, authorized dealer, sales, 
warehouse, wholesale, restrictions, intrabrand, marketing, geographical, discounts, customer, retread, sales 
personnel, unauthorized, free-riding, facilities, horizontal, parties, prices, promotional efforts, truck tire, advertising"
Case 20,"restrictions, territorial, appellants', rule of reason, soft drink, counterclaims, vertical, damages, district court, bottlers, 
warehouses, antitrust, anti trust law, pari delicto, sales, antitrust claim, trucking, delivery, licensed, shipping, selling, 
manufacture, interbrand, intrabrand, decisions, profits, chain, closing argument, illegal conduct, per se rule"
Case 21,"licensees, irreparable harm, merits, prevail, right of first refusal, divestiture, injunctive relief, hold-separate, 
preliminary injunction, injunction, enjoin, territories, antitrust, purchaser, parties, resale, sales, preliminary injunctive 
relief, indebtedness, damages, pledge, good will, manufacturing, acquisition, borrowings, competitor, replace, 
argues, board of directors, recommended"
Case 22,"mobilehome, tying arrangement, tied product, dealers, sales, economic power, tying product, spaces, tie-in, 
respondents', antitrust, damages, Sherman Act, buyers, mobile home, commerce, display, nonsuit, coach, 
Cartwright Act, insubstantial, appreciable, cases, tying agreement, home site, participating, double-wide, 
customers, reserving, restrain"
Case 23,"natural gas, attorney general, interstate, preempted, anti trust law, subpoenas, regulation, pipeline, transportation, 
antitrust, collateral estoppel, parties, subpena, proceedings, producers, res judicata, investigate, contracts, federal 
district court, antitrust violation, circumstances, violations, state antitrust law, public interest, delegated, ownership, 
courts, investigatory power, restraint of trade, superior court"
Case 24,"patent, abandoned, patent application, patent office, invention, inventor, disclose, infringement, Disclosure, license, 
license agreement, relevant market, negotiations, monopolize, contends, magnetic, alleges, damages"
Case 25,"franchise, covenants, appellants', compete"
Case 26,"banks, anticompetitive, effects, merger, holding company, holding-company, convenience, bank holding company, 
antitrust, concentration, formation, monopoly, staff"
Case 27,"advertising, false advertising, subdivision, fraudulent, atlas, persistent, repeated, illegal act, practices, notice, mail"
Case 28,"license, trial court, title company, underwritten, percent, administrative hearing, antitrust, judicial review, title 
insurance, issuance, terms, substantial evidence, administrative decision, real estate broker, vested, administrative 
agency, stock permit, conditions, vertical, insurance company, organizational, stock, vested right, do business, 
Clayton Act, subsidiary, insurers, factors, escrow, lessen"
Case 29,"minicycles, antitrust, manufacturing, injuries, damages"
Case 30,"patent, diode, royalties, license, invention, infringement, patent misuse, manufacturing, disclosure, sealing, glass, 
licensee, invalid, new matter, misrepresentations, fraudulent, license agreement, settlement, patent application, 
thermosetting, envelope, semi-conductor, paste, wire, subject matter, configuration, disclose, patentee, re-entrant, 
original application"
Case 31,"attorney's fees, public interest, promissory note, damages, anti trust law, unfair, existing obligation, deceptive, void, 
summary judgment, unenforceable, collection, consumers"
Case 32,"software, memory, tie-in, customers, boards, economic power, products, undisputed, plaintiffs', trade secret, 
unbundled, tying arrangement, material fact, bundled, tying product, License, markets, operating system, 
competitors, purchases, commerce, admits, costs, summary judgment, tied product, specifications, manufactured, 
barriers, sells, warranty"
Case 33,"satellite, communications, Clayton Act, public interest, antitrust, license, evidentiary hearing, anticompetitive, 
domestic, venture, common carrier, effects, technological, regulation, anti trust law, submarkets, joint venture, 
legislative history, competitors, proceedings, provisions, parties, questions, firms, users, terrestrial, benefits, 
restrictions, carrier, transmission"
Case 34,"prices, maximum, Sherman Act, per se rule, preliminary injunction, district court, fee schedule, price-fixing, 
healthcare, professions, anti trust law, rule of reason, monopoly, anticompetitive, third-party, antitrust, courts, 
payors, costs, defendants', consumers, predatory, competitors, appeals, forces, healthcare industry, fee-setting, 
injunction, exemption, practices"
Case 35,"Signal, broadband, poles, cable, competitor, district court, telephone company, attach, relevant market, defendants', 
underground, distribution system, anti trust law, target area, reasons, distribution facilities, lack standing, Sherman 
Act, communications, facilities, violations, purposes, damages, lease"
Case 36,"interstate commerce, cemeteries, burial, Antitrust, damages"
Case 37,"boycott, Sherman Act, combinations, campaign, district court, legislative history, railroads, anti trust law, 
convention, trusts, publicity campaign, rights, truckers, motivation, farmers, cases, political activity, manufacture, 
provisions, antitrust, transportation, organizations, third-party, concerted, terms, restraint of trade, right of petition, 
applicability, ratification, solicitation"
Case 38,"trademark, gasoline, lessor's, lease, antitrust, franchise, lessee, pumps, court of appeals, station, oil company, 
supplied, motions, dealer, restrictions"
Case 39,"farmers, termination, competitor, inducement, milk, hauling, contracts, boycott, terminable at will, motivation, 
tortious interference, improper means, rates, third person, trucks"
Case 40,"license, blanket, music, rights, network, performing, copyright owner, song, programs, composers, packagers, 
acquire, feasible, restrained, television, machinery, per se violation, antitrust, decree, forgo, restraint of trade, 
television network, price competition, anti-competitive, broadcasters, price-fixing, repertory, barriers, lawsuit, predict"
Case 41,"cattle, exemption, agricultural, feeders, farmers, packers, meat, cooperatives, organizations, conference call, 
producers, antitrust, anti trust law, products, qualify, trial court, counterclaims, stock, Clayton Act, associations, 
purposes, ranchers, Broiler, fat"
Case 42,"cattle, bids, conspiracy, stockyards, packers, terms, market power, practices, cease and desist order, state court, 
conspired, livestock, animals, auction, markets, coerce, concerted action, inspection, concert, letters, parties, 
joined, substantial evidence to support, unfair practice, conditions, purchaser, halted, unfair, sales"
Case 43,"patent, tape, seaming, carpet, trial court, adhesive, block, trial judge, good faith, invalid, misuse, hot-melt, barrier, 
pooling, cases, manufacturing, infringement, disclosure, assessing, newspaper, license, layer, conclusions of law, 
bad faith, covering, omission, doctrine of unclean hands, antitrust violation, patent application, fact finding"
Case 44,"prices, costs, good faith, competitor, seller, discount, products"
Case 45,"Malls, electricity, resale, tenants, meter, retail, antitrust, electric power, anti trust law, municipal, monopoly, rates, 
franchise, regulated, resell, distribution system, monopoly power, customers, ordinance, public utility, Sherman Act, 
anticompetitive, restrictions, practices, schedules, wholesale, unreasonable restraint, electric utility, per se violation, 
shopping center"
Case 46,"conspiracy, negotiations, coal, district court, wage scale, multi-employer, antitrust, anti trust law, antitrust violation, 
predatory, exemption, employees, marginal, drive, competitors, bargaining, charges, bargaining unit, Sherman Act, 
employer-group, Relations, joined, wages, anti-competitive, termination, cases, collective bargaining agreement, 
labor organization, abandoned, parties"
Case 47,"Banana, Sherman Act, subject matter jurisdiction, conspiracy, cases, extraterritorial, commerce, summary judgment 
motion, parties, comity, territorial, foreign commerce, anti trust law, plaintiffs', nexus, monopolization, foreign 
corporation, interstate commerce, pretrial, principles, motions, abroad, allegations, products, effects, antitrust, 
discovery, questions, imports, courts"
