Page,Label,Text
23,1," On May 3, 1990, plaintiff dismissed without prejudice defendants George Georgacopoulos, Tortugas Shipping Company, S.A., 
and Quiver Companie Naviera, S.A. The other named defendants are not moving parties on the present motion for summary 
judgment."
23,2," For a lengthier description of the background of these two companies and of the South Florida bunker fuel market, see Florida 
Fuels, 717 F. Supp. at 1529-31."
23,3," Florida Fuels, 717 F. Supp. at 1533, 1536. "
24,4," Section 1 of the Sherman Act provides in pertinent part: ""Every contract, combination . . . or conspiracy, in restraint of trade or 
commerce . . . is declared to be illegal."" 15 U.S.C. § 1."
24,5," Section 4 of the Clayton Act is a remedial provision that makes available treble damages to ""any person who shall be injured in 
his business or property by reason of anything forbidden in the antitrust laws."" 15 U.S.C. § 15. Section 16 is an equitable 
provision that provides for injunctions ""against threatened loss or damage by a violation of the antitrust laws."" 15 U.S.C. § 26."
24,6," Under the so-called ""per se"" antitrust doctrine, certain categories of business practices are deemed to be so blatantly 
anticompetitive that it would be inefficient and unwise for courts to examine the effects of such practices in particular cases 
under the alternative ""rule of reason"" analysis. E.g., Northern Pacific Ry. v. United States, 356 U.S. 1, 5, 78 S. Ct. 514, 2 L. Ed. 
2d 545 (1958). Practices which have been held to be per se unlawful include price fixing, see, e.g., United States v. Trenton 
Potteries Co., 273 U.S. 392, 397, 47 S. Ct. 377, 71 L. Ed. 700 (1927), and group boycotts, or concerted refusals to deal, see, 
e.g., Klor's, Inc. v. Broadway-Hale Stores, Inc., 359 U.S. 207, 211-12, 79 S. Ct. 705, 3 L. Ed. 2d 741 (1959). "
25,7," While the scope of the Brunswick decision was limited to cases for treble damages under section 4 of the Clayton Act, Cargill 
extended the application of the antitrust injury requirement to equity actions under section 16. "
26,8," Belcher attempts to distinguish Atlantic Richfield on the ground that it concerned a claim of a vertical maximum price fixing 
conspiracy, whereas the instant case concerns an alleged horizontal maximum price fixing scheme. This distinction is irrelevant 
to the question of antitrust injury. Atlantic Richfield clearly states that ""in the context of pricing practices, only predatory pricing 
has the requisite anticompetitive effect."" 495 U.S. at    , 110 S. Ct. at 1892, 109 L. Ed. 2d at 347. "
31,1," Local Rule 1.051E of the Eastern District of Louisiana provides: In order to promote judicial economy and conserve judicial resources, and to avoid the potential for forum shopping and 
conflicting Court rulings, all [collateral proceedings and refiled cases] shall be transferred to the section to which the matter 
having the lowest docket number has been allotted. . . . "
32,2," Dibidale's reliance on section 1972(1)(D) renders irrelevant the banks' claims that it failed to present evidence of an unusual 
banking practice that falls within the purview of section 1972. The unusual banking practice element is a requirement only of 
complaints lodged under section 1972(1)(C), in which a bank imposes the condition or requirement ""that the customer provide 
some additional credit, property, or service to such bank [the bank providing the loan], other than those related to and usually 
provided in connection with a loan, discount, deposit, or trust service. . . ."" "
33,3," According to Senator Edward Brooke, the premise underlying the bank anti-tying provision was ""'a disturbing trend in the past 
year toward erosion of the traditional separation of powers between the suppliers of money -- the banks -- and the users of 
money -- commerce and industry.'"" 1970 U.S.Code Cong. & Admin.News at 5557. (Supplementary Views of Senator Brooke 
(quoting statement of then-President Richard Nixon).) "
34,4," The banks' contention that the parol evidence rule precludes Dibidale from raising these allegations in light of language in the 
loan agreement stating that Dibidale hired Theriot of its own free will is without merit. The terms of the loan agreement 
notwithstanding, the relevant issue is whether Dibidale has provided sufficient evidence that its hiring of Theriot was a condition 
or requirement of the loan so as to survive the banks' motion for summary judgment. "
35,5," Dibidale further asserts that Popich's deposition testimony must be read in light of the fact that immediately after Popich made 
the quoted statement the deposition was recessed for a time to pursue settlement negotiations. "
36,1," The precise statutory language encompasses tying, exclusive dealing and reciprocity arrangements related to the extension of 
credit, leasing or selling of property, furnishing of services, or fixing or varying the consideration for these activities. My 
discussion applies to all of the act's coverage, but I refer to extension of credit throughout this discussion as a shorthand 
reference to the whole."
36,2," The plain meaning of § 1972(1) was clear enough to the Third Circuit which, in ruling against a bank customer's claim under § 
1972(1)(C), held: ""There is no evidence that Tose's ouster in favor of Barness was made a 'condition or requirement' of a loan to 
the Eagles or to Tose. Appellants allege only that Tose's ouster in favor of Barness was the hidden agenda behind the 
conspiracy charged in count one. This does not satisfy the 'condition or requirement' element of § 1972(1)(C)."" Tose v. First 
Pennsylvania Bank, N.A., 648 F.2d 879, 897 (3d Cir.1981), cert. denied, 454 U.S. 893, 102 S. Ct. 390, 70 L. Ed. 2d 208 (1981). "
37,3," See also Jefferson Parish Hosp. Dist. v. Hyde, 466 U.S. 2, 13-16, 104 S. Ct. 1551, 1558-60, 80 L. Ed. 2d 2 (1984); Bruce v. 
First Federal Sav. and Loan Assoc., 837 F.2d 712, 715-16 (5th Cir.1988); Tic-X-Press, Inc. v. Omni Promotions Co., 815 F.2d 
1407, 1415 (11th Cir.1987). "
38,4," The majority opinion states that Senator Bennett's purpose was to exclude merely simultaneous banking transactions from the 
scope of § 1972(1). Their quotation from his statement in the Congressional Record goes on to say that, ""The bill as amended 
would require that a condition or requirement imposed by the bank must be demonstrated in order to prove that a violation has 
occurred."" Conf.Rep. (emphasis added) At the very least, this language does not comment on the degree of coercion required 
beyond non-simultaneity. More likely, it emphasizes that the bank must impose a violative tying arrangement on the customer."
38,5," Fortner Enterprises v. United States Steel Corp., 394 U.S. 495, 89 S. Ct. 1252, 22 L. Ed. 2d 495 (1969). "
44,1," The protocol is the document setting out the details of the supervisory relationship between nurse midwives and the 
supervising obstetrician. "
47,2," ""Every contract, combination . . . or conspiracy, in restraint of trade or commerce . . . is illegal."" 15 U.S.C. § 1. "
49,3," In so holding, the district court cited to, and quoted extensively from, the portion of the Third Circuit's opinion in Weiss that held 
that a hospital could not conspire with its medical staff since they were not competitors. However, the court did not discuss the 
portion of the Weiss opinion in which the court of appeals held that the individual members of a hospital's medical staff could 
conspire with each other when making a staff privileges recommendation. "
50,4," This position is not inconsistent with reported opinions of this court. In Potters, the court found only that the intracorporate 
conspiracy doctrine prevented a finding that a hospital conspired with a member of its medical staff. 800 F.2d at 573. In Smith, 
the court held that there could be no conspiracy among a number of physicians operating in a group practice. The court 
emphasized that the physicians were not independent practitioners competing among themselves but were members of a 
professional corporation operating toward one economic goal.  703 F.2d at 950-51. "
56,1," This standard places a lighter burden on the FTC than that imposed by the traditional equity standard for issuance of a 
preliminary injunction. The FTC does not have to show the traditional equity standards of irreparable injury, probability of 
success on the merits, and that the balance of equities favors the petitioners. FTC v. Weyerhaeuser Co., 665 F.2d 1072, 1081-
82 (D.C. Cir. 1981)."
56,2," The stipulation, signed on October 17, 1990, and filed on October 19, 1990, provides, in part:"
56,1," . For the purposes of determining the motion for preliminary injunction under Section 13(b) of the Federal Trade Commission 
Act, it is stipulated that plaintiff has offered an adequate prima facie case on all relevant issues except the affirmative defense of 
failing company, and that defendants will not contest that such prima facie showing meets that standards under 13(b) for issuing 
a preliminary injunction except for the issue of the failing company defense."
56,2," . The failing company defense is the only legal and factual matter at issue in this proceeding, and defendants bear the burden 
of proof on that issue. "
57,3," HN4[
] In order to determine an acquisition's likely impact on competition, a Court looks to the relevant product market, 
geographic market, and the transaction's impact on competition. United States v. E.I. duPont de Nemours & Co., 353 U.S. 586, 
593-95 (1957). If the acquisition may substantially lessen competition in any market, it violates the law."
