Page,Label,Text
13,1," Section 1 of the Sherman Act provides in pertinent part: HN1[ ] ""Every contract, combination in the form of trust or 
otherwise, or conspiracy, in restraint of trade or commerce 
among the several States, or with foreign nations, is declared 
to be illegal."" Section 7 of the Clayton Act, as amended in 
1950 by the Celler-Kefauver Antimerger Act, provides in 
pertinent part: HN2[
] ""No corporation engaged in commerce 
shall acquire, directly or indirectly, the whole or any part of the 
stock or other share capital and no corporation subject to the 
jurisdiction of the Federal Trade Commission shall acquire the 
whole or any part of the assets of another corporation 
engaged also in commerce, where in any line of commerce in 
any section of the country, the effect of such acquisition may 
be substantially to lessen competition, or to tend to create a 
monopoly.""
"
13,2," The discussion in this portion of the opinion draws upon 
undisputed evidence of record in the case, supplemented by 
pertinent reference materials.  See Board of Govs. of the Fed. 
Res. System, Financing Small Business (Comm. print 1958); 
The Federal Reserve System (3d ed. 1954); Concentration of 
Banking in the United States (Comm. print 1952); Bogen, The 
Competitive 
Position 
of 
Commercial 
Banks 
(1959);"
14,," Commission on Money and Credit, Money and Credit (1961); 
Freeman, The Problems of Adequate Bank Capital (1952); 
Hart, Money, Debt, and Economic Activity (2d ed. 1953); Lent, 
The Changing Structure of Commercial Banking (1960); 
Sayers, Modern Banking (5th ed. 1960); Staff of House Select 
Comm. on Small Business, 86th Cong., 2d Sess., Banking 
Concentration and Small Business (1960); U.S. Attorney 
General's Comm. on Administrative Procedure, Federal 
Control of Banking (S. Doc. No. 186, 76th Cong., 3d Sess., 
1940); Fox, Supervision of Banking by the Comptroller of the 
Currency, in Public Administration and Policy Formation 
(Redford ed. 1956), 117; Stokes, Public Convenience and 
Advantage in Applications for New Banks and Branches,  74 
Banking L. J. 921 (1957). For materials which focus 
specifically on the question of competition in the banking 
industry, see also Alhadeff, Monopoly and Competition in 
Banking (1954); Chapman, Concentration of Banking (1934); 
Horvitz, Concentration and Competition in New England 
Banking (1958); Lawrence, Banking Concentration in the 
United States (1930); Berle, Banking Under the Anti-Trust 
Laws,  49 Col. L. Rev. 589 (1949); Chandler, Monopolistic 
Elements in Commercial Banking, 46 J. Pol. Econ. 1 (1938); 
Gruis, Antitrust Laws and Their Application to Banking,  24 
Geo. Wash. L. Rev. 89 (1955); Funk, Antitrust Legislation 
Affecting Bank Mergers,  12 Bus. Law. 496 (1957); Klebaner, 
Federal Control of Commercial Bank Mergers,  37 Ind. L. J. 
287 (1962); Wemple and Cutler, The Federal Bank Merger 
Law and the Antitrust Laws,  16 Bus. Law. 994 (1961); 
Comment, Bank Charter, Branching, Holding Company and 
Merger Laws: Competition Frustrated,  71 Yale L. J. 502 
(1962); Note, Federal Regulation of Bank Mergers: The 
Opposing Views of the Federal Banking Agencies and the 
Department of Justice,  75 Harv. L. Rev. 756 (1962).
"
14,3," In addition, there is a certain amount of bank holding 
company activity.  The Bank Holding Company Act of 1956, 12 
U. S. C. §§ 1841-1848, brought bank holding companies 
under stringent federal regulation.  As of 1958, the 43 
registered bank holding companies controlled 5.7% of all 
banking offices and 7.4% of all deposits. Lent, The Changing 
Structure of Commercial Banking (1960), 19.  See also 
Comment, supra, note 2,  71 Yale L. J., at 516-522."
14,4," Such creation is not, to be sure, pure sleight of hand.  A bank 
may 
not 
make 
a 
loan 
without 
adequate 
reserves.  
Nevertheless, the element of bank money creation is real.  E. 
g., Samuelson, Economics (5th ed. 1961), 331-343."
14,5," The principal banking ""products"" are of course various types 
of credit, for example: unsecured personal and business 
loans, mortgage loans, loans secured by securities or 
accounts receivable, automobile installment and consumer 
goods installment loans, tuition financing, bank credit cards, 
revolving credit funds.  Banking services include: acceptance 
of 
demand 
deposits 
from 
individuals, 
corporations, 
governmental agencies, and other banks; acceptance of time 
and savings deposits; estate and trust planning and 
trusteeship services; lock boxes and safety-deposit boxes; 
account reconciliation services; foreign department services 
(acceptances and letters of credit); correspondent services;"
15,," investment advice.  It should be noted that many other 
institutions are in the business of supplying credit, and so 
more or less in competition with commercial banks (see 
further, pp. 356-357, infra), for example: mutual savings 
banks, savings and loan associations, credit unions, personal-
finance 
companies, 
sales-finance 
companies, 
private 
businessmen (through the furnishing of trade credit), factors, 
direct-lending government agencies, the Post Office, Small 
Business Investment Corporations, life insurance companies.
"
16,6," In 1957, for example, there were three bank suspensions in 
the entire country by reason of financial difficulties; in 1960, 
two; and in 1961, nine.  Of these nine, four involved state 
banks which were neither members of the FRS nor insured by 
the FDIC.  1961 Annual Report of the Comptroller of the 
Currency 286.  In a typical year in the 1920's, roughly 600 
banks failed throughout the country, about 100 of them 
national banks.  See S. Rep. No. 196, Regulation of Bank 
Mergers, 86th Cong., 1st Sess. 17-18."
16,7," The proposed ""merger"" of appellees is technically a"
17,," consolidation, since the resulting bank will be a different entity 
from either of the constituent banks, whereas if the transaction 
were a merger, Girard would disappear into PNB and PNB 
would survive.  However, the proposed transaction resembles 
a merger very closely, in that PNB's shareholders are not to 
surrender their present share certificates and the resulting 
bank is to operate under PNB's charter.  In any event, the 
statute treats mergers and consolidations essentially alike, 
compare 12 U. S. C. (1958 ed., Supp. IV) § 215 with § 215a, 
and it is not suggested that the legal question of the instant 
case would be affected by whether the transaction is 
technically a merger or a consolidation. Therefore, throughout 
this opinion we use the term ""merger.""
"
