Page,Label,Text
38,1," While Associated General Contractors is a standing case, it aids in analyzing CIG's claims. The concepts of standing and 
antitrust injury are similar, and many courts have incorporated Brunswick into their standing tests. See, e.g., John Lenore & Co. 
v. Olympia Brewing Co., 550 F.2d 495 (9th Cir. 1977). Justice Marshall, the author of Brunswick, described that opinion as one 
denying standing.  Associated General Contractors, 459 U.S.  at 549 (Marshall, J., dissenting). "
40,2," In Associated General Contractors, the union failed to allege that any collective bargaining agreement was broken as a result of 
the violation, that the share of the market controlled by unionized firms had diminished, that union membership declined, or that 
its revenues decreased.  Associated General Contractors, 459 U.S. at 542. "
52,3," NGPL also cites the decision in Bill's Coal Co., Inc. v. Board of Pub. Util., 682 F.2d 883 (10th Cir. 1982). That case is 
inapposite. The court held that, absent some effect on either party's performance, urging an interpretation of a contract which 
does not reflect the parties' intent is not a breach or repudiation of a contract.  Id. at 885. NGPL did not merely espouse a 
particular interpretation of the Service Agreement. Its actions clearly affected both parties' performance. "
57,4," NGPL also claims that Jury Instruction No. 16 confused the jury by incorrectly stating the effect of FERC's orders. This 
contention is addressed earlier in the opinion. See supra text at 51-56 NGPL also asserts that the Court excluded relevant 
evidence of FERC proceedings. The Court, however, permitted witnesses to testify concerning any FERC order that formed the 
basis of their opinion or influenced their actions. "
61,1," Not only was the four-year statute involved, 15 U.S.C. § 15b, but also a one-year extension thereof where a private case 
follows a government enforcement proceeding.  American Pipe, 414 U.S. at 541-42, 94 S. Ct. at 760 (applying § 5(b) of the 
Clayton Act, 38 Stat. 731, as amended, 15 U.S.C. § 16(b)). "
62,2," See Ramirez de Arellano v. Alvarez de Choudens, 575 F.2d 315 (1st Cir.1978) HN5[
] (so long as actions are not barred by 
the pendency of prior actions, ""prior judicial actions do not toll the statute of limitations, no matter how close their relationship to 
the one at bar."" Id. at 319 & n.3.); accord Pace Industries, Inc. v. Three Phoenix Co., 813 F.2d 234, 240-41 (9th Cir.1987). "
63,3," Drumm raised no issue whether tolling could be based on the speculative damage rationale of Zenith Radio Corp. v. Hazeltine 
Research, Inc., 401 U.S. 321, 91 S. Ct. 795, 28 L. Ed. 2d 77 (1971). We reject appellee's motion for an award of attorneys' fees. "
70,1," When originally filed on April 10, 1979, this case was assigned to the Hon. Norman Roettger, United States District Court, 
Southern District of Florida. The instant motion was first filed by Plaintiff in 1982. On October 7, 1985, Judge Roettger denied 
Plaintiff's Motion for Default and Sanctions ""without prejudice."" On the same date, the case was reassigned to this Division of the 
Court. Plaintiff renewed its Motion for Default and Sanctions on October 28, 1985. In view of the nature and gravity of 
Defendant's alleged discovery abuses, we set this matter down for full evidentiary hearing and reconsidered the issue de novo. "
71,2," We note that both Parties have submitted lengthy briefs on this matter, amply addressing the disputed events and their legal 
significance. In view of the allegations raised and the findings entered, we additionally observe that Defendant's present counsel 
have been consistently forthright and honorable in enlightening this Court as to this unfortunate and sadly avoidable course of 
events. "
72,3," This and all subsequent ""Tr."" citations refer to the transcript of the evidentiary hearing which was held on March 12-13, 1986. "
81,4," It should be noted in this regard that, prior to obtaining his law degree from the University of Texas, Mr. Arnold received a 
bachelor's degree in physics from Harvard College and a master's degree in physics from the University of California, San 
Diego. [Arnold Dep. II, at 11.] "
83,5," Whether the personnel carrying out this year-end document destruction actually knew the guidelines regarding document 
retention set forth in OHD's Standard Operating Procedure is a matter of considerable doubt. As we shall discuss shortly, neither 
OHD's President, Robert Haugh, nor the corporation's Senior Vice-President in charge of manufacturing and sales, Robert 
Hagman, could describe even the basic outlines of the corporation's Standard Operating Procedure in this area. [Haugh Dep. at 
7-9; Hagman Dep. at 15.] Moreover, Mr. Arnold himself testified that the Standard Operating Procedure with regard to document 
retention ""is more honored in the breach than in the observance."" [Tr. 270; Arnold Dep. I, at 83.]"
83,6," Mr. Arnold's admission that documents were destroyed without being reviewed as to their possible relevance to Telectron's 
Request for Production was offered at the evidentiary hearing held before this Court on March 12-13, 1986. This admission 
notably contradicted Mr. Arnold's earlier deposition testimony, in which he responded affirmatively to the question: ""Were all of 
the documents within the custody, control or possession of Overhead Door Corporation reviewed pursuant to Telectron's request 
for production of documents?"" [Tr. 265-69; Arnold Dep. I, at 43.] Subsequent to giving this earlier testimony, Mr. Arnold wrote a 
letter to the official reporter of the deposition, Mrs. Carol Bates, asking her to strike his affirmative answer, ""yes,"" from the 
transcript. [Tr. 267; Plaintiff's Ex. 26 (Letter dated January 15, 1981).] When asked at the evidentiary hearing why he had 
requested that the reporter strike this response, Mr. Arnold offered no explanation. [Tr. 267-69.] "
84,7," On his desk, Mr. Hagman kept what he referred to as his ""current file,"" a sheaf of files approximately twelve to fifteen inches 
thick. The fourteen to fifteen files in this collection contained correspondence pertaining to various of OHD's manufacturing 
operations. [Hagman Dep. at 17-18.] When he periodically visited a manufacturing plant, Mr. Hagman would bring along the file 
folder pertaining to that plant and, after discussing with the relevant personnel any issues raised by documents in the file, he 
would discard these documents. Additionally he reported that, at the end of each year, he personally would sift through his 
collection of files and ""just throw out everything that wasn't current."" [Id.] At his deposition testimony on July 21, 1981, he 
recalled having last carried out this sort of review at the end of 1980. [Id. at 18.] "
87,8," Subsections (c) and (d) of Rule 37 are exceptions to the general principle that Rule 37 sanctions are to be imposed only upon 
violation of a court order.  Dorey v. Dorey, 609 F.2d 1128, 1134-35 (5th Cir. 1980). In the case at bar, the destruction occurred 
when the court's jurisdiction was first invoked; i.e., on the very day that the Complaint and Request for Production were served 
upon the Defendant. As Plaintiff's First Request for Production was served in compliance with the Federal Rules of Civil 
Procedure, Defendant was bound to respond to that request as provided by Rule 34. There was no cause, nor time, for the court 
to intervene in the immediate aftermath of the service of these papers. Accordingly, the absence of a court order eliminates Rule 
37(a) from our consideration of sanctions, and Rule 37(b) only applies insofar as sanctions provided thereunder can be invoked 
through the application of Rule 37(d). See, e.g., Fox v. Studebaker-Worthington, Inc., 516 F.2d 989 (8th Cir. 1975) (dismissal of 
complaint upheld as a sanction under Rule 37(d), where plaintiff at first maintained that he had destroyed recorded tapes of 
""bugged"" conversations and later asserted that no wiretapping or taperecording had ever occurred). "
88,9," In Bonner v. City of Prichard, Ala., the Eleventh Circuit adopted as binding precedent those decisions rendered by the Former 
Fifth Circuit prior to October 1, 1981.  661 F.2d 1206 (11th Cir. 1981). "
92,10," HN20[
] Where the evidence clearly reveals that an effort to destroy or conceal documents was carried out in bad faith, the 
drawing of an adverse inference as to the contents of the documents has not merely been permitted; it has in some cases been 
required. See, e.g., Alexander v. National Farmers Organization, 687 F.2d 1173, 1205-06 (8th Cir. 1982), cert. denied, 461 U.S. 
937, 77 L. Ed. 2d 313, 103 S. Ct. 2108 (1983). In Alexander, the Eighth Circuit concluded that one of the parties had engaged in 
""a deliberate pattern of shuffling and hiding documents--to warehouses, homes or other locations--specifically to avoid 
discovery."" Id. In addition, it was stipulated that this same party had ordered the destruction of certain documents, and that some 
of these documents had, in fact, been destroyed. Id. Terming these discovery abuses ""outrageous,"" the Circuit held the trial 
court in error for its failure to draw factual inferences adverse to the offending party ""on matters undertaken in or through offices 
and individuals involved in the destruction of documents."" Id. at 1205-06 (citations omitted). "
