Page,Label,Text
21,*," A Petition for Rehearing with Suggestion for Rehearing In Banc was filed by appellants but was dismissed after the parties 
advised this court that they had reached a settlement. "
26,1," In 1966, the NBA awarded an expansion franchise for Chicago to Chicago Basketball. After considering both the Chicago 
Stadium and the International Amphitheatre, at that time Chicago's two indoor sports arenas, Chicago Basketball selected the 
Amphitheatre as the Bulls' home arena for the 1966-67 season. In January 1967, McCormick Place, Chicago's convention and 
exposition facility, burned down. The Amphitheatre was selected as the replacement site for McCormick's scheduled events. To "
27,," facilitate this switch, Arthur Wirtz, at Mayor Daley's request, took the Bulls as a tenant at the Chicago Stadium. In June 1967, 
Chicago Basketball and CSC executed a three-year lease agreement. When McCormick Place was not rebuilt by either the 
1970-71 or 1971-72 seasons, additional one-year leases were executed."
27,2," IBI was incorporated on June 13, 1972. Its shareholders were to have included Marvin Fishman, Robert Block, A. E. Stanley III, 
Lloyd Levin, Thomas Nadler, Robert Paliofito, Harold Paliofito and Jonathan Kovler. See infra note 35."
27,3," CPSC was incorporated on May 18, 1972. Its original shareholders were defendants Lester Crown, Philip Klutznick, Arthur 
Wirtz, James Cook and Albert Adelman and non-defendants Edward Ginsberg, George Steinbrenner III, Arnold Meyer, Lamar 
Hunt and Jonathan Kovler. "
28,4," The governors representing the New York Knicks, Los Angeles Lakers, Washington Bullets, Kansas City Kings and Detroit 
Pistons voted against the transfer. The Portland Trailblazers were not represented at the meeting. There is some question as to 
how William Putnam of the Atlanta Hawks voted. Putnam recalled that he voted not to approve but notes from the meeting 
indicate the opposite. "
29,5," Ginsberg spoke with Pollin several times about his group's interest in acquiring the Bulls. Arthur Wirtz provided NBA 
Commissioner Kennedy and Pollin with copies of his correspondence with Rich. William Wirtz did the same for Jack Kent Cooke 
(owner of the Los Angeles Lakers) and invited Cooke to call him and discuss the matter. William Wirtz also called William 
Putnam (Atlanta Hawks) and told him that CPSC could obtain a lease at the Chicago Stadium, whereas IBI could not. Arthur 
Wirtz called Ray Patterson (Houston Rockets) to deliver the same message. Some of the NBA governors took the initiative. Irish (New York Knicks) and Pollin telephoned Rich and asked what could be 
done to cause a sale to CPSC. Alan Rothenberg (Los Angeles Lakers) spoke to fellow NBA members to persuade them not to 
approve the transfer to IBI. "
30,6," Defendant Emprise Corporation operates the food and beverage concessions at various arenas throughout the country, 
including the Chicago Stadium. Defendant Chicago Blackhawk Hockey Team, Inc. owns and operates the Chicago Blackhawks, 
a National Hockey League (""NHL"") franchise; Arthur Wirtz owns a controlling interest in this corporation. As of 1972, defendant 
Atlanta Hockey, Inc. owned the Atlanta Flames, also an NHL franchise. Prior to 1979, other defendants in this suit included the NBA; Madison Square Garden Center, Inc.; California Sports, Inc.; 
Missouri Valley Professional Sports; Texas Sports Investment, Inc.; Atlanta Hawks Basketball, Inc.; Phoenix Professional 
Basketball; and Capital Bullets, Inc. The last seven were the owners of the seven teams that voted against the transfer of the 
Bulls to IBI. The claims against these eight ""NBA defendants"" were the same as those against the defendants here. In 
December 1978, these defendants settled with the plaintiffs for $750,000 and the claims against them were dismissed. Finally, Washington Hockey, Ltd. was named as a defendant but was dismissed on its motion for summary judgment in May 
1977."
30,7," The complaint also alleged that defendants had monopolized, attempted to monopolize, and conspired to monopolize the 
market for indoor sports arenas in Chicago and had conspired to restrain trade with respect to indoor sports arenas in Chicago. 
Consolidated Complaint, Counts III, IV. The district court ruled that plaintiffs lacked standing to bring this claim because there 
was insufficient evidence that they planned to acquire or build an indoor sports arena in Chicago. Liability Opinion, 1981-2 Trade "
31,," Cas. at 74,790. Further, the complaint alleged that defendants had monopolized, attempted to monopolize, and conspired to 
monopolize the market for major league professional winter sports in Chicago and had conspired to restrain trade in that market. 
Consolidated Complaint, Counts V, VI. The district court did not discuss these counts in its opinion, nor do the parties mention 
them on appeal."
