Case Index,Core Terms
Case 1,mail
Case 2,"prices, cable, bid, sheets, conspiracy, civil penalty, competitors, violations, employees, discounting, adhere, 
settlement, contacts, compliance, new price, adders, phone, deterrence, orders, continuing violation, increased 
price, cease-and-desist, conversation, price-fixing, decisions, effects, freight, conditions, antitrust, collusion"
Case 3,"defendants', damages, injunction, warrants, remedies, plaintiffs', equitable, lenders, equitable relief, amended 
complaint, courts, injunctive relief, expressly provided, summary judgment, divestiture, plaintiff's claim, equitable 
remedy, right of action, loan agreement, racketeering, enterprise, rescission, violations, ordering, stock"
Case 4,"territorial, franchise, franchisees, restaurants, antitrust, defendants', summary judgment motion, plaintiffs', 
franchisor, horizontal, Distributors, monopoly, anti trust law, allocated, Sherman Act, tie, tying product, vending, 
anticompetitive, vertical, summary judgment, supplemental, discovery, relevant market, restrictions, products, 
damages, entitled to summary judgment, financial interest, probative evidence"
Case 5,"conspiracy, Sherman Act, wholly owned subsidiary, subsidiary, integration, affiliation, conspiring, intra-enterprise, 
Cab, affiliated corporation, anticompetitive, concerted, enterprise, unilateral, cases, acquisition, antitrust, effected, 
entities, tubing, combinations, coordinated, compete, common ownership, competitor, restrain, unreasonable 
restraint, antitrust liability, restraint of trade, parent corporation"
Case 6,"resin, pipe, polybutylene, damages, statute of limitations, fraudulent concealment, antitrust, ascertainable, 
manufacturing, plant, competitors, limitations, extrusion, alleges, conceal, speculative, toll, supply contract, 
wrongdoing, supplying, sever, accrued cause of action, tolling statute, due diligence, trade secret, misappropriation, 
anticompetitive, calculated, supplier, argues"
Case 7,"retailers, products, customers, allegations, facilities, antitrust, Clayton Act, purchasing, damages, direct-purchasing, 
defendants', cause of action, discriminated, wholesaler, advertising, electronics, allowances, deliveries, violations, 
supplier, profits, sales, antitrust violation, retailer-customers, alleged violation, retail customer, proportionately, 
discriminatory, duplicate, injuries"
Case 8,"stroller, conspiracy, distributor, terminate, retailers, manufacturer, juvenile, summary judgment, customers, selling, 
products, conspired, prices, east side, antitrust, discount, Upper, suggested retail price, vertical, do business, 
Sherman Act, complaints, repair, rule of reason, territorial, horizontal, purchaser, maternity, adhered, alleges"
Case 9,"dealers, manufacturer, advertising, tie-in, consumers, trademark, exclusive territory, retail price, prices, antitrust, 
buy, territorial, products, anti trust law, district judge, integrated, retail, advertised price, markets, cases, special 
master, vertical integration, vertically, franchise, package, maximum price, resale price, fixing, prefabricated, 
competitors"
Case 10,"carriers, newspapers, subscription, prices, district court, subscribers, rates, retail, practices, plans, resale price, 
home-delivery, subscription price, per se violation, antitrust, customers, producer, distributors, conspiracy, papers"
Case 11,"prices, predatory, customers, Robinson-Patman Act, solicit, sanitary, preliminary injunction, discounts, seller's, 
merits, costs, acquisition costs, discriminatory, confidential, irreparable, third-party, injunctive, ranging, selling, sales"
Case 12,"fares, advice, lawsuit, disqualification, proceedings, disqualified, antitrust, matters, parties, airline, confidences, 
participated, memorandum, Disciplinary Rule, allegations, confidential information, negotiations, defendants', 
carriers, charter, disqualification motion, government service, Confidentiality, representations, conspiracy, traffic, 
substantial relation, similarities, rulemaking, tariffs"
Case 13,"pricing, interconnection, monopoly power, views, district judge, public interest, anti trust law, specialized, predatory, 
memorandum opinion, common carrier, carriers, costs, argues, copied, clearly erroneous, total cost, charges, 
facilities, bias, present case, private line, cases, fact finding, microwave, antitrust, witnesses, tariffs, trial judge, 
intercity"
Case 14,"television, games, athletics, football, college football, broadcasters, networks, output, rights, institutions, telecasts, 
intercollegiate, schools, amateurism, Sherman Act, sports, teams, regulations, attendance, programs, 
anticompetitive, compete, enhance, appearances, competitors, attractive, antitrust, procompetitive, audience, 
consumer"
Case 15,"discovery, sanctions, documents, good faith, discovery order, compliance, default, noncompliance, recommended, 
disclosure, bad faith, factors, discovery request, exemption, contempt, nondisclosure, antitrust, failure to comply, 
anti trust law, district court, blocking, parties, negate, appropriate sanction, failure to provide, national interest, 
refuse to comply, default judgment, circumstances, authorities"
Case 16,"state claims, pendent, district court, shot, four-state, sales, unfair competition, relevant market, antitrust claim, 
geographic, rule of reason, distributors, consumer, unfair, federal claim, antitrust, directed verdict, abuse of 
discretion, state law claim, factors, costs, conspired, customers, employees, prices, statute of limitations, federal 
court, convenience, suppliers, transport"
Case 17,"anti-competitive, monopoly power, monopolistic, primers, replace, manufacturing, Sherman Act, monopolization, 
purchases, prices, customers, insufficient evidence, district court, antitrust, shipped"
Case 18,"producers, eggs, economic power, broiler, interrogatory, feed, integrated, economic advantage, hatcheries, chicken, 
antitrust, Grain, firms, tying product, competitors, breeding, flock, hatching, tying arrangement, seller"
Case 19,"pricing, variable, predatory, Adjusters, costs, rental, replacement, monopolize, competitors, barriers, antitrust, 
exhibits, rental rate, monopolist, charging, monopoly, hiring, firms, anticompetitive, predation, output, 
anticompetitive conduct, trial judge, Sherman Act, plaintiffs', marginal, losses"
Case 20,"invention, infringement, specimen, interferometer, measuring, mirror, patent, surface, thickness, travel, distance, 
beam, film, peak, radiation, radiation-reflective, instruments, misuse, scan, prejudgment interest, new trial, 
interferogram, emanating, duPont, argues, lost profits, trial judge, presumed, invalid, optical"
Case 21,"ticket, skiing, sub-market, instructions, relevant market, district court, geographic, products, monopolization, 
grounds, season, mountains, damages, attorney's fees, matter of law, downhill, estimate, four-mountain, 
assumptions, facilities, antitrust, four-area, multi-day, objected, costs, directed verdict, circumstances, destination, 
Reply, actual use"
Case 22,"franchise, conspiracy, cable television, municipal, Interrogatory, city council, anti trust law, trial court, 
anticompetitive, antitrust, answer to an interrogatory, conspirators, territory, cable, immunity, competitor, compete, 
divide, merits, non-conspirators, co-conspirator, businessmen, sham, circumstantial evidence, unreasonable 
restraint, qualified immunity, proximate cause, public interest, rule of reason, reconciliation"
Case 23,"Diet, franchise, franchisees, products, trademark, royalty, tied product, tying product, market power, tying 
arrangement, package, franchisor, customer, consumer, prices, price discrimination, competitors, antitrust, costs, 
tie, anti trust law, license fee, comparable, calculate, submarket, charges, outlet, fair market value, summary 
judgment, relevant market"
Case 24,"figures, antitrust, importation, counterclaims, practices, retailers, conspiracy, anticompetitive, distributors, anti trust 
law, lack standing, drawings"
Case 25,"organized crime, racketeering, predicate act, enterprise, courts, indictable, cases, criminal conviction, civil remedy, 
violations, treble damages, chargeable, legislative history, racketeering activity, civil action, provisions, prior 
criminality, damages, prior conviction, standing requirement, anti trust law, punitive, Clayton Act, purposes, 
safeguards, antitrust, decisions, suits, preponderance of evidence, liberal construction"
Case 26,"enterprise, racketeering, antitrust, pattern of racketeering activity, predicate act, organized crime, district court, 
treble damages, anti trust law, racketeering activity, attorney's fees, cases, terms, legislative history, slip opinion, 
negotiated, remedies, Bankers, courts, mail, civil remedy, arbitration, defendants', plaintiffs', provisions, remarks, 
garden, wire"
Case 27,"dealers, counterclaims, allegations, motion to dismiss, infringement, trademark, boxes, first amended complaint, 
replacement part, consent decree, antitrust, argues, lift, affirmative defense, motion to strike, circumstances, 
confidential, manufactured, appearance, unmarked, concealment, defenses, truck, summary judgment motion, 
Lanham Act, impression, collected, documents, stricken, copied"
