Case Index,Core Terms
Case 1,"interconnection, electricity, customers, plaintiffs', interstate, intrastate, synchronous, electric utility, reliability, 
generation, interstate commerce, savings, holding company, costs, Sherman Act, disconnect, studies, mode of 
operation, contracts, parties, prices, subsidiaries, defendants', cooperate, wholesale, plants, plans, intrastate 
commerce, group boycott, anticompetitive"
Case 2,"segregative, defendants', schools, effects, school system, systemwide, teachers, housing, busing, violations, 
constitutional violation, residential, distance, taught, school board, intentionally, attitudinal, plaintiffs', decisions, 
curve, decay, black and white, Memorandum, simulation, witnesses, patterns, forces, public school system, district 
court, psychological"
Case 3,"boycott, convention, Sherman Act, campaign, organizations, ratification, unratified, patriae, sectors, dollars, 
cancellation, solicitation, urging, restraint of trade, revenue loss, antitrust, decisions, parties, anti trust law, 
generalized, railroads, bookings, site, injunctive relief, local chapter, concerted, telephone, estimate, appears,"
Case 4,"cross-ownership, ban, franchise, league, sports, preliminary injunction, merits, irreparable harm, competitors, team, 
antitrust, soccer, divestiture, irreparable, by-law, anticompetitive, cross-owners, investors, propose an amendment, 
group boycott, Sherman Act, hardships, ownership, stability, boycott, antitrust case, injunction, television, 
concerted, questions"
Case 5,"buyer, seller, bid, meeting-competition, price discrimination, competitor's, Robinson-Patman Act, dairy, defenses, 
induce, meeting competition, milk, lower price, good faith, derivative, disclosure, Automatic, affirmative defense, 
Administrative Law, Federal Trade Commission Act, discriminations, circumstances, differentials, knowingly, label, 
beat"
Case 6,"insurance business, Pharmacy, insurer, exemption, policyholders, McCarran-Ferguson Act, regulation, insurance 
company, underwriting, anti trust law, provider, plans, service-benefit, contracts, reliability, premiums, insurance 
industry, rates, benefits, costs, legislative history, participating, obligations, spreading, cooperative, drugs, 
insurance commissioner, transactions, agrees, risks"
Case 7,"indemnification, anti trust law, antitrust, joint tort feasor, third-party, deterrent, district court, cases, monopolize, 
violators, wrongdoer, antitrust violation, antitrust case, wrongdoing, circumstances, tortfeasors, parties, business 
relationship, antitrust action, damages, beauty, treble damages, proceedings, sections, lawsuit, courts"
Case 8,"distributors, discount, school supplies, schools, damages, sales, jobbers, purchasers, scissors, price discrimination, 
Dealership, customers, products, catalog, price discount, regular, selling, differential, competitors, allowance, 
qualify, argues, prices, stock, designated"
Case 9,"Certificate, anti trust law, Sherman Act, recommendation, allegations, conspiracy, antitrust, capital expenditures, 
defendants', Appeals, planning agency, Planning, health facility, due process, state law, proceedings, regulation, 
circuit court, facilities, conspired, exemption, immunity, license, induce, government action, regulatory scheme, 
anticompetitive, remedies, protest, notice"
Case 10,"tugs, vessel, defendants', pilots, ship, conspiracy, damages, charges, competitors, percent, profits, monopolization, 
masters, antitrust, customers, anti trust law, docking, rates, common ownership, undocking, tugboat, speculative, 
pilotage, flowing, package, tariff, no evidence, employees, segment, cases"
Case 11,"films, distributor, exhibitor, split, bid, licensed, damages, no evidence, terms, theatre, pictures, conspiracy, futility, 
speculation, prima facie case, antitrust, negotiate, non-split, contends, sales, self-interest, prerequisite, twenty-
three, first-run, inferior"
Case 12,"coal, antitrust, purchase-of-coal, contributions, illegality, unfair labor practice, onions, signatories, summary 
judgment, employees, purchases, courts"
Case 13,"manufacturer, dealer, terminate, cabinets, customer, prices, Sherman Act, unilateral, rule of reason, competitor, 
price competition, kitchen cabinet, anti trust law, per se rule, horizontal, antitrust, franchise, redeeming, selling"
Case 14,"insurer, patients, insurance business, chiropractic, chiropractor, exemption, coverage, boycott, regulation, charges, 
peer review, Sherman Act, intimidation, licensed, policies, alleges, insurance company, anti trust law, antitrust, 
practices, coercion, summary judgment motion, conspiracy, reimburse, parties"
Case 15,"rates, regulation, carriers, Sherman Act, motor carrier, compulsion, state action, immunity, parties, common carrier, 
conferences, sovereign, charges, public service commission, anti trust law, private party, defendants', shippers, 
intrastate, exempt, proposals, Commerce, Railroad, tariffs, fixing, state commission, transportation, Interstate, 
antitrust, practices"
Case 16,"dealer, prices, profit-maximizing, plaintiffs', publisher, damages, circulation, subscription price, amount of damages, 
antitrust, hike, presume, profits, advertising revenue, fact of damage, maximization, restrains, burden of proof, 
nominal damages, district court, fixed price, maximum, converting, distribution system, pricing policy, lost profits, 
defendants', speculation, newspaper, rebutted"
Case 17,"purchaser, steel, commerce, seller, price discrimination, cases, cranes, commodity, discriminatory, manufacturers, 
customer, alleges, wholesaler, retailer, indirect, supplier, resale, buyer, Robinson-Patman Act, defendants', 
consumer, prices, competitive injury, motion to dismiss, consumption, Sections, products"
Case 18,"purchasers, treble damages, bags, anti trust law, antitrust, injunctive relief, competitors, consumer, price-fixing, 
overcharge, indirect, prices, defendants', supermarket, violators, pass-on, courts, conspiracy, district court, 
subsidiary, damages, summary judgment, manufacturer, factors, standing to sue, anticompetitive, cost-plus, suits, 
products, parties"
Case 19,"antitrust, lease, restrictive covenant, shopping center, products, tenant, present case, bakery, lease provision, 
Cases, rule of reason, injunctions, provisions, covenant, shopping"
Case 20,"patent, antitrust, courts, foreign patent, Sherman Act, district court, anti trust law, foreign nation, foreign country, 
monopolization, treaties, sovereign, invalid, commerce, act of state doctrine, extraterritorial, abroad, rights, foreign 
law, foreign government, foreign commerce, comity, fraudulent, licensing, territory, damages, parties, infringement, 
compulsion, domestic"
Case 21,"conspiracy, certification, predominate, antitrust"
Case 22,"zoning, anticompetitive, anti trust law, exemption, state action, Sherman Act, municipalities, allegations, west side, 
zoning power, defendants', rezoning, counts, shopping center, Associates, antitrust, sovereign, Downtown"
Case 23,"exemption, antitrust, containers, district court, consolidators, parties, shipping, collective bargaining, anti trust law, 
Sherman Act, stevedores, boycott, unfair labor practice, bargaining, secondary, collective bargaining agreement, 
nonstatutory, damages, cases, summary judgment, illegality, estoppel, vessel owner, Clayton Act, anticompetitive, 
competitors, mandatory, remedies, cargo, rule of reason"
Case 24,"license, blanket, music, compositions, rights, Sherman Act, users, composers, price fixing, antitrust, negotiate, 
copyright owner, network, television, cases, decree, practices, television network, anti trust law, per se rule, per se 
violation, competitors, costs, restraint of trade, consent decree, monopoly, holders, musical composition, 
broadcasters, publishers"
Case 25,"settlement, plaintiffs', damages, conspiracy, objectors, estimate, defendants', claimants, armored car, notice, 
settlement fund, settlement proposal, profits, antitrust, customers, markets, expenses, profit margin, class action, 
law firm, circumstances, petitioners', discovery, charges, cases, hourly rate, differential, calculated, prices, risks"
Case 26,"venue, immunity, anti trust law, transportation, exemption, state action, shipping, subsidiary, transaction of 
business, instrumentality, antitrust, vessels, ports, entities, antitrust liability, compulsion, acquiring, Sherman Act, 
facilities, displace, ocean, antitrust immunity, provisions, maritime, meetings, monopoly, courts, do business, 
acquisition, interstate"
Case 27,"percent, listings, conspiracy, interstate commerce, dinner, brokers, interstate, charts, realtors, reasonable doubt, 
vice president, out-of-state, complain, brokerage, houses, sellers, participated, commerce, lawyers, felony, cases, 
multiple listing service, character evidence, protective order, sufficient nexus, commission rate, specific intent, 
integral part, higher rate, real estate"
Case 28,"act of state doctrine, Forestry, license, plaintiffs', conspiracy, defendants', venture, motivation, relations, sovereign, 
cutting, Sisal, district court, Sherman Act, expropriation, cancellation, antitrust, timber, foreign government, anti trust 
law, anticompetitive, regulating, rights"
Case 29,"uranium, counterclaimants, fuel, reactors, fabricated, Nuclear, monopolize, markets, yellowcake, competitors, sales, 
misrepresentations, antitrust, allegations, tied product, tying product, prices, products, tying arrangement, electric 
utility, manufacturers, assemblies, tie-in, trademark, antitrust violation, purchasers, motion to dismiss, contracts, 
suppliers, cases"
Case 30,"interstate commerce, commerce, Sherman Act, insurance business, insurance company, adjuster, summary 
judgment, trial court, antitrust, conspiracy, losses"
Case 31,"bargaining, replacement, employees, negotiations, anti trust law, labor dispute, labor policy, meat"
Case 32,"patent, infringement, antitrust, bad faith, monopolize, anti trust law, gloves, suits, antitrust violation, patent 
infringement, disposable, patentee, plastic, cases, district court, overall scheme, manufacturers, invalid, antitrust 
liability, damages, flows, relevant market, lost profits, trial court, prosecuted, initiated, monopoly, barrier, prior 
patent, good faith"
Case 33,"advertising, newspaper, publish, abbreviations, Printing, monopoly, anti trust law, predatory, costs, refuse to accept, 
pricing"
Case 34,"taxicab, regulation, fares, Cartwright Act, public utility, powers, anti trust law, sovereign, Sherman Act, rates, cases, 
municipal, exempt, immunity, political subdivision, intermediate, plaintiffs', antitrust, cause of action, state action, 
transportation"
