Page,Label,Text
23,1," .   HN1[
]  15 U.S.C. § 1 (1975) reads in pertinent part: ""Every contract, combination in the form of trust or otherwise, or conspiracy, in restraint of trade or commerce among the several 
States, or with foreign nations, is declared to be illegal . . . ."" HN2[
]  15 U.S.C. § 2 (1974) is as follows: Every person who shall monopolize, or attempt to monopolize, or combine or conspire with any other person or persons, to 
monopolize any part of the trade or commerce among the several States, or with foreign nations, shall be deemed guilty of a 
felony, and, on conviction thereof, shall be punished by fine not exceeding one million dollars if a corporation, or, if any other 
person, one hundred thousand dollars or by imprisonment not exceeding three years, or by both said punishments, in the 
discretion of the court."
23,2," .   Bartholomew v. Virginia Chiropractors Ass'n, 451 F. Supp. 624 (W.D.Va. 1978). "
24,3," .  ""The insurance contracts limit reimbursement to usual and customary charges for necessary health care services rendered."" 
Id."
24,4, .   15 U.S.C. § 22 (1914). Quoted at page 815 Infra.
24,5, .   15 U.S.C. §§ 1011-1015 (1947).
24,6, .  Id. § 1012(b).
24,7, .  Id. § 1013(b).
24,8, .   28 U.S.C. § 1292(b) (1958). 
26,9," .   HN5[
]  15 U.S.C. § 1012(b). As here applicable, it reads: (b) No Act of Congress shall be construed to invalidate, impair, or supersede any law enacted by any State for the purpose of 
regulating the business of insurance, or which imposes a fee or tax upon such business, unless such Act specifically relates to 
the business of insurance: Provided, That after June 30, 1948, the Act of July 2, 1890, as amended, known as the Sherman Act, 
and the Act of October 15, 1914, as amended, known as the Clayton Act, and the Act of September 26, 1914, known as the 
Federal Trade Commission Act, as amended, shall be applicable to the business of insurance to the extent that such business is 
not regulated by State law. "
27,10," .  Neither party raised the question of State regulations with respect to the non-insurer defendants, however."
27,11," .  Id. at § HN7[
] 1013(b). ""Nothing contained in this chapter shall render the said Sherman Act inapplicable to any agreement 
to boycott, coerce, or intimidate, or act of boycott, coercion, or intimidation."" "
28,1," .  In district court, the insurance company defendants insisted that ""disposition of this case is simplified because the McCarran 
Act questions it raises have been disposed of in at least five recent cases . . . With facts not materially distinguishable from those 
involved here."" ""Insurance Company Defendants' Memorandum of Points and Authorities in Support of Their Motion to Dismiss"" 
at 7. One of these cases was Royal Drug (defendants relied on the district court's holding in that case that the pharmacy 
agreements Were the business of insurance. 415 F. Supp. 343 (W.D.Tex.1976). Of the four other cases the defendants here 
found indistinguishable, two were singled out by the Supreme Court in Royal Drug as being ""in conflict"" with the Court's own 
interpretation of the phrase ""business of insurance"": Anderson v. Medical Service, 551 F.2d 304 (4th Cir. 1977) and Proctor v. 
State Farm Mutual Automobile Insurance Co., 182 U.S. App D.C. 264, 561 F.2d 262 (D.C.Cir. 1977) (Vacated and remanded, 
440 U.S. 942, 99 S. Ct. 1417, 59 L. Ed. 2d 631 (1979)). Royal Drug, 440 U.S. 205, 99 S. Ct. 1067 at 1072, n.2."
28,2," .  Congress' primary concern in enacting the McCarran Act was to ""ensure that the States would continue to have the ability to 
tax and regulate the business of insurance,"" Royal Drug, 99 S. Ct. at 1076, following the Supreme Court's ruling that insurance 
is interstate commerce. The applicability of the antitrust laws to the insurance business was only a ""secondary concern,"" which 
""focused simply on whether cooperative rate-making should be exempt."" Id. at 1076, 1079. See S.Rep. No. 20, 79th Cong., 1st 
Sess. (1945); H.R.Rep. No. 143, 79th Cong., 1st Sess. (1945); 91 Cong.Rec. 1442-1444, 1477-1489 (1945). "
29,3," .  Plaintiffs claim that the insurance companies' participation goes beyond their use of peer review recommendations to 
determine the amount of reimbursement they will pay. According to plaintiffs, the insurers have advised their policyholders that 
plaintiffs' fees are unreasonable, and have defended policyholders against suit brought by plaintiffs to recover the difference 
between plaintiffs' actual charge and the ceiling fixed by the peer review committee."
29,4," .  For a detailed history of the McCarran Act, See C. Weller, The McCarran-Ferguson Act's Antitrust Exemption for Insurance: 
Language, History and Policy, 1978 Duke L.J. 587."
29,5," .  Two of the ten articles in the Virginia Code's insurance provisions were enacted in direct response to the McCarran Act. Article 
6 apparently seeks to fully displace the Federal Trade Commission Act within the state, by listing and defining all insurance 
company practices ""which constitute unfair methods of competition or unfair or deceptive acts or practices and by prohibiting the 
trade practices so defined or determined."" Va.Code §§ 38.1-49 to -57. See FTC v. National Casualty Co., 357 U.S. 560, 78 S. "
30,," Ct. 1260, 2 L. Ed. 2d 1540 (1958). The State Corporation Commission is given enforcement power, but may not ""enlarge upon 
or extend"" the detailed listing in the statute. Va.Code § 38.1-53. Article 7, the ""antitrust provisions,"" does not purport to be 
similarly exclusive. It simply forbids two types of activities, insurance company mergers and interlocking directorates, if they 
would ""substantially lessen competition generally in the business of insurance, or (tend) to create a monopoly therein."" Id., §§ 
38.1-58, -59. There is no indication that, by failing to deal with other practices having an anti-competitive impact, the Virginia 
legislature intended to authorize such practices or to remove them from federal antitrust scrutiny. In addition to the Code provisions relating specifically to the insurance business, Virginia has a state antitrust law, Va.Code § 
59.1-9.1 Et seq., which arguably applies to the conduct alleged in plaintiffs' complaint. See Blue Cross v. Commonwealth, 211 
Va. 180, 176 S.E.2d 439 (1970). But the McCarran Act does not grant primacy to all types of state regulation which might apply 
to the business of insurance. The Act concerns only ""the type of state regulation that centers around the contract of insurance."" 
SEC v. National Securities, Inc., 393 U.S. 453, 460, 89 S. Ct. 564, 568, 21 L. Ed. 2d 668 (1969)."
30,6," .  In 1977, the insurance code's listing of unfair or deceptive trade practices was amended to prohibit fourteen specific ""unfair 
claim settlement practices."" Va.Code § 38.1-52(8a). Regardless of whether this statute now provides state regulation of the 
particular conduct at issue in this case, and it is not clear from the face of the statute that it does, it would not bar plaintiffs' 
complaint, which was filed in 1977 and concerns conduct which began in 1973. The conduct of defendant chiropractors is clearly not regulated by the state's insurance laws. Those laws apply only to insurance 
companies and their agents, and the State Corporation Commission, which has enforcement responsibility, has no authority over 
providers of services. See Blue Cross v. Commonwealth, supra at 192, 176 S.E.2d at 447. Yet the majority offers McCarran 
immunity to all defendants, including the ACA, which is not even subject to service of process within the state."
30,7," .  In signing the McCarran Act, President Roosevelt stated that ""Congress did not intend to permit private rate fixing which the 
Antitrust Act forbids, but was willing to permit actual regulation of rates by affirmative action by the states."" S. Rosenman, The 
Public Papers of Franklin D. Roosevelt 587 (1950) (quoted in Royal Drug, supra, 99 S. Ct. at 1079). As the Court noted in Royal 
Drug, 99 S. Ct. at 1076-1080, the floor debates also show that the Act's purpose was to defer to the states' desire to permit 
certain anticompetitive conduct, particularly cooperative ratemaking. See 91 Cong.Rec. 1442-1444, 1477-1489 (1945). "
31,1," This requested award appears to have mistakenly omitted some 126.00 hours of billable time.  The sum of the categories of 
time spent in Appendix C-3 to the ""Memorandum of Harold Brown In Support of the Petition For Fees and Costs"" exceeds the 
sum of the hours attributed to each of the three named attorneys by that figure. Because I have determined this discrepancy to 
have been the result of a mathematical error and, moreover, because the position of the objectors to the application would not 
be materially affected or altered by an increase in the number of hours billed by petitioners, I will consider the application as 
correctly requesting an award which would encompass the additional 126.00 hours. "
32,2," From this total award petitioners will, of course, reimburse to class members monies which had been advanced in the form of 
retainers ($ 58,400.00) or expenses ($ 6,778.86)."
32,3," 15 U.S.C. § 15 provides: Any person who shall be injured in his business or property by reason of anything forbidden in the antitrust laws may sue 
therefor in any district court of the United States in the district in which the defendant resides . . .  without respect to the amount 
in controversy, and shall recover threefold the damages by him sustained, and the cost of suit, including a reasonable attorney's 
fees."
32,4," The compromise settlement reached in this case included, in addition to contractual changes in the franchise agreements, a 
fund of $ 900,000.00. "
33,5," The Court notes that in many instances, Mr. Brown has attributed a great deal of hours to single dates.  Specifically, on 
November 27, 1973 he assigned 62.00 hours; on April 12, 1974, 87.00 hours are charged; 28.00 hours are billed for May 30, 
1974 and, on January 13, 1975, 30.00 hours are listed.  Obviously, the times charged must represent the total number of hours 
put in over several days.  Therefore, while this type of billing is somewhat of a hindrance to the Court, the hours will not be 
rejected as having insufficient documentation."
33,6," The remaining 4.20 hours of non-compensated time is comprised as follows: 1) 3.00 hours of the 4.00 hours charged on 
November 18, 1974 for studying issues of moving for a separate trial of liability and damages.  Since this case ended in 
settlement, the fund was not benefitted by these hours.  2) On June 24, 1974 Mr. Brown charged 2.00 hours for studying this 
Court's two-page order adopting the Magistrate's recommendation concerning discovery motions 1.00 is clearly sufficient.  3) 
Finally, the remaining .20 hour was disallowed because Mr. Brown sought to be compensated for reserving a room at a hotel on 
October 16, 1978. "
35,7, See Appendix A-1 (Economic Expert's Final Report). 
36,8," Petitioners' figures with respect to hours worked by Stadfeld and Pease differ somewhat from the findings made by this Court.  
The information contained in the diary of time records (Appendix C-1) as well as the categorized graph extrapolated therefrom 
(Appendix C-2) were of little assistance to the Court in this regard."
36,9, See Appendix to this Memorandum for computational analysis.
36,10," This amount does not include compensation for 25.00 hours of ""Post Settlement Activity"" due to the nebulous nature of this 
particular category and due also to the fact that the lodestar encompasses a total of 254.00 hours for ""Settlement Promotion"" 
and ""Settlement Procedures."" See Appendix. Furthermore, the 49.80 hours billed for work done in preparation of the fee application has not been factored in because that 
time benefitted only the petitioners and not the class fund.  See Lindy II, supra, 540 F.2d at 111. Petitioners' contention that the 
fee award in Souza v. Southworth, 564 F.2d 609 (1st Cir. 1977) controls here is not persuasive.  Souza speaks to compensation 
for time spent litigating the fee issue on appeal and is therefore not directly on point with the issue before this Court. "
42,1," .  The action was initiated in the District Court of Mercer County, North Dakota. It was removed on the basis of diversity of 
citizenship, 28 U.S.C. § 1332 to the federal District Court pursuant to 28 U.S.C. § 1441. "
43,2," .  The District Court did not reach the question of whether Counts One and Two of the complaint stated a cause of action. We 
likewise refrain from expressing a view on this question. "
45,3," .  HN4[
] Section 4 provides, in relevant part, as follows: Any person who shall be injured in his Business or property by reason of anything forbidden in the antitrust laws may sue 
therefore * * * and shall recover threefold the damages by him sustained(.)"
45,15, U.S.C. § 15 (emphasis added).
45,4," .  HN5[
] Section 16 provides, in relevant part, as follows: Any person, firm, corporation, or association shall be entitled to sue for and have injunctive relief * * * against threatened loss or 
damage by a violation of the antitrust laws * * * when and under the same conditions and principles as injunctive relief against 
threatened conduct that will cause loss or damage is granted by courts of equity(.)"
45,15, U.S.C. § 26.
45,5," .  See, e. g., Hawaii v. Standard Oil Co., 405 U.S. 251, 92 S. Ct. 885, 31 L. Ed. 2d 184 (1972); Buckley Towers Condominium, 
Inc. v. Buchwald, 533 F.2d 934 (5th Cir. 1976), Cert. denied, 429 U.S. 1121, 97 S. Ct. 1157, 51 L. Ed. 2d 571 (1977); Nassau 
Cty. Ass'n of Ins. Agts., Inc. v. Aetna Life & Cas. Co., 497 F.2d 1151 (2d Cir.), Cert. denied, 419 U.S. 968, 95 S. Ct. 232, 42 L. 
Ed. 2d 184 (1974). "
46,6," .  Bechtel relies upon Buckley Towers Condominium, Inc. v. Buchwald, supra, for the proposition that an association cannot 
obtain standing as a representative for the harms alleged to its members in § 16 actions. In that case, the plaintiff, an association 
of condominium owners, attempted to challenge an allegedly illegal tying arrangement involving the condominium's builder. The 
Court denied standing under § 16. While acknowledging that the Supreme Court in ""Warth held that an association may have 
standing as the representative of its members even in the absence of injury to itself,"" it found Warth to be ""inapposite"" to the 
case before it, stating that injury to the members was not ""of the sort that would make out a justiciable case (even if) the 
members themselves had been parties to the suit."" Id. at 938 n. 3. In light of this language, we think this case is better analyzed 
as one in which the Court determined that neither the association nor its members had presented allegations stating a claim for 
relief under substantive antitrust law, rather than a case in which standing was actually lacking. Bechtel also relies upon Nassau Cty. Ass'n of Ins. Agts., Inc. v. Aetna Life & Cas. Co., supra, and N.A.A.C.P. v. New York 
Clearing House Ass'n, 431 F. Supp. 405 (S.D.N.Y.1977). Nassau County was decided before Warth v. Seldin, 422 U.S. 490, 95 
S. Ct. 2197, 45 L. Ed. 2d 343 (1975), and is of little assistance here. Similarly, in N.A.A.C.P., the court relied heavily on Nassau 
County to reach its conclusion that ""the standing rules developed in treble damage cases apply to the plaintiffs in this injunctive 
relief action."" 431 F. Supp. at 409. We think that a better analysis of the associational standing issue under § 16 appears in DeGregorio v. Segal, 443 F. Supp. 
1257 (E.D.Pa.1978). There, individual plaintiffs were joined by the Philadelphia Welfare Rights Organization (PWRO) in alleging 
a conspiracy among nursing homes to fix prices. Both § 4 and § 16 relief were sought. The PWRO was denied standing under § 
4 despite the fact that the suit was found to be germane to its purposes because it ""failed to demonstrate that Each member 
would have standing or that individual participation would not be necessary."" Id. at 1264 (emphasis in original). This, we take it, 
reflects a concern with the problems of proving damage in a § 4 action. The association was, however, granted § 16 standing. 
Citing Warth, the court, in a footnote, wrote: In light of the allegations that PWRO members are being denied needed nursing facilities care which places their lives and 
health in serious jeopardy, the association has adequately asserted ""injury to its members of sufficient immediacy and ripeness 
to warrant judicial intervention."" Id. at 1265 n. 13 (citation omitted). "
47,7," .  This vote was taken before the filing of the original complaint in state court. There is no indication that a second vote was 
taken on the amended complaint."
47,8," .  HN8[
] Section 34-01-14 of the N.D.Cent.Code provides as follows: The right of persons to work shall not be denied or abridged on account of membership or nonmembership in any labor union or 
labor organization, and all contracts in negation or abrogation of such rights are hereby declared to be invalid, void and 
unenforceable."
47,9," .  N.D.Cent.Code §§ 34-08-02, 34-09-01, 34-10-02 (repealed 1965), and 34-12-03."
47,10," .  HN9[
] N.D.Cent.Code § 34-01-05 provides as follows: "
48,," Every person who, by any use of force, threats, or intimidation, prevents or endeavors to prevent another from employing any 
person, and every person who uses force, threats, or intimidation to compel another to employ any person, or to force or induce 
another to alter his mode of carrying on business, or to limit or increase the number of his hired foremen, journeymen, 
apprentices, workmen, laborers, servants, or other persons employed by him, or their rate of wages or time of service, is guilty of 
a class B misdemeanor."
48,11," .  HN12[
] A closed shop is one in which only union members can obtain work. A union shop is one in which employees are 
required to join a union within a specified period after starting their employment. An agency shop is one in which the requirement 
is not of joining a union within the specified period, but of paying the equivalent of union dues within that time, leaving the 
decision to join to the worker."
48,12," .  Jurisdiction, however, would be in the National Labor Relations Board, not in state court. As noted by the District Court: If there were discrimination In fact, the proper forum for any dispute arising from such discrimination would be the National Labor 
Relations Board, for discrimination based on union membership status is an unfair labor practice. 29 U.S.C. § 158(a)(3). The 
state courts would not have jurisdiction over discrimination In fact, absent an agreement requiring discrimination, for § 14(b) 
speaks of ""the execution or application of Agreements requiring membership in a labor organization as a condition of 
employment . . . ."" (emphasis added). For § 14(b) to apply, then, there must be discrimination on the face of the agreement, and 
that discrimination must be in the form of a union security clause, I. e., a union shop or agency shop agreement."
48,457, F. Supp. at 1219 n.10 (emphasis by the District Court). 
49,13," .  In recognition of the problems of preemption facing its Count Four allegation, the AGC also pled that the defendants' conduct 
could induce its members to commit violations of the federal labor laws. If these were indeed violations of either §§ 8(a)(1) or 
8(a)(3) of the NLRA, the National Labor Relations Board would have exclusive jurisdiction. 29 U.S.C. § 160(a). "
52,*, Assigned by the Chairperson of the Judicial Council. 
53,1," The trial court gave Guild's instruction 37: ""Under the facts of this case any restrictions and limitations on territories or on 
customers imposed by Guild on its distributors would not constitute a violation of the antitrust laws entitling Mr. Sosnick to 
recover unless the acts were taken by Guild not as a producer or manufacturer interested in the distribution of its product, but 
rather were taken to enforce an agreement or conspiracy among the competing independent wholesalers of its product to divide 
the territories and customers between themselves. ""If you find that such an agreement existed, that is an agreement between the independent wholesalers to divide the market and 
to allocate the customers and that Guild, in terminating Sosnick, knowingly joined and acted as a party or acted in furtherance of 
that agreement, then you must find in favor of Sosnick and against Guild on this issue."""
53,2," The court also gave Guild's instruction 36: ""I instruct you that if Guild, provided it was acting alone and not pursuant to an 
unlawful conspiracy asked Sosnick to cease dealing with Lucky Stores because it wanted to service Lucky Stores and then 
terminated Sosnick because he refused, an antitrust violation could not be established for that termination."""
53,3," Sosnick's proposed instructions 17 and 19 stated: ""A seller of goods has a legal right to announce to his customers that he has 
established a policy prohibiting such customers from reselling the goods to a specified person or persons, and to refuse to deal 
with any customer who does not follow the policy.  But it is illegal for the seller to take affirmative action, such as threatening to 
stop selling to his customer, to enforce his policy.  Furthermore, the law imposes two important limitations on this right: ""First, if a seller announces to his customer a policy which -- if accepted by the customer -- would result in an illegal horizontal 
customer allocation agreement, it is illegal for the seller to go beyond a mere announcement of the policy and use other means -
- such as threats of termination if the customer refuses to comply -- which effect adherence to the policy. ""Second, it is illegal for the seller to refuse to deal with a customer, if the refusal is made pursuant to an illegal combination or 
conspiracy."" (Instruction 17.) ""If a supplier (such as Guild) having an ongoing business relationship with a distributor (such as Sosnick) requests the distributor 
to enter into an agreement which would violate the Cartwright Act; if the distributor refuses to enter into the proposed illegal 
agreement; if the supplier exerts pressure upon the distributor to accept the illegal agreement; and if the supplier terminates the 
distributor because of the distributor's refusal to accept, then the termination itself is in violation of the Cartwright Act."" 
(Instruction 19.) "
57,1," A nonprice distribution restraint restricts competition among wholesale or retail distributors by, e.g., forbidding distributors from 
selling from any but a designated location, assigning exclusive territories to distributors, reserving certain customers to the 
manufacturer, forbidding wholesale distributors from selling to other than authorized retail outlets, or forbidding distributors from 
selling to other distributors. (See Posner, The Rule of Reason and the Economic Approach: Reflections on the Sylvania Decision 
(1977) 45 U.Chi.L.Rev. 1.) "
58,2," A location restriction limits a distributor's sales of a manufacturer's product to certain authorized outlets.  The manufacturer 
does not assign specific territories, but as a practical matter the size of each distributor's market will be controlled and limited by 
the number of authorized outlets.  (Note, Antitrust Treatment of Intrabrand Territorial Restraints Within a Dual Distribution 
System (1978) 56 Tex.L.Rev. 1486, 1487, fn. 8.)"
58,3," The classic statement of the rule of reason is that of Mr. Justice Brandeis in Chicago Board of Trade  v. United States (1918) 
246 U.S. 231, 238 [62 L.Ed. 683, 687, 38 S.Ct. 242]: ""The true test of legality is whether the restraint imposed is such as merely 
regulates and perhaps thereby promotes competition or whether it is such as may suppress or even destroy competition.  To 
determine that question the court must ordinarily consider the facts peculiar to the business to which the restraint is applied; its 
condition before and after the restraint was imposed; the nature of the restraint and its effect, actual or probable.  The history of 
the restraint, the evil believed to exist, the reason for adopting the particular remedy, the purpose or end sought to be attained, 
are all relevant facts.  This is not because a good intention will save an otherwise objectionable regulation or the reverse; but 
because knowledge of intent may help the court to interpret facts and to predict consequences."" "
