Case Index,Core Terms
Case 1,"boycott, market power, lawyers, petitioners', cases, anti trust law, immunity, Sherman Act, rates, motivation, 
appointments, condemnation, prices, anticompetitive, antitrust, rate increase, per se rule, political activity, 
government action, suppliers, indigent defendant, price-fixing, competitors, rights, aimed, horizontal, regulation, 
hourly rate, nonviolent, purchaser"
Case 2,"machines, lease, parties, third-party, premises, royalties, third party, bargain-seeker, terms, contracting parties, 
coin-machine, cases, lease provision, install, lost profits, custom, rights, buyer, damages, lessor, contracts, fifteen 
years, trial court, machine-location, contractual, obligated, reciting, spelled, lease agreement, no writ"
Case 3,"tennis, players, producers, tournaments, antitrust, sanctioned, cartel, amended complaint, district court, 
monopolization, appellants', alleges, sponsor, pool, Sherman Act, anti trust law, unfair competition, appellant's 
claim, rights, horizontal, ripe, conspiracy, television, compete, Counts, business relationship, broadcasting, reasons, 
monopoly power, restrictions"
Case 4,"monopolize, conspiracy to monopolize, conspiracy, jobbership, antitrust, petroleum product, specific intent, instant 
case, conspiring, monopoly, jobber, interstate commerce, cause of action, relevant market, no evidence, Sherman 
Act, circumstances, counterclaim, distributor, competitor, dealings, buyer, words"
Case 5,"conspiracy, summary judgment, antitrust, defendants', plaintiffs', alleged conspiracy, ambiguous evidence, act 
independently, nonmoving party, material fact, motivation, proffered, genuine, tending"
Case 6,"newspaper, losses, capricious, Recommended, financial failure, summary judgment, probable danger, antitrust, 
prices, advertising, circulation, fact finding, motivations, plaintiffs', domination, profits, parte"
Case 7,"airport, off-airport, regulation, summary judgment motion, rental car company, rental car, user fee, customers, 
Counts, violates, state policy, contends, immunity, anticompetitive conduct, interstate commerce, deprivation, 
asserts, summary judgment, anti trust law, Sherman Act, deposition, facilities, provisions, passenger, exempt, roads"
Case 8,"venue, personal jurisdiction, antitrust, service of process, extra-territorial, summary judgment motion, motion to 
dismiss, transportation, memorandum, defendants'"
Case 9,"supervision, immune, anti trust law, electric, municipality, state action, state policy, private party, district court, 
antitrust, suppliers, entity, service area, anticompetitive, articulated, state agency, cooperatives, attributes, displace, 
rates, state action doctrine, public utility, regulated, policies, courts"
Case 10,"Cable, franchise, effective, private party, decision maker, summary judgment, modifications, conspiracy, 
municipality, antitrust, decisions, present evidence, conspirators, manipulated, acquiesced, discovery, contends, 
immunity, asserts, demands"
Case 11,"dog, antitrust, rule of reason, anticompetitive, suspension, Cooper, sport, conspiracy, defendants', Sherman Act, 
dog show, competitors, memorandum, sanctions, pendent, restraint of trade, summary judgment, state law claim, 
anti trust law, per se rule, predominantly, practices, boycott, genuine, target, ring"
Case 12,"damages, Disposal, attorney's fees, district court, antitrust, summary judgment, causation, government agency, 
reconsideration motion, antitrust violation, interrogatory answer, Sherman Act"
Case 13,"market power, Seller, tie, buyers, dealer, percent, tying product, spare parts, prices, sales, anticompetitive, market 
share, tied product, antitrust, customers, imports, per se rule, Sherman Act, distributor, anti-tying, consumers, 
protested, effects, hurt"
Case 14,"conspiracy, collateral estoppel, counts, district court, defendants', interstate commerce, storage, new trial, 
successive prosecution, refuse to submit, Sherman Act, offenses, sentence, elect, double jeopardy, indictment, 
prosecute, commerce"
Case 15,"exemption, Institutions, Antitrust, price discrimination, Non-Profit, Robinson-Patman Act, anti trust law, sales, 
prohibits, preemption, baseball, supplies, seller"
Case 16,"detailing, Marine, boat, Clean, License, summary judgment, parties, monopolize, summary judgment motion, 
antitrust, undisputed, slips, relevant market, antitrust claim, defendants', conspiracy, customers, employees, state 
law claim, cross-motions, railroad, percent, Harbor, interstate commerce, prices"
Case 17,"horizontal, summary judgment, vertical, termination, tractors, Sherman Act, effects, plaintiffs', defendants', 
distributor, franchise, per se rule, conspiracy, rule of reason, anti trust law, anticompetitive, franchisees, dealership, 
antitrust"
Case 18,"prices, price fixing, antitrust, vertical, anti trust law, maximum, competitors, retail, dealers, fixing, price-fixing, 
gasoline, maximum price, consumers, resale price, Sherman Act, horizontal, anticompetitive, interbrand, 
conspiracy, predatory, district court, Tugboat, rival's, Clayton Act, profits, pilot, price competition, distorts, injuries"
