Page,Label,Text
25,1," .  The national agreement, Article VI, P 34 (Sept. 1, 1975) provided in pertinent part that: ""The employer (national agreement signatory) shall pay only fringe benefit funds … established by a local collective 
bargaining agreement … Nothing contained in this paragraph is intended to require the Employer to become a party to nor 
be bound by the local collective bargaining agreement except for the fringe benefit fund contributions as required herein, 
nor is any signatory employer required to assign his bargaining rights or become a member of any employer group or 
association as a condition for making such contributions. (Exhibit 1673, emphasis added)."
25,2," .  See, CR # 424, B & C Reply Memorandum with Addendum. On June 8, 1976 MCA filed an unfair labor practice charge 
asserting Local's failure to inform MCA of the nature of its demands, and striking on June 1, upon non-mandatory subjects of 
bargaining. This claim settled prior to a complaint issuing from Regional NLRB. "
26,3," .  Plaintiff must have some factual basis for an antitrust action before he files suit; he cannot expect the discovery process to 
reveal evidence of a violation that he merely suspects or hopes to find. See, Program Engineering v. Triangle Publications, 634 
F.2d 1188, 1193-1194 (9th Cir. 1980). Nevertheless, Courts generally have concern for a claimant, facing a motion for summary 
judgment or dismissal for failure to state a claim, who might not know, before discovery, which facts to allege. There is no need 
for similar concern in this case. "
28,4," .  Appearing as it does to fall within the context of a collective bargaining relationship and not imposing a direct restraint upon 
business, any indirect effect on competition would not contravene antitrust policies to a degree not justified by congressional 
labor policy. Defendants would be entitled to claim nonstatutory exemption."
28,5," .  Several Defendants filed affidavits in support of their motions for summary judgment. Plaintiffs filed no affidavit. Moreover, 
Plaintiffs' statement of issues of material fact is essentially a statement of ultimate facts it would seek to prove at trial. See, CR # 
408. However, in its opposition memorandum, Plaintiffs attempt to dispute and raise genuine issues of material fact. "
29,6," .  Local characterizes this as a demand backed by the coercive force of the lockout. But Local rejected MCA's proposal, 
presented no counter proposal, and struck, aware that the Defendants intended to lockout. The union could freely reject any 
""demand"" so long as it bargained in good faith. Presented with an impermissible motivated negotiating demand Local could have 
filed a complaint with the NLRB. The union had other choices. It could consent to an agreement containing an unlawful demand 
and safely refuse to abide by a term the effective enforcement of which would violate Section 1 or 2 of the Sherman Act. Connell 
Construction v. Plumbers & Pipefitters, 421 U.S. 616, 95 S. Ct. 1830, 44 L. Ed. 2d 418 (1975). It could sue for declaratory or 
injunctive relief. Mere participation in a collective bargaining agreement does not predicate antitrust liability and standing alone, 
signing an agreement which has an anticompetitive effect does not violate the Sherman Act. See, Local Union v. Jewel Tea, 381 
U.S. 676, 85 S. Ct. 1596, 14 L. Ed. 2d 640 (1965). "
33,1," Defendants also asserted a Robinson-Patman Act claim, which has since been abandoned. "
34,2," This decree is reported at 1980-81 TRADE CASES, ,689."
34,3," The exclusive jurisdiction of federal courts over cases brought under the federal antitrust statutes does not alter the application 
of traditional collateral estoppel principles in these circumstances.  See Note, The Collateral Estoppel Effect of Prior State Court 
Findings in Cases Within Exclusive Federal Jurisdiction ,"" 91 Harv. L. Rev. 1281, 1290 at 48 (1978)."
34,4," See Defendants' Answers to Interrogatories (Docket No. 82), pp. 11-20."
34,5," The Chancery Court found that defendants had engaged in the practice of giving ""complementary"" i.e., non-competitive 
estimates. 419 A. 2d at 949. "
35,6," In their counterclaim, the defendants assert that Nationwide coerced a tow truck operator into not referring his customers to 
their shops. After oral argument I do not understand Henry Bros. to be pressing this claim.  If I am wrong in this, however, it 
would not change the result.  The defendants' post-trial briefing in its state action summarizes the evidence on this point as 
follows: ""Croxton (a Nationwide adjuster)… told [the] operator of a local towing service, that he would prefer that [the operator] 
discontinue recommending any repair shop, including Henry Bros., which charged ""more than competitive prices"" until 
Nationwide had inspected the vehicle and talked with the owner."" Plaintiff's Opening Post-Trial Brief, p. 24.  This effort at persuasion hardly constitutes a form of ""coercion"" cognizable under the 
antitrust laws. "
36,7," Henry Bros. acknowledges that it received complete or partial payment from Nationwide for about 8% of all the work performed 
by that shop in 1979.  Defendants also admit that from 1974 to 1979 they experienced an increase in the number of repair jobs 
and dollar volume of business done for Nationwide insureds and claimants. "
49,1," .  Four defendants, Marathon, Tenneco, Crown Central, and Colonial Oil Industries sold gasoline at various marketing levels.  
The fifth defendant, Georgia Independent Oilmen's Association, did not sell gasoline, but was accused by Malcolm of facilitating 
the price fixing and predatory pricing that Malcolm accused the other defendants of implementing."
49,2," .  One defendant, Tenneco, sold gasoline to Malcolm's last supplier of gasoline. Thus, this defendant was apparently an indirect 
supplier of Malcolm. "
50,3," .  His records could not adequately support a claim for damages under this count at all his stations so his claim included 
damages for only some of his stations. Although neither side considered it important enough to brief, the record reveals that 
those stations were in Acree; Adel; Albany; Cordele; Cochran; Clyattsville; Macon; Moultrie; and Valdosta.  Malcolm similarly 
limited his claim for damages to a specific time period.  The record reveals that this period extended from June, 1971 to August, 
1972."
50,4," .  This system would not fully explain the occasions when his competitors allegedly decreased their prices beneath his costs. 
This system apparently only explains drops in prices to meet Malcolm's price.  Because the extent of the price drops constitute a 
part of the substantive violations, we need not deal with any difficulty in this part of the plaintiff's case. "
51,5," .  Malcolm did not always specify which competitor decreased their prices.  But it is clear from his testimony that the generally 
prevailing price in the market drastically dropped even if not all his competitors dropped their individual prices.  We think this 
testimony was sufficiently specific to accomplish the same purpose as testimony that all his competitors dropped their prices.  It 
is also clear that when he described these price drops he intended to convey the idea that all his competitors participated in the 
drops."
51,6," .  Not all of these instances were within the locations and time periods for which damages were claimed.  But some were within 
the relevant areas and time periods."
51,7, .  See note 4 supra.
51,8," .  The trial court had misgivings about Malcolm's proof relating to revenues, actual or hypothetical. The trial court initially 
rejected the proof of the actual revenues and costs as summarized by Malcolm's lawyer, because it found Malcolm had not 
established the effect of the conspiracy, a prerequisite for establishing the amount of damages.  The court later admitted this 
summary of Malcolm's revenues and expenses for this period.  Malcolm originally sought to show potential revenues by 
introducing calculations of revenues based on purely hypothetical retail price levels.  The trial court rejected the projected 
revenues assumed in the tendered exhibits because no one testified on the possibility of actually selling gasoline on the various 
hypothetical price levels. "
52,9," .  Tenneco did not turn Malcolm down but rather did not return Malcolm's call.  Malcolm evidently claims that this failure to return 
his call constitutes an unlawful refusal to deal."
52,10," .  Stone's stated that the reason for the cutoff was the debt to Hi-Octane.  Stone's concern for the debt was more than an 
ordinary concern about Malcolm's credit.  Both Stone's and Hi-Octane were acquired by the same company in the summer of 
1972.  Malcolm knew that these two companies belonged to the same larger organization."
52,11," .  On an issue not presently before the Court, Malcolm sought to show that the defendants and other suppliers in refusing to 
sell gasoline to him acted unlawfully to further the ""price-fixing"" conspiracy by eliminating his stations. He first offered the general 
evidence that he claimed tied the suppliers to the conspiracy the suppliers' dislike of price-cutters and their attempts to injure him 
by their pricing practices.  In addition, Malcolm introduced evidence showing that other price-cutters were refused supply.  And 
testimony was given that indicated that prices increased after Malcolm and other price-cutters left the market. And on cross-
examination by one of the defendant's lawyers, one witness in the gasoline retail and wholesale business testified that Malcolm 
was the only retailer refused supply before any shortage of gasoline and no one, to the witness' knowledge, had ever been 
denied supply because of a failure to pay his bills. "
53,12," .  The requisite proof may be divided into four categories: ""the … antitrust violation, the fact of injury, the requisite causal 
relationship between violation and injury, and the amount of damages."" See Lee-Moore Oil Co. v. Union Oil Co., 599 F.2d 1299, 
1306 (4th Cir. 1979). Regardless of the segmentation of the plaintiff's case, the same total proof makes the case."
53,13," .  Of course, this statement is conditioned on our assumption that Malcolm introduced substantial evidence of the two antitrust 
violations.  If there was no violation, defendants' actions, even if harmful to Malcolm, did not cause him any antitrust injury.  See 
Pollock, supra, at 694-95."
53,14," .  Indeed, it is a ""hard core"" per se offense of the antitrust laws and is open to criminal prosecution.  See Baker, To Indict or Not 
To Indict: Prosecutorial Discretion in Sherman Act Enforcement, 63 Cornell L.Rev. 405, 406-08 & n. 20 (1978). "
54,15," .  We infer from Malcolm's brief that predatory pricing is his desired claim.  Malcolm's basic claim is that the defendants' price-
fixing activities violated § 1 of the Sherman Act. But he claims that his injury resulted from the defendants' contrivance of low 
retail prices in order to later fix these prices at a high level.  He apparently treats this enforcement action as if it is separate from 
the activity he labels as ""price-fixing."" But it is not clear exactly what label he would attach to the enforcement mechanism.  In his 
main brief, Malcolm never precisely labels this alleged violation as predatory pricing. Neither does he state which section of the 
antitrust statutes this action violated.  Nor does he cite controlling case law that defines the substantive offense. Although both 
parties agree that this Court need not pass on the alleged violations, some background discussion of the law allegedly violated 
would have been helpful in determining the extent, if any, of Malcolm's antitrust injury.  Nevertheless, Malcolm does state in his 
brief that the pricing practices were designed either to gain his cooperation with the price-fixing conspiracy or to drive him out of 
business.  Malcolm, in his reply brief, does begin to label the violations as ""predatory price-cutting."" Without clearer allegations, 
these statements indicate that Malcolm believed that the defendants' actions constituted predatory pricing with intent to 
monopolize, a violation of § 2 of the Sherman Act, 15 U.S.C. § 2. This interpretation of Malcolm's theory is bolstered by his complaint, where he alleges that in order to fix retail prices, some of 
the defendants: sold below cost for long periods at various of defendants' retail stations located in cities where Plaintiffs did business to cause 
Plaintiffs to return to retail prices set and approved by members of the conspiracy. Malcolm apparently viewed this as a violation of § 2, because in discussing the refusal to deal claim against Stone's, not 
presently a party, Malcolm accused Stone's of ""predatory practices"" in an attempt to monopolize ""in violation of section 2 of the 
Sherman Act."" These alleged ""predatory practices"" by Stone's involved: Sale of gasoline on their retail level at the same time as and at a price lower than their wholesale price. Although Malcolm's pleading and briefing may leave something to be desired, this Court understands that the violation he 
alleged and attempted to prove was predatory pricing in an attempt to monopolize. The defendants were alleged to be members of a conspiracy that took such unlawful action.  The conspiracy and pricing action 
constitute the violation in this case.  Price-fixing may have been the defendants' ultimate goal, but it is extremely misleading to 
frame the issue before this Court as ""whether Malcolm was harmed by a price-fixing conspiracy."" Of course, Malcolm may have intended to allege some other, as yet unnamed, antitrust violation. He may even have viewed the 
setting of low prices as merely another form of ""price-fixing."" But the general outline of the offense alleged clearly resembles that 
of predatory pricing, because Malcolm alleges that the defendants used prices to punish him or injure his business.  And for the 
purposes of discussing causation and damage, the alleged offense is identical to predatory pricing. Thus, we will simply refer to 
the alleged violations under this count as ""predatory pricing,"" and we will assume that even if Malcolm does not believe that the 
relevant action constitutes predatory pricing, whatever action he has described would constitute some other antitrust violation."
54,16," .  HN7[
] Predatory pricing violates § 2 of the Sherman Act, 15 U.S.C. § 2, when there is an attempt to monopolize, see United States v. American Tobacco Co., 221 U.S. 106, 180-84, 31 S. Ct. 632, 648-50, 55 L. Ed. 663 (1911); Standard Oil Co. v. 
United States, 221 U.S. 1, 43, 31 S. Ct. 502, 509, 55 L. Ed. 619 (1911), § 2 of the Clayton Act, 15 U.S.C. § 13, when the 
predation includes price discrimination, see Moore v. Mead's Fine Bread Co., 348 U.S. 115, 99 L. Ed. 145, 75 S. Ct. 148 (1954), 
and § 3 of the Robinson-Patman Act, 15 U.S.C. § 13a, under any circumstances.  The issues, with regard to predation are the 
same under all those provisions.  Williamson, Predatory Pricing: A Strategic and Welfare Analysis, 87 Yale L.J. 284, 284 n.1 
(1977). A private right of action, however, does not lie for a violation of § 3 of the Robinson-Patman Act, Nashville Milk Co. v. 
Carnation Co., 355 U.S. 373 (78 S. Ct. 352, 2 L. Ed. 2d 340) (1958), although some lower courts had, at one time, been of the 
opposite view.  See 5 J. von Kalinowski, Antitrust Laws and Trade Regulation § 37.01(4) (1976). In any event, § 2 of the 
Sherman Act may be used by private plaintiffs who suffer a violation of § 2 of the Sherman Act. See Ovitron v. General Motors "
55,," Corp., 295 F. Supp. 373, 377-78 (S.D.N.Y.1969); see generally Areeda & Turner, Predatory Pricing and Related Practices Under 
Section 2 of the Sherman Act, 88 Harv.L.Rev. 697 (1975)."
