Page,Label,Text
23,*," The Honorable Terry J. Hatter, Jr., United States District Judge for the Central District of California, sitting by designation."
23,1," Although the Committee is appointed by the Arizona Supreme Court from a list of nominees chosen by the Bar's Board of 
Governors, it is not, as such, a committee of the State Bar.  Because no specific allegations of wrongdoing have been made 
against the Bar, the dismissal for failure to state a claim was proper as to the Bar.  For the same reason, we affirm the dismissal 
as to the spouses of the individual committee members. "
24,2," Ronwin applied to retake the bar examination in July, 1974, but was denied permission because the Committee declined to 
certify that he was ""mentally and physically able to engage in active and continuous practice of law."" See Ariz.Sup.Ct.R. 
28(c)(IV)(5). A special committee conducted a formal hearing regarding the allegations of mental unfitness under Ariz.Sup.Ct.R. 
28(c)(XII)(D).  After holding a hearing, this special committee declined to find Ronwin mentally fit to practice law. The finding of 
unfitness was affirmed by the Arizona Supreme Court.  Application of Ronwin, 113 Ariz. 357, 555 P.2d 315 (1976),  cert. denied, 
430 U.S. 907, 97 S. Ct. 1178, 51 L. Ed. 2d 583 (1977)."
24,3," On remand, however, it may be necessary to determine the manner in which the 1974 examination was graded. Specifically, 
the court should determine whether the examination was graded as Ronwin alleges, or was graded on a different basis, such as 
a ""scaled"" formula, designed to equalize the difficulty of the exam over various years with the pass-fail determination being 
based on individual merit rather than numerical quota. "
25,4," The challenged policies in Benson v. Arizona State Board of Dental Examiners, 673 F.2d 272, 275-76 (9th Cir. 1982) (as 
amended), in contrast to this case, were explicitly mandated by statute. "
26,5," As in City of Boulder and City of Lafayette, "" this case's preliminary posture makes it unnecessary for us to consider other 
issues regarding the applicability of the antitrust laws in the context of suits by private litigants against government defendants . . 
. [or to] confront the issue of remedies appropriate against [public] officials."" City of Boulder, 102 S. Ct. at 844 n.20. Accord, City 
of Lafayette, 435 U.S. at 401-02, 98 S. Ct. at 1130-31."
26,6," The statement in Brown that ""the only constraints on the states' exclusive jurisdiction [over bar admission matters] are 
constitutional in nature . . .,"" 623 F.2d at 609, refers to § 1343 actions like those at issue in Brown, Hackin, and Chaney because, 
as the Brown court notes in the very next sentence: ""federal courts are granted jurisdiction under 28 U.S.C. § 1343 to vindicate 
[only] constitutional rights."" This jurisdictional limitation stems from the express language of § 1343, not from the fact that the 
plaintiff was challenging a bar admission policy.  One need look no farther than Goldfarb, where the Court held that the 
minimum-fee schedule enforced by the state bar violated § 1 of the Sherman Act, to see that Ronwin's complaint established 
subject-matter jurisdiction under federal antitrust laws. "
27,," Similarly, a careful reading of the three decisions reveals that they do not hold that a state supreme court is the only proper 
defendant in challenges to bar grading procedures.  As the court explained in Brown, the state supreme court is the proper party 
when it has promulgated the specific challenged rule.  623 F.2d at 608 n.6. In Hackin, as the Brown court noted, the court emphasized that the admission rule at issue, barring graduates of unaccredited 
law schools from taking the bar exam, was directly promulgated and enforced by the state supreme court.  361 F.2d at 500-01. 
In Chaney, the court's discussion clearly concerns finality and the nature of the plaintiff's claim, and has no relevance to the 
issues of state action or proper parties.  See 386 F.2d at 966-67. It should also be noted that the Chaney court discusses the 
plaintiff's restraint of trade contention (similar to Ronwin's claim) at length, and rejects it on factual rather than jurisdictional 
grounds.  Id.  at 965. Thus, these decisions offer no support for the contention that there is a blanket rule making state supreme 
courts the only proper defendants in all bar admissions cases. "
28,7," The Court specifically stated that a party need only show that a defendant's general business, as opposed to the alleged illegal 
conduct, affected interstate commerce in order to meet the jurisdictional requirement.  McLain, 444 U.S. at 242, 100 S. Ct. at 
509."
28,8," Although the Committee on Examinations and Admissions declined to certify that Ronwin was ""mentally fit"" to practice law 
when he applied to retake the bar exam in July, 1974, and the special committee appointed by the Arizona Supreme Court 
upheld that determination on January 21, 1975, it was not until July, 1976 that the Arizona Supreme Court affirmed the finding.  
Application of Ronwin, 113 Ariz. 357, 555 P.2d 315 (1976), cert.  denied, 430 U.S. 907, 97 S. Ct. 1178, 51 L. Ed. 2d 583 (1977). 
Defendants do not contend either that Ronwin would have been denied admission in 1974 because of his alleged unfitness to 
practice had he passed the exam or that he would not have been allowed to practice law pending the Arizona court's decision on 
the matter.  It would be inappropriate for this court to speculate on the matter."
