Case Index,Core Terms
Case 1,"state court, injunction, covenants, anticompetitive, vending machine, Manufacturing, proceedings, compete, 
preliminary injunction, anti trust law, machine, trade secret, collection, monopolize, employment contract, Sherman 
Act, antitrust, enjoining, monopoly, instant case, non-competition, authorization, competitors, inventors, believes, 
issuance, appears, damages, parties, theft"
Case 2,"subcontracting, secondary, antitrust, anti trust law, subcontractors, contractor, proviso, nonunion, exemption, 
picketing, organizing, general contractor, employees, sanctions, remedies, mechanical, provisions, construction 
industry, labor policy, firms, federal labor, boycotts, jobsite, labor union, hot cargo, organizational, campaign, 
damages, parties, wages"
Case 3,"banks, correspondent, Sherman Act, mergers, Deposits, de facto, Top, acquisition, bank holding company, district 
court, shares, demand deposit, branching, antitrust, stock, acquire, largest, de jure, transactions, grandfather, 
suburban, Loans, immunity, programs, total loan, Clayton Act, affiliation, proposed acquisition, total deposit, 
markets"
Case 4,"antitrust, broadcasters, proceedings, anti trust law, allegations, television, courts, doctrine of primary jurisdiction, 
Sherman Act, cases, agencies, rates, Clayton Act, violations, telephone, controls, damages"
Case 5,"counterclaim, affirmative defense, best efforts, competitor, contends, alleges, anti trust law, pari delicto, restraint of 
trade, motion to dismiss, cause of action, Clayton Act, limitations, conspiracy, facilities, antitrust, products, buyer"
Case 6,"lease, premises, restrictive covenant, shopping center, acres, anti-trust, restrictions, occupied, tract"
Case 7,"lease, dealer, terminate, renew, antitrust, parties, service station, premises, tenant, gasoline, violation of antitrust 
laws, franchises, injunction, violations, landlord, damages, station, lessee, retaliatory, courts, contractual right, anti 
trust law, real property, oil company, contracts, fiduciary"
Case 8,"Cola, bottlers, franchised, consumer, soft drink, advertising, monopolize, lemon-lime, television, retail, relevant 
market, products, trial court, bottle, syrup, tying arrangement, territorial, nationwide, per se violation, restrictions, 
programs, vertical, sales, franchise agreement, monopoly power, directed verdict motion, marketing area, new trial, 
franchisees, antitrust"
Case 9,"tire, class action, damages, invoices, member of the class, allegations, antitrust, sales, second amended complaint, 
amended complaint, monopolization, class certification, individual damage, replacement, retail, dual"
Case 10,"distributor, manufacturer, terminated, antitrust, seller, cases, negotiations"
Case 11,"motion to dismiss, allegations, plaintiffs', Sherman Act, conspiracy, counts, fraudulent, antitrust, definite statement, 
federal claim, dealership, monopolize, cooperated, pendent, restraint of trade, motion to strike, representations, 
termination, competitor, deposition, Marketing, colluded, parties"
Case 12,"antitrust, courts, anti trust law, investment company, standing to sue, Clayton Act, Petroleum, direct injury, stations, 
merits, real party in interest, summary judgment, alleged injury, district court, financing, products, supplier, 
damages, cases"
Case 13,"antitrust, anti trust law, regulated, tariff, provisions, immune, antitrust liability, primary jurisdiction, public service 
company, telephone, exempt, telephone company, state action, effective, rates, temporary injunction, practices, 
Prorate, parties, regulatory scheme, anticompetitive, cases, doctrine of primary jurisdiction, administrative body, 
regulated industry, trial court, commerce, courts, lease"
Case 14,"regulation, insurance business, Sherman Act, moratorium, McCarran Act, anti trust law, state law, Clayton Act, 
provisions, insurance company, title insurance, conference report, trade practice, unfair trade practice, proviso, 
antitrust, exemption, rates, price-fixing, rate-setting, unfair methods of competition, state regulation, courts, 
insurance commissioner, declaration, adequacy, commerce, pretense, legislative history, district court"
Case 15,"village, bid, pickup, collection, garbage, Antitrust"
Case 16,"shares, stock, Sherman Act, misrepresentation, registration, underwriting, defendants', registered, Purchaser, 
registration statement, sales"
Case 17,"employees, Reship, Periodical, Sales, customers, competitor, routemen, join, defendants', practices, anti trust law, 
antitrust, new venture, contracts, salaries, switched, unfair, per se violation, state law claim, conditions, attended, 
vigorous, plans"
Case 18,"locks, motors, customers, franchise, trial court, territory, lease, franchise agreement, electric clock, parties, 
damages, recording, contends, replace, anti-competitive, limitations"
Case 19,"furniture, termination, dealership, dealer, manufacturer, anti-trust, commerce, metal furniture, principal place of 
business, monopoly, lines, Distributors, customers, breach of contract, Sherman Act, diversity, alleges, shipped"
Case 20,"patent, machine, reissue, invention, infringement, patent office, invalid, changer, spindle, tools, prior art, tab, 
unenforceable, automatic, storage, attorney's fees, arm, patentee, magazine, damages, antitrust, original patent, 
machine tool, district court, counterclaim, defending, conflicting interest, numerical control, manufacture, license"
Case 21,"products, termination, distributors, injunction, antitrust, franchise, sales, beauty, distribute, dealer"
Case 22,"stations, dealers, conspiracy, new trial, marketing, damages, price fixing, conspired, directed verdict, anti trust law, 
fix prices, defendants', lease, Sherman Act, termination, fraudulent, Oil, anticompetitive, representations, 
recommendation, horizontal, remittitur, prices, violation of antitrust laws, publishers, contracts, franchise, gasoline, 
vertical, reasons"
