Case Index,Core Terms
Case 1,"machines, supplies, tie-in, tying arrangement, customers, damages, Sherman Act, copying, service contract, 
Clayton Act, tying product, electrostatic, economic power, sales, cancellation, practices, commerce, clauses, 
buyers, seller, copiers, rental, manufacturers, antitrust violation, lease, rental agreement, tied product, appreciable, 
anti trust law, award damages"
Case 2,"venue, transferred, transaction of business, cases, antitrust, sales, Clayton Act, co-conspirator, transferor, pre-trial"
Case 3,"franchise, termination, contracts, lease, parties, franchisees, injunction, retail dealer, sales, renew, obligations, 
termination clause, terms, cause of action, equitable, courts, notice, unconscionable, circumstances, custom, 
usage, good faith, provisions, products, commercial transaction, service station, distributorship, bargaining, cases"
Case 4,"conspiracy, distributor, conspired, sales, cases, instructions, Distillers, terminate, entities, anti trust law, parties, 
lines, Sherman Act, seller, group boycott, distributorship, products, supplier, manufacturer, damages, competitor, 
combined, operating expenses, wholesale, figures, losses, restraint of trade, anticompetitive, distributed, subsidiary"
Case 5,"anti trust law, Clayton Act, violations, transshipping, retailers, restrain, resale price, punish, allegations, 
proceedings, limitations, Minnesota, antitrust, tolling, wording, dealer, Sherman Act, practices, tolling statute, 
complaints, instituted, terminated, prices, conspiracy, incipiency, china, lists"
Case 6,"broadcasting, station, Communications, programs, subscription television, radio, television, authorization, license, 
restrictions, regulation, petitioners', nationwide, subscription, listening, permanent, charges, rate charged, 
possesses, hearings, monopoly, rates, radio broadcast, rate regulation, entertainment, experiment, diversity, 
viewing, Notice, cases"
Case 7,"airports, general aviation, aircraft, monopoly, facilities, anticompetitive, Aviation, public interest, helicopter, antitrust, 
airline, flights, proceedings, passengers, air carrier, petitioners', provisions, lease, scheduled, reliever, effects, 
proviso, public benefit, accommodating, connecting, lease agreement, jet aircraft, discretionary, negotiations, 
jetports"
Case 8,"filters, merger, automotive, acquisition, competitor, distributor, Sherman Act, manufacturer, Clayton Act, anti-
competitive, distributorship, violations, monopoly, products, prices, conspiracy, effects, treble damages, lessening, 
cause of action, incipiency, antitrust, big, allegations, probability, termination, practices, courts, cases, sale and 
distribution"
Case 9,"sulphur, plant, recovered, market conditions, buyer, customers, tons, transactions, Robinson-Patman Act, trial 
court, competitors, induced, financing, instruments, negotiated, quantity, seller, conditions, marketing, terms, 
contracts, fertilizer, prices, parties, acid, price discrimination, shipment, discriminate, constructed, disfavored"
Case 10,"interrogatories, patent, answers, privileged communication, counter-claim, defense motion, fraudulently, 
documents, waived"
