Page,Label,Text
32,1," This view has been approved in the Second Circuit in Rutkin v. Reinfeld , 2 Cir. 1956, 229 F.2d 244, 252. "
40,1," .  The following subsidiaries of Carvel Corporation, a New York corporation, are defendants in these cases: Carvel Stores of 
New York, Inc., a New York corporation; Carvel Dari-Freeze Stores, Inc., a New York corporation; Carvel Stores Realty 
Corporation, a New York corporation, now known as Chain Locations of America, Inc.; Carvehicle Corporation, a New York 
corporation; and Carvel Stores of Pennsylvania, a Pennsylvania corporation.  The name 'Carvel' is used in this opinion as a 
general term of reference for any or all of the foregoing companies."
40,2," .  The non-Carvel corporate defendants consist of the following companies: Eagle Cone Corporation, a New York corporation; 
H. P. Hood & Sons, Inc., a Massachusetts corporation; Mohawk Container Company, Inc., a New York corporation; and 
Rakestraw's Dairy Products, Inc., a Pennsylvania corporation.  The non-Carvel corporate defendants are referred to in this 
opinion as the supplier defendants."
40,3," .  The actions as against these individuals, Thomas Carvel, Fred Vettel, Jr., George P. Clark, Robert J. Shallis, Agnes Carvel, 
Darrow Nutt, Ann M. McHugh, Stanley W. Townsend, Bruce Carvel, Mildred Arcadipane and Richard A. Cerosky, were 
dismissed by the Court on motion at the end of the case on the ground that no basis for any individual liability had been shown 
by the plaintiffs' evidence.  The actions were also dismissed against Philip Agree and Arthur Marciante, former attorneys for 
Carvel. "
43,4," .  Hodd delivered Carvel Mix to the stores of the plaintiffs in Massachusetts and Connecticut and Rakestraw made delivery to 
the plaintiffs located in Pennsylvania."
43,5," .  The contracts of Eagle Cone Corporation and Mohawk Container Co. contained no provision that these companies would not 
sell the operators non-Carvel approved merchandise and the plaintiffs failed to prove that any such policy existed independent of 
the contracts. "
44,6," .  Modick, Ossola, Phelan, Pierce, Rodens, Seu, Pazdro and Giberman.  (The cases involving the plaintiffs Pierce, Mueller, 
Frederick and Rodens, which were begun in the Eastern District of Pennsylvania, were consolidated before being transferred to 
this court.  This accounts for the reference to twelve names of plaintiffs in the nine cases covered by this opinion). "
45,7," .  It is not altogether clear in Carvel's arrangements with its operators what the tying device may be considered to be and what 
product or products are alleged to be tied in.  Logically the franchise, which is basic to the entire operation, or the dispensing 
freezers sold by Carvel, would seem to be the tying articles with the mix and accessory products tied in.  Plaintiffs in their post 
trial brief do not assert that the franchise is a tying device but advance the theory that in addition to the freezers the front 
assembly plate for the freezers (which happens to be pattented and which is leased to the operators) is a tying article.  This 
attempt to bring in an incidental patented article as a tying device as to which 'dominance' may be presumed is unrealistic and 
cannot be accepted.  This opinion proceeds on the basis of plaintiffs' other contention that the dispensing freezers sold by 
Carvel are the tying articles. "
46,8," .  See Standard Oil Co. v. FTC, 273 F. 478, at 481, 17 A.L.R. 389 (2d Cir. 1921) --  'It is unfair and dishonest to give out from a 
pump bearing one brand another maker's oil * * *.' "
47,9," .  Both forms of franchise agreement permitted the operator to install one soft drink cup dispensing machine and one cigarette 
vending machine at the outside of the store only."
47,10," .  As with tie-ins, a number of cases have held certain kinds of exclusive dealing arrangements to be illegal.  Standard Fashion 
Co. v. Magrane-Houston Co., 258 U.S. 346, 42 S.Ct. 360, 66 L.Ed. 653 (1922) (agreement requiring purchaser of dress patterns 
not to deal in patterns of the seller's competitor); F.T.C. v. Motion Picture Advertising Service Co., 344 U.S. 392, 73 S.Ct. 361, 
97 L.Ed. 426 (1953) (contract prohibiting showing of competitors films); Dictograph Products v. F.T.C., 217 F.2d 821 (2d Cir. 
1954), cert. denied, 349 U.S. 940, 75 S.Ct. 784, 99 L.Ed. 1268 (1955) (restricting hearing aid dealers from selling products of 
competitors). "
