Case Index,Core Terms
Case 1,"Shipping, anti trust law, antitrust, Maritime, acquisition, lines, mergers, steamship, exempt, regulating, Oceanic, 
legislative history, working arrangement, approve, parties, common carrier, cooperative, Subcommittee, 
transactions, pooling, rates, understandings, cancellation, conferences, supervision, disapprove, traffic, ownership, 
earnings, volume"
Case 2,"territory, chains, products, Sherman Act, per se rule, horizontal, brands, licensed, label, per se violation, practices, 
trademarked, marketing, rule of reason, manufacturers, cooperative, restraint of trade, territorial limits, restrictions, 
compete, cases, anti trust law, combinations, supermarket, grocery, courts, prices, allocated, consumer, regional"
Case 3,"antitrust, carriers, dual, Shipping, conferences, shippers, rates, anti trust law, public interest, contracts, petitioners', 
commerce, burden of proof, modification, trade area, provisions, regulating, cancellation, disapprove, detrimental, 
exemptions, unjustly discriminatory, legislative history, exporters, shipment, notice, unfair, anticompetitive, 
advantages, immunity"
Case 4,"interstate, plaintiffs', anti trust law, efficacy, primary jurisdiction, joint effort, new drug, antitrust, alleged conspiracy, 
allegations, competitors, defendants', Unlimited, Trucking, government action, Sherman Act, violations, exemption, 
courts, merits, Pool"
Case 5,"asphalt, liquid, concrete, commerce, interstate commerce, discovery, interstate highway, interstate, marketing, 
plaintiffs'"
Case 6,"repertory, picture, cinema, decree, exhibition, licensing, films, theatre, motion picture, exhibitors, anti trust law, 
subscribers"
Case 7,"contractors, fines, plaintiffs', truck, picketing, damages, cause of action, unfair labor practice, antitrust, employees, 
negotiations, non-union, secondary, drivers, hired, cease doing business, union contract, Excavators, machinery, 
books and records, anti trust law, violations, Relations, contracts, customers, costs, common law, conspiracy, site, 
collective bargaining agreement"
Case 8,"unfair competition, cause of action, pendent jurisdiction, pontoon, patent infringement, patent, plaintiff's claim, 
summary judgment, instant case, first cause, asserts, copyright infringement, exercise jurisdiction, federal claim, 
federal court, confidential"
Case 9,"antitrust, attorney's fees, plaintiffs', damages, factors, treble damages, grounds"
Case 10,"franchise, territory, Chicken, franchisee, manufacturer, horizontal, contracts, territorial limits, delivery, vertical, 
restraint of trade, exclusive right, anti trust law, rule of reason, Sherman Act, Antitrust, food service, trial court, first 
time, new trial, Cartwright Act, competitors, resemblance, franchisor, automatic, marketing, legality, damages, void"
Case 11,"baseball, anti trust law, antitrust, players, exemption, cases, League, commerce, boxing, sport, overrule, Flood, 
decisions, team, major league, exhibitions, professional baseball, interstate commerce, stare decisis, re-
examination, season, professional sports, Sherman Act, bargaining, football, inaction, Appeals, ball, major league 
baseball, no intention"
Case 12,"contracts, license, manufacturers, licensees, sales, restrictions, void, territorial, provisions, severance, invalid, 
products, antitrust case, new contract, franchise, decree, severability provision, remainder, royalties, parties, 
cancel, severability clause, anti trust law, counterclaim, principles, antitrust, changes"
Case 13,"newspapers, operating agreement, anti trust law, plaintiffs', exemption, papers, antitrust, The Act, predatory, 
monopoly"
Case 14,"commodities, haulers, heavy, loading, carriers, transportation, shipper, special equipment, pounds, handling, 
bundles, weighing, certificates, shipment, aggregated, palletized, manually, packages, inherent nature, anti trust 
law, traffic, motor carrier, regulation, hauling, unloading, reasons, public interest, Commerce, articles, policies"
Case 15,"franchisees, class action, plaintiffs', allegations, antitrust, franchise agreement, member of the class, defendants', 
franchises, provisions, practices"
Case 16,"franchised, compressors, rebuilders, Sherman Act, trade-mark, products, wholesalers, manufacturer, franchisees, 
practices, contracts, tying arrangement, refrigeration, patented, rebuilt, tie-in, district court, special issue, plaintiffs', 
antitrust, license, violations, Hermetics, suppliers, Clayton Act, franchisor, dealer, sells, combinations, distributors"
Case 17,"motor vehicle, amended complaint, allegations, Air, antitrust violation, pollution control, cause of action, general 
welfare, anti trust law, Environmental Quality Act, plaintiffs', conspiracy, frivolous, purported, grounded, nuisance, 
trillion, dollars, Counts, cases"
Case 18,"telephone, manufacturers, acquisition, telephone company, operating company, sales, purchases, Electric, merger, 
telecommunications, divestiture, communications, transmission, plant, vertical, antitrust, subsidiaries, switching, 
non-Bell, cable, commerce, wire, regulation, Clayton Act, electronic, products, central office, common carrier, 
carrier, horizontal"
Case 19,"credit card, by-law, card, merchants, national bank, banks, restraint of trade, member bank, Sherman Act, handling, 
per-se, membership, summary judgment, competitors, sales, bank credit, cardholders, horizontal, proprietary, 
commerce, entitled to judgment, genuine issue, deposit, partial summary judgment, group boycott, material fact, 
monopoly, anti trust law, matter of law, violations"
Case 20,"merger, banking, Mutual, institutions, Savings, consolidation, deposits, factors, antitrust, thrift, proposed merger, 
agencies, responsible agency, reviewing court, de novo, anticompetitive, concentration, statewide, percent, thrift 
institution, relevant market, anti trust law, convenience, principles, effects, insured, service area, branching, 
recommendations, resources"
Case 21,"benefits, coordination, policies, cancer, carrier, Sherman Act, provisions, franchise, plans, defendants', boycott"
Case 22,"major league baseball, contracts, concessionaire, baseball, team, cetera, stadium, relevant market, league, loans, 
franchise, tracks, facilities, sport, bid, football, games, antitrust, advances, competitors, annual, dog, commerce, 
played, spectator, parties, Sherman Act, monopolize, horse, per capita"
Case 23,"Manual, hotels, tour operator, programs, contracts, wholesalers, airlines, rights, listing, retail, tours, per se rule, 
cases, manufacturers, air, rules of the road, anti trust law, authorization, Consolidated, competitors, boycott, travel"
Case 24,"Newspapers, advertising, conspiracy, conspired, deprived, anti trust law, Sherman Act, defendants', monopoly, 
plaintiffs', ownership, revised, exempt, motion picture, anticompetitive, intervening, conferred"
Case 25,"Hockey, players, League, contracts, teams, injunctive relief, playing, season, anti trust law, probability, games, 
injunction, By-Laws, league team, hardship, appears, Cooper, salary, irreparable harm, provisions, ending, sport, 
two year, negotiations, restraining, television, amateur, terms"
Case 26,"elevator, specifications, manufacturer, elevator company, projects, installed, conspiracy, contractor, bidding, 
antitrust"
Case 27,"hardware, merger, cabinet, concentration, residential, acquisition, sales, competitor, elimination, firms, architectural, 
manufacturer, overlap, horizontal, de minimis, anti-competitive, parties, products, market share, Clayton Act, 
Wholesalers, largest, ranked, advertising, antitrust, lessening, effects, markets, Shoe, die-casting"
Case 28,"players, hockey, league, teams, amateur, contracts, salary, major league, playing, negotiations, arbitration 
agreement, season, minor league, arbitration, Sherman Act, By-Laws, sports, Affiliation, preliminary injunction, anti-
trust, collective bargaining, superstars, parties, exemptions, relevant market, monopolize, games, terms, franchise, 
drafted"
Case 29,"Antitrust, milk, political subdivision, injunctive relief, municipalities, cooperatives, townships, damages"
